Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023_x,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023_x,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023_x,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,DOD100-M1-WT-cortex10x_01202023_y,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023_y,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023_y,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PS(20:0) | PS (20:0)_2,PS,40550.02256774902,48978.423828125,17485.781230926514,24787.061824798584,52115.623596191406,23356.32201385498,74299.04510498047,53203.02380371094,62898.92449951172,69053.38482666016,75420.42492675781,65915.86376953125,48978.423828125,36076.08280181885,13989.620933532717,23356.32201385498,67135.76397705078,61273.12377929688,69053.38482666016,73232.0855102539,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:1) | PS (20:1),PS,103260.88696289062,116344.36853027344,37320.10265350342,49378.58358383179,120051.70849609376,42480.743019104,194790.09301757807,123547.52905273438,146038.3905029297,157827.91186523438,149875.99047851562,148424.93090820312,116344.36853027344,104617.2681274414,35128.26257324219,42480.743019104,138532.6297607422,161057.83251953125,157827.91186523438,153981.72924804688,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:1) | PS (20:1)_2,PS,101174.34753417967,116032.32788085938,35080.522747039795,37521.822788238525,121282.96948242188,56013.084533691406,187523.0125732422,117766.30871582033,143733.54943847656,150870.13012695312,143311.3115234375,148917.24951171875,116032.32788085938,104730.72741317748,46251.62301635742,56013.084533691406,133789.8682861328,151243.49084472656,150870.13012695312,146052.58984375,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:2) | PS (20:2),PS,32369.82244873047,71950.42471313477,53945.304470062256,70398.02376556396,81246.44653320312,92326.08652114868,1309739.403869629,83133.02516174316,172152.21444702148,272683.3405761719,406250.045715332,181936.49060058597,71950.42471313477,35755.76300048828,50276.98205566406,92326.08652114868,222367.57165527344,341049.82904052734,272683.3405761719,78611.82608032227,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:2) | PS (20:2)_2,PS,31775.56214904785,73165.14535522461,162181.99141311646,48791.58422470093,66992.96417236328,89653.12752914429,1324859.714050293,78494.06533813477,164607.43182373047,270398.1398925781,366582.3260498047,180147.79452514648,73165.14535522461,33538.96241760254,50328.404483795166,89653.12752914429,221433.0333251953,343622.186126709,270398.1398925781,80939.62471008301,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:3) | PS (20:3),PS,19179.481231689453,24391.56170654297,16564.40135574341,17150.60121536255,31267.041870117188,19996.621520996094,64366.364685058594,29883.742141723636,50255.76327514648,57729.8434753418,61856.12399291992,46856.58271789551,24391.56170654297,22307.701667785645,22304.54093170166,19996.621520996094,46543.82398986816,43513.18316650391,57729.8434753418,72401.92562866211,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:3) | PS (20:3)_2,PS,22563.241584777832,27867.22186279297,19393.101360321045,9829.400676727297,30119.72235107422,18256.04118347168,57103.34346008301,29893.84213256836,45658.30340576172,51251.36389160156,57024.8229675293,45878.86318969727,27867.22186279297,22191.761489868164,18255.94122314453,18256.04118347168,49311.224029541016,46476.843185424805,51251.36389160156,73284.9259185791,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:4) | PS (20:4),PS,21773.26141357422,26970.88163757324,12888.220825195312,17175.12148284912,27803.401885986328,17417.341526031494,45566.3427734375,26518.561920166016,39023.942932128906,39308.10266113281,53880.5832824707,37240.58271026611,26970.88163757324,23299.421905517574,16099.041164398192,17417.341526031494,40279.94253540039,36422.5422668457,39308.10266113281,56449.204010009766,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:4) | PS (20:4)_2,PS,23458.541534423828,25625.622009277344,8182.720539093018,8301.840595245361,34046.662200927734,14454.381145477297,46340.403411865234,32386.84228515625,36660.422790527344,43483.46263122559,57662.00411987305,36888.98262023926,25625.622009277344,22559.901473999023,9024.160606384276,14454.381145477297,39108.68250274658,37333.86274719238,43483.46263122559,57925.26445007324,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:5) | PS (20:5),PS,55933.003662109375,60708.68420410156,23233.94165802002,33119.78231048584,63889.18490982056,36529.64253616333,89696.90643310547,59094.443992614746,67421.98461914062,80760.22619628906,89774.06616210938,69333.16479492188,60708.68420410156,59290.44467163086,26863.941886901852,36529.64253616333,73986.92468261719,67697.34533691406,80760.22619628906,110512.24768066406,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(20:5) | PS (20:5)_2,PS,52411.92376708984,64102.76452636719,35906.62232589722,26088.601863861084,59715.62384796143,41415.50313568115,99509.1279296875,62976.40417480469,71535.3046875,83352.88568115234,90331.72637939452,67603.4052734375,64102.76452636719,61786.80438232422,31295.58213043213,41415.50313568115,75139.9652709961,61447.444580078125,83352.88568115234,115041.00830078124,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(21:0),PS,22951.98162078857,30573.382049560547,23445.341705322266,25009.061805725098,40046.003326416016,15246.500869750977,61650.46463012695,37943.74282836914,65748.90493774414,70783.10527038574,79872.5450592041,72747.10456848145,30573.382049560547,22683.28150177002,17912.50141143799,15246.500869750977,77235.64570617676,72234.92599487305,70783.10527038574,61911.62396240234,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:0 | PS (22:0),PS,56386.7442779541,54786.3837890625,22986.0817489624,34075.46223449707,72341.30493164062,57092.92414855957,178884.8348388672,69000.44537353516,79767.2255859375,86106.54602050781,93017.66723632812,79425.94598388672,54786.3837890625,47714.5632019043,42469.94303131104,57092.92414855957,107932.46807861328,90322.40637207033,86106.54602050781,90245.72631835938,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:0 | PS (22:0)_2,PS,50425.32373046875,51532.18377685547,38611.72288513184,81340.74394226074,76911.42517089844,72637.98488616943,218377.5164794922,75615.08544921875,77705.04559326172,83095.54663085938,90101.0263671875,78632.14624023438,51532.18377685547,47877.70329284668,43225.842834472656,72637.98488616943,103659.58673095705,82815.08575439453,83095.54663085938,83450.10632324219,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:1) | PS (22:1),PS,22002.741424560547,21891.96165466309,14182.901008605955,16511.061149597168,25710.441955566406,12054.560958862305,46436.62255859375,28088.901977539062,38415.602767944336,46168.76307678223,47193.30383300781,40116.38272857666,21891.96165466309,15132.981048583984,14471.14087677002,12054.560958862305,41395.40264892578,41688.38258361816,46168.76307678223,51666.10353851318,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:1) | PS (22:1)_2,PS,21582.04141235352,23901.72171020508,16130.441287994385,15057.280967712402,25743.12173461914,10684.480735778809,45802.24295043945,26647.34197998047,39669.64308166504,43646.18292236328,47476.46365356445,36823.3423614502,23901.72171020508,15877.061122894287,16157.100929260254,10684.480735778809,43814.4627532959,41421.062927246094,43646.18292236328,53168.72396850586,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:2) | PS (22:2),PS,23908.84169006348,25041.261657714844,22740.18124771118,24671.38167190552,28885.982025146484,22540.68133544922,61398.02340698242,30875.261825561523,57570.3250579834,56507.10397338867,59333.74508666992,53319.46441650391,25041.261657714844,22050.521800994877,24956.401767730717,22540.68133544922,52078.363830566406,48897.86357116699,56507.10397338867,55387.34255981445,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:2) | PS (22:2)_2,PS,17557.041305541992,23819.30160522461,25499.621520996094,24239.101497650143,31993.82243347168,24629.561714172363,60909.06359863281,30415.28187561035,56043.703552246094,57576.18423461914,56813.98387145996,51651.863998413086,23819.30160522461,21836.541564941406,19746.261531829838,24629.561714172363,52852.50367736816,53005.14367675781,57576.18423461914,58952.36463928223,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:4) | PS (22:4),PS,29972.781982421875,35207.24249267578,19941.68155670166,24650.781410217285,36506.60238647461,21168.661586761475,78144.1247253418,41710.12274169922,56100.52355957031,71628.34530639648,68772.00494384766,61976.72399902344,35207.24249267578,33751.30236816406,34120.54249572754,21168.661586761475,66779.46481323242,64020.20391845703,71628.34530639648,59931.30465698242,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:4) | PS (22:4)_2,PS,30410.0022354126,34356.562438964844,19893.581295013428,24751.242210388184,41713.60299682617,26954.961631774902,77196.16552734375,41276.48315429688,61532.20440673828,66004.14431762695,70286.60424804688,65844.42477416992,34356.562438964844,32469.6821975708,26913.48194885254,26954.961631774902,63101.56451416016,61880.30419921875,66004.14431762695,66614.36401367188,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:6) | PS (22:6),PS,36597.70245361328,40415.52313232422,23536.38172531128,27228.38168334961,51700.2041015625,34185.58190155029,71233.42541503906,43683.763122558594,65853.92449951172,80277.84616088867,83087.8656616211,74991.38555908203,40415.52313232422,37838.8429107666,22939.90170669556,34185.58190155029,82535.50540161133,71675.64501953125,80277.84616088867,62927.42401123047,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_PS(22:6) | PS (22:6)_2,PS,33072.74256896973,42870.22305297852,25662.54132080078,65029.40412902832,44419.60333251953,30745.26202392578,70234.2846069336,47304.88391113281,64280.46472167969,78729.26440429688,88495.66622924805,69062.94549560547,42870.22305297852,37993.6028137207,26037.902084350582,30745.26202392578,83750.86569213867,71117.80517578125,78729.26440429688,61331.38409423828,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_Sphinganine-1-phosphocholine,SM,194181.5760498047,182085.63330078125,154237.3735961914,177199.77014160156,197308.5112915039,186465.23071289065,172758.4140625,181039.21166992188,195126.857421875,197707.0186767578,195356.9962158203,178498.99462890625,182085.63330078125,189485.9306640625,178589.7117919922,186465.23071289065,186740.51306152344,172950.71350097656,197707.0186767578,277995.0006103516,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
Lyso_Sphingosine-1-phosphocholine,SM,93191.40753173828,94048.86730957033,81112.38549804688,92689.28552246094,103894.36724853516,98104.28723144533,94978.72668457033,91696.76708984376,103619.70684814452,106322.00720214844,108098.767578125,104967.38720703124,94048.86730957033,94429.22619628906,100628.38635253906,98104.28723144533,110373.4071044922,96445.08605957033,106322.00720214844,128523.28833007812,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
O-(11-carboxyundecanoyl)carnitine,CAR,1636443.1501464844,1698009.3786621094,2063324.2932128904,1698085.2265625,1628954.5754394531,1608644.2199707031,1445462.778076172,1613916.1791992188,1609929.6301269531,1543775.736328125,1551621.4125976562,1705820.2456054688,1698009.3786621094,1557884.4775390625,1581315.2109375,1608644.2199707031,1745685.2873535156,1531372.3439941406,1543775.736328125,1432417.7971191406,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
O-(13-carboxytridecanoyl)carnitine,CAR,2525970.9899902344,2464997.854736328,2408075.9184570312,2559040.1791992188,2484566.024658203,2497472.518310547,2258710.2392578125,2391943.559814453,2774485.9384765625,2486930.6091308594,2670320.4296875,2429390.343017578,2464997.854736328,2405194.053710937,2310353.83984375,2497472.518310547,2437745.028076172,2255850.57421875,2486930.6091308594,3416885.342773437,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
O-(17-carboxyheptadecanoyl)carnitine,CAR,1780632.291015625,1916627.5317382808,1854587.2724609373,1858644.235839844,1825409.1884765625,1787021.61328125,1661807.1337890625,1762426.8129882812,1904286.744140625,1813601.7524414065,1912865.08984375,1767753.1176757812,1916627.5317382808,1834931.7705078125,1755247.0849609375,1787021.61328125,1839317.6376953125,1711503.1088867188,1813601.7524414065,1911734.6020507808,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
O-arachidonoylcarnitine,CAR,1813997.779296875,1879959.790527344,1630397.6538085938,1829549.857910156,1854003.634765625,1825144.9770507808,1708049.875,1757919.6630859375,2451500.782714844,1872888.494140625,1974712.75390625,1786689.5073242188,1879959.790527344,1829980.9995117188,1706509.4047851562,1825144.9770507808,1883849.1052246091,1763317.923828125,1872888.494140625,2433795.915527344,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
O-behenoylcarnitine,CAR,1108163.3492889404,1146124.9450950625,1048316.785736084,1243186.0341529846,1117372.6411895752,1110679.3093795776,998638.4768371582,1087461.7204818726,1778627.9196472168,1107254.2224349976,1204462.4834213257,1069347.894615173,1146124.9450950625,1116577.554206848,1044821.2492179872,1110679.3093795776,1171594.4060668943,1056279.627861023,1107254.2224349976,1460080.6394119265,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"O-oleoylcarnitine, Elaidic carnitine",CAR,2524766.19921875,2410372.6762695312,3202153.1528320312,2752258.0747070312,2579686.61328125,2916051.9331054688,2913805.9169921875,2689731.6806640625,2918418.5444335938,2833547.6284179688,2306270.5888671875,2955770.5419921875,2410372.6762695312,2773002.709960937,2983881.759765625,2916051.9331054688,3085034.6826171875,3306372.66015625,2833547.6284179688,2078276.6245117188,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",CAR,1594045.3452148438,1596917.227294922,1494833.484375,1599515.9545898438,1572857.943359375,1615202.787109375,1422741.223388672,1525306.733642578,1900881.853515625,1638445.1293945312,1670595.7229003906,1574279.4704589844,1596917.227294922,1536914.521484375,1488814.3935546875,1615202.787109375,1608873.7958984375,1493512.0478515625,1638445.1293945312,2192422.580078125,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PC (30:0),PC,116663.56880187988,86169.56600952148,100420.98878479004,85446.06591796875,219265.19830322263,118589.88662719728,97039.00770568848,106894.50701904295,92519.5457763672,134713.04946899414,96920.8874206543,136296.89154052734,86169.56600952148,129933.3910522461,116630.44833374023,118589.88662719728,152744.52752685547,125665.26805114746,134713.04946899414,60246.08421325684,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PC (30:1),PC,114787.52682495116,88982.3060760498,98903.28643798828,80584.42440795898,217753.1545715332,122133.58932495116,99945.58645629884,106675.58657836914,84294.10525512695,131660.08978271484,98654.66708374023,129153.18960571288,88982.3060760498,129784.9296722412,120120.7906036377,122133.58932495116,140426.02969360352,117434.88774108888,131660.08978271484,61894.845123291016,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PC (30:2),PC,115927.44927978516,84586.96543884277,93750.22494506836,84286.84475708008,228871.4760437012,120559.64868164062,102578.38748168944,106956.72563171388,89100.36520385742,138506.79061889648,90531.64743041992,128745.4481201172,84586.96543884277,126637.08709716795,112903.4891052246,120559.64868164062,138724.5475769043,122758.89114379884,138506.79061889648,56625.44430541992,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
PC (32:0),PC,680101.5065307617,951137.5981445312,917661.4234008788,918412.5050964355,3429927.025512696,1698169.5415649414,1321913.1739501953,1695274.6646118164,387112.7424011231,2063338.8400268557,589987.186340332,1549376.1540527344,951137.5981445312,2357660.930175781,1826688.9967956543,1698169.5415649414,2127019.393737793,1778752.6961975098,2063338.8400268557,47592.60353088379,Genotype: WT | Sex: Male,Brain Region: cortex,Genotype: WT__Sex: Male vs Brain Region: cortexBlank1,12,7,10xBlank_01202023
