lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(54:6)]_FA16:0,1.5004291417973066,7.289425842553459,18.94073546729305,1.3484248293691761e-5,1.9512856163113595e-4,TAG,1259257.759765625,2022839.380859375,1127721.5475463867,1973991.7817382808,670306.8075561523,340405.80267333984,422661.53552246094,439747.0512695313,133764.62829589844,578597.3796386719,371023.9853515625,108795.32781982422,56072.563537597656
FA(17:2),1.4973034287580702,6.591573289157212,18.864930587538765,1.4030854686041485e-5,2.0213200032078514e-4,FA,90688.427001953125,87412.34582519531,2119039.344604492,1307959.6710205078,109228.76818847656,303337.71661376953,126630.50769042967,77933.04434204102,134537.2113647461,55100.82385253906,250586.97869873047,366902.2621459961,116827.54858398438
[TG(51:6)]_FA16:1,-1.4945219229343145,7.953645211001174,18.798005917400587,1.4531898177570227e-5,2.0841971297341834e-4,TAG,146931.69006347656,163424.91040039062,2157816.8165893555,129036.94897460938,150070.03161621094,819853.119934082,235628.35778808597,166777.21270751953,2921303.8751220703,90604.30615234376,140699.15106201172,2860349.9962158203,41019.22302246094
[TG(59:9)|TG(58:2)]_FA18:0,1.4935934992611402,6.3460022795777675,18.775370090101205,1.4705400960026122e-5,2.099749066283376e-4,TAG,476133.1711425781,826497.3698730469,783423.11083984375,908885.028137207,255905.716796875,448901.7543945313,209117.63598632807,238108.7164306641,75521.2046508789,224188.55606079104,240018.15435791016,69362.8648071289,33522.38247680664
[TG(56:10)|TG(55:3)]_FA16:1,1.4911744915938303,5.342588345602946,18.716658390258885,1.516518338737665e-5,2.1558610921173764e-4,TAG,141362.2091064453,546605.9984130859,420397.6321411133,469703.5936279297,153315.43075561523,108753.52838134766,91106.64666748048,111831.94744873048,52605.66400146485,90765.46600341795,95339.0067138672,56293.20397949219,28544.002075195312
[TG(59:10)|TG(58:3)]_FA18:1,1.4872297521558286,6.433719350749611,18.62218222583033,1.5935552468635014e-5,2.2554398165037365e-4,TAG,498497.3575439453,897408.9152832031,814644.14013671875,946438.7849121094,271170.79919433594,506115.95849609375,223263.47497558597,256432.49374389648,86048.166015625,246232.89666748047,244778.27969360352,71286.44454956055,29908.762084960938
[TG(52:4)]_FA20:4,1.4838564962331022,10.264472144520761,18.54150585841145,1.6624440594847114e-5,2.3426668034747439e-4,TAG,5728736.60546875,15531875.098144531,17118202.802734375,8747150.59375,2599265.9951171875,5035678.010742188,4034279.51171875,2439210.6279296875,1124921.2172851562,3420651.7290039062,3690090.3603515625,1299464.671875,342702.3056640625
[TG(57:8)|TG(56:1)]_FA18:0,1.481382298649733,6.902921190188474,18.48198012306966,1.7151834570797557e-5,2.4064769634766833e-4,TAG,411324.5704345703,1654104.391540527,1234719.6000976562,1699196.2059326172,328411.9831542969,238604.59814453125,284780.0581665039,275111.1990966797,118126.80737304688,353444.9089355469,369916.3659057617,142398.71026611328,41148.28283691406
[TG(48:2)]_FA18:0,1.4763452716302914,5.6334060174751865,18.361129853627062,1.8274831402943434e-5,2.552938568714219e-4,TAG,153937.3104248047,519929.6610870361,419160.6473999024,845066.2540283203,174005.17291259766,177260.03106689453,87041.78662109375,149061.2130126953,61083.54406738281,109606.3872680664,122066.7491455078,82132.88659667969,33988.16226196289
[TG(54:7)|TG(53:0)]_FA16:1,1.4600172061178378,7.241854333372631,17.973407202349335,2.240126681377373e-5,3.103248637717895e-4,TAG,1287567.5936279297,1800403.6420898438,1120124.127319336,1811544.0415039065,682699.8240966797,377220.9864501953,446912.2336425781,437262.5343017578,132625.48992919922,499356.5548095703,375985.311340332,125692.6284790039,52460.543548583984
FA(20:4),1.460012176554445,5.970211386979109,17.97296474007817,2.2406474514665928e-5,3.103248637717895e-4,FA,191526.35620117188,193165.23693847656,686373.1613769531,1429550.2658691406,272612.73791503906,84469.66589355469,122860.77014160156,101627.80963134766,103475.2880859375,141120.86688232422,137817.47290039062,121465.38854980467,74704.64587402344
[TG(38:1)]_FA14:0,-1.456841944136757,8.902423238973054,17.89847037033178,2.330083106987525e-5,3.213324011217412e-4,TAG,435299.6118164063,362804.6832275391,4904561.684204102,418657.8930664063,331275.9782714844,690909.6423339844,523998.888671875,391473.1638183594,2959342.0509033203,290212.60119628906,418595.0930175781,8168069.145141602,49943.38360595703
[TG(59:13)|TG(58:6)]_FA18:0,1.4562652513727294,7.928041495618757,17.88479915316566,2.3468817445176517e-5,3.222718038109984e-4,TAG,2165228.6796875,2777967.5009765625,1647427.2534179688,3106570.2387695312,1300257.9887695312,464882.5555419922,467883.4514160156,720712.17822265625,243298.056640625,942656.453125,534045.03564453125,284670.1809082031,95682.386962890625
[TG(57:11)|TG(56:4)]_FA18:3,1.4529209409801913,7.278547618346595,17.805855148841147,2.4462928776802263e-5,3.344994540794106e-4,TAG,558122.2618408203,2137673.302001953,1588228.0900268557,2104461.9353027344,415470.8539428711,345609.4411621094,396039.20935058594,371528.8874511719,149437.8299560547,465449.4686279297,480731.5340576172,174649.99249267578,60484.58441162109
[TG(51:5)]_FA16:0,-1.448303994773102,7.723328390731136,17.697252952493727,2.5900036670039854e-5,3.526557735621038e-4,TAG,132702.60998535156,129032.44927978516,1867990.1942749023,116820.0492553711,117311.1682434082,742645.9927978516,178758.43466186523,148210.54956054688,2732314.543823242,81822.72570800781,112672.90786743164,2131708.7568969727,39190.08248901367
[TG(64:15)|TG(63:8)|TG(62:1)]_FA22:6,1.4452170628257692,5.813962262780582,17.624386181670616,2.6911529693305833e-5,3.648886820180585e-4,TAG,478709.11346435547,363878.8465270996,604683.9233703613,326235.1024169922,150303.97109985352,494087.6181945801,120570.0683441162,123025.26873779295,67932.4447631836,138893.9898071289,122660.94912719728,120650.14785766602,34112.42204284668
[TG(54:9)|TG(53:2)]_FA16:1,1.4440243546790235,6.176568511252656,17.596550699185173,2.7308321475088198e-5,3.683110655118417e-4,TAG,249618.4580078125,854631.2779541016,807370.2791748047,821952.4383544922,273492.15869140625,229174.09838867188,158004.02978515625,203710.09301757807,89522.146484375,158395.93255615234,195349.3521728516,108084.52856445312,47339.363037109375
[TG(57:8)|TG(56:1)]_FA20:4,1.4437789787962243,5.9241385071456625,17.59071799815592,2.739220815706291e-5,3.683110655118417e-4,TAG,193277.25524902344,923014.9667358398,527807.8798828125,774768.8180541992,207383.77575683597,139250.78942871094,132344.0498046875,151921.91076660156,89698.48602294922,155656.62915039062,136300.9287109375,90133.2060546875,42022.04315185547
[TG(57:10)|TG(56:3)]_FA18:2,1.432665597405944,7.113186818159534,17.331397313420894,3.139564945985565e-5,4.2038904899151117e-4,TAG,464045.61572265625,1855019.243652344,1425327.5426635742,1925778.5599365237,383300.0694580078,311714.0407714844,370261.3256225586,331669.68572998047,130203.02862548828,416390.6491699219,428066.9497070313,162603.5518798828,48982.123596191406
[TG(51:7)|TG(50:0)]_FA18:0,1.430071394233033,9.783978972059769,17.271203682597147,3.240608825842967e-5,4.3212581326426675e-4,TAG,3873752.895507813,10887394.926757812,12367640.130371094,6322302.35546875,1910065.8540039065,3406474.259277344,2623381.8090820312,1818344.123046875,942528.41455078125,2408046.819335937,2733173.33984375,1092444.1748046875,289487.9404296875
[TG(48:5)]_FA18:3,1.4281972835333236,6.265835937545054,17.22732733749035,3.316315575125254e-5,4.386102539637887e-4,TAG,248818.09814453125,781827.6201171875,644122.9312133789,1244988.2053833008,250339.25720214844,317802.6610107422,163033.95092773438,216554.13671875,97283.66613769533,183283.0947265625,201705.372253418,113252.42791748048,57785.583557128906
[TG(56:9)|TG(55:2)]_FA14:0,1.4282257719465024,4.734835793980557,17.227267008132458,3.316420885254554e-5,4.386102539637887e-4,TAG,81802.466552734375,361297.8288574219,261994.50067138672,299999.34411621094,98025.00634765624,74483.64538574219,56644.043548583984,68143.78466796875,36561.44250488281,60241.14440917969,69422.92517089844,39696.06286621094,26100.881774902344
[TG(57:9)|TG(56:2)]_FA18:1,1.425990642413825,7.047529508716394,17.176285430532513,3.4066261090475075e-5,4.4870132464882884e-4,TAG,446209.948059082,1859675.5256347656,1359282.3106689453,1768459.1375732422,356203.7656860352,286569.6424560547,341248.14434814453,333286.8820800781,134860.1102294922,394893.7442626953,396288.3464355469,157992.74938964844,43103.04278564453
[TG(59:11)|TG(58:4)]_FA18:2,1.4240335008801686,6.550124539409523,17.130846243613632,3.48910151110589e-5,4.576963648918173e-4,TAG,556430.8412475586,927639.8973388672,862492.4642333984,1035584.651916504,306490.10174560547,534330.2624511719,266951.67919921875,285928.758972168,86528.18643188477,275091.4596557617,281506.74084472656,75163.72509765625,32623.38217163086
[TG(56:10)|TG(55:3)]_FA14:0,1.4202946672438832,4.5569684228968566,17.04340941270857,3.6534956256980426e-5,4.77321068183303e-4,TAG,74720.64535522461,315803.4251098633,222361.7172241211,277290.36236572266,88880.86651611328,65381.4642944336,50540.32339477539,60517.24401855469,32223.36245727539,60971.70407104492,55898.50427246094,34548.62258911133,22519.541748046875
FA(29:3),-1.415707981487841,7.727188374048332,16.938651485339506,3.8607423742819436e-5,5.023635339438642e-4,FA,602776.1968383789,556476.4182739258,274762.9822502136,1542699.581604004,577461.5647583008,273567.77532958984,664425.5786743164,464812.67333984375,391611.1671447754,613601.7890625,686251.6192626953,3420731.9689941406,61862.46453857422
PI(38:3),1.4114222228949185,8.211230467392495,16.840034129250853,4.066631079116535e-5,5.270288551128136e-4,PI,2249156.5861816406,3529127.825988769,1952794.881652832,4325737.012512207,1716780.173034668,354022.7213745117,538990.1713256836,1264685.3935546875,238886.2164306641,1473440.204711914,484871.7539672852,180160.69329833984,41249.6227722168
[TG(58:10)|TG(57:3)]_FA22:5,1.4049469693535361,6.241260138152012,16.691202491761942,4.398449892336727e-5,5.677519121028247e-4,TAG,278022.19619750977,898862.4673461914,687943.5287475586,1188214.5775756836,253615.05810546875,168429.15142822266,168253.0926513672,204186.2554931641,93340.08642578124,199355.15521240237,190926.79397583008,123963.74938964844,37761.00308227539
[TG(62:12)|TG(61:5)]_FA20:4,1.3899940946752034,5.579995438628274,16.350185247980335,5.265101576134059e-5,6.769116647882314e-4,TAG,388242.52545166016,326968.9045410156,494232.51626586914,295146.06018066406,171369.5321044922,372690.5848693848,125421.82876586914,126286.08804321288,64949.54431152344,114328.50833129884,128969.08856201172,63085.78436279297,30850.342376708984
[TG(56:10)|TG(55:3)]_FA16:0,1.3726369729804042,5.28763640940605,15.958416149398316,6.47492601163835e-5,8.291502476014664e-4,TAG,138865.46978759766,522553.8571166992,367183.1213684082,474070.0896606445,152905.2303466797,88885.48651123047,98167.2269897461,111185.92919921876,49385.94375610352,98449.88665771484,109903.40838623048,48697.94377136231,28348.062133789062
[TG(48:3)]_FA18:2,1.3678901281530003,7.479682618889543,15.852556181625914,6.847397970611247e-5,8.733815514293476e-4,TAG,629110.76171875,1746297.5766601562,1627076.8669433594,2572464.638305664,554647.2019042969,846733.1223144531,464741.0949707031,442192.1751708984,222510.71508789065,414180.8254394531,570110.2994384766,252952.53771972656,100720.38708496094
DG(O-38:9)|DG(36:2)_C18:0,1.3627305211546232,3.8555643053689304,15.735444239268872,7.284630291325352e-5,9.254922027601146e-4,DAG,125610.08701324464,29447.34225082397,28226.101947784424,31279.10215377808,380014.9611053467,27929.86191558838,28151.461936950684,27620.28183364868,25905.241813659668,30703.142002105717,26360.22169113159,27275.301872253414,32929.36228942871
[TG(59:12)|TG(58:5)]_FA18:3,1.35639762710484,6.717312306767677,15.596248716363334,7.840999349778701e-5,9.9227078046023e-4,TAG,632178.8643188477,1023018.411743164,958996.0253295898,1128169.0728759766,343232.28201293945,590816.27685546875,290894.9010620117,330728.4459228516,108485.94772338869,320106.48333740234,331449.68493652344,88543.02560424805,37640.34274291992
DG(35:3)_C18:0,1.3534190590847275,4.100827053054007,15.528652887358476,8.126410737731333e-5,0.0010243721660413677,DAG,47902.40325164795,34273.122608184814,33583.262435913086,32607.862270355225,541101.714630127,34489.16237640381,29946.182205200195,30898.342281341556,35644.84272766113,31337.84218978882,28455.94211578369,32987.722286224365,45704.34292602539
[TG(52:9)|TG(51:2)]_FA18:1,1.3413292675431965,7.7983231098687025,15.263263542423374,9.351772514773233e-5,0.0011742478562324211,TAG,779787.3801269531,2510740.3001708984,2551947.373413086,2568995.1907958984,678665.5749511719,770703.7556152344,581079.1417236328,595936.1834716797,277420.4803466797,565936.0369873047,703392.6287841797,308227.7419433594,84004.7660522461
PI(38:6),1.3387374580712492,6.929208367412923,15.206211792625256,9.63858439830421e-5,0.001205570226873166,PI,1090770.1322631836,1377491.904724121,709790.0509643555,1419427.1369018557,656579.6227416992,296739.1187133789,321610.64056396484,389748.8284912109,128220.5697631836,484271.3371582031,276626.9992675781,101896.0267944336,71451.1050415039
[TG(53:10)|TG(52:3)]_FA18:3,1.3353086473665408,10.392450633824675,15.131163789102208,1.0029394401211748e-4,0.0012496083294482746,TAG,5868198.9765625,15433783.736328123,17382934.923828125,11195504.078125,3465438.484375,4543052.751953125,4061387.041015625,3248137.732421875,1545554.53515625,3813055.68359375,4048516.052734375,1640475.966796875,796008.09375
[TG(58:7)|TG(57:0)]_FA18:1,1.334247301522101,8.089315464197485,15.10784989577951,1.0154017825111364e-4,0.001260269827755168,TAG,2413355.8713378906,3170856.282470703,1743613.0780029297,3020095.928588867,1603046.746459961,576001.6568603516,633736.32470703125,903793.34130859375,271382.2175292969,1184052.0205078125,581083.1955566406,280675.01989746094,87526.126220703125
FA(18:0),1.3329450704748784,6.871542568854786,15.0792074805031,1.0309260262160772e-4,0.0012746353588502994,FA,144271.41107177734,202974.7933349609,2174030.3901367188,2165291.9608154297,142868.76922607422,105583.76641845705,353728.51580810547,309157.42126464844,207661.4566040039,226954.4132080078,168568.9129638672,200975.9946899414,142626.45068359375
[TG(53:8)|TG(52:1)]_FA18:1,1.3302171330878874,10.194327688845236,15.019775198656827,1.063904788505073e-4,0.0013059802340416127,TAG,5133495.412109375,14222664.087890623,14535862.912109377,9500444.7626953125,3143576.4921875,4059485.224609375,3517882.388671875,2866919.328125,1410952.52734375,3300049.16796875,3316595.373046875,1559419.51171875,647312.46484375
PG(38:6),1.3301842134941828,7.49524946870041,15.01894683975297,1.0643718672232541e-4,0.0013059802340416127,PG,2513507.7810058594,1492893.2250976562,643824.02490234375,2282998.4140625,754773.4328613281,428938.1091308594,433989.5295410156,559888.3229980469,197824.6141357422,706621.6298828125,334060.2255859375,200367.3537597656,200211.01293945312
[TG(60:11)|TG(59:4)]_FA20:4,1.3257781490932237,7.033961134381306,14.92280673656569,1.1200076754312788e-4,0.001369039685082097,TAG,899015.7288818359,1076797.2176513672,1267024.9888916016,1034115.3475341796,616765.0051879883,818826.4611816406,279736.14111328125,246907.05596923828,154199.51171875,449248.5112304688,373242.54846191406,263298.66326904297,50261.60354614258
[TG(56:6)]_FA16:0,1.325279223914616,7.686358678910851,14.912005483980465,1.1264384688410959e-4,0.0013717045052642326,TAG,1978881.0145263672,1967415.8481445312,836691.1777954102,2441155.7595214844,990275.2186889648,358249.74450683594,398515.9090576172,652625.9665527344,176882.11206054688,818941.6765136719,409871.1905517578,172329.2322998047,530680.4533081055
LPE(18:4),1.321316604517435,4.97445497918311,14.825157192399956,1.1795152208748527e-4,0.0014309382021665978,PE,82219.50634765625,1005620.4807128906,47077.783203125,60744.32434082031,73540.64447021484,60453.204345703125,88035.9663696289,71219.86529541016,51242.84356689453,65273.7846069336,65275.22448730469,48136.84326171875,56470.204345703125
[TG(51:4)]_FA14:0,-1.3167021196289361,7.184394697062362,14.725763092748807,1.243356431474301e-4,0.001502738278789352,TAG,108547.54736328124,112186.84884643556,1252804.9055786133,107290.3677368164,133083.69061279297,551434.9449462891,173716.59295654297,129466.10809326172,1697107.4505004885,92858.4071044922,117728.94714355467,1406813.5804748535,82697.70608520508
[TG(58:8)|TG(57:1)]_FA18:2,1.3110777305671486,8.111363837449122,14.604332691644233,1.3260930555221778e-4,0.0015967545858843535,TAG,2305190.9965820312,2972696.7421875,1772519.0268554688,3393337.526611328,1594310.8262939453,617317.0671386719,697807.5656738281,805814.3942871094,274723.23828125,1211769.5390625,657277.60693359375,295437.3203125,104196.58801269533
[TG(54:7)|TG(53:0)]_FA22:5,1.305612704393539,6.865438842498626,14.48657607163841,1.411619163221618e-4,0.0016934182303777552,TAG,512147.4401245117,1144661.6457519531,974253.2289428712,1333706.729553223,710743.328918457,532221.5796508789,283364.51873779297,434014.0935058594,116274.88751220705,264478.3568725586,310985.7396850586,210763.93536376956,38978.96263122559
[TG(53:9)|TG(52:2)]_FA18:2,1.299223984984729,10.334682646652235,14.349770433008555,1.5179820297292227e-4,0.0018142696333097045,TAG,5326745.45703125,14703529.54296875,16284655.900390623,10794552.513671877,3619085.978515625,4533836.509765625,4080113.751953125,2966464.19140625,1502758.92578125,3686456.75,3936966.646484375,1719626.60546875,765101.7705078125
