TG 65:1_OZONE_DB_Position_N12	1060.9->1213.1
TG 65:1_OZONE_DB_Position_N13	1060.9->1227.1
TG 65:1_OZONE_DB_Position_N14	1060.9->1241.1
TG 65:1_OZONE_DB_Position_N15	1060.9->1255.1
TG 65:1_OZONE_DB_Position_N16	1060.9->1269.2
TG 65:1_OZONE_DB_Position_N17	1060.9->1283.2
TG 65:2	1058.9->759.7
TG 65:2_OZONE_DB_Position_N1	1058.9->1056.9
TG 65:2_OZONE_DB_Position_N2	1058.9->1070.9
TG 65:2_OZONE_DB_Position_N3	1058.9->1085
TG 65:2_OZONE_DB_Position_N4	1058.9->1099
TG 65:2_OZONE_DB_Position_N5	1058.9->1113
TG 65:2_OZONE_DB_Position_N6	1058.9->1127
TG 65:2_OZONE_DB_Position_N7	1058.9->1141
TG 65:2_OZONE_DB_Position_N8	1058.9->1155
TG 65:2_OZONE_DB_Position_N9	1058.9->1169
TG 65:2_OZONE_DB_Position_N10	1058.9->1183.1
TG 65:2_OZONE_DB_Position_N11	1058.9->1197.1
TG 65:2_OZONE_DB_Position_N12	1058.9->1211.1
TG 65:2_OZONE_DB_Position_N13	1058.9->1225.1
TG 65:2_OZONE_DB_Position_N14	1058.9->1239.1
TG 65:2_OZONE_DB_Position_N15	1058.9->1253.1
TG 65:2_OZONE_DB_Position_N16	1058.9->1267.2
TG 65:2_OZONE_DB_Position_N17	1058.9->1281.2
TG 65:3	1056.9->757.7
TG 65:3_OZONE_DB_Position_N1	1056.9->1054.9
TG 65:3_OZONE_DB_Position_N2	1056.9->1068.9
TG 65:3_OZONE_DB_Position_N3	1056.9->1083
TG 65:3_OZONE_DB_Position_N4	1056.9->1097
TG 65:3_OZONE_DB_Position_N5	1056.9->1111
TG 65:3_OZONE_DB_Position_N6	1056.9->1125
TG 65:3_OZONE_DB_Position_N7	1056.9->1139
TG 65:3_OZONE_DB_Position_N8	1056.9->1153
TG 65:3_OZONE_DB_Position_N9	1056.9->1167
TG 65:3_OZONE_DB_Position_N10	1056.9->1181.1
TG 65:3_OZONE_DB_Position_N11	1056.9->1195.1
TG 65:3_OZONE_DB_Position_N12	1056.9->1209.1
TG 65:3_OZONE_DB_Position_N13	1056.9->1223.1
TG 65:3_OZONE_DB_Position_N14	1056.9->1237.1
TG 65:3_OZONE_DB_Position_N15	1056.9->1251.1
TG 65:3_OZONE_DB_Position_N16	1056.9->1265.2
TG 65:3_OZONE_DB_Position_N17	1056.9->1279.2
TG 65:4	1054.9->755.7
TG 65:4_OZONE_DB_Position_N1	1054.9->1052.9
TG 65:4_OZONE_DB_Position_N2	1054.9->1066.9
TG 65:4_OZONE_DB_Position_N3	1054.9->1081
TG 65:4_OZONE_DB_Position_N4	1054.9->1095
TG 65:4_OZONE_DB_Position_N5	1054.9->1109
TG 65:4_OZONE_DB_Position_N6	1054.9->1123
TG 65:4_OZONE_DB_Position_N7	1054.9->1137
TG 65:4_OZONE_DB_Position_N8	1054.9->1151
TG 65:4_OZONE_DB_Position_N9	1054.9->1165
TG 65:4_OZONE_DB_Position_N10	1054.9->1179.1
TG 65:4_OZONE_DB_Position_N11	1054.9->1193.1
TG 65:4_OZONE_DB_Position_N12	1054.9->1207.1
TG 65:4_OZONE_DB_Position_N13	1054.9->1221.1
TG 65:4_OZONE_DB_Position_N14	1054.9->1235.1
TG 65:4_OZONE_DB_Position_N15	1054.9->1249.1
TG 65:4_OZONE_DB_Position_N16	1054.9->1263.2
TG 65:4_OZONE_DB_Position_N17	1054.9->1277.2
TG 65:5	1052.9->753.7
TG 65:5_OZONE_DB_Position_N1	1052.9->1050.9
TG 65:5_OZONE_DB_Position_N2	1052.9->1064.9
TG 65:5_OZONE_DB_Position_N3	1052.9->1079
TG 65:5_OZONE_DB_Position_N4	1052.9->1093
TG 65:5_OZONE_DB_Position_N5	1052.9->1107
TG 65:5_OZONE_DB_Position_N6	1052.9->1121
TG 65:5_OZONE_DB_Position_N7	1052.9->1135
TG 65:5_OZONE_DB_Position_N8	1052.9->1149
TG 65:5_OZONE_DB_Position_N9	1052.9->1163
TG 65:5_OZONE_DB_Position_N10	1052.9->1177.1
TG 65:5_OZONE_DB_Position_N11	1052.9->1191.1
TG 65:5_OZONE_DB_Position_N12	1052.9->1205.1
TG 65:5_OZONE_DB_Position_N13	1052.9->1219.1
TG 65:5_OZONE_DB_Position_N14	1052.9->1233.1
TG 65:5_OZONE_DB_Position_N15	1052.9->1247.1
TG 65:5_OZONE_DB_Position_N16	1052.9->1261.2
TG 65:5_OZONE_DB_Position_N17	1052.9->1275.2
TG 65:6	1050.9->751.7
TG 65:6_OZONE_DB_Position_N1	1050.9->1048.9
TG 65:6_OZONE_DB_Position_N2	1050.9->1062.9
TG 65:6_OZONE_DB_Position_N3	1050.9->1077
TG 65:6_OZONE_DB_Position_N4	1050.9->1091
TG 65:6_OZONE_DB_Position_N5	1050.9->1105
TG 65:6_OZONE_DB_Position_N6	1050.9->1119
TG 65:6_OZONE_DB_Position_N7	1050.9->1133
TG 65:6_OZONE_DB_Position_N8	1050.9->1147
TG 65:6_OZONE_DB_Position_N9	1050.9->1161
TG 65:6_OZONE_DB_Position_N10	1050.9->1175.1
TG 65:6_OZONE_DB_Position_N11	1050.9->1189.1
TG 65:6_OZONE_DB_Position_N12	1050.9->1203.1
TG 65:6_OZONE_DB_Position_N13	1050.9->1217.1
TG 65:6_OZONE_DB_Position_N14	1050.9->1231.1
TG 65:6_OZONE_DB_Position_N15	1050.9->1245.1
TG 65:6_OZONE_DB_Position_N16	1050.9->1259.2
TG 65:6_OZONE_DB_Position_N17	1050.9->1273.2
TG 65:7	1048.9->749.7
TG 65:7_OZONE_DB_Position_N1	1048.9->1046.9
TG 65:7_OZONE_DB_Position_N2	1048.9->1060.9
TG 65:7_OZONE_DB_Position_N3	1048.9->1075
TG 65:7_OZONE_DB_Position_N4	1048.9->1089
TG 65:7_OZONE_DB_Position_N5	1048.9->1103
TG 65:7_OZONE_DB_Position_N6	1048.9->1117
TG 65:7_OZONE_DB_Position_N7	1048.9->1131
TG 65:7_OZONE_DB_Position_N8	1048.9->1145
TG 65:7_OZONE_DB_Position_N9	1048.9->1159
TG 65:7_OZONE_DB_Position_N10	1048.9->1173.1
TG 65:7_OZONE_DB_Position_N11	1048.9->1187.1
TG 65:7_OZONE_DB_Position_N12	1048.9->1201.1
TG 65:7_OZONE_DB_Position_N13	1048.9->1215.1
TG 65:7_OZONE_DB_Position_N14	1048.9->1229.1
TG 65:7_OZONE_DB_Position_N15	1048.9->1243.1
TG 65:7_OZONE_DB_Position_N16	1048.9->1257.2
TG 65:7_OZONE_DB_Position_N17	1048.9->1271.2
TG 65:8	1046.9->747.7
TG 65:8_OZONE_DB_Position_N1	1046.9->1044.9
TG 65:8_OZONE_DB_Position_N2	1046.9->1058.9
TG 65:8_OZONE_DB_Position_N3	1046.9->1073
TG 65:8_OZONE_DB_Position_N4	1046.9->1087
TG 65:8_OZONE_DB_Position_N5	1046.9->1101
TG 65:8_OZONE_DB_Position_N6	1046.9->1115
TG 65:8_OZONE_DB_Position_N7	1046.9->1129
TG 65:8_OZONE_DB_Position_N8	1046.9->1143
TG 65:8_OZONE_DB_Position_N9	1046.9->1157
TG 65:8_OZONE_DB_Position_N10	1046.9->1171.1
TG 65:8_OZONE_DB_Position_N11	1046.9->1185.1
TG 65:8_OZONE_DB_Position_N12	1046.9->1199.1
TG 65:8_OZONE_DB_Position_N13	1046.9->1213.1
TG 65:8_OZONE_DB_Position_N14	1046.9->1227.1
TG 65:8_OZONE_DB_Position_N15	1046.9->1241.1
TG 65:8_OZONE_DB_Position_N16	1046.9->1255.2
TG 65:8_OZONE_DB_Position_N17	1046.9->1269.2
TG 65:9	1044.9->745.7
TG 65:9_OZONE_DB_Position_N1	1044.9->1042.9
TG 65:9_OZONE_DB_Position_N2	1044.9->1056.9
TG 65:9_OZONE_DB_Position_N3	1044.9->1071
TG 65:9_OZONE_DB_Position_N4	1044.9->1085
TG 65:9_OZONE_DB_Position_N5	1044.9->1099
TG 65:9_OZONE_DB_Position_N6	1044.9->1113
TG 65:9_OZONE_DB_Position_N7	1044.9->1127
TG 65:9_OZONE_DB_Position_N8	1044.9->1141
TG 65:9_OZONE_DB_Position_N9	1044.9->1155
TG 65:9_OZONE_DB_Position_N10	1044.9->1169.1
TG 65:9_OZONE_DB_Position_N11	1044.9->1183.1
TG 65:9_OZONE_DB_Position_N12	1044.9->1197.1
TG 65:9_OZONE_DB_Position_N13	1044.9->1211.1
TG 65:9_OZONE_DB_Position_N14	1044.9->1225.1
TG 65:9_OZONE_DB_Position_N15	1044.9->1239.1
TG 65:9_OZONE_DB_Position_N16	1044.9->1253.2
TG 65:9_OZONE_DB_Position_N17	1044.9->1267.2
TG 65:10	1042.9->743.7
TG 65:10_OZONE_DB_Position_N1	1042.9->1040.9
TG 65:10_OZONE_DB_Position_N2	1042.9->1054.9
TG 65:10_OZONE_DB_Position_N3	1042.9->1069
TG 65:10_OZONE_DB_Position_N4	1042.9->1083
TG 65:10_OZONE_DB_Position_N5	1042.9->1097
TG 65:10_OZONE_DB_Position_N6	1042.9->1111
TG 65:10_OZONE_DB_Position_N7	1042.9->1125
TG 65:10_OZONE_DB_Position_N8	1042.9->1139
TG 65:10_OZONE_DB_Position_N9	1042.9->1153
TG 65:10_OZONE_DB_Position_N10	1042.9->1167.1
TG 65:10_OZONE_DB_Position_N11	1042.9->1181.1
TG 65:10_OZONE_DB_Position_N12	1042.9->1195.1
TG 65:10_OZONE_DB_Position_N13	1042.9->1209.1
TG 65:10_OZONE_DB_Position_N14	1042.9->1223.1
TG 65:10_OZONE_DB_Position_N15	1042.9->1237.1
TG 65:10_OZONE_DB_Position_N16	1042.9->1251.2
TG 65:10_OZONE_DB_Position_N17	1042.9->1265.2
TG 66:1	1074.9->775.7
TG 66:1_OZONE_DB_Position_N1	1074.9->1072.9
TG 66:1_OZONE_DB_Position_N2	1074.9->1086.9
TG 66:1_OZONE_DB_Position_N3	1074.9->1101
TG 66:1_OZONE_DB_Position_N4	1074.9->1115
TG 66:1_OZONE_DB_Position_N5	1074.9->1129
TG 66:1_OZONE_DB_Position_N6	1074.9->1143
TG 66:1_OZONE_DB_Position_N7	1074.9->1157
TG 66:1_OZONE_DB_Position_N8	1074.9->1171
TG 66:1_OZONE_DB_Position_N9	1074.9->1185
TG 66:1_OZONE_DB_Position_N10	1074.9->1199.1
TG 66:1_OZONE_DB_Position_N11	1074.9->1213.1
TG 66:1_OZONE_DB_Position_N12	1074.9->1227.1
TG 66:1_OZONE_DB_Position_N13	1074.9->1241.1
TG 66:1_OZONE_DB_Position_N14	1074.9->1255.1
TG 66:1_OZONE_DB_Position_N15	1074.9->1269.1
TG 66:1_OZONE_DB_Position_N16	1074.9->1283.2
TG 66:1_OZONE_DB_Position_N17	1074.9->1297.2
TG 66:2	1072.9->773.7
TG 66:2_OZONE_DB_Position_N1	1072.9->1070.9
TG 66:2_OZONE_DB_Position_N2	1072.9->1084.9
TG 66:2_OZONE_DB_Position_N3	1072.9->1099
TG 66:2_OZONE_DB_Position_N4	1072.9->1113
TG 66:2_OZONE_DB_Position_N5	1072.9->1127
TG 66:2_OZONE_DB_Position_N6	1072.9->1141
TG 66:2_OZONE_DB_Position_N7	1072.9->1155
TG 66:2_OZONE_DB_Position_N8	1072.9->1169
TG 66:2_OZONE_DB_Position_N9	1072.9->1183
TG 66:2_OZONE_DB_Position_N10	1072.9->1197.1
TG 66:2_OZONE_DB_Position_N11	1072.9->1211.1
TG 66:2_OZONE_DB_Position_N12	1072.9->1225.1
TG 66:2_OZONE_DB_Position_N13	1072.9->1239.1
TG 66:2_OZONE_DB_Position_N14	1072.9->1253.1
TG 66:2_OZONE_DB_Position_N15	1072.9->1267.1
TG 66:2_OZONE_DB_Position_N16	1072.9->1281.2
TG 66:2_OZONE_DB_Position_N17	1072.9->1295.2
TG 66:3	1070.9->771.7
TG 66:3_OZONE_DB_Position_N1	1070.9->1068.9
TG 66:3_OZONE_DB_Position_N2	1070.9->1082.9
TG 66:3_OZONE_DB_Position_N3	1070.9->1097
TG 66:3_OZONE_DB_Position_N4	1070.9->1111
TG 66:3_OZONE_DB_Position_N5	1070.9->1125
TG 66:3_OZONE_DB_Position_N6	1070.9->1139
TG 66:3_OZONE_DB_Position_N7	1070.9->1153
TG 66:3_OZONE_DB_Position_N8	1070.9->1167
TG 66:3_OZONE_DB_Position_N9	1070.9->1181
TG 66:3_OZONE_DB_Position_N10	1070.9->1195.1
TG 66:3_OZONE_DB_Position_N11	1070.9->1209.1
TG 66:3_OZONE_DB_Position_N12	1070.9->1223.1
TG 66:3_OZONE_DB_Position_N13	1070.9->1237.1
TG 66:3_OZONE_DB_Position_N14	1070.9->1251.1
TG 66:3_OZONE_DB_Position_N15	1070.9->1265.1
TG 66:3_OZONE_DB_Position_N16	1070.9->1279.2
TG 66:3_OZONE_DB_Position_N17	1070.9->1293.2
TG 66:4	1068.9->769.7
TG 66:4_OZONE_DB_Position_N1	1068.9->1066.9
TG 66:4_OZONE_DB_Position_N2	1068.9->1080.9
TG 66:4_OZONE_DB_Position_N3	1068.9->1095
TG 66:4_OZONE_DB_Position_N4	1068.9->1109
TG 66:4_OZONE_DB_Position_N5	1068.9->1123
TG 66:4_OZONE_DB_Position_N6	1068.9->1137
TG 66:4_OZONE_DB_Position_N7	1068.9->1151
TG 66:4_OZONE_DB_Position_N8	1068.9->1165
TG 66:4_OZONE_DB_Position_N9	1068.9->1179
TG 66:4_OZONE_DB_Position_N10	1068.9->1193.1
TG 66:4_OZONE_DB_Position_N11	1068.9->1207.1
TG 66:4_OZONE_DB_Position_N12	1068.9->1221.1
TG 66:4_OZONE_DB_Position_N13	1068.9->1235.1
TG 66:4_OZONE_DB_Position_N14	1068.9->1249.1
TG 66:4_OZONE_DB_Position_N15	1068.9->1263.1
TG 66:4_OZONE_DB_Position_N16	1068.9->1277.2
TG 66:4_OZONE_DB_Position_N17	1068.9->1291.2
TG 66:5	1066.9->767.7
TG 66:5_OZONE_DB_Position_N1	1066.9->1064.9
TG 66:5_OZONE_DB_Position_N2	1066.9->1078.9
TG 66:5_OZONE_DB_Position_N3	1066.9->1093
TG 66:5_OZONE_DB_Position_N4	1066.9->1107
TG 66:5_OZONE_DB_Position_N5	1066.9->1121
TG 66:5_OZONE_DB_Position_N6	1066.9->1135
TG 66:5_OZONE_DB_Position_N7	1066.9->1149
TG 66:5_OZONE_DB_Position_N8	1066.9->1163
TG 66:5_OZONE_DB_Position_N9	1066.9->1177
TG 66:5_OZONE_DB_Position_N10	1066.9->1191.1
TG 66:5_OZONE_DB_Position_N11	1066.9->1205.1
TG 66:5_OZONE_DB_Position_N12	1066.9->1219.1
TG 66:5_OZONE_DB_Position_N13	1066.9->1233.1
TG 66:5_OZONE_DB_Position_N14	1066.9->1247.1
TG 66:5_OZONE_DB_Position_N15	1066.9->1261.1
TG 66:5_OZONE_DB_Position_N16	1066.9->1275.2
TG 66:5_OZONE_DB_Position_N17	1066.9->1289.2
TG 66:6	1064.9->765.7
TG 66:6_OZONE_DB_Position_N1	1064.9->1062.9
TG 66:6_OZONE_DB_Position_N2	1064.9->1076.9
TG 66:6_OZONE_DB_Position_N3	1064.9->1091
TG 66:6_OZONE_DB_Position_N4	1064.9->1105
TG 66:6_OZONE_DB_Position_N5	1064.9->1119
TG 66:6_OZONE_DB_Position_N6	1064.9->1133
TG 66:6_OZONE_DB_Position_N7	1064.9->1147
TG 66:6_OZONE_DB_Position_N8	1064.9->1161
TG 66:6_OZONE_DB_Position_N9	1064.9->1175
TG 66:6_OZONE_DB_Position_N10	1064.9->1189.1
TG 66:6_OZONE_DB_Position_N11	1064.9->1203.1
TG 66:6_OZONE_DB_Position_N12	1064.9->1217.1
TG 66:6_OZONE_DB_Position_N13	1064.9->1231.1
TG 66:6_OZONE_DB_Position_N14	1064.9->1245.1
TG 66:6_OZONE_DB_Position_N15	1064.9->1259.1
TG 66:6_OZONE_DB_Position_N16	1064.9->1273.2
TG 66:6_OZONE_DB_Position_N17	1064.9->1287.2
TG 66:7	1062.9->763.7
TG 66:7_OZONE_DB_Position_N1	1062.9->1060.9
TG 66:7_OZONE_DB_Position_N2	1062.9->1074.9
TG 66:7_OZONE_DB_Position_N3	1062.9->1089
TG 66:7_OZONE_DB_Position_N4	1062.9->1103
TG 66:7_OZONE_DB_Position_N5	1062.9->1117
TG 66:7_OZONE_DB_Position_N6	1062.9->1131
TG 66:7_OZONE_DB_Position_N7	1062.9->1145
TG 66:7_OZONE_DB_Position_N8	1062.9->1159
TG 66:7_OZONE_DB_Position_N9	1062.9->1173
TG 66:7_OZONE_DB_Position_N10	1062.9->1187.1
TG 66:7_OZONE_DB_Position_N11	1062.9->1201.1
TG 66:7_OZONE_DB_Position_N12	1062.9->1215.1
TG 66:7_OZONE_DB_Position_N13	1062.9->1229.1
TG 66:7_OZONE_DB_Position_N14	1062.9->1243.1
TG 66:7_OZONE_DB_Position_N15	1062.9->1257.1
TG 66:7_OZONE_DB_Position_N16	1062.9->1271.2
TG 66:7_OZONE_DB_Position_N17	1062.9->1285.2
TG 66:8	1060.9->761.7
TG 66:8_OZONE_DB_Position_N1	1060.9->1058.9
TG 66:8_OZONE_DB_Position_N2	1060.9->1072.9
TG 66:8_OZONE_DB_Position_N3	1060.9->1087
TG 66:8_OZONE_DB_Position_N4	1060.9->1101
TG 66:8_OZONE_DB_Position_N5	1060.9->1115
TG 66:8_OZONE_DB_Position_N6	1060.9->1129
TG 66:8_OZONE_DB_Position_N7	1060.9->1143
TG 66:8_OZONE_DB_Position_N8	1060.9->1157
TG 66:8_OZONE_DB_Position_N9	1060.9->1171
TG 66:8_OZONE_DB_Position_N10	1060.9->1185.1
TG 66:8_OZONE_DB_Position_N11	1060.9->1199.1
TG 66:8_OZONE_DB_Position_N12	1060.9->1213.1
TG 66:8_OZONE_DB_Position_N13	1060.9->1227.1
TG 66:8_OZONE_DB_Position_N14	1060.9->1241.1
TG 66:8_OZONE_DB_Position_N15	1060.9->1255.1
TG 66:8_OZONE_DB_Position_N16	1060.9->1269.2
TG 66:8_OZONE_DB_Position_N17	1060.9->1283.2
TG 66:9	1058.9->759.7
TG 66:9_OZONE_DB_Position_N1	1058.9->1056.9
TG 66:9_OZONE_DB_Position_N2	1058.9->1070.9
TG 66:9_OZONE_DB_Position_N3	1058.9->1085
TG 66:9_OZONE_DB_Position_N4	1058.9->1099
TG 66:9_OZONE_DB_Position_N5	1058.9->1113
TG 66:9_OZONE_DB_Position_N6	1058.9->1127
TG 66:9_OZONE_DB_Position_N7	1058.9->1141
TG 66:9_OZONE_DB_Position_N8	1058.9->1155
TG 66:9_OZONE_DB_Position_N9	1058.9->1169
TG 66:9_OZONE_DB_Position_N10	1058.9->1183.1
TG 66:9_OZONE_DB_Position_N11	1058.9->1197.1
TG 66:9_OZONE_DB_Position_N12	1058.9->1211.1
TG 66:9_OZONE_DB_Position_N13	1058.9->1225.1
TG 66:9_OZONE_DB_Position_N14	1058.9->1239.1
TG 66:9_OZONE_DB_Position_N15	1058.9->1253.1
TG 66:9_OZONE_DB_Position_N16	1058.9->1267.2
TG 66:9_OZONE_DB_Position_N17	1058.9->1281.2
TG 66:10	1056.9->757.7
TG 66:10_OZONE_DB_Position_N1	1056.9->1054.9
TG 66:10_OZONE_DB_Position_N2	1056.9->1068.9
TG 66:10_OZONE_DB_Position_N3	1056.9->1083
TG 66:10_OZONE_DB_Position_N4	1056.9->1097
TG 66:10_OZONE_DB_Position_N5	1056.9->1111
TG 66:10_OZONE_DB_Position_N6	1056.9->1125
TG 66:10_OZONE_DB_Position_N7	1056.9->1139
TG 66:10_OZONE_DB_Position_N8	1056.9->1153
TG 66:10_OZONE_DB_Position_N9	1056.9->1167
TG 66:10_OZONE_DB_Position_N10	1056.9->1181.1
TG 66:10_OZONE_DB_Position_N11	1056.9->1195.1
TG 66:10_OZONE_DB_Position_N12	1056.9->1209.1
TG 66:10_OZONE_DB_Position_N13	1056.9->1223.1
TG 66:10_OZONE_DB_Position_N14	1056.9->1237.1
TG 66:10_OZONE_DB_Position_N15	1056.9->1251.1
TG 66:10_OZONE_DB_Position_N16	1056.9->1265.2
TG 66:10_OZONE_DB_Position_N17	1056.9->1279.2
TG 67:1	1088.9->789.7
TG 67:1_OZONE_DB_Position_N1	1088.9->1086.9
TG 67:1_OZONE_DB_Position_N2	1088.9->1100.9
TG 67:1_OZONE_DB_Position_N3	1088.9->1115
TG 67:1_OZONE_DB_Position_N4	1088.9->1129
TG 67:1_OZONE_DB_Position_N5	1088.9->1143
TG 67:1_OZONE_DB_Position_N6	1088.9->1157
TG 67:1_OZONE_DB_Position_N7	1088.9->1171
TG 67:1_OZONE_DB_Position_N8	1088.9->1185
TG 67:1_OZONE_DB_Position_N9	1088.9->1199
TG 67:1_OZONE_DB_Position_N10	1088.9->1213.1
TG 67:1_OZONE_DB_Position_N11	1088.9->1227.1
TG 67:1_OZONE_DB_Position_N12	1088.9->1241.1
TG 67:1_OZONE_DB_Position_N13	1088.9->1255.1
TG 67:1_OZONE_DB_Position_N14	1088.9->1269.1
TG 67:1_OZONE_DB_Position_N15	1088.9->1283.1
TG 67:1_OZONE_DB_Position_N16	1088.9->1297.2
TG 67:1_OZONE_DB_Position_N17	1088.9->1311.2
TG 67:2	1086.9->787.7
TG 67:2_OZONE_DB_Position_N1	1086.9->1084.9
TG 67:2_OZONE_DB_Position_N2	1086.9->1098.9
TG 67:2_OZONE_DB_Position_N3	1086.9->1113
TG 67:2_OZONE_DB_Position_N4	1086.9->1127
TG 67:2_OZONE_DB_Position_N5	1086.9->1141
TG 67:2_OZONE_DB_Position_N6	1086.9->1155
TG 67:2_OZONE_DB_Position_N7	1086.9->1169
TG 67:2_OZONE_DB_Position_N8	1086.9->1183
TG 67:2_OZONE_DB_Position_N9	1086.9->1197
TG 67:2_OZONE_DB_Position_N10	1086.9->1211.1
TG 67:2_OZONE_DB_Position_N11	1086.9->1225.1
TG 67:2_OZONE_DB_Position_N12	1086.9->1239.1
TG 67:2_OZONE_DB_Position_N13	1086.9->1253.1
TG 67:2_OZONE_DB_Position_N14	1086.9->1267.1
TG 67:2_OZONE_DB_Position_N15	1086.9->1281.1
TG 67:2_OZONE_DB_Position_N16	1086.9->1295.2
TG 67:2_OZONE_DB_Position_N17	1086.9->1309.2
TG 67:3	1084.9->785.7
TG 67:3_OZONE_DB_Position_N1	1084.9->1082.9
TG 67:3_OZONE_DB_Position_N2	1084.9->1096.9
TG 67:3_OZONE_DB_Position_N3	1084.9->1111
TG 67:3_OZONE_DB_Position_N4	1084.9->1125
TG 67:3_OZONE_DB_Position_N5	1084.9->1139
TG 67:3_OZONE_DB_Position_N6	1084.9->1153
TG 67:3_OZONE_DB_Position_N7	1084.9->1167
TG 67:3_OZONE_DB_Position_N8	1084.9->1181
TG 67:3_OZONE_DB_Position_N9	1084.9->1195
TG 67:3_OZONE_DB_Position_N10	1084.9->1209.1
TG 67:3_OZONE_DB_Position_N11	1084.9->1223.1
TG 67:3_OZONE_DB_Position_N12	1084.9->1237.1
TG 67:3_OZONE_DB_Position_N13	1084.9->1251.1
TG 67:3_OZONE_DB_Position_N14	1084.9->1265.1
TG 67:3_OZONE_DB_Position_N15	1084.9->1279.1
TG 67:3_OZONE_DB_Position_N16	1084.9->1293.2
TG 67:3_OZONE_DB_Position_N17	1084.9->1307.2
TG 67:4	1082.9->783.7
TG 67:4_OZONE_DB_Position_N1	1082.9->1080.9
TG 67:4_OZONE_DB_Position_N2	1082.9->1094.9
TG 67:4_OZONE_DB_Position_N3	1082.9->1109
TG 67:4_OZONE_DB_Position_N4	1082.9->1123
TG 67:4_OZONE_DB_Position_N5	1082.9->1137
TG 67:4_OZONE_DB_Position_N6	1082.9->1151
TG 67:4_OZONE_DB_Position_N7	1082.9->1165
TG 67:4_OZONE_DB_Position_N8	1082.9->1179
TG 67:4_OZONE_DB_Position_N9	1082.9->1193
TG 67:4_OZONE_DB_Position_N10	1082.9->1207.1
TG 67:4_OZONE_DB_Position_N11	1082.9->1221.1
TG 67:4_OZONE_DB_Position_N12	1082.9->1235.1
TG 67:4_OZONE_DB_Position_N13	1082.9->1249.1
TG 67:4_OZONE_DB_Position_N14	1082.9->1263.1
TG 67:4_OZONE_DB_Position_N15	1082.9->1277.1
TG 67:4_OZONE_DB_Position_N16	1082.9->1291.2
TG 67:4_OZONE_DB_Position_N17	1082.9->1305.2
TG 67:5	1080.9->781.7
TG 67:5_OZONE_DB_Position_N1	1080.9->1078.9
TG 67:5_OZONE_DB_Position_N2	1080.9->1092.9
TG 67:5_OZONE_DB_Position_N3	1080.9->1107
TG 67:5_OZONE_DB_Position_N4	1080.9->1121
TG 67:5_OZONE_DB_Position_N5	1080.9->1135
TG 67:5_OZONE_DB_Position_N6	1080.9->1149
TG 67:5_OZONE_DB_Position_N7	1080.9->1163
TG 67:5_OZONE_DB_Position_N8	1080.9->1177
TG 67:5_OZONE_DB_Position_N9	1080.9->1191
TG 67:5_OZONE_DB_Position_N10	1080.9->1205.1
TG 67:5_OZONE_DB_Position_N11	1080.9->1219.1
TG 67:5_OZONE_DB_Position_N12	1080.9->1233.1
TG 67:5_OZONE_DB_Position_N13	1080.9->1247.1
TG 67:5_OZONE_DB_Position_N14	1080.9->1261.1
TG 67:5_OZONE_DB_Position_N15	1080.9->1275.1
TG 67:5_OZONE_DB_Position_N16	1080.9->1289.2
TG 67:5_OZONE_DB_Position_N17	1080.9->1303.2
TG 67:6	1078.9->779.7
TG 67:6_OZONE_DB_Position_N1	1078.9->1076.9
TG 67:6_OZONE_DB_Position_N2	1078.9->1090.9
TG 67:6_OZONE_DB_Position_N3	1078.9->1105
TG 67:6_OZONE_DB_Position_N4	1078.9->1119
TG 67:6_OZONE_DB_Position_N5	1078.9->1133
TG 67:6_OZONE_DB_Position_N6	1078.9->1147
TG 67:6_OZONE_DB_Position_N7	1078.9->1161
TG 67:6_OZONE_DB_Position_N8	1078.9->1175
TG 67:6_OZONE_DB_Position_N9	1078.9->1189
TG 67:6_OZONE_DB_Position_N10	1078.9->1203.1
TG 67:6_OZONE_DB_Position_N11	1078.9->1217.1
TG 67:6_OZONE_DB_Position_N12	1078.9->1231.1
TG 67:6_OZONE_DB_Position_N13	1078.9->1245.1
TG 67:6_OZONE_DB_Position_N14	1078.9->1259.1
TG 67:6_OZONE_DB_Position_N15	1078.9->1273.1
TG 67:6_OZONE_DB_Position_N16	1078.9->1287.2
TG 67:6_OZONE_DB_Position_N17	1078.9->1301.2
TG 67:7	1076.9->777.7
TG 67:7_OZONE_DB_Position_N1	1076.9->1074.9
TG 67:7_OZONE_DB_Position_N2	1076.9->1088.9
TG 67:7_OZONE_DB_Position_N3	1076.9->1103
TG 67:7_OZONE_DB_Position_N4	1076.9->1117
TG 67:7_OZONE_DB_Position_N5	1076.9->1131
TG 67:7_OZONE_DB_Position_N6	1076.9->1145
TG 67:7_OZONE_DB_Position_N7	1076.9->1159
TG 67:7_OZONE_DB_Position_N8	1076.9->1173
TG 67:7_OZONE_DB_Position_N9	1076.9->1187
TG 67:7_OZONE_DB_Position_N10	1076.9->1201.1
TG 67:7_OZONE_DB_Position_N11	1076.9->1215.1
TG 67:7_OZONE_DB_Position_N12	1076.9->1229.1
TG 67:7_OZONE_DB_Position_N13	1076.9->1243.1
TG 67:7_OZONE_DB_Position_N14	1076.9->1257.1
TG 67:7_OZONE_DB_Position_N15	1076.9->1271.1
TG 67:7_OZONE_DB_Position_N16	1076.9->1285.2
TG 67:7_OZONE_DB_Position_N17	1076.9->1299.2
TG 67:8	1074.9->775.7
TG 67:8_OZONE_DB_Position_N1	1074.9->1072.9
