Lipid Name	Transition
1_ADP-Glu	588.1 -> 346.1
2_ADP-Glu	588.1 -> 241
3_ADP-Glu	589.1 -> 428.1
4_ADP-Glu	589.1 -> 135.9
1_ADP-Rib	558.1 -> 366.1
2_ADP-Rib	558.1 -> 97
3_ADP-Rib	558.1 -> 79
4_ADP-Rib	560.1 -> 542.1
5_ADP-Rib	560.1 -> 348.1
6_ADP-Rib	560.1 -> 136.1
1_Allantoin	157 -> 114
2_Allantoin	157 -> 113.8
3_Allantoin	157 -> 97
4_Allantoin	159.1 -> 61
5_Allantoin	159 -> 116
6_Allantoin	187 -> 187
1_Anthranilic acid	136 -> 92.1
2_Anthranilic acid	136 -> 65
3_Anthranilic acid	138.1 -> 120
4_Anthranilic acid	138.1 -> 92
5_Anthranilic acid	138.1 -> 65
1_Arginine	173.1 -> 156.1
2_Arginine	173.1 -> 131.1
3_Arginine	173.1 -> 112.1
4_Arginine	175.1 -> 116.1
5_Arginine	175.1 -> 70.1
6_Arginine	175.1 -> 60.1
1_Argininosuccinic acid	289.1 -> 271.1
2_Argininosuccinic acid	289.1 -> 227.1
3_Argininosuccinic acid	289.1 -> 132
4_Argininosuccinic acid	289.1 -> 132
5_Argininosuccinic acid	291.1 -> 246.1
6_Argininosuccinic acid	291.1 -> 116.1
7_Argininosuccinic acid	291.1 -> 70.1
1_Asparagine	131 -> 114
2_Asparagine	131 -> 113
3_Asparagine	131 -> 42
4_Asparagine	133.1 -> 87.1
5_Asparagine	133.1 -> 74
6_Asparagine	133.1 -> 46
1_Atenolol	265.2 -> 150.1
2_Atenolol	265.2 -> 97
3_Atenolol	265.2 -> 69
4_Atenolol	267.2 -> 225.1
5_Atenolol	267.2 -> 145.1
6_Atenolol	267.2 -> 56.1
1_ATP	506 -> 408
2_ATP	506 -> 158.9
3_ATP	506 -> 79
4_ATP	508 -> 410
5_ATP	508 -> 136.1
6_ATP	508 -> 97
1_Bilirubin	583.3 -> 285.1
2_Bilirubin	583.3 -> 253.1
3_Bilirubin	583.3 -> 241.1
4_Bilirubin	585.3 -> 300.1
5_Bilirubin	585.3 -> 299.1
6_Bilirubin	585.3 -> 584.3
1_Caffeine	193.1 -> 178
2_Caffeine	193.1 -> 177
3_Caffeine	193.1 -> 79
4_Caffeine	195.1 -> 138.1
5_Caffeine	195.1 -> 110.1
1_cAMP	328 -> 134
2_cAMP	328 -> 79
3_cAMP	330.1 -> 268.3
4_cAMP	330.1 -> 136.1
5_cAMP	330.1 -> 119
1_Caprylic acid	145.1 -> 89.1
2_Caprylic acid	145.1 -> 57.1
3_Caprylic acid	145.1 -> 43.1
1_CDP	402 -> 158.9
2_CDP	402 -> 110
3_CDP	402 -> 79
4_CDP	404 -> 208.1
5_CDP	404 -> 112
6_CDP	404 -> 97
1_Cholesterol	369.4 -> 161.1
2_Cholesterol	369.4 -> 147.1
3_Cholesterol	369.4 -> 95.1
1_Citalopram	325.2 -> 262.1
2_Citalopram	325.2 -> 234.1
3_Citalopram	325.2 -> 109
1_Citric acid	191 -> 111
2_Citric acid	191 -> 87
3_Citric acid	191 -> 57
4_Citric acid	193 -> 139
5_Citric acid	193 -> 129
6_Citric acid	193 -> 111
1_Citrulline	174.1 -> 131.1
2_Citrulline	174.1 -> 83.1
3_Citrulline	176.1 -> 159.1
4_Citrulline	176.1 -> 113.1
5_Citrulline	176.1 -> 70.1
1_Creatine	130.1 -> 112
2_Creatine	130.1 -> 88
3_Creatine	132.1 -> 90.1
4_Creatine	132.1 -> 87.1
1_Creatinine	112.1 -> 68
2_Creatinine	112.1 -> 41
3_Creatinine	114.1 -> 86.1
4_Creatinine	114.1 -> 44.1
5_Creatinine	114.1 -> 43
1_CTP	482 -> 159
2_CTP	481.9 -> 383
3_CTP	481.9 -> 102
4_CTP	483.9 -> 111.9
1_Cytidine	242.1 -> 110
2_Cytidine	242.1 -> 109
3_Cytidine	242.1 -> 65
4_Cytidine	244.1 -> 112.1
5_Cytidine	244.1 -> 95
6_Cytosine	110 -> 87
7_Cytosine	110 -> 67
8_Cytosine	110 -> 65
9_Cytosine	112.1 -> 95
10_Cytosine	112.1 -> 94
11_Cytosine	112.1 -> 69
1_D(-)-hydroxy butyric acid	103 -> 59
2_D(-)-hydroxy butyric acid	103 -> 41
3_D(-)-hydroxy butyric acid	105.1 -> 77
4_D(-)-hydroxy butyric acid	105.1 -> 45
1_D-(-)-Arabinose	149 -> 71
2_D-(-)-Arabinose	149 -> 59
3_D-(-)-Arabinose	149 -> 43
1_D-(+)-Mannose	179.1 -> 89
2_D-(+)-Mannose	179.1 -> 59
3_D-(+)-Mannose	179.1 -> 59
1_D-(+)-Xylose	149 -> 77
2_D-(+)-Xylose	149 -> 71
3_D-(+)-Xylose	149 -> 59
1_D-Biotin	243.1 -> 200.1
2_D-Biotin	243.1 -> 166.1
3_D-Biotin	243.1 -> 122.1
4_D-Biotin	245.1 -> 123
5_D-Biotin	245.1 -> 97
6_D-Biotin	245.1 -> 79.1
1_D-Erythrose 4-phosphate	199 -> 97
2_D-Erythrose 4-phosphate	199 -> 79
3_D-Erythrose 4-phosphate	201 -> 99
4_D-Erythrose 4-phosphate	201 -> 85
5_D-Erythrose 4-phosphate	201 -> 81
1_D-Fructose	179.1 -> 89
2_D-Fructose	179.1 -> 71
3_D-Fructose	179.1 -> 59
1_D-Fructose 6-phosphate	259 -> 97
2_D-Fructose 6-phosphate	259 -> 79
3_D-Fructose 6-phosphate	261 -> 207
4_D-Fructose 6-phosphate	261 -> 109
5_D-Fructose 6-phosphate	261 -> 81
1_D-Galactose	179.1 -> 91
2_D-Galactose	181.1 -> 85
3_D-Galactose	181.1 -> 61
4_D-Galactose	163.1 -> 91
5_D-Galactose	163.1 -> 73
6_D-Galactose	163.1 -> 61
1_Dihydroxyacetone phosphate	169 -> 97
2_Dihydroxyacetone phosphate	169 -> 79
1_Diphenylamine	168.1 -> 166.1
2_Diphenylamine	168.1 -> 92.1
3_Diphenylamine	170.1 -> 93.1
4_Diphenylamine	170.1 -> 92.1
1_DL-3	183 -> 139
2_DL-3	183 -> 137
3_DL-3	183 -> 136
4_DL-3	167 -> 111
5_DL-3	167 -> 85
6_DL-3	167 -> 65
1_D-Lactose	341.1 -> 143
2_D-Lactose	341.1 -> 101
3_D-Lactose	361 -> 352
4_D-Lactose	361 -> 343
5_D-Lactose	341.1 -> 97
1_DL-Homoserine	118.1 -> 100
2_DL-Homoserine	118.1 -> 72
3_DL-Homoserine	118.1 -> 55
4_DL-Homoserine	120.1 -> 74.1
5_DL-Homoserine	120.1 -> 56
1_D-Mannitol	181.1 -> 163.1
2_D-Mannitol	181.1 -> 89
3_D-Mannitol	181.1 -> 71
4_D-Mannitol	183.1 -> 129.1
5_D-Mannitol	183.1 -> 98
6_D-Mannitol	183.1 -> 69
1_D-Ribulose 5-phosphate	229 -> 139
2_D-Ribulose 5-phosphate	229 -> 97
3_D-Ribulose 5-phosphate	229 -> 79
4_D-Ribulose 5-phosphate	231 -> 99
5_D-Ribulose 5-phosphate	231 -> 81
6_D-Ribulose 5-phosphate	231 -> 71
1_D-Sorbitol	181.1 -> 73
2_D-Sorbitol	181.1 -> 71
3_D-Sorbitol	181.1 -> 59
4_D-Sorbitol	183.1 -> 129.1
5_D-Sorbitol	183.1 -> 85
6_D-Sorbitol	183.1 -> 55.1
1_Dulcitol (i.e. Galactitol)	181.1 -> 101
2_Dulcitol (i.e. Galactitol)	181.1 -> 71
3_Dulcitol (i.e. Galactitol)	181.1 -> 55
4_Dulcitol (i.e. Galactitol)	183.1 -> 129.1
5_Dulcitol (i.e. Galactitol)	183.1 -> 61
6_Dulcitol (i.e. Galactitol)	183.1 -> 57
1_D-Xylulose 5-phosphate	229 -> 161
2_D-Xylulose 5-phosphate	229 -> 97
3_D-Xylulose 5-phosphate	229 -> 79
1_Elaidic acid	281.2 -> 96
2_Elaidic acid	281.2 -> 71
3_Elaidic acid	283.3 -> 69.1
4_Elaidic acid	283.3 -> 67.1
5_Elaidic acid	283.3 -> 57.1
1_FAD	784.1 -> 784
2_FAD	784.1 -> 346.1
3_FAD	784.1 -> 97
4_FAD	786.2 -> 348.1
5_FAD	786.2 -> 136.1
6_FAD	786.2 -> 437.1
1_FMN	455.1 -> 213
2_FMN	455.1 -> 97
3_FMN	455.1 -> 79
1_Folic acid	440.1 -> 396.1
2_Folic acid	440.1 -> 311.1
3_Folic acid	440.1 -> 175
4_Folic acid	442.1 -> 313.1
5_Folic acid	442.1 -> 295.1
6_Folic acid	442.1 -> 120
1_Fumaric acid	115 -> 85
2_fumaric acid	115 -> 71
3_Fumaric acid	115 -> 45
4_Fumaric acid	115 -> 27
5_fumaric acid	117 -> 114.9
1_gabapentin	174.1 -> 93.1
2_gabapentin	173.1 -> 154.1
3_gabapentin	172.1 -> 137.1
1_GDP	442 -> 344
2_GDP	442 -> 158.9
3_GDP	442 -> 150
1_GDP	444 -> 152.1
2_GDP	444 -> 135
3_GDP	444 -> 97
1_Glutamic acid	146 -> 128
2_Glutamic acid	146 -> 102.1
3_Glutamic acid	148.1 -> 130.1
4_Glutamic acid	148.1 -> 84
5_Glutamic acid	148.1 -> 56.1
1_Glutamine	145.1 -> 127.1
2_Glutamine	145.1 -> 74
3_Glutamine	145.1 -> 42
4_Glutamine	147.1 -> 130
5_Glutamine	147.1 -> 64
6_Glutamine	147.1 -> 56.1
1_Glyceraldehyde 3-phosphate	169 -> 97
2_Glyceraldehyde 3-phosphate	169 -> 79
3_Glyceraldehyde 3-phosphate	171 -> 99
4_Glyceraldehyde 3-phosphate	171 -> 81
5_Glyceraldehyde 3-phosphate	171 -> 73
1_Glyceric acid	105 -> 75
2_Glyceric acid	105 -> 59
3_Glyceric acid	105 -> 57
1_Glycerol	91 -> 59
2_Glycerol	91 -> 43
3_Glycerol	93.1 -> 57
4_Glycerol	93.1 -> 45
1_Glycine	76 -> 48
2_Glycine	76 -> 47
3_Glycine	76 -> 30
1_Glycolic acid	75 -> 73
2_Glycolic acid	75 -> 49
1_GTP	522 -> 424
2_GTP	522 -> 176.9
3_GTP	522 -> 158.9
1_Guanine	152 -> 135
2_Guanine	152 -> 109.9
1_Guanosine	282.1 -> 150
2_Guanosine	282.1 -> 133
3_Guanosine	282.1 -> 108
4_Guanosine	284.1 -> 152.2
5_Guanosine	284.1 -> 135
6_Guanosine	284.1 -> 110
1_Hexanoylcarnitine	260.2 -> 201.1
2_Hexanoylcarnitine	260.2 -> 85
3_Hexanoylcarnitine	260.2 -> 60.1
1_Histidine	154.1 -> 137
2_Histidine	154.1 -> 93
3_Histidine	154.1 -> 80
4_Histidine	156.1 -> 110.1
5_Histidine	156.1 -> 95.1
6_Histidine	156.1 -> 93
1_Homocysteine	134 -> 33
2_Homocysteine	136 -> 90
3_Homocysteine	136 -> 56.1
1_hydrocortisone	361.2 -> 331.2
2_hydrocortisone	361.2 -> 297.1
3_hydrocortisone	363.2 -> 297.2
4_hydrocortisone	363.2 -> 271.2
5_hydrocortisone	363.2 -> 105.1
1_Hydroxybupropion	256.1 -> 238.1
2_Hydroxybupropion	256.1 -> 139
3_Hydroxybupropion	256.1 -> 131.1
1_Hypotaurine	108 -> 81.8
1_Hypotaurine	108 -> 65
2_Hypotaurine	108 -> 64
3_Hypotaurine	110 -> 65
4_Hypotaurine	110 -> 45.1
5_Hypotaurine	110 -> 30
6_Hypoxanthine	135 -> 92
7_Hypoxanthine	135 -> 65
8_Hypoxanthine	137 -> 119
9_Hypoxanthine	137 -> 110
10_Hypoxanthine	137 -> 94
1_Inosine	267.1 -> 135
2_Inosine	267.1 -> 108
3_Inosine	267.1 -> 80
4_Inosine	269.1 -> 137
5_Inosine	269.1 -> 119
6_Inosine	269.1 -> 110
1_Isocitrate	191 -> 111
2_Isocitrate	191 -> 85
3_Isocitrate	191 -> 73
1_Kynurenine	207.1 -> 190.1
2_Kynurenine	207.1 -> 144
3_Kynurenine	207.1 -> 118.1
4_Kynurenine	207.1 -> 144
5_Kynurenine	207.1 -> 143.9
6_Kynurenine	207.1 -> 124.3
7_Kynurenine	207.1 -> 92
8_Kynurenine	209.1 -> 192.1
9_Kynurenine	209.1 -> 146.1
10_Kynurenine	209.1 -> 94.1
11_Kynurenine	209.1 -> 192
12_Kynurenine	209.1 -> 146
13_Kynurenine	209.1 -> 94
14_Kynurenine	209.1 -> 93.9
1_L-(-)-3-Phenyllactic acid	165.1 -> 147
2_L-(-)-3-Phenyllactic acid	165.1 -> 103.1
3_L-(-)-3-Phenyllactic acid	165.1 -> 73
1_L-(+)-Arabinose	149 -> 71
2_L-(+)-Arabinose	149 -> 59
3_L-(+)-Arabinose	149 -> 43
1_L-2-Aminobutyric acid	104.1 -> 58.1
2_L-2-Aminobutyric acid	104.1 -> 41
1_Lactic acid	89 -> 45
2_Lactic acid	89 -> 43
3_Lactic acid	89 -> 41
1_L-Arabitol	151.1 -> 71
2_L-Arabitol	151.1 -> 59
3_L-Arabitol	151.1 -> 55
4_L-Arabitol	153.1 -> 117.1
5_L-Arabitol	153.1 -> 69
6_L-Arabitol	153.1 -> 57
1_L-Aspartic Acid	132 -> 115
2_L-Aspartic Acid	132 -> 88
3_L-Aspartic Acid	132 -> 71
4_L-Aspartic Acid	134 -> 70
5_L-Aspartic Acid	134 -> 46
6_L-Aspartic Acid	134 -> 43
1_Lauric acid	199.2 -> 176.6
2_Lauric acid	199.2 -> 80
3_Lauric acid	201.2 -> 89.1
4_Lauric acid	201.2 -> 57.1
5_Lauric acid	201.2 -> 55.1
1_L-Carnitine	162.1 -> 102.1
2_L-Carnitine	162.1 -> 60.1
3_L-Carnitine	162.1 -> 57
4_L-Cystine	241 -> 122
5_L-Cystine	241 -> 120
6_L-Cystine	241 -> 74
1_L-Dihydroorotic acid	157 -> 113
2_L-Dihydroorotic acid	157 -> 70
1_L-Glutamate	146.1 -> 128
2_L-Glutamate	146.1 -> 102.1
3_L-Glutamate	148.1 -> 130.1
4_L-Glutamate	148.1 -> 84
5_L-Glutamate	148.1 -> 56.1
1_L-Isoleucine	132.1 -> 86.1
2_L-Isoleucine	132.1 -> 69.1
3_L-Isoleucine	132.1 -> 44
1_L-Leucine	132.1 -> 86.1
2_L-Leucine	132.1 -> 44.1
3_L-Leucine	132.1 -> 43.1
1_L-Lysine	147.1 -> 130.1
2_L-Lysine	147.1 -> 84.1
3_L-Lysine	147.1 -> 56.1
1_L-Phenylalanine	164.1 -> 147
2_L-Phenylalanine	164.1 -> 103.1
3_L-Phenylalanine	164.1 -> 72
4_L-Phenylalanine	166.1 -> 131
5_L-Phenylalanine	166.1 -> 120.1
6_L-Phenylalanine	166.1 -> 103.1
1_L-Proline	116.1 -> 70.1
2_L-Proline	116.1 -> 43.1
3_L-Proline	116.1 -> 42
1_L-Serine	104 -> 74
2_L-Serine	104 -> 42
3_L-Serine	106.1 -> 64
4_L-Serine	106.1 -> 60
5_L-Serine	106.1 -> 42
1_L-Threonine	118.1 -> 74
2_L-Threonine	118.1 -> 56
3_L-Threonine	120.1 -> 102.1
4_L-Threonine	120.1 -> 74.1
5_L-Threonine	120.1 -> 57
1_L-Tryptophan	203.1 -> 159.1
2_L-Tryptophan	203.1 -> 142.1
3_L-Tryptophan	203.1 -> 116.1
4_L-Tryptophan	205.1 -> 188.1
5_L-Tryptophan	205.1 -> 146.1
1_L-Tyrosine	180.1 -> 163
2_L-Tyrosine	180.1 -> 119
3_L-Tyrosine	180.1 -> 72
4_L-Tyrosine	182.1 -> 165.1
5_L-Tyrosine	182.1 -> 147
6_L-Tyrosine	182.1 -> 136.1
1_Lycopene	536.4 -> 444.4
2_Lycopene	536.4 -> 375.3
3_Lycopene	536.4 -> 69.1
1_Malic acid	133 -> 115
2_Malic acid	133 -> 71
3_Malic acid	135 -> 99
4_Malic acid	135 -> 45
5_Malic acid	135 -> 43
1_Maltose	341.1 -> 179.1
2_Maltose	341.1 -> 161
3_Maltose	341.1 -> 53
4_Maltose	365.1 -> 305.1
1_Margaric acid	271.3 -> 71.1
2_Margaric acid	271.3 -> 57.1
3_Margaric acid	271.3 -> 55.1
1_meso-Erythritol	121.1 -> 89
2_meso-Erythritol	121.1 -> 71
3_meso-Erythritol	121.1 -> 59
4_meso-Erythritol	145 -> 104
5_meso-Erythritol	145 -> 84.1
6_meso-Erythritol	145 -> 58.1
1_Methionine	148 -> 100
2_Methionine	148 -> 47
3_Methionine	150.1 -> 104.1
4_Methionine	150.1 -> 102.1
5_Methionine	150.1 -> 56.1
1_myo-Inositol	179.1 -> 161
2_myo-Inositol	179.1 -> 99
3_myo-Inositol	179.1 -> 87
4_myo-Inositol	203.1 -> 100.1
5_myo-Inositol	203.1 -> 98.1
6_myo-Inositol	203.1 -> 95.1
1_NAD	662.1 -> 540.1
2_NAD	662.1 -> 408
3_NAD	662.1 -> 328
4_NAD	664.1 -> 428
5_NAD	664.1 -> 348.1
6_NAD	664.1 -> 136.1
1_NADH	664.1 -> 408
2_NADH	664.1 -> 158.9
3_NADH	664.1 -> 79
4_NADH	666.1 -> 649.1
5_NADH	666.1 -> 514
6_NADH	666.1 -> 91
1_NADP	742.1 -> 620
2_NADP	742.1 -> 408
3_NADP	742.1 -> 273
4_NADP	744.1 -> 604
5_NADP	744.1 -> 508
6_NADP	744.1 -> 136.1
1_NADPH	744.1 -> 408
2_NADPH	744.1 -> 397
3_NADPH	744.1 -> 158.9
4_NADPH	746.1 -> 320.1
5_NADPH	746.1 -> 302
6_NADPH	746.1 -> 136.1
1_Nonanoic acid	159.1 -> 103.1
2_Nonanoic acid	159.1 -> 89.1
3_Nonanoic acid	159.1 -> 69.1
1_O-Phosphoethanolamine	140 -> 79
2_O-Phosphoethanolamine	140 -> 63
3_O-Phosphoethanolamine	142 -> 44.1
4_O-Phosphoethanolamine	142 -> 42
1_Ornithine	133.1 -> 116.1
2_Ornithine	133.1 -> 70.1
1_Oxaloacetate	131 -> 87
2_Oxaloacetate	131 -> 59
3_Oxaloacetate	133 -> 105
4_Oxaloacetate	133 -> 45.1
1_Oxoglutaric acid	145 -> 100.9
2_Oxoglutaric acid	145 -> 57.2
3_Oxoglutaric acid	145 -> 101
4_Oxoglutaric acid	145 -> 73
5_Oxoglutaric acid	145 -> 57
6_Oxoglutaric acid	147 -> 105.9
7_Oxoglutaric acid	147 -> 65
8_Oxoglutaric acid	147 -> 105.9
9_Oxoglutaric acid	147 -> 65
1_Palmitic acid	255.2 -> 80
2_Palmitic acid	255.2 -> 54
3_Palmitic acid	257.2 -> 57.1
4_Palmitic acid	257.2 -> 55.1
5_Palmitic acid	255.2 -> 71.1
1_Palmitoleic acid	253.2 -> 71
1_Pantothenic acid	218.1 -> 146.1
2_Pantothenic acid	218.1 -> 88
3_Pantothenic acid	218.1 -> 71.1
4_Pantothenic acid	220.1 -> 184.1
5_Pantothenic acid	220.1 -> 90.1
6_Pantothenic acid	220.1 -> 70
1_Phosphoenol pyruvate	167 -> 79
2_phosphoenol pyruvate	167 -> 79
3_Phosphoenol pyruvate	169 -> 151
4_Phosphoenol pyruvate	169 -> 123
5_Phosphoenol pyruvate	169 -> 105
6_phosphoenol pyruvate	169 -> 151
7_phosphoenol pyruvate	169 -> 123
8_phosphoenol pyruvate	169 -> 105
1_progesterone	315.2 -> 109.1
2_progesterone	315.2 -> 97.1
3_progesterone	315.2 -> 81.1
1_Propionylcarnitine	218.1 -> 159.1
2_Propionylcarnitine	218.1 -> 85
3_Propionylcarnitine	218.1 -> 60.1
1_Pyroglutamic acid	128 -> 82
2_Pyroglutamic acid	128 -> 52
3_Pyroglutamic acid	152 -> 151.1
4_Pyroglutamic acid	152 -> 110
5_Pyroglutamic acid	152 -> 70
1_Pyruvate	87 -> 43
2_Pyruvate	89 -> 62
3_Pyruvate	89 -> 61
1_Quinic acid	191.1 -> 127.6
2_Quinic acid	191.1 -> 93
3_Quinic acid	191.1 -> 85
4_Quinic acid	191.1 -> 59
5_Quinic acid	191.1 -> 93
6_Quinic acid	191.1 -> 85
7_Quinic acid	191.1 -> 59
1_Raffinose	503.2 -> 179.1
2_Raffinose	503.2 -> 119
3_Raffinose	503.2 -> 89
1_Ranitidine	349.1 -> 313.1
2_Ranitidine	349.1 -> 170.1
3_Ranitidine	349.1 -> 142.1
4_Ranitidine	315.2 -> 270.1
5_Ranitidine	315.2 -> 176
6_Ranitidine	315.2 -> 102
1_Retinyl palmitate	525.5 -> 269.2
2_Retinyl palmitate	525.5 -> 95.1
3_Retinyl palmitate	525.5 -> 81.1
1_Ribitol	151.1 -> 101
2_Ribitol	151.1 -> 71
3_Ribitol	151.1 -> 55
1_Ribose	149 -> 71
2_Ribose	149 -> 59
3_Ribose	151 -> 74
1_Ribulose	149 -> 71
2_Ribulose	149 -> 59
3_Ribulose	149 -> 41
4_Ribulose	133 -> 132.1
5_Ribulose	133 -> 85
6_Ribulose	133 -> 58.1
1_Shikimic acid	173 -> 111
2_Shikimic acid	173 -> 93
3_Shikimic acid	173 -> 73
4_Shikimic acid	175.1 -> 129
5_Shikimic acid	175.1 -> 88
1_Spermidine	146.2 -> 84.1
2_Spermidine	146.2 -> 72.1
3_Spermidine	146.2 -> 64
1_Sphingosine	298.3 -> 268.3
2_Sphingosine	298.3 -> 239.2
3_Sphingosine	298.3 -> 58
4_Sphingosine	300.3 -> 282.3
5_Sphingosine	300.3 -> 252.3
6_Sphingosine	300.3 -> 56.1
1_Stearic acid	283.3 -> 265.3
2_Stearic acid	283.3 -> 81
3_Stearic acid	283.3 -> 71
4_Stearic acid	285.3 -> 89.1
5_Stearic acid	285.3 -> 71.1
6_Stearic acid	285.3 -> 57.1
1_Succinic acid	117 -> 99
2_Succinic acid	117 -> 73
3_Succinic acid	119 -> 101
4_Succinic acid	119 -> 73
5_Succinic acid	119 -> 45
1_Succinyl-CoA	866 -> 426
2_Succinyl-CoA	866 -> 408
3_Succinyl-CoA	866 -> 519.1
1_Sucrose	341.1 -> 179.1
2_Sucrose	341.1 -> 119
3_Sucrose	341.1 -> 89
4_Sucrose	365.1 -> 203.1
5_Sucrose	365.1 -> 185
1_Taurine	124 -> 80
2_Taurine	124 -> 65
3_Taurine	126 -> 108
4_Taurine	126 -> 65
5_Taurine	126 -> 64
1_Testosterone propionate	345.2 -> 271.2
2_Testosterone propionate	345.2 -> 109.1
3_Testosterone propionate	345.2 -> 97.1
1_Theanine	173.1 -> 155.1
2_Theanine	173.1 -> 84
3_Theanine	173.1 -> 74
4_Theanine	175.1 -> 158.1
5_Theanine	175.1 -> 129.1
6_Theanine	175.1 -> 84
1_Thiamine monophosphat	343.1 -> 245.1
2_Thiamine monophosphat	343.1 -> 222
3_Thiamine monophosphat	343.1 -> 97
1_Thiamine monophosphat	345.1 -> 224
2_Thiamine monophosphat	345.1 -> 126
3_Thiamine monophosphat	345.1 -> 122.1
1_Thymidine	241.1 -> 151.1
2_Thymidine	241.1 -> 125
3_Thymidine	243.1 -> 127
4_Thymidine	243.1 -> 117.1
5_Thymidine	243.1 -> 99
1_Thymine	125 -> 81
2_Thymine	125 -> 80
3_Thymine	127.1 -> 110
4_Thymine	127.1 -> 56.1
5_Thymine	127.1 -> 54
1_Trazodone	372.2 -> 176.1
2_Trazodone	372.2 -> 148.1
1_UDP	402.9 -> 158.9
2_UDP	402.9 -> 111
3_UDP	402.9 -> 79
4_UDP	405 -> 96.9
3_UDP-Glu	565 -> 323
4_UDP-Glu	565 -> 97
5_UDP-Glu	565 -> 79
1_UMP	323 -> 97
2_UMP	323 -> 79
3_UMP	325 -> 213
4_UMP	325 -> 113
5_UMP	325 -> 97
1_Uracil	111 -> 67
2_Uracil	111 -> 42
3_Uracil	111 -> 40
4_Uracil	113 -> 96
5_Uracil	113 -> 70
6_Uracil	113 -> 43
1_Uric acid	167 -> 124
2_Uric acid	167 -> 123.9
3_Uric acid	167 -> 96
4_Uric acid	167 -> 69
5_Uric acid	167 -> 42
1_Uridine	243.1 -> 152
2_Uridine	243.1 -> 110
3_Uridine	243.1 -> 82
4_Uridine	245.1 -> 133
5_Uridine	245.1 -> 113
6_Uridine	245.1 -> 57
1_UTP	483 -> 385
2_UTP	483 -> 158.9
3_UTP	483 -> 79
1_Valine	118.1 -> 72.1
2_Valine	118.1 -> 55.1
1_Xanthine	151 -> 108
2_Xanthine	151 -> 80
3_Xanthine	153 -> 136
4_Xanthine	153 -> 110
5_Xanthine	153 -> 55
1_Xylitol	151.1 -> 89
2_Xylitol	151.1 -> 71
3_Xylitol	151.1 -> 59
4_Xylitol	153.1 -> 73
5_Xylitol	153.1 -> 61
6_Xylitol	153.1 -> 57
1_Zeaxanthin	569.4 -> 568.4
2_Zeaxanthin	569.4 -> 395.1
3_Zeaxanthin	569.4 -> 119.1
1_Acetaminophen (paracetamol)	152 -> 110
2_Acetaminophen (paracetamol)	152 -> 65
1_Acrylamide 	72 -> 55
2_Acrylamide 	72 -> 54
3_Acrylamide 	72 -> 44
1_Aflatoxin B1 	313 -> 241
2_Aflatoxin B1 	313 -> 285
3_Aflatoxin B1 	313 -> 269
4_Aflatoxin B1 	311 -> 296
5_Aflatoxin B1 	311 -> 283
6_Aflatoxin B1 	311 -> 212
1_Albuterol	238 -> 220
2_Albuterol	238 -> 218
3_Albuterol	238 -> 190
4_Albuterol	240 -> 222
5_Albuterol	240 -> 148
6_Albuterol	240 -> 166
1_Alprazolam	309 -> 205
2_Alprazolam	309 -> 274
3_Alprazolam	309 -> 281
1_Amidosulfuron 	370 -> 218
2_Amidosulfuron 	370 -> 261
3_Amidosulfuron 	370 -> 139
4_Amidosulfuron 	368 -> 78
5_Amidosulfuron 	368 -> 259
6_Amidosulfuron 	368 -> 109
1_Amlodipine	409 -> 170
2_Amlodipine	409 -> 238
3_Amlodipine	409 -> 294
1_Amphetamine 	136 -> 91
2_Amphetamine 	136 -> 119
1_Aspirin	179 -> 137
2_Aspirin	179 -> 59
3_Aspirin	179 -> 93
1_Atenolol	265 -> 97
2_Atenolol	265 -> 69
3_Atenolol	265 -> 150
4_Atenolol 	267 -> 56
5_Atenolol 	267 -> 145
6_Atenolol 	267 -> 225
7_Atenolol 	267 -> 190
1_Atorvastatin	559 -> 440
2_Atorvastatin	559 -> 466
3_Atorvastatin	559 -> 558
1_Atrazine 	216 -> 174
2_Atrazine 	216 -> 137
3_Atrazine 	216 -> 68
1_Azithromycin 	749 -> 591
2_Azithromycin 	749 -> 158
3_Azithromycin 	749 -> 116
1_Benzyl Butyl phthalate	313 -> 91
2_Benzyl Butyl phthalate	313 -> 149
1_Bisphenol A 	227 -> 212
2_Bisphenol A 	227 -> 133
1_Bupivacaine	289 -> 140
2_Bupivacaine	289 -> 98
3_Bupivacaine	289 -> 84
1_Butylparaben 	193 -> 136
2_Butylparaben 	193 -> 92
1_Caffeine 	195 -> 138
2_Caffeine 	195 -> 110
3_Caffeine 	195 -> 42
1_Carbamazepine 	237 -> 194
2_Carbamazepine 	237 -> 192
3_Carbamazepine 	237 -> 193
1_Cefazolin	455 -> 156
2_Cefazolin	455 -> 323
3_Cefoxitin	426 -> 156
4_Cefoxitin	426 -> 112
5_Cefoxitin	426 -> 60
1_Cefuroxime	423 -> 207
2_Cefuroxime	423 -> 284
3_Cefuroxime	423 -> 318
1_Chloramphenicol 	323 -> 165
2_Chloramphenicol 	323 -> 164
3_Chloramphenicol 	323 -> 119
4_Chloramphenicol 	321 -> 152
5_Chloramphenicol 	321 -> 257
6_Chloramphenicol 	321 -> 121
1_Chlorsulfuron	356 -> 190
2_Chlorsulfuron	356 -> 139
3_Chlorsulfuron	356 -> 107
4_Chlorsulfuron 	358 -> 141
5_Chlorsulfuron 	358 -> 167
6_Chlorsulfuron 	358 -> 57
1_Cimetidine 	253 -> 95
2_Cimetidine 	253 -> 159
3_Cimetidine 	253 -> 117
