Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Genotype,Dilution Factor,Sex2,Sex,Brain Region,method_type,Blank Subtraction
PE (38:5),766.5,625.5,108634.26788330078,766.5 -> 625.5,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,62620.32434082031
PE (38:4),768.6,627.6,178099.03649902344,768.6 -> 627.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,130896.75332641602
PE (38:3),770.6,629.6,59911.88439941406,770.6 -> 629.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,18428.521362304688
PE (38:2),772.6,631.6,45560.04309082031,772.6 -> 631.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (38:1),774.6,633.6,58230.28405761719,774.6 -> 633.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,1325.5601806640625
PEo (40:6),778.6,637.6,58961.104248046875,778.6 -> 637.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PEo (40:5),780.6,639.6,51755.52404785156,780.6 -> 639.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,40.600830078125
PEo (40:4),782.6,641.6,45867.76336669922,782.6 -> 641.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,2113.5603637695312
PEo (40:3),784.6,643.6,45966.40319824219,784.6 -> 643.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,68.83984375
PEo (40:2),786.6,645.6,53629.323638916016,786.6 -> 645.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PEo (40:0),790.7,649.7,66845.68548583984,790.7 -> 649.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,19626.402099609375
PE (40:5),794.6,653.6,50201.84338378906,794.6 -> 653.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,5831.2003173828125
PE (40:4),796.6,655.6,55681.10418701172,796.6 -> 655.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,5547.720886230469
PE (40:3),798.6,657.6,48036.502990722656,798.6 -> 657.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,1334.8997192382812
PE (40:2),800.6,659.6,48698.22344970703,800.6 -> 659.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,2840.1403198242188
PEo (42:6),806.6,665.6,43052.32287597656,806.6 -> 665.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,1610.2801818847656
PEp (42:4),808.6,667.6,36340.14254760742,808.6 -> 667.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PEo (42:4),810.6,669.6,37601.20245361328,810.6 -> 669.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PEo (42:2),814.7,673.7,40066.862731933594,814.7 -> 673.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PEp (42:0),816.7,675.7,34972.24240112305,816.7 -> 675.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PEo (42:0),818.7,677.7,34232.22247314453,818.7 -> 677.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (42:6),820.6,679.6,35919.802734375,820.6 -> 679.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (42:5),822.6,681.6,33832.782318115234,822.6 -> 681.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (42:4),824.6,683.6,36855.08233642578,824.6 -> 683.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (42:3),826.6,685.6,46939.42364501953,826.6 -> 685.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,2485.8004150390625
PE (42:2),828.6,687.6,46689.463439941406,828.6 -> 687.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,2769.6803588867188
PE (42:1),830.7,689.7,38693.42282104492,830.7 -> 689.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (42:0),832.7,691.7,33659.20227050781,832.7 -> 691.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (44:12),836.5,695.5,31909.222198486328,836.5 -> 695.5,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (44:10),840.6,699.6,65771.20495605469,840.6 -> 699.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (44:6),848.6,707.6,30617.982299804688,848.6 -> 707.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (44:5),850.6,709.6,30832.962188720703,850.6 -> 709.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (44:4),852.6,711.6,46977.76336669922,852.6 -> 711.6,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,2696.400115966797
PE (44:3),854.7,713.7,45673.92346191406,854.7 -> 713.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (44:2),856.7,715.7,67860.86465454102,856.7 -> 715.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,651.3399353027344
PE (44:1),858.7,717.7,50932.10372924805,858.7 -> 717.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,1077.4002838134766
PE (44:0),860.7,719.7,24205.58172607422,860.7 -> 719.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,0.0
PE (46:1),886.7,745.7,38500.62298965454,886.7 -> 745.7,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,5559.380710601807
PE (52:4),964.8,823.8,19646.9013671875,964.8 -> 823.8,PE,PE_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PE,137.25991821289062
Lyso_PI(12:0) | PI (12:0),534.2,257.2,16314.901275634766,534.2 -> 257.2,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2029.7402648925781
Lyso_PI(12:0) | PI (12:0),534.2,257.2,14901.80126953125,534.2 -> 257.2,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,522.8002319335938
Lyso_PI(13:0),548.2,271.2,19089.06134033203,548.2 -> 271.2,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(13:0),548.2,271.2,19077.061279296875,548.2 -> 271.2,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,547.599853515625
Lyso_PI(14:1),560.2,283.2,57616.04333496094,560.2 -> 283.2,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,8842.980712890625
Lyso_PI(14:1),560.2,283.2,52864.323486328125,560.2 -> 283.2,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,411.980224609375
Lyso_PI(14:0) | PI (14:0),562.3,285.3,16895.461059570312,562.3 -> 285.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(14:0) | PI (14:0),562.3,285.3,15699.721069335938,562.3 -> 285.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(15:1) | PIp (16:0),574.3,297.3,22126.581420898438,574.3 -> 297.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,52.15972900390625
Lyso_PI(15:1) | PIp (16:0),574.3,297.3,24253.68197631836,574.3 -> 297.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1646.0402526855469
Lyso_PI(15:0) | PIo (16:0),576.3,299.3,107434.78759765625,576.3 -> 299.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(15:0) | PIo (16:0),576.3,299.3,104154.98706054688,576.3 -> 299.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,788.4208984375
Lyso_PI(16:1) | PI (16:1),588.3,311.3,961.260066986084,588.3 -> 311.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(16:1) | PI (16:1),588.3,311.3,1062.6400756835938,588.3 -> 311.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,102.4200210571289
Lyso_PI(16:0) | PI (16:0),590.3,313.3,961.2800636291504,590.3 -> 313.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.6399955749511719
Lyso_PI(16:0) | PI (16:0),590.3,313.3,997.9600563049316,590.3 -> 313.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(17:2),600.3,323.3,16898.061309814453,600.3 -> 323.3,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1368.6402282714844
Lyso_PI(17:2),600.3,323.3,16424.80108642578,600.3 -> 323.3,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1183.8999633789062
Lyso_PI(17:1) | PIp (18:0),602.3,325.3,13067.02084350586,602.3 -> 325.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(17:1) | PIp (18:0),602.3,325.3,13460.380828857422,602.3 -> 325.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,349.6799011230469
Lyso_PI(17:0),604.3,327.3,46418.72314453125,604.3 -> 327.3,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(17:0),604.3,327.3,46763.56311035156,604.3 -> 327.3,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,735.6201171875
Lyso_PI(18:4) | PI (18:4),610.3,333.3,14176.401092529297,610.3 -> 333.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:4) | PI (18:4),610.3,333.3,13269.840942382812,610.3 -> 333.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:3) | PI (18:3),612.3,335.3,24997.961822509766,612.3 -> 335.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,5315.700500488281
Lyso_PI(18:3) | PI (18:3),612.3,335.3,21686.30157470703,612.3 -> 335.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:2) | PI (18:2),614.3,337.3,12196.500854492188,614.3 -> 337.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:2) | PI (18:2),614.3,337.3,13011.860900878906,614.3 -> 337.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:1) | PI (18:1),616.3,339.3,17274.78125,616.3 -> 339.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:1) | PI (18:1),616.3,339.3,16191.34130859375,616.3 -> 339.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:0) | PI (18:0),618.3,341.3,91441.14599609375,618.3 -> 341.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,12119.340576171875
Lyso_PI(18:0) | PI (18:0),618.3,341.3,81198.7255859375,618.3 -> 341.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIp (20:0),630.4,353.4,36917.04260253906,630.4 -> 353.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1621.5399780273438
PIp (20:0),630.4,353.4,34157.38244628906,630.4 -> 353.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,801.5802001953125
PIo (20:5),632.4,355.4,60542.38464355469,632.4 -> 355.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1003.7603759765625
PIo (20:5),632.4,355.4,57832.80456542969,632.4 -> 355.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:5) | PI (20:5),636.3,359.3,16373.601257324219,636.3 -> 359.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1485.0402221679688
Lyso_PI(20:5) | PI (20:5),636.3,359.3,16199.14096069336,636.3 -> 359.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1059.5999450683594
Lyso_PI(20:4) | PI (20:4),638.3,361.3,10762.380676269531,638.3 -> 361.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:4) | PI (20:4),638.3,361.3,10959.340744018555,638.3 -> 361.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,719.4600372314453
Lyso_PI(20:3) | PI (20:3),640.3,363.3,11755.620880126953,640.3 -> 363.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,881.1401519775391
Lyso_PI(20:3) | PI (20:3),640.3,363.3,11220.920700073242,640.3 -> 363.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:2) | PI (20:2),642.3,365.3,13048.020736694336,642.3 -> 365.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1751.1798858642578
Lyso_PI(20:2) | PI (20:2),642.3,365.3,11129.400802612305,642.3 -> 365.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:1),644.3,367.3,25342.50177001953,644.3 -> 367.3,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:1),644.3,367.3,27671.122131347656,644.3 -> 367.3,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,827.7400512695312
Lyso_PI(20:0) | PI (20:0),646.4,369.4,20921.061645507812,646.4 -> 369.4,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1032.6003112792969
Lyso_PI(20:0) | PI (20:0),646.4,369.4,18632.881469726562,646.4 -> 369.4,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(21:0),660.4,383.4,124601.30908203125,660.4 -> 383.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(21:0),660.4,383.4,123065.3291015625,660.4 -> 383.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,972.199951171875
Lyso_PI(22:6) | PI (22:6),662.3,385.3,22642.80145263672,662.3 -> 385.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:6) | PI (22:6),662.3,385.3,20848.16162109375,662.3 -> 385.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:4) | PI (22:4),666.3,389.3,10371.200775146484,666.3 -> 389.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,190.0000762939453
Lyso_PI(22:4) | PI (22:4),666.3,389.3,10717.060653686523,666.3 -> 389.3,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1373.0600128173828
Lyso_PI(22:2) | PI (22:2),670.4,393.4,11251.600814819336,670.4 -> 393.4,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,581.6400604248047
Lyso_PI(22:2) | PI (22:2),670.4,393.4,8963.880554199219,670.4 -> 393.4,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:1) | PI (22:1),672.4,395.4,19524.04135131836,672.4 -> 395.4,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:1) | PI (22:1),672.4,395.4,16798.201126098633,672.4 -> 395.4,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:0) | PI (22:0),674.4,397.4,21737.84164428711,674.4 -> 397.4,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:0) | PI (22:0),674.4,397.4,22498.581787109375,674.4 -> 397.4,PI | PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2571.6602783203125
PI (24:0),716.4,439.4,79416.56591796875,716.4 -> 439.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2589.1005859375
PI (24:0),716.4,439.4,82839.8857421875,716.4 -> 439.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,5305.08056640625
PI (26:1),742.4,465.4,24616.641662597656,742.4 -> 465.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (26:1),742.4,465.4,25181.481811523438,742.4 -> 465.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,339.98004150390625
PI (26:0),744.4,467.4,61151.02380371094,744.4 -> 467.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1533.979736328125
PI (26:0),744.4,467.4,56265.44396972656,744.4 -> 467.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIp (28:0),756.5,479.5,10640.400833129883,756.5 -> 479.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1692.460220336914
PIp (28:0),756.5,479.5,10461.680740356445,756.5 -> 479.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,1237.5201263427734
PIo (28:0),758.5,481.5,19448.641235351562,758.5 -> 481.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,2002.9399108886719
PIo (28:0),758.5,481.5,16948.36117553711,758.5 -> 481.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (28:2),768.4,491.4,9510.340576171875,768.4 -> 491.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (28:2),768.4,491.4,9312.480682373047,768.4 -> 491.4,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,650.8600692749023
PI (28:1),770.5,493.5,46890.44323730469,770.5 -> 493.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,5034.800537109375
PI (28:1),770.5,493.5,47571.682861328125,770.5 -> 493.5,PI,PI_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,TEST,5xFAD,Test,Male,Male,Liver,PI,6789.6998291015625
