Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Genotype,Sex,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
[TG(60:10)|TG(59:3)]_FA16:1,972.9,701.6,15963.221099853516,972.9 -> 701.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,441.44004821777344,TG,TG,10,(60:10),16:1
[TG(60:9)|TG(59:2)]_FA16:1,974.9,703.6,19200.781372070312,974.9 -> 703.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1299.2799682617188,TG,TG,9,(60:9),16:1
[TG(60:8)|TG(59:1)]_FA16:1,976.9,705.6,20200.30143737793,976.9 -> 705.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1214.5399932861328,TG,TG,8,(60:8),16:1
[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:1,978.9,707.6,17429.141326904297,978.9 -> 707.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,2641.380256652832,TG,TG,14,(61:14),16:1
[TG(61:13)|TG(60:6)]_FA16:1,980.9,709.6,15481.961112976074,980.9 -> 709.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,13,(61:13),16:1
[TG(61:12)|TG(60:5)]_FA16:1,982.9,711.6,16200.20124053955,982.9 -> 711.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1913.0404205322266,TG,TG,12,(61:12),16:1
[TG(61:11)|TG(60:4)]_FA16:1,984.9,713.6,14642.061004638672,984.9 -> 713.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,11,(61:11),16:1
[TG(61:10)|TG(60:3)]_FA16:1,986.9,715.6,15953.121231079102,986.9 -> 715.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,2278.320297241211,TG,TG,10,(61:10),16:1
[TG(62:16)|TG(61:9)|TG(60:2)]_FA16:1,988.9,717.6,15376.181106567383,988.9 -> 717.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,114.1199951171875,TG,TG,16,(62:16),16:1
[TG(62:15)|TG(61:8)|TG(60:1)]_FA16:1,990.9,719.6,14625.301010131836,990.9 -> 719.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,674.6799468994141,TG,TG,15,(62:15),16:1
[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:1,993.0,721.7,15861.961318969727,993.0 -> 721.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,211.38023376464844,TG,TG,14,(62:14),16:1
[TG(62:13)|TG(61:6)]_FA16:1,994.9,723.6,15522.001159667969,994.9 -> 723.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1744.3401489257812,TG,TG,13,(62:13),16:1
[TG(62:12)|TG(61:5)]_FA16:1,996.9,725.6,28171.121826171875,996.9 -> 725.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,4163.080429077148,TG,TG,12,(62:12),16:1
[TG(62:11)|TG(61:4)]_FA16:1,998.9,727.6,24441.862106323242,998.9 -> 727.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1538.6606750488281,TG,TG,11,(62:11),16:1
[TG(62:10)|TG(61:3)]_FA16:1,1000.9,729.6,15103.901016235352,1000.9 -> 729.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,2873.080123901367,TG,TG,10,(62:10),16:1
[TG(62:9)|TG(61:2)]_FA16:1,1002.9,731.6,14591.460983276367,1002.9 -> 731.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,2297.3401947021484,TG,TG,9,(62:9),16:1
[TG(62:8)|TG(61:1)]_FA16:1,1005.0,733.7,14924.920944213867,1005.0 -> 733.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,437.21986389160156,TG,TG,8,(62:8),16:1
[TG(62:7)|TG(61:0)]_FA16:1,1007.0,735.7,14805.380950927734,1007.0 -> 735.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,7,(62:7),16:1
[TG(63:13)|TG(62:6)]_FA16:1,1008.9,737.6,13300.580810546875,1008.9 -> 737.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1981.8800735473633,TG,TG,13,(63:13),16:1
[TG(63:12)|TG(62:5)]_FA16:1,1010.9,739.6,11708.640731811523,1010.9 -> 739.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,12,(63:12),16:1
[TG(63:11)|TG(62:4)]_FA16:1,1012.9,741.6,13923.26107788086,1012.9 -> 741.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,11,(63:11),16:1
[TG(64:17)|TG(63:10)|TG(62:3)]_FA16:1,1014.9,743.6,12075.120811462402,1014.9 -> 743.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,17,(64:17),16:1
[TG(64:16)|TG(63:9)|TG(62:2)]_FA16:1,1017.0,745.7,13333.860916137695,1017.0 -> 745.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,16,(64:16),16:1
[TG(64:15)|TG(63:8)|TG(62:1)]_FA16:1,1019.0,747.7,11579.920768737793,1019.0 -> 747.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,15,(64:15),16:1
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:1,1021.0,749.7,12110.060836791992,1021.0 -> 749.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,859.4000625610352,TG,TG,14,(64:14),16:1
[TG(64:13)|TG(63:6)]_FA16:1,1022.9,751.6,12936.960926055908,1022.9 -> 751.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1381.8600425720215,TG,TG,13,(64:13),16:1
[TG(64:12)|TG(63:5)]_FA16:1,1024.9,753.6,11654.340713500977,1024.9 -> 753.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,12,(64:12),16:1
[TG(64:11)|TG(63:4)]_FA16:1,1026.9,755.6,13353.520965576172,1026.9 -> 755.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,11,(64:11),16:1
[TG(64:10)|TG(63:3)]_FA16:1,1029.0,757.7,13161.400985717773,1029.0 -> 757.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,10,(64:10),16:1
[TG(64:9)|TG(63:2)]_FA16:1,1031.0,759.7,13609.820999145508,1031.0 -> 759.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,819.4000701904297,TG,TG,9,(64:9),16:1
[TG(64:8)|TG(63:1)]_FA16:1,1033.0,761.7,10747.34073638916,1033.0 -> 761.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,8,(64:8),16:1
[TG(64:7)|TG(63:0)]_FA16:1,1035.0,763.7,11976.840881347656,1035.0 -> 763.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1940.6401290893555,TG,TG,7,(64:7),16:1
[TG(64:6)]_FA16:1,1036.9,765.6,10835.840873718262,1036.9 -> 765.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,82.78018188476562,TG,TG,6,(64:6),16:1
[TG(65:12)|TG(64:5)]_FA16:1,1038.9,767.6,10803.76082611084,1038.9 -> 767.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,12,(65:12),16:1
[TG(66:18)|TG(65:11)|TG(64:4)]_FA16:1,1041.0,769.7,10760.480712890625,1041.0 -> 769.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,710.6999664306641,TG,TG,18,(66:18),16:1
[TG(66:17)|TG(65:10)|TG(64:3)]_FA16:1,1043.0,771.7,11752.740753173828,1043.0 -> 771.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,949.3201217651367,TG,TG,17,(66:17),16:1
[TG(66:16)|TG(65:9)|TG(64:2)]_FA16:1,1045.0,773.7,10952.360855102539,1045.0 -> 773.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,16,(66:16),16:1
[TG(66:15)|TG(65:8)|TG(64:1)]_FA16:1,1047.0,775.7,11932.940841674805,1047.0 -> 775.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,633.300106048584,TG,TG,15,(66:15),16:1
[TG(66:14)|TG(65:7)|TG(64:0)]_FA16:1,1049.0,777.7,13115.840911865234,1049.0 -> 777.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1517.7600402832031,TG,TG,14,(66:14),16:1
[TG(66:13)|TG(65:6)]_FA16:1,1050.9,779.6,12161.560745239258,1050.9 -> 779.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1171.8800888061523,TG,TG,13,(66:13),16:1
[TG(66:12)|TG(65:5)]_FA16:1,1053.0,781.7,10632.020771026611,1053.0 -> 781.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,249.24004745483398,TG,TG,12,(66:12),16:1
[TG(66:11)|TG(65:4)]_FA16:1,1055.0,783.7,9858.920761108398,1055.0 -> 783.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,607.7800598144531,TG,TG,11,(66:11),16:1
[TG(66:10)|TG(65:3)]_FA16:1,1057.0,785.7,13826.880836486816,1057.0 -> 785.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,8.759819030761719,TG,TG,10,(66:10),16:1
[TG(66:9)|TG(65:2)]_FA16:1,1059.0,787.7,12861.120887756348,1059.0 -> 787.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,1942.5200805664062,TG,TG,9,(66:9),16:1
[TG(66:8)|TG(65:1)]_FA16:1,1061.0,789.7,10690.300704956055,1061.0 -> 789.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,8,(66:8),16:1
[TG(66:7)]_FA16:1,1062.9,791.6,21384.241744995117,1062.9 -> 791.6,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,9286.260803222656,TG,TG,7,(66:7),16:1
[TG(66:6)]_FA16:1,1065.0,793.7,203048.23678588867,1065.0 -> 793.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,191461.71593475342,TG,TG,6,(66:6),16:1
[TG(66:5)]_FA16:1,1067.0,795.7,41560.94267272949,1067.0 -> 795.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,32776.56205749512,TG,TG,5,(66:5),16:1
[TG(66:4)]_FA16:1,1069.0,797.7,8587.42052078247,1069.0 -> 797.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,4,(66:4),16:1
[TG(66:3)]_FA16:1,1071.0,799.7,30043.502059936523,1071.0 -> 799.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,0.0,TG,TG,3,(66:3),16:1
[TG(66:2)]_FA16:1,1073.0,801.7,21597.681747436523,1073.0 -> 801.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,3156.2003021240234,TG,TG,2,(66:2),16:1
[TG(66:1)]_FA16:1,1075.0,803.7,12810.820861816406,1075.0 -> 803.7,TAG,TAG161_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG161,213.34002304077148,TG,TG,1,(66:1),16:1
[TG(37:0)]_FA18:0,670.6,369.3,1482.240104675293,670.6 -> 369.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,11.699989318847656,TG,TG,0,(37:0),18:0
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,682.6,381.3,28999.302185058594,682.6 -> 381.3,TAG | DAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,840.0804138183594,TG | DG | DG,TG | DG | DG,1 | 8 | 1,(38:1) | (40:8) | (39:1),18:0  | DG(40:8) | 18:0
[TG(38:0)]_FA18:0,684.6,383.3,105464.46728515625,684.6 -> 383.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,188.56005859375,TG,TG,0,(38:0),18:0
[TG(39:1)]_FA18:0,696.6,395.3,25280.56182861328,696.6 -> 395.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG,TG,1,(39:1),18:0
[TG(39:0)]_FA18:0,698.6,397.3,50118.20324707031,698.6 -> 397.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG,TG,0,(39:0),18:0
[TG(40:2)]_FA18:0,708.6,407.3,25766.16192626953,708.6 -> 407.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2023.7201538085938,TG,TG,2,(40:2),18:0
[TG(40:1)]_FA18:0,710.6,409.3,51712.38415527344,710.6 -> 409.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1053.640380859375,TG,TG,1,(40:1),18:0
[TG(40:0)]_FA18:0,712.6,411.3,77196.66552734375,712.6 -> 411.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,6126.2008056640625,TG,TG,0,(40:0),18:0
[TG(41:2)]_FA18:0,722.6,421.3,16907.16130065918,722.6 -> 421.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,815.4001770019531,TG,TG,2,(41:2),18:0
[TG(41:1)]_FA18:0,724.6,423.3,30682.82211303711,724.6 -> 423.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2687.6799926757812,TG,TG,1,(41:1),18:0
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,726.7,425.4,38211.44256591797,726.7 -> 425.4,TAG | DAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2334.759979248047,TG | DG,TG | DG,0 | 0,(41:0) | (42:0),18:0  | 18:0
[TG(42:4)]_FA18:0,732.6,431.3,16120.301208496094,732.6 -> 431.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG,TG,4,(42:4),18:0
[TG(42:3)]_FA18:0,734.6,433.3,14468.361022949219,734.6 -> 433.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG,TG,3,(42:3),18:0
[TG(42:2)]_FA18:0,736.6,435.3,18480.581329345703,736.6 -> 435.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1097.7999877929688,TG,TG,2,(42:2),18:0
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,738.7,437.4,73808.90539550781,738.7 -> 437.4,TAG | DAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1800.8201904296875,TG | DG | DG,TG | DG | DG,1 | 8 | 1,(42:1) | (44:8) | (43:1),18:0  | DG(44:8) | 18:0
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,740.7,439.4,76588.60559082031,740.7 -> 439.4,TAG | DAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,6017.8809814453125,TG | DG | DG,TG | DG | DG,0 | 7 | 0,(42:0) | (44:7) | (43:0),18:0  | DG(44:7) | 18:0
[TG(43:4)]_FA18:0,746.6,445.3,14691.820930480957,746.6 -> 445.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG,TG,4,(43:4),18:0
[TG(43:3)]_FA18:0,748.6,447.3,16701.581100463867,748.6 -> 447.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,914.9800720214844,TG,TG,3,(43:3),18:0
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,750.7,449.4,15024.581024169922,750.7 -> 449.4,TAG | DAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2505.9801330566406,TG | DG,TG | DG,2 | 2,(43:2) | (44:2),18:0  | 18:0
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,752.7,451.4,20505.56150817871,752.7 -> 451.4,TAG | DAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG | DG,TG | DG,1 | 1,(43:1) | (44:1),18:0  | 18:0
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,754.7,453.4,32975.88229370117,754.7 -> 453.4,TAG | DAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3863.260223388672,TG | DG,TG | DG,0 | 0,(43:0) | (44:0),18:0  | 18:0
[TG(44:5)]_FA18:0,758.6,457.3,15849.841094970703,758.6 -> 457.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2122.420066833496,TG,TG,5,(44:5),18:0
[TG(44:4)]_FA18:0,760.6,459.3,21949.321487426758,760.6 -> 459.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG,TG,4,(44:4),18:0
[TG(44:3)]_FA18:0,762.7,461.4,13577.921005249023,762.7 -> 461.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1856.7602081298828,TG,TG,3,(44:3),18:0
[TG(44:2)]_FA18:0,764.7,463.4,16319.28108215332,764.7 -> 463.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1441.7200317382812,TG,TG,2,(44:2),18:0
[TG(44:1)]_FA18:0,766.7,465.4,32304.802307128906,766.7 -> 465.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3822.8202514648438,TG,TG,1,(44:1),18:0
[TG(44:0)|TG(O-45:0)]_FA18:0,768.7,467.4,67396.62438964844,768.7 -> 467.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1881.7000732421875,TG(O,TG(O,0,(44:0),18:0
[TG(45:5)]_FA18:0,772.6,471.3,14390.74112701416,772.6 -> 471.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1433.7802505493164,TG,TG,5,(45:5),18:0
[TG(45:4)]_FA18:0,774.7,473.4,15343.96110534668,774.7 -> 473.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1320.1602325439453,TG,TG,4,(45:4),18:0
[TG(45:3)]_FA18:0,776.7,475.4,19217.861434936523,776.7 -> 475.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1738.9602813720703,TG,TG,3,(45:3),18:0
[TG(45:2)]_FA18:0,778.7,477.4,17718.14128112793,778.7 -> 477.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,0.0,TG,TG,2,(45:2),18:0
[TG(45:1)]_FA18:0,780.7,479.4,20228.00129699707,780.7 -> 479.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1455.2398834228516,TG,TG,1,(45:1),18:0
[TG(45:0)]_FA18:0,782.7,481.4,29877.942108154297,782.7 -> 481.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2617.0202026367188,TG,TG,0,(45:0),18:0
[TG(46:6)]_FA18:0,784.6,483.3,33800.442321777344,784.6 -> 483.3,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,311.60009765625,TG,TG,6,(46:6),18:0
[TG(46:5)]_FA18:0,786.7,485.4,20782.521423339844,786.7 -> 485.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,1953.300048828125,TG,TG,5,(46:5),18:0
[TG(46:4)]_FA18:0,788.7,487.4,13426.340950012207,788.7 -> 487.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,403.86000061035156,TG,TG,4,(46:4),18:0
[TG(46:3)]_FA18:0,790.7,489.4,17566.781158447266,790.7 -> 489.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3134.480178833008,TG,TG,3,(46:3),18:0
[TG(46:2)]_FA18:0,792.7,491.4,23160.241790771484,792.7 -> 491.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,6214.060531616211,TG,TG,2,(46:2),18:0
[TG(46:1)]_FA18:0,794.7,493.4,42443.76318359375,794.7 -> 493.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,3057.2803955078125,TG,TG,1,(46:1),18:0
[TG(46:0)]_FA18:0,796.7,495.4,59177.98400878906,796.7 -> 495.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,6173.9603271484375,TG,TG,0,(46:0),18:0
[TG(47:6)]_FA18:0,798.7,497.4,22328.181579589844,798.7 -> 497.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2746.0802307128906,TG,TG,6,(47:6),18:0
[TG(47:5)]_FA18:0,800.7,499.4,18824.581298828125,800.7 -> 499.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,4604.880241394043,TG,TG,5,(47:5),18:0
[TG(47:4)]_FA18:0,802.7,501.4,14370.560943603516,802.7 -> 501.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2335.080047607422,TG,TG,4,(47:4),18:0
[TG(47:3)]_FA18:0,804.7,503.4,23911.441772460938,804.7 -> 503.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,2581.5401611328125,TG,TG,3,(47:3),18:0
[TG(47:2)]_FA18:0,806.7,505.4,19863.241333007812,806.7 -> 505.4,TAG,TAG180_FAD173-5xFAD-M1liver_033123_r005,FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,TAG180,5149.400329589844,TG,TG,2,(47:2),18:0
