lipid,logFC,logCPM,LR,PValue,FDR,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
PC (38:6),0.21851747798035645,11.584899176098418,0.22104613287228858,0.6382439711276217,0.9998952798792559,PC,2410972.672821045,1559145.194580078,2459125.271118164,1924574.073852539,1329026.1171569824,1096592.3419189453,3136485.163543701,1987675.758178711,1303691.910522461,36380.62239074707
PC (38:7),0.27544687797840345,11.492428251544041,0.3515433524516993,0.5532407732584739,0.9998952798792559,PC,2274356.069152832,1522532.044555664,2516891.8024902344,1701978.518005371,1241948.6104736328,1069392.1952514648,2644534.98046875,1908615.1712036133,1262968.332763672,37295.28276062012
PC (38:8),0.26484116813812103,11.390643795615714,0.3249415196623886,0.5686529968101279,0.9998952798792559,PC,2089666.9063110352,1391616.5280456543,2350869.321411133,1609270.7653503418,1156137.2275390625,1009596.0447387696,2434330.098510742,1812139.113647461,1186555.0354614258,34549.04225921631
PC (38:9),0.2164190374215752,11.267122227700508,0.21681319623894524,0.6414789053161934,0.9998952798792559,PC,1857659.9555664065,1244237.6931762695,2129772.312652588,1479556.658996582,1123529.1834716797,905738.08056640625,2267927.247894287,1711167.0705871582,1081376.6384277344,34778.76306152344
PC (40:0),0.04507878826041497,11.436063667872247,0.009373743365813425,0.9228708543414741,0.9998952798792559,PC,1582781.1389160156,1412196.8814697266,1444050.828857422,1418034.682861328,1448404.92578125,1222904.2131347656,1488455.0051269531,1432089.041015625,1387893.5847167969,2047339.2370605469
PC (40:1),0.06977039006348797,11.478585666125202,0.022467876035079826,0.8808491277153767,0.9998952798792559,PC,1633122.9645996094,1462032.466796875,1552190.3928222656,1433003.928955078,1452266.237548828,1244676.9318847656,1511477.6423339844,1492374.822265625,1412461.0703125,2134648.975341797
PC (40:10),0.18215185186146224,11.046157683335265,0.1534960015123943,0.6952165931863078,0.9998952798792559,PC,1557999.5173950195,958850.7764892578,1828344.5742492676,1241833.4076843262,1027946.158569336,766694.6724853516,1683945.4159851074,1588597.3434448242,956192.2734680176,197675.9581604004
PC (40:2),0.07442783519542662,11.304182111798989,0.0255703424627427,0.8729541032006454,0.9998952798792559,PC,1444073.6162109375,1317454.6396484375,1454481.46484375,1338964.0627441406,1279268.3020019531,1103519.4831542969,1436023.740234375,1379619.2543945312,1277553.9731445312,1628081.5307617188
PC (40:3),0.055624760696877606,11.248365005622057,0.01427622218761826,0.9048925918897135,0.9998952798792559,PC,1419251.337890625,1219414.8254394531,1356977.994140625,1326434.49609375,1240400.8415527344,1105497.292236328,1410619.938232422,1275827.8666992188,1262121.912109375,1529328.800048828
PC (40:4),0.09052216417135919,10.910096841313772,0.03783833412671811,0.8457681258317521,0.9998952798792559,PC,1081032.374633789,950275.2263183594,1241155.0922851562,1072188.1606445312,848982.7995605469,778181.5689697266,1168042.4727783203,1157312.3801269531,1033120.259765625,1096883.887451172
PC (40:5),0.22242992157292352,9.814464258409249,0.22904634625047038,0.632231851655918,0.9998952798792559,PC,710224.4737930298,442718.9234313965,667303.0416412354,505079.23739624023,387625.72805023193,370193.5038757324,786520.5244750977,500717.0267944336,408577.66415405273,213092.73098754883
PC (40:6),0.2353407882267166,10.124248916831897,0.2564632442081347,0.6125604321199621,0.9998952798792559,PC,898211.360534668,589123.3134613037,776436.8652191162,652600.7422485352,460299.01458740234,446873.098236084,1083875.3007354736,562043.6393737793,507747.7749633789,221396.63761138916
PC (40:7),0.33312807364915376,10.341843695835617,0.5145940992315445,0.4731568399790065,0.9998952798792559,PC,1072353.8200683594,694386.656173706,934193.7870941162,829198.560798645,557978.7012023926,485296.1728210449,1273069.6962738037,576494.4826049805,575257.8496246338,221513.89488220215
PC (40:8),0.31511159500897706,10.691529259672178,0.4603323410701705,0.49746869410205,0.9998952798792559,PC,1373985.9977111816,881063.5364074707,1276959.448059082,997355.1043395996,691568.1838684082,664083.3470153809,1452812.238357544,912447.7685546876,761100.6529846191,207526.0332107544
PC (40:9),0.1520497123342459,11.061921104746236,0.10689363058190793,0.7437087934397386,0.9998952798792559,PC,1567999.7755126953,1004099.2340393066,1812571.5178833008,1201865.443786621,1021380.1309814452,799959.0910949707,1772807.013305664,1621786.4715881348,939977.9172973632,202017.2525405884
PC (42:0),0.02431582597042417,10.015209225895468,0.0027259953421889804,0.9583605161075975,0.9998952798792559,PC,577972.2818603516,545564.4717407227,411119.3937072754,453479.5969238281,582000.2416381836,479390.55627441406,520529.3158569336,402835.9885559082,438820.7575073242,1069963.878173828
PC (42:1),0.06856571644065312,11.33109354467031,0.021698093994928058,0.8828930784822561,0.9998952798792559,PC,1427023.9190673828,1306623.5635986328,1287468.8671875,1330715.654296875,1325592.940673828,1113729.1340332031,1248765.830078125,1253101.9288330078,1327000.9045410156,2137677.9674072266
PC (42:10),0.04292818264596033,11.423802934356146,0.008500242134687142,0.9265417140367784,0.9998952798792559,PC,1542269.5522460938,1418976.9555664062,1421037.5119628906,1424112.4223632812,1440854.13671875,1249677.1325683594,1451271.1552734375,1407823.5073242188,1383108.8051757812,2020699.6357421875
PC (42:11),0.07214304841392397,11.413977727119407,0.024023276189836906,0.8768257011871412,0.9998952798792559,PC,1515794.0729980469,1397111.9274902344,1495301.727294922,1425890.895263672,1421910.8159179688,1238601.7521972656,1445798.673828125,1387356.2944335938,1330843.3618164062,2012114.6120605469
PC (42:2),0.056549040341932845,11.407112684156571,0.014754922474821797,0.9033189005279876,0.9998952798792559,PC,1514512.1345214844,1392059.4216308594,1381845.8447265625,1355349.8618164062,1393669.3264160156,1174518.5776367188,1312771.5986328125,1379796.3897705078,1397697.8166503906,2214197.7587890625
PC (42:3),0.023584674954648395,11.393071198647613,0.00256449121843616,0.9596117461464928,0.9998952798792559,PC,1478058.9360351562,1388212.5795898438,1321376.9831542969,1342641.4814453125,1368938.9949951172,1210809.7150878906,1290115.4558105469,1386319.586669922,1420944.4919433594,2168029.4067382812
PC (42:4),0.029254307601029726,11.410791276707313,0.003946224141145649,0.9499106525425961,0.9998952798792559,PC,1521322.8979492188,1389392.2724609375,1337972.76953125,1367366.096923828,1427933.2292480469,1222489.4826660156,1282135.3188476562,1367077.15234375,1454099.8212890625,2184479.3193359375
PC (42:5),0.07255571830053248,11.422968333356513,0.024299123097080155,0.8761262229642751,0.9998952798792559,PC,1550687.0874023438,1406789.9045410156,1386547.58203125,1400052.1174316406,1418611.1184082031,1222547.242919922,1274619.7729492188,1386006.76171875,1405139.7072753906,2227900.157470703
PC (42:6),0.10199525605328877,11.445238549122587,0.04804979726122838,0.8264921992863189,0.9998952798792559,PC,1592153.2060546875,1422065.9753417969,1457543.7177734375,1439143.065673828,1428668.1796875,1212852.8198242188,1363107.1560058594,1378144.5991210938,1383445.50390625,2245568.501586914
PC (42:7),0.08239902126520983,11.516047734510257,0.03134644105921325,0.8594696955159857,0.9998952798792559,PC,1666495.055419922,1481602.0871582031,1557059.0720214844,1574422.7915039062,1493516.2739257812,1266471.0622558594,1566049.389892578,1487589.6599121094,1477148.1450195312,2158533.407714844
PC (42:8),0.061453927881597085,11.501621337245602,0.017427522036086884,0.8949737400099346,0.9998952798792559,PC,1700541.6362304688,1472248.3706054688,1534358.4768066406,1431874.0185546875,1478002.6484375,1277358.6215820312,1560647.2421875,1442708.116455078,1466663.9807128906,2199053.8227539062
PC (42:9),0.06725270364557073,11.48387940051952,0.020874405172435218,0.8851216266698758,0.9998952798792559,PC,1616484.1186523438,1473657.461669922,1529695.2902832031,1485733.4521484375,1454149.5590820312,1253753.2271728516,1539959.4212646484,1457257.2387695312,1453568.250732422,2119129.860595703
PC (44:0),0.10358322139758189,6.49572391919809,0.04955496307559315,0.8238394882207858,0.9998952798792559,PC,50888.46403121948,44885.08349609375,49500.282554626465,42205.503410339355,48110.86358642578,41732.80313873291,46110.52394866943,41685.00266265869,37498.24298095703,80031.48616409302
PC (44:1),0.007925222914608059,6.55051773765006,2.8943903680556105e-4,0.9864263182102939,0.9998952798792559,PC,51940.46336364746,45810.604164123535,46116.922592163086,42730.22184371948,52104.00288391113,41677.1623916626,50933.02239227295,42276.1236076355,41909.7830657959,84690.0256652832
PC (44:10),0.11273570513220409,7.774094045331658,0.05871368162684121,0.8085406923541963,0.9998952798792559,PC,135141.167842865,105637.54731750488,109311.6477355957,98530.7873687744,114298.1075668335,94585.54804992676,118187.46895599364,96059.28789520264,89323.04524230957,205776.51364135745
PC (44:12),-0.009560372367892617,9.30868923418298,4.2103719079022994e-4,0.9836292032600502,0.9998952798792559,PC,309817.8291168213,289504.30432128906,274378.1179962158,279560.6388320923,327483.38595581055,262963.7820739746,294910.74390411377,271139.4140548706,274953.9784927368,745533.4257659912
PC (44:2),-0.10713236278879663,6.729962634991018,0.05272290511288702,0.8183911921450636,0.9998952798792559,PC,58098.00439453125,47602.16346740723,45569.324489593506,45159.9627532959,61940.66571044922,49070.88346481323,56769.743881225586,46375.16355133057,47396.982513427734,105526.24722671507
PC (44:3),0.018289423076523263,6.933935203052293,0.0015418985922224238,0.9686775032696036,0.9998952798792559,PC,69687.74429321289,56379.8431930542,63581.94469833374,50982.4832611084,62424.76456451416,52710.94362640381,65533.30489349365,55423.32423400879,55802.26294708252,117922.56832885742
PC (44:4),0.10665977058819916,6.983928497167735,0.05254719874244529,0.8186887905820845,0.9998952798792559,PC,83022.92795944214,57676.24362945557,61378.14545440674,60072.88314437866,62274.384017944336,54518.96472930908,68848.32445526123,54009.663036346436,60286.58460998535,112810.88704681396
PC (44:5),0.10085529132699891,7.316827590929298,0.04697826367282687,0.8284073127299117,0.9998952798792559,PC,104806.92765426636,73847.34627532959,72986.22403335571,75638.98731994629,83859.2661819458,70399.92528533936,83373.96768951416,70373.40377807617,69314.34380340576,145193.2919960022
PC (44:6),0.13681493494563726,7.717667177802883,0.08651665217939808,0.7686531182854781,0.9998952798792559,PC,134380.98518371582,92132.36652374268,111865.04670715332,97956.58586883543,109251.24885559082,87994.00439453125,112958.10671234132,87268.10405731201,91502.60726928712,196615.29796600345
PC (44:7),0.04994869870012816,7.715996297833043,0.011509362540380152,0.9145655043042263,0.9998952798792559,PC,127019.57167816162,96906.38692474364,97125.06790924072,98735.98741149902,109746.78755950928,89429.26718139648,110228.36604309082,93887.50660324097,96803.98780822754,198076.77452850345
PC (44:8),0.16400065470747013,7.707961311470014,0.12438174305975735,0.7243298847706737,0.9998952798792559,PC,132967.0325241089,97238.10586547852,98184.10639953612,107170.52519989014,103899.96812438963,85448.52536773682,112507.90617370604,87217.56599807739,91429.58792114258,196133.61250305176
PC (46:0),-0.04621133958397635,4.852829041863678,0.009825024400271332,0.9210419913059993,0.9998952798792559,PC,15933.041213989258,15609.60125732422,14821.761138916016,14728.061275482178,14901.161102294922,13737.961128234863,18043.16129684448,16621.00136947632,14423.661117553713,17567.020946502686
PC (46:1),0.041741584853937586,4.892757845418925,0.008034510810475126,0.9285769264367041,0.9998952798792559,PC,16882.641048431396,15708.841049194336,15389.300987243652,15762.68127822876,16589.50121307373,13737.840938568115,15024.821029663086,16100.601093292236,14774.121059417725,20106.161293029785
PC (46:2),0.13236943317423844,4.895507623988017,0.08096042321676228,0.7760000697825112,0.9998952798792559,PC,19011.861457824707,13007.600757598875,17647.82138824463,16383.341102600098,15320.28108215332,13408.960803985596,16461.021102905273,15582.381259918213,13448.860984802246,20380.90161895752
PC (48:0),-0.042129019407791866,4.486019449950535,0.00816613220945328,0.9279958542606234,0.9998952798792559,PC,12882.960945129396,13230.880889892578,11496.280815124512,10460.320751190186,13586.3610496521,11032.260841369629,11455.52091217041,13459.360809326172,11328.880744934082,12625.621112823486
PC (48:2),0.0971640462393776,4.488484704887815,0.04358647519104242,0.8346248707792571,0.9998952798792559,PC,13926.621032714844,11558.280849456787,12052.640972137451,12624.680801391602,12355.820907592772,11133.800819396973,13551.520835876465,11687.54086303711,9408.120700836182,13504.820762634276
PC (50:0),0.05839747775479634,4.600956206184555,0.01573086904227239,0.900188869513778,0.9998952798792559,PC,15256.5012550354,12130.500896453856,12136.100849151611,11711.040683746338,11961.240734100342,11637.280841827393,12762.8409614563,12855.361030578611,11402.3408203125,18455.32135772705
PC (52:0),-0.014289258906269059,5.033828621324628,9.402480450262374e-4,0.975537928688855,0.9998952798792559,PC,15948.181121826172,15740.700912475586,20164.221446990967,18843.42148208618,16317.361114501951,15260.640983581545,18764.1815032959,20158.02152633667,17055.381301879883,19176.16144180298
PC (52:4),-0.04423802143256809,5.000644308813143,0.009004589507839,0.9244002014177701,0.9998952798792559,PC,16801.56131362915,15473.741134643557,19324.461196899418,17191.161041259766,17857.541191101074,14709.080883026125,17121.241165161133,20558.921237945557,16667.041038513184,17922.90128326416
PCo(32:0),0.26202932363174425,8.038714176080354,0.31805715892710396,0.5727775671978074,0.9998952798792559,PC,180031.06924438477,152206.39038085938,200288.1534729004,161307.6723022461,125703.25170898438,114373.10833740234,203523.5586090088,147994.82919311523,120500.62825012208,53709.462890625
PCo(32:1),0.1373526670395433,8.01507101203223,0.08720015729545594,0.7677672161688217,0.9998952798792559,PC,175131.03158569336,139767.39247131348,183323.4938964844,152715.6719970703,122773.8694000244,123569.92825317384,209596.87231445312,145556.5685119629,127346.96939086914,54556.02389526367
PCo(32:2),0.16492594766179391,8.086461930678668,0.12579329783898174,0.7228341992749012,0.9998952798792559,PC,180421.23233032227,152209.8288269043,194070.6951904297,161614.3317718506,131138.07124328613,124006.88897705078,218113.61190795896,154102.0682373047,128920.11071777344,61640.163635253906
PCo(32:3),0.1604890383063162,8.135493739800584,0.11910597569283254,0.73000616088738,0.9998952798792559,PC,180990.5904846191,152726.61080932617,209032.0553894043,167793.30834960938,141065.13049316406,130484.4691772461,216211.45379638672,160354.8090209961,134024.32833862305,65571.06475830078
PCo(34:0),0.4831158342862217,11.41970752804112,1.0838278786904993,0.29784280895478205,0.9998952798792559,PC,2512381.054992676,1684275.5963134766,2079834.748840332,1850262.1717834473,1016535.8335266112,980975.753479004,3193104.875854492,1031579.3969726562,1020213.0528869628,41011.862854003906
PCo(34:1),0.5541176345640761,11.406315028848324,1.4263165669090085,0.23236651860166135,0.9998952798792559,PC,2424699.9609375,1781056.742340088,2237846.8154907227,1808637.394317627,1049860.9553222656,942724.5565795898,2987398.34677124,1030485.2025146484,975465.076171875,43395.36296081543
PCo(34:2),0.5604111780720237,11.4103027773219,1.4589318561484106,0.2271001500828285,0.9998952798792559,PC,2415100.423309326,1815873.8934631348,2132268.049926758,1913336.0137939453,962573.024597168,1015242.0657958984,2972357.8397216797,1060686.2950439453,978369.3161010742,43169.443283081055
PCo(34:3),0.4794127947734986,11.431191926532737,1.0672510106887785,0.30156720391025954,0.9998952798792559,PC,2373998.294342041,1809445.2850952148,2100806.034057617,1894121.827758789,962525.7839660645,1091604.543701172,3274391.424682617,1035928.0933837892,959247.0910644532,46086.20411682129
PCo(34:4),0.4482904659077396,11.396441248317425,0.932972980554041,0.3340915876662062,0.9998952798792559,PC,2297931.8426818848,1664233.131652832,2131507.0318603516,1818190.4843139648,984324.8446044922,1022663.5639648438,3287741.734680176,1020163.0932617188,919976.42236328125,44024.18341064453
PCo(36:0),0.3878385680764964,11.860789371266588,0.6979354428913211,0.40347828610235587,0.9998952798792559,PC,3418499.0379943848,2161833.488922119,2645915.936187744,2462118.151550293,1448815.9837036133,1470394.3416137695,4214037.110748291,1475424.605621338,1554437.215209961,40853.54264831543
