lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023
PC (38:5),-0.09969704665251153,11.329045206660066,0.04590556699258741,0.8303475492626903,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1161199.7526245115,1040244.238708496,2514339.6647338867,1791273.2988891602,1187661.6634521484,1840459.3290405276,1253247.875579834,2066995.373535156,1544624.383728027,32916.36234664917
PC (38:6),-0.21851747798044935,11.584899176096055,0.22104138156282715,0.6382475809448602,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1329026.1171569824,1096592.3419189453,3136485.163543701,1987675.758178711,1303691.910522461,2410972.672821045,1559145.194580078,2459125.271118164,1924574.073852539,36380.62239074707
PC (38:7),-0.2754468779781427,11.492428251541495,0.35153579098550836,0.5532450409510044,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1241948.6104736328,1069392.1952514648,2644534.98046875,1908615.1712036133,1262968.332763672,2274356.069152832,1522532.044555664,2516891.8024902344,1701978.518005371,37295.28276062012
PC (38:8),-0.2648411681378148,11.390643795613007,0.324934533025953,0.5686571532216992,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1156137.2275390625,1009596.0447387696,2434330.098510742,1812139.113647461,1186555.0354614258,2089666.9063110352,1391616.5280456543,2350869.321411133,1609270.7653503418,34549.04225921631
PC (38:9),-0.21641903742128177,11.267122227697573,0.21680853409634437,0.6414824893757403,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1123529.1834716797,905738.08056640625,2267927.247894287,1711167.0705871582,1081376.6384277344,1857659.9555664065,1244237.6931762695,2129772.312652588,1479556.658996582,34778.76306152344
PC (40:0),-0.04507878826010488,11.436063667874254,0.009373543020501529,0.9228716760155412,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1448404.92578125,1222904.2131347656,1488455.0051269531,1432089.041015625,1387893.5847167969,1582781.1389160156,1412196.8814697266,1444050.828857422,1418034.682861328,2047339.2370605469
PC (40:1),-0.06977039006306254,11.47858566612717,0.02246739256224828,0.88085040011837,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1452266.237548828,1244676.9318847656,1511477.6423339844,1492374.822265625,1412461.0703125,1633122.9645996094,1462032.466796875,1552190.3928222656,1433003.928955078,2134648.975341797
PC (40:10),-0.18215185186073668,11.046157683332577,0.1534927006578073,0.6952197060448476,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1027946.158569336,766694.6724853516,1683945.4159851074,1588597.3434448242,956192.2734680176,1557999.5173950195,958850.7764892578,1828344.574249268,1241833.4076843262,197675.9581604004
PC (40:2),-0.07442783519494227,11.304182111800563,0.025569794579496374,0.8729554527217183,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1279268.3020019531,1103519.4831542969,1436023.740234375,1379619.2543945312,1277553.9731445312,1444073.6162109375,1317454.6396484375,1454481.46484375,1338964.0627441406,1628081.5307617188
PC (40:3),-0.055624760696508575,11.24836500562364,0.014275914400059264,0.9048936122576658,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1240400.8415527344,1105497.292236328,1410619.938232422,1275827.8666992188,1262121.912109375,1419251.337890625,1219414.8254394531,1356977.994140625,1326434.49609375,1529328.800048828
PC (40:4),-0.09052216417013677,10.910096841315351,0.03783751995069906,0.8457697643387595,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,848982.7995605469,778181.5689697266,1168042.4727783203,1157312.3801269531,1033120.259765625,1081032.374633789,950275.2263183594,1241155.0922851562,1072188.1606445312,1096883.887451172
PC (40:5),-0.22242992157266211,9.814464258405351,0.22904142155857699,0.6322355126036913,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,387625.72805023193,370193.5038757324,786520.5244750977,500717.0267944336,408577.66415405273,710224.4737930298,442718.9234313965,667303.0416412354,505079.2373962402,213092.73098754883
PC (40:6),-0.2353407882272008,10.124248916828256,0.25645773040378117,0.6125642529832523,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,460299.0145874024,446873.098236084,1083875.3007354736,562043.6393737793,507747.7749633789,898211.360534668,589123.3134613037,776436.8652191162,652600.7422485352,221396.6376113892
PC (40:7),-0.33312807364988317,10.341843695832107,0.5145830338715314,0.47316159775576444,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,557978.7012023926,485296.1728210449,1273069.6962738037,576494.4826049805,575257.8496246338,1072353.8200683594,694386.656173706,934193.7870941162,829198.560798645,221513.89488220212
PC (40:8),-0.31511159500882585,10.691529259669048,0.46032244308298687,0.49747331753666874,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,691568.1838684082,664083.3470153809,1452812.238357544,912447.7685546876,761100.6529846191,1373985.9977111816,881063.5364074707,1276959.448059082,997355.1043395996,207526.0332107544
PC (40:9),-0.15204971233364334,11.06192110474351,0.10689133155392483,0.7437114527520069,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1021380.1309814452,799959.0910949707,1772807.013305664,1621786.4715881348,939977.9172973632,1567999.7755126953,1004099.2340393066,1812571.5178833008,1201865.443786621,202017.2525405884
PC (42:0),-0.024315825971767048,10.015209225904815,0.002725936526985606,0.9583609649020922,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,582000.2416381836,479390.55627441406,520529.3158569336,402835.9885559082,438820.7575073242,577972.2818603516,545564.4717407227,411119.3937072754,453479.5969238281,1069963.878173828
PC (42:1),-0.06856571644016861,11.331093544673118,0.021697627277717402,0.8828943288673673,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1325592.940673828,1113729.1340332031,1248765.830078125,1253101.9288330078,1327000.9045410156,1427023.9190673828,1306623.5635986328,1287468.8671875,1330715.654296875,2137677.9674072266
PC (42:10),-0.042928182645684834,11.42380293435816,0.008500058632307628,0.9265425047020746,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1440854.13671875,1249677.1325683594,1451271.1552734375,1407823.5073242188,1383108.8051757812,1542269.5522460938,1418976.9555664062,1421037.5119628906,1424112.4223632812,2020699.6357421875
PC (42:11),-0.07214304841363438,11.413977727121372,0.024022757228522096,0.87682702100727,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1421910.8159179688,1238601.7521972656,1445798.673828125,1387356.2944335938,1330843.3618164062,1515794.0729980469,1397111.9274902344,1495301.727294922,1425890.895263672,2012114.6120605469
PC (42:2),-0.056549040341381855,11.407112684159136,0.014754606196220266,0.9033199316493409,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1393669.3264160156,1174518.5776367188,1312771.5986328125,1379796.3897705078,1397697.8166503906,1514512.1345214844,1392059.4216308594,1381845.8447265625,1355349.8618164062,2214197.7587890625
PC (42:3),-0.02358467495412047,11.393071198650194,0.0025644362904131413,0.9596121783107899,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1368938.9949951172,1210809.7150878906,1290115.4558105469,1386319.586669922,1420944.4919433594,1478058.9360351562,1388212.5795898438,1321376.9831542969,1342641.4814453125,2168029.406738281
PC (42:4),-0.029254307600497798,11.410791276709853,0.003946140321204439,0.9499111838085029,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1427933.2292480469,1222489.4826660156,1282135.3188476562,1367077.15234375,1454099.8212890625,1521322.8979492188,1389392.2724609375,1337972.76953125,1367366.096923828,2184479.319335937
PC (42:5),-0.07255571830005068,11.422968333359032,0.024298601389091345,0.8761275420352148,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1418611.1184082031,1222547.242919922,1274619.7729492188,1386006.76171875,1405139.7072753906,1550687.0874023438,1406789.9045410156,1386547.58203125,1400052.1174316406,2227900.157470703
PC (42:6),-0.10199525605287216,11.445238549124971,0.048048763458609756,0.8264940361227368,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1428668.1796875,1212852.8198242188,1363107.1560058594,1378144.5991210938,1383445.50390625,1592153.2060546875,1422065.9753417969,1457543.7177734375,1439143.065673828,2245568.501586914
PC (42:7),-0.08239902126488564,11.516047734512174,0.0313457658940024,0.8594711932049194,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1493516.2739257812,1266471.0622558594,1566049.389892578,1487589.6599121094,1477148.1450195312,1666495.055419922,1481602.0871582031,1557059.0720214844,1574422.7915039062,2158533.407714844
PC (42:8),-0.06145392788119217,11.50162133724761,0.01742714758074726,0.8949748617966912,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1478002.6484375,1277358.6215820312,1560647.2421875,1442708.116455078,1466663.9807128906,1700541.6362304688,1472248.3706054688,1534358.4768066406,1431874.0185546875,2199053.8227539062
PC (42:9),-0.06725270364518247,11.483879400521479,0.02087395540365833,0.8851228556981764,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,1454149.5590820312,1253753.2271728516,1539959.4212646484,1457257.2387695312,1453568.250732422,1616484.1186523438,1473657.461669922,1529695.2902832031,1485733.4521484375,2119129.860595703
PC (44:0),-0.10358322139753047,6.4957239192756715,0.04955389773930108,0.8238413507150151,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,48110.86358642578,41732.80313873291,46110.52394866943,41685.00266265869,37498.24298095703,50888.46403121948,44885.08349609375,49500.28255462647,42205.50341033936,80031.48616409302
PC (44:1),-0.00792522291511564,6.550517737731012,2.8943279335180705e-4,0.9864264645950674,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,52104.00288391113,41677.1623916626,50933.02239227295,42276.1236076355,41909.7830657959,51940.46336364746,45810.604164123535,46116.922592163086,42730.22184371948,84690.0256652832
PC (44:10),-0.11273570513415673,7.774094045367857,0.058712419248649894,0.8085427106408559,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,114298.1075668335,94585.54804992676,118187.46895599364,96059.28789520264,89323.04524230957,135141.167842865,105637.54731750488,109311.6477355957,98530.7873687744,205776.51364135745
PC (44:12),0.009560372368031006,9.308689234202102,4.2102821043954464e-4,0.9836293778237838,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,327483.38595581055,262963.7820739746,294910.74390411377,271139.4140548706,274953.9784927368,309817.8291168213,289504.30432128906,274378.1179962158,279560.6388320923,745533.4257659912
PC (44:2),0.10713236278220799,6.729962635076402,0.05272177156621183,0.8183931103881034,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,61940.66571044922,49070.88346481323,56769.74388122559,46375.16355133057,47396.98251342773,58098.00439453125,47602.16346740723,45569.32448959351,45159.9627532959,105526.24722671507
PC (44:3),-0.018289423067624783,6.9339352031219175,0.0015418654243148922,0.9686778399887049,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,62424.76456451416,52710.94362640381,65533.30489349365,55423.32423400879,55802.26294708252,69687.74429321289,56379.8431930542,63581.94469833374,50982.4832611084,117922.56832885742
PC (44:4),-0.10665977058453155,6.983928497229039,0.05254606894988001,0.8186907058342923,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,62274.384017944336,54518.96472930908,68848.32445526123,54009.66303634644,60286.58460998535,83022.92795944214,57676.24362945557,61378.14545440674,60072.88314437866,112810.88704681396
PC (44:5),-0.10085529133070721,7.3168275909785985,0.046977253699651556,0.8284091285493795,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,83859.2661819458,70399.92528533936,83373.96768951416,70373.40377807617,69314.34380340576,104806.92765426636,73847.34627532959,72986.22403335571,75638.98731994629,145193.2919960022
PC (44:6),-0.1368149349442534,7.717667177840737,0.08651479204331736,0.7686555344172357,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,109251.24885559082,87994.00439453125,112958.10671234132,87268.10405731201,91502.60726928712,134380.98518371582,92132.36652374268,111865.04670715332,97956.58586883543,196615.29796600345
PC (44:7),-0.04994869869969009,7.715996297873665,0.011509115129911152,0.9145664190610077,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,109746.78755950928,89429.26718139648,110228.36604309082,93887.50660324097,96803.98780822754,127019.57167816162,96906.38692474364,97125.06790924072,98735.98741149902,198076.77452850345
PC (44:8),-0.16400065470959224,7.7079613115102905,0.12437906870923143,0.7243327275526183,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,103899.96812438963,85448.52536773682,112507.90617370604,87217.56599807739,91429.58792114258,132967.0325241089,97238.10586547852,98184.10639953612,107170.52519989014,196133.61250305176
PC (46:0),0.046211339590595917,4.852829041980236,0.009824813212532035,0.9210428371316043,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,14901.161102294922,13737.961128234863,18043.16129684448,16621.00136947632,14423.661117553713,15933.041213989258,15609.60125732422,14821.761138916016,14728.061275482178,17567.020946502686
PC (46:1),-0.04174158483605478,4.8927578455740575,0.008034338086005732,0.9285776921071681,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,16589.50121307373,13737.840938568115,15024.821029663086,16100.601093292236,14774.121059417725,16882.641048431396,15708.841049194336,15389.300987243652,15762.68127822876,20106.161293029785
PC (46:2),-0.13236943316410266,4.895507624130265,0.08095868290067548,0.7760024130615406,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,15320.28108215332,13408.960803985596,16461.021102905273,15582.381259918213,13448.860984802246,19011.861457824707,13007.600757598875,17647.82138824463,16383.341102600098,20380.90161895752
PC (48:0),0.04212901943991839,4.486019450069472,0.008165956708126032,0.927996625894644,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,13586.3610496521,11032.260841369629,11455.52091217041,13459.360809326172,11328.880744934082,12882.960945129396,13230.880889892578,11496.280815124512,10460.320751190186,12625.621112823486
PC (48:2),-0.09716404630109858,4.488484705007122,0.043585538416924585,0.8346266222658878,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,12355.820907592772,11133.800819396973,13551.520835876465,11687.54086303711,9408.120700836182,13926.621032714844,11558.280849456787,12052.640972137451,12624.680801391602,13504.820762634276
PC (50:0),-0.05839747774140345,4.600956206417834,0.015730530910843754,0.9001899366152109,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,11961.240734100342,11637.280841827393,12762.8409614563,12855.361030578611,11402.3408203125,15256.5012550354,12130.500896453856,12136.100849151611,11711.040683746338,18455.32135772705
PC (52:0),0.014289258947044834,5.033828621421359,9.40227832529672e-4,0.9755381915382425,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,16317.361114501951,15260.640983581545,18764.1815032959,20158.02152633667,17055.381301879883,15948.181121826172,15740.700912475586,20164.221446990967,18843.42148208618,19176.16144180298
PC (52:4),0.044238021479707144,5.000644308899251,0.009004395965519052,0.9244010114477291,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,17857.541191101074,14709.080883026125,17121.241165161133,20558.92123794556,16667.041038513184,16801.56131362915,15473.741134643557,19324.46119689941,17191.161041259766,17922.90128326416
PCo(32:0),-0.2620293236305652,8.03871417606556,0.31805032032207237,0.572781693517211,0.999895584419576,5,4,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ cortex,PC,125703.25170898438,114373.10833740234,203523.5586090088,147994.82919311523,120500.62825012208,180031.06924438477,152206.39038085938,200288.1534729004,161307.6723022461,53709.462890625
