Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum,Genotype__WT___Brain_Region__cerebellum
PC(36:6),746303.6601257324,15047176.547210691,1101017.4152832031,1318915.9271240234,1416989.590423584,1118680.372894287,5730482.258666992,698576.9976196289
PC(36:7),693486.1385192871,12946903.819152832,1154330.5285339355,1244325.1918029785,1366423.3130493164,1098407.7716064453,5075100.63079834,695569.3125
PC(36:8),672014.317199707,13035833.316101074,1002044.469909668,1177928.201538086,1229328.3050231934,1033196.3688659668,4866856.44909668,635334.3019714355
PC(38:0),451433.0520019531,4116549.240447998,633248.2685852051,1481456.2604370115,1037142.4198913574,781804.3551635742,2039109.0388183596,712613.688659668
PC(38:1),456212.6103820801,4396067.108062744,621743.3875732422,1476322.3272399902,1094164.189086914,805693.8829040527,2105033.9688415527,689550.3097229004
PC(38:2),501484.9812927246,4535130.460845947,703016.5674285889,1500403.1217346191,1103206.2940979004,904133.2488098145,2422603.3831481934,748793.9415283203
PC(38:3),620858.499206543,7816160.118347168,846566.3328552246,1709095.600189209,1413220.151596069,1047065.9375,3574585.963012696,864131.1938476562
PC(38:4),609069.1998901367,8218006.539428711,884731.9468383789,1753939.0909729004,1376433.8774719238,1067685.971160889,3430863.348815918,763683.008605957
PC(38:5),584598.2369689941,7666555.805725098,871086.1785736084,1746017.4396362305,1319873.819519043,996759.7385253906,3456068.226196289,808035.2034912109
PC(38:6),614652.8878173828,7979263.383911133,885553.6392211914,1713926.362854004,1380685.2532348633,1011198.107421875,3927462.934997559,885649.9088745117
PC(38:7),594466.8642578125,7349719.212707519,809004.3742980957,1615411.0402526855,1326591.7701721191,990925.8618774414,3358972.089447021,782219.1566467285
PC(38:8),542347.4522094727,7248543.020202637,802764.8595581055,1599222.512878418,1229920.2554626465,943140.8325195312,3319761.1072998047,748537.7001342773
PC(38:9),486081.2997741699,6211240.467529297,749152.9189910889,1533803.3201293943,1136448.7510681152,850349.5054321289,3031995.2488708496,721583.7636108398
PC(40:0),1322105.8588867188,2727204.4970703125,1628015.2622070312,1665809.3830566406,1689577.8256835938,1545816.8510742188,2157484.522705078,1573185.3659667969
PC(40:1),1298530.61328125,2833326.173339844,1610202.0396728516,1703095.0295410156,1762051.055419922,1594287.7387695312,2099303.998535156,1628974.3005371094
PC(40:10),483116.8171691895,5147762.196105957,700965.8958587646,1630082.332977295,1149692.1485290527,866561.0187988281,2426319.791030884,729436.7596435547
PC(40:2),1182111.9553222656,2932297.471923828,1466268.7565917969,1567746.6381835938,1517919.921875,1405589.3041992188,2043853.7165527344,1450728.7380371094
PC(40:3),1146234.4924316406,3189605.0625,1429979.1729736328,1468711.4526367188,1503641.3151855469,1351244.5043945312,2235103.782714844,1406745.039794922
PC(40:4),804115.2351074219,3276725.7612304688,1044812.496826172,1336193.0604248047,1330109.5854492188,935814.8845214844,1906804.3935546875,1137639.202392578
PC(40:5),242035.1778869629,3168704.49508667,349955.7473297119,565552.6723937988,527020.6268005371,462472.16094970703,1345354.1531677246,332856.6388092041
PC(40:6),289096.2991485596,3571787.775604248,399761.713722229,551383.0026092529,564294.975769043,495635.8537979126,1621996.955535889,371081.31771850586
PC(40:7),335456.74462890625,4511761.0785217285,480489.8512649536,649403.3583068848,666096.8873977661,505864.25422668457,1977509.4270935056,389195.4564208984
PC(40:8),426430.0277404785,6118189.226348877,598494.3053283691,965909.6819152832,921250.1363525392,769862.9135742188,2524054.25680542,557746.8742675781
PC(40:9),533984.2189331055,5480465.393005371,732699.352935791,1603460.6638183594,1186885.8532562256,881484.3649902344,2543740.04876709,808117.2294616699
PC(42:0),511959.8583984375,766642.2360839844,584591.5222167969,467471.250579834,545365.8918457031,650080.6097412109,685343.5911254883,517659.6817626953
PC(42:1),1306154.099609375,1478893.896484375,1567642.7277832031,1441599.3974609375,1559961.0441894531,1504262.444580078,1574860.6802978516,1491770.2329101562
PC(42:10),1374209.1098632812,2840126.0053710938,1603614.021484375,1665905.330078125,1699935.3762207031,1609394.317138672,2154545.604248047,1623869.0471191406
PC(42:11),1301049.18359375,2627229.003173828,1632272.3583984375,1542276.6616210938,1765821.6428222656,1542795.7543945312,2057265.9450683596,1601313.9650878906
PC(42:2),1405883.0354003906,1498038.2355957031,1623688.5458984375,1536463.5495605469,1578995.4855957031,1610111.0249023438,1647391.974243164,1630031.5102539062
PC(42:3),1334309.8908691406,1446220.4855957031,1636263.3012695312,1514564.6556396484,1610853.3073730469,1571699.7404785156,1691369.2138671875,1626665.5493164062
PC(42:4),1318710.5771484375,1510711.7170410156,1621512.194946289,1501094.4555664062,1591186.6384277344,1580877.5764160156,1636928.3247070312,1584802.0063476562
PC(42:5),1324736.650390625,1588921.0336914062,1607257.414794922,1497041.365234375,1602768.1682128906,1601775.8557128906,1643003.8979492188,1610942.875732422
PC(42:6),1310304.106201172,1856000.2678222656,1645268.2580566406,1560767.4895019531,1704829.0324707031,1607500.8278808594,1757878.4370117188,1594732.669921875
PC(42:7),1478825.8215332031,2900200.26171875,1695938.3057861328,1677985.531982422,1749430.6745605469,1676696.6201171875,2429325.5314941406,1715693.7749023438
PC(42:8),1418620.0141601562,3138190.1059570312,1744534.1096191406,1684127.162475586,1818892.9167480469,1687455.1831054688,2332639.8540039062,1692461.815673828
PC(42:9),1370670.8059082031,2919146.849853516,1663177.5651855469,1632476.3310546875,1751675.560546875,1589172.576171875,2275650.922363281,1650725.9716796875
PC(44:0),47435.52392959595,131879.1093826294,47677.38436126709,48102.86379623413,58753.92484283447,50645.782371521,87331.02509307861,46982.80390930176
PC(44:1),44110.02332687378,151683.51178741455,50651.003074646,50375.34342193604,60474.90343856812,54949.184143066406,93643.44540023804,48549.48421096802
PC(44:10),114866.02614593506,284879.521484375,109695.98863983154,106240.86743927002,122110.94926452637,136942.13205718994,197552.0559921265,106278.00463104248
PC(44:12),245614.17500305176,472770.33334350586,276156.50381469727,280165.1184692383,346326.9978179932,350284.16764831543,375126.0727844238,338263.93798828125
PC(44:2),51225.462814331055,170926.65243148804,54855.763092041016,61004.523986816406,63643.86553192139,66870.34497833252,98788.96601867676,54782.0838432312
PC(44:3),50329.502769470215,190519.1735534668,57717.78474807739,60574.12446975708,73877.2073135376,66596.0047454834,116893.02933883668,56529.82377624512
PC(44:4),50805.68437957764,180161.592414856,64170.14307785034,59524.924003601074,68734.9853591919,72806.32409286499,120310.3676147461,54968.16331100464
PC(44:5),71009.12413024902,213846.1565322876,84657.60633850098,73600.6042098999,89374.58560180664,103736.14865875244,137743.67406463623,77796.92570495605
PC(44:6),104244.34799957275,254104.1318321228,116332.0882911682,103904.54703521729,125857.5093536377,127376.39027404784,170017.53463745117,110191.36898803712
PC(44:7),100632.68795776369,303577.13052368164,108934.04922485352,97429.9056892395,124313.03066253662,131886.10794830322,176053.54656982422,98525.54565429688
PC(44:8),102083.68614196776,309539.00365448,114299.52863311768,105870.46562194824,124327.36916351318,136448.84868621826,200377.37434387207,100231.38556671144
PC(46:0),12503.100967407228,24155.06206130981,13427.6608543396,15316.241031646729,17018.660942077637,15406.340934753418,20326.441257476807,14949.221168518066
PC(46:1),12847.840896606443,29201.22151947021,12868.660934448242,18608.521293640137,15565.30117034912,13450.821083068848,19964.88130569458,13646.460941314695
PC(46:2),12274.62084197998,29288.90207672119,14736.160884857178,15505.00118637085,16443.381004333496,18220.141304016117,21145.301677703857,15672.160987854004
PC(48:0),9747.900745391846,17404.98136138916,9534.820709228516,11942.38077545166,12420.960651397703,12377.700759887695,12948.360919952393,11147.740837097168
PC(48:2),10556.960807800291,17581.121349334717,11314.360912322998,12986.58097076416,12525.000831604004,11320.780807495115,12588.26071548462,11624.900840759276
PC(50:0),11969.54086303711,14793.620861053469,10350.320644378662,13067.801044464111,15232.32098388672,12768.100784301758,13340.060791015623,12805.161010742188
PC(52:0),12095.040786743164,17332.121131896973,13467.780906677246,19612.341594696045,23095.64176940918,16814.38123703003,18353.361404418945,16898.94135284424
PC(52:4),12246.500770568848,15800.001014709473,13222.681056976318,19182.56148147583,18303.461151123047,15183.22114944458,17062.501152038574,16305.361099243164
PC(O-32:0),73788.92614746094,505511.4655151367,112925.41087341309,136039.08978271484,127042.64990234376,130672.65341186523,258208.65618896484,95118.84616088869
PC(O-32:1),82226.96611022949,478263.9821014404,103234.2882080078,135518.60858154297,136230.68829345703,122713.72994995116,253267.2008056641,91095.8664855957
PC(O-32:2),84453.92608642578,512617.5146636963,115972.70697021484,139846.79333496094,138046.81210327148,130292.24911499023,286442.08111572266,97793.2485961914
PC(O-32:3),91751.5672302246,495833.9144287109,129817.90798950195,159236.02987670898,146346.02792358398,137481.60850524902,282841.3648071289,109891.68759155272
PC(O-34:0),427766.1699523926,8117710.4978637695,677708.6062927246,861127.9467163086,791162.3147583008,639361.3001098633,3375190.268951416,402596.7351074219
PC(O-34:1),421461.2143249512,7708602.092071533,657456.7082214355,845830.3926391602,816494.2316589355,641856.0830078125,3382276.4217529297,392454.01989746094
PC(O-34:2),439160.7417602539,8130258.465026855,673688.9515991211,871897.6667785645,857168.6261291504,677731.3556518555,3469322.094238281,395121.5246582031
PC(O-34:3),446314.7839355469,8049076.188171387,670358.0773925781,869665.1957092285,843700.1840209961,667141.0286865234,3209095.988128662,396001.9879760742
PC(O-34:4),447165.0364990234,8060478.94732666,676192.3974914551,853105.0220031738,822608.2596740723,691145.9868164062,3260988.821228028,386962.71380615234
PC(O-36:0),753473.3560180664,12863804.369506836,1070536.8307800293,1296837.3340454102,1338363.0514831543,1037009.6412200928,5423653.801544189,655178.7007446289
PC(O-36:1),650192.1107940674,11966178.162261965,1046377.6748352052,1173963.1620788574,1244106.0744018557,1032052.788482666,4991984.562011719,647867.8766174316
PC(O-36:2),635699.3931884766,12751387.26651001,913944.4206237792,1136731.0454711914,1238618.6779632568,951512.9238891602,4515609.5615234375,625833.5299377441
PC(O-36:3),660776.5511627197,12378989.3203125,1010021.8703536988,1133780.823303223,1221524.8397216797,971986.4122924804,4485113.37147522,597149.2160949707
PC(O-36:4),641946.6665344238,12099501.333770752,1069056.6254730225,1156657.224822998,1258096.15965271,939051.2250976562,4633074.538024902,590343.8370666504
PC(O-36:5),613445.4532165527,11625574.725616455,942188.9007873536,1128847.356414795,1244399.408065796,945959.164642334,4513816.261459351,593970.5878295898
PC(O-38:0),560994.7094116211,7203516.095703125,792513.4957275391,1608196.1248168943,1281876.1319580078,984992.6181030272,3464092.621520996,802234.2112426758
PC(O-38:1),574876.9410095215,7324267.27923584,810249.6452026367,1588847.8142700195,1301215.104888916,937792.5346984864,3181440.0059814453,730863.1838378906
PC(O-38:2),510138.0451965332,6597147.884643555,721171.741394043,1545484.365692139,1161990.4734802246,894489.4780578613,3101854.2935180664,722236.4162902832
PC(O-38:3),445040.3383178711,5398138.320251465,667939.8225708008,1448894.3670654297,1057523.6177368164,811544.3071289062,2592870.3295288086,684865.8737792969
PC(O-38:4),344746.4264526367,4246499.110839844,507514.03411865234,1112600.5451660156,821960.4281311035,588484.544708252,2008420.728881836,518711.7415771485
PC(O-38:5),266277.3796081543,4331138.375457764,427528.1547393799,477221.42253112793,539998.6547393799,445854.5009460449,1771054.533996582,282280.0028991699
PC(O-38:6),249902.6998138428,4801410.91015625,423907.3187942505,486641.59463500977,515526.0128479004,422948.1577911377,1819020.6286010745,272022.8193359375
PC(O-40:0),336733.4436645508,4509558.5545043945,483440.14724731445,625521.7972106934,660986.4828948975,549283.5252532959,2125675.977920532,403385.7156448364
PC(O-40:1),431233.21270751953,6162937.680435181,625124.6346054077,921325.9003601074,881592.9798126221,703145.7809448242,2611057.064666748,557287.4279174805
PC(O-40:2),538514.3031921387,5366806.982116699,731096.2282867432,1607732.6070404053,1252283.0160369873,924018.5856628418,2498676.130126953,796318.7688293457
PC(O-40:3),518166.7937011719,4999622.120117188,705671.0090179443,1636029.7872924805,1154704.4332885742,853751.921875,2521749.399353028,762038.1259765625
PC(O-40:4),453578.7321777344,4495192.331726074,618701.8341827393,1523759.6400756836,1103741.387451172,770500.6495513916,2076570.8695831296,715231.2022399902
PC(O-40:5),457045.5471801758,3970336.325134277,595661.9148406982,1443229.4422302246,1054967.7350158691,832887.5697631836,1965931.041687012,708740.9263916016
PC(O-40:6),467653.2182617188,3918677.248626709,631975.9460754395,1474509.5372009275,1042145.225250244,795030.2844085693,1987394.384918213,692594.1001586914
PC(O-42:0),1436784.5063476562,3204427.4814453125,1742683.32421875,1719948.4294433594,1842527.574951172,1670869.453857422,2396378.9665527344,1717366.537109375
PC(O-42:1),1461588.9907226562,3142438.513916016,1772318.5798339844,1662035.6990966797,1827533.8923339844,1713416.9350585938,2352559.780029297,1681534.548828125
PC(O-42:2),1354322.193359375,2928344.371826172,1714948.633544922,1619622.0534667969,1739146.8063964844,1635745.9360351562,2267038.2064208984,1640173.090576172
PC(O-42:3),1357140.6154785156,2728375.313232422,1661595.0424804688,1633532.580078125,1682924.3696289062,1516773.5009765625,2227290.780029297,1612967.1979980469
PC(O-42:4),1321668.4392089844,2754277.0463867188,1625546.4587402344,1612230.9599609375,1682142.2006835938,1571772.41796875,2089629.0446777344,1608780.7641601562
PC(O-42:6),1299575.2561035156,2551641.5017089844,1584661.2416992188,1569233.1225585938,1655858.732421875,1556767.6762695312,2043167.943359375,1633304.5168457031
PC(O-44:3),108345.14895629884,305803.9009552002,109063.62802886964,111022.16888809204,122005.6282081604,142256.61336517334,185886.94980621335,99217.4868812561
PC(O-44:4),147999.50913238525,340100.6400413513,148643.35388183594,141000.92865753174,190868.0342903137,194145.1330871582,243334.73220825195,153938.23194122314
PC(O-44:5),252553.8973083496,465457.48638916016,280426.9962615967,282032.97483825684,382112.6078414917,350660.08557128906,393283.1896820069,321181.8919830322
PC(P-32:4),433007.15213012695,7649669.775878906,681984.3654022217,871733.8043212891,808208.0321044922,640225.8755187988,3285602.855163574,389391.69494628906
PC(P-36:5),676848.2344055176,12187104.569335938,917633.7925720216,1130105.3331604004,1176226.067138672,961143.620300293,4429165.621765137,613353.7997436523
PC(P-40:6),454649.1372680664,4049800.492675781,613849.1619567871,1482701.7993164062,996714.5508117676,767189.9477539062,2078487.730041504,691517.3436889648
PC(P-42:4),1314982.8188476562,2529903.1884765625,1608663.332763672,1517723.4621582031,1685392.955078125,1533516.2641601562,2096967.9880371091,1592293.5832519531
PC(P-42:6),1351954.104736328,2741667.75390625,1612247.23046875,1647726.2592773438,1632059.3896484375,1534387.7021484375,2110292.146972656,1573343.3698730469
PE(14:0),48928.42367553711,53708.48370361328,50730.38311767578,53620.844177246094,55631.8840637207,57054.62396240234,57881.3837890625,54242.02423095703
PE(14:1),359739.5070800781,436414.8861083984,420445.9923095703,460673.0041503906,529507.4289550781,458465.58392333984,461029.5712890625,449331.5771484375
PE(16:0),1537.8201179504397,1490.5401077270508,2250.480167388916,163964.63549804688,180418.65380859372,1744.1001243591309,1492.6601028442385,163858.59307861328
PE(16:1),1472.2801055908203,1591.3601150512695,36460.50235748291,71412.70454406738,72252.68469238281,1609.5001182556152,1553.3601112365725,74242.82629394531
PE(18:0),53603.364349365234,106119.70666503906,58817.62414550781,55109.94338989258,105136.40704345705,58275.44445800781,78939.8257446289,40480.94302368164
PE(18:1),54212.90399169922,166010.77130126953,66536.22445678711,54289.56369018555,53608.6442565918,78301.94598388672,139242.83111572266,44652.12326049805
PE(18:2),48551.96383666992,58744.50396728516,54389.484130859375,60452.323974609375,61922.22448730469,62252.74420166016,62217.0837097168,49734.58377075195
PE(18:3),82350.70672607422,85023.32592773438,77286.08612060547,83280.38494873047,146519.25036621094,97952.30642700195,113252.98754882812,78532.74505615234
