Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
PC (38:3),620858.499206543,7816160.118347168,846566.3328552246,1709095.600189209,1413220.151596069,949413.2244262696,1052499.165222168,100276.1467590332,1576680.2421264648,1178898.9043884275
PC (38:4),609069.1998901367,8218006.539428711,884731.9468383789,1753939.0909729004,1376433.8774719238,1063857.2419433594,1010126.9606323242,95018.5260848999,1558908.745513916,1119988.7946014404
PC (38:5),584598.2369689941,7666555.805725098,871086.1785736084,1746017.4396362305,1319873.819519043,1000440.7562866212,1063915.464263916,99053.1286468506,1584955.8664093018,1162575.3454589844
PC (38:6),614652.8878173828,7979263.383911133,885553.6392211914,1713926.362854004,1380685.2532348633,1209353.5899047852,1331739.1172485352,117856.31089019775,1800276.5747375488,1468527.944580078
PC (38:7),594466.8642578125,7349719.212707519,809004.3742980957,1615411.0402526855,1326591.7701721191,1223141.7564697266,1216041.545928955,106129.6877593994,1759045.2538604736,1400932.369781494
PC (38:8),542347.4522094727,7248543.020202637,802764.8595581055,1599222.512878418,1229920.2554626465,1125102.172454834,1132825.0487060547,95940.6453704834,1636398.6145324707,1296047.0419769287
PC (38:9),486081.2997741699,6211240.467529297,749152.9189910889,1533803.3201293943,1136448.7510681152,920448.3539733888,963678.3581237792,80500.1660079956,1513855.494720459,1116396.079360962
PC (40:0),1322105.8588867188,2727204.4970703125,1628015.2622070312,1665809.3830566406,1689577.8256835938,1503540.5104980469,1818939.474853516,105705.78713989258,1569123.3962402344,1592963.552734375
PC (40:1),1298530.61328125,2833326.173339844,1610202.0396728516,1703095.0295410156,1762051.055419922,1528783.8793945312,1746561.9645996094,334229.2057495117,1601225.7878417969,1533684.8386230469
PC (40:10),483116.8171691895,5147762.196105957,700965.8958587646,1630082.332977295,1149692.1485290527,759703.5677032471,848570.2675170898,106903.5273513794,1413595.9789123535,864567.3347625732
PC (40:2),1182111.9553222656,2932297.471923828,1466268.7565917969,1567746.6381835938,1517919.921875,1369581.4201660156,1607764.5209960938,258324.25643920896,1494383.1506347656,1430177.4392089844
PC (40:3),1146234.4924316406,3189605.0625,1429979.1729736328,1468711.4526367188,1503641.3151855469,1298649.3984375,1508715.9663085938,295240.0443725586,1441822.223388672,1358761.4748535156
PC (40:4),804115.2351074219,3276725.7612304688,1044812.496826172,1336193.0604248047,1330109.5854492188,929686.3768310548,994638.546875,219072.87855529785,1229471.6206054688,1098481.0408935547
PC (40:5),242035.1778869629,3168704.49508667,349955.7473297119,565552.6723937988,527020.6268005371,344288.92321777344,377377.6748352051,35561.84296798706,494106.6475219727,431340.1515045166
PC (40:6),289096.2991485596,3571787.775604248,399761.713722229,551383.0026092529,564294.975769043,482976.9560699463,484574.9701957703,34112.822608947754,558778.6848907471,598694.6440048218
PC (40:7),335456.74462890625,4511761.0785217285,480489.8512649536,649403.3583068848,666096.8873977661,527305.7916107178,557571.6177520752,38610.16279220581,670839.423034668,696864.1000061035
PC (40:8),426430.0277404785,6118189.226348877,598494.3053283691,965909.6819152832,921250.1363525392,641225.174987793,711345.0379333496,59751.22533416748,871231.815612793,839428.156539917
PC (40:9),533984.2189331055,5480465.393005371,732699.352935791,1603460.6638183594,1186885.8532562256,779031.0030212402,830082.9394989014,103123.38779067992,1416058.2973175049,893497.7504272461
PC (42:0),511959.8583984375,766642.2360839844,584591.5222167969,467471.250579834,545365.8918457031,573865.4173583984,698479.719543457,29069.262031555176,469904.2754821777,509809.1464538574
PC (42:1),1306154.099609375,1478893.896484375,1567642.7277832031,1441599.3974609375,1559961.0441894531,1440925.6962890625,1720500.0815429688,95735.36711883543,1450521.0571289062,1480154.2009277344
PC (42:10),1374209.1098632812,2840126.0053710938,1603614.021484375,1665905.330078125,1699935.3762207031,1539011.1564941406,1788838.6845703125,100941.60678863524,1580396.8989257812,1544154.995361328
PC (42:11),1301049.18359375,2627229.003173828,1632272.3583984375,1542276.6616210938,1765821.6428222656,1501950.8752441406,1740440.060546875,93431.04629898071,1555188.3659667969,1489402.899169922
PC (42:2),1405883.0354003906,1498038.2355957031,1623688.5458984375,1536463.5495605469,1578995.4855957031,1545962.6965332031,1761778.1120605469,98326.66634368896,1581813.3957519531,1522448.818359375
PC (42:3),1334309.8908691406,1446220.4855957031,1636263.3012695312,1514564.6556396484,1610853.3073730469,1552415.2087402344,1797424.0048828125,92959.127243042,1574865.471923828,1497498.146484375
PC (42:4),1318710.5771484375,1510711.7170410156,1621512.194946289,1501094.4555664062,1591186.6384277344,1507683.9969482422,1863818.880126953,93142.60642242432,1547012.9473876953,1555030.7080078125
PC (42:5),1324736.650390625,1588921.0336914062,1607257.414794922,1497041.365234375,1602768.1682128906,1491584.3010253906,1804059.9455566409,98108.34745407104,1541535.19921875,1503104.9846191406
PC (42:6),1310304.106201172,1856000.2678222656,1645268.2580566406,1560767.4895019531,1704829.0324707031,1525345.7498779297,1767940.9182128906,97117.38622665404,1629119.5,1589994.5270996094
PC (42:7),1478825.8215332031,2900200.26171875,1695938.3057861328,1677985.531982422,1749430.6745605469,1639376.227294922,1882859.2487792969,96719.6269493103,1663168.9709472656,1564289.4765625
PC (42:8),1418620.0141601562,3138190.1059570312,1744534.1096191406,1684127.162475586,1818892.9167480469,1549967.8259277344,1845454.4450683596,94642.26613998412,1615649.503173828,1627252.7502441406
PC (42:9),1370670.8059082031,2919146.849853516,1663177.5651855469,1632476.3310546875,1751675.560546875,1520860.3359375,1775009.893798828,99722.34716796876,1607739.888671875,1589433.0725097656
PC (44:0),47435.52392959595,131879.1093826294,47677.38436126709,48102.86379623413,58753.92484283447,46828.80408477783,50512.98484802246,5929.780429840088,49333.962577819824,47101.423946380615
PC (44:1),44110.02332687378,151683.51178741455,50651.003074646,50375.34342193604,60474.90343856812,44938.68349456787,51252.62403869629,6586.660400390625,43094.02312088013,46305.943183898926
PC (44:10),114866.02614593506,284879.521484375,109695.98863983154,106240.86743927002,122110.94926452637,113987.44738769533,136444.59018325806,8195.420654296875,93645.88622283936,106874.84548187256
PC (44:12),245614.17500305176,472770.33334350586,276156.50381469727,280165.1184692383,346326.9978179932,260137.36179351807,335720.3217468262,10149.58071899414,283213.31854248047,362533.72132873535
PC (44:2),51225.462814331055,170926.65243148804,54855.763092041016,61004.523986816406,63643.86553192139,52084.80256652832,63254.56412506104,6927.7604904174805,50040.922313690186,57793.884216308594
PC (44:3),50329.502769470215,190519.1735534668,57717.78474807739,60574.12446975708,73877.2073135376,59220.80391693115,66322.58361434937,6329.860496520996,52069.68308258057,65169.34320831299
PC (44:4),50805.68437957764,180161.592414856,64170.14307785034,59524.924003601074,68734.9853591919,62933.065395355225,71742.90538024902,7338.960483551025,59208.94373703003,61282.62530136109
PC (44:5),71009.12413024902,213846.1565322876,84657.60633850098,73600.6042098999,89374.58560180664,80111.56414031982,97087.3846282959,7191.820468902588,70689.18608856201,77573.92329406738
PC (44:6),104244.34799957275,254104.1318321228,116332.0882911682,103904.54703521729,125857.5093536377,101727.58699417114,130199.47248077393,7158.480503082275,101619.624458313,109139.50626373292
PC (44:7),100632.68795776369,303577.13052368164,108934.04922485352,97429.9056892395,124313.03066253662,102152.62691497804,128486.42990112305,7622.480506896973,99003.6668319702,104179.2643852234
PC (44:8),102083.68614196776,309539.00365448,114299.52863311768,105870.46562194824,124327.36916351318,104455.88849639893,123600.14915466309,7756.480617523193,104460.58616638184,109845.6456680298
PC (46:0),12503.100967407228,24155.06206130981,13427.6608543396,15316.241031646729,17018.660942077637,19419.341346740723,15894.72103881836,5631.00040435791,13646.681007385254,15330.32116317749
PC (46:1),12847.840896606443,29201.22151947021,12868.660934448242,18608.521293640137,15565.30117034912,20110.701496124268,16264.381126403809,5528.560356140137,14000.321033477783,16987.061317443848
PC (46:2),12274.62084197998,29288.90207672119,14736.160884857178,15505.00118637085,16443.381004333496,18934.621421813965,15046.041114807129,6198.40043258667,15381.80086517334,14092.780902862549
PC (48:0),9747.900745391846,17404.98136138916,9534.820709228516,11942.38077545166,12420.960651397703,14961.46097946167,11734.300796508787,5261.620380401611,11677.00076675415,12865.101150512695
PC (48:2),10556.960807800291,17581.121349334717,11314.360912322998,12986.58097076416,12525.000831604004,16038.521057128906,13198.960906982422,5415.740329742432,12542.240982055664,12377.600952148438
PC (50:0),11969.54086303711,14793.620861053469,10350.320644378662,13067.801044464111,15232.32098388672,15151.860919952393,11386.740661621094,6645.440437316895,13957.200981140137,13714.20092010498
PC (52:0),12095.040786743164,17332.121131896973,13467.780906677246,19612.341594696045,23095.64176940918,16761.941108703613,15944.981044769287,4934.320369720459,18183.301330566406,17090.90128326416
PC (52:4),12246.500770568848,15800.001014709473,13222.681056976318,19182.56148147583,18303.461151123047,16647.541149139404,15095.961139678957,7232.040496826172,17152.641242980957,15457.721054077148
PCo(32:0),73788.92614746094,505511.4655151367,112925.41087341309,136039.08978271484,127042.64990234376,136734.83197021484,125645.24800109863,16581.841331481934,134621.59133911133,134049.45059204102
PCo(32:1),82226.96611022949,478263.9821014404,103234.2882080078,135518.60858154297,136230.68829345703,136804.44973754883,127167.4695892334,21238.94174194336,139017.2698059082,139408.30938720703
PCo(32:2),84453.92608642578,512617.5146636963,115972.70697021484,139846.79333496094,138046.81210327148,141762.99215698242,133585.88998413086,15587.461029052734,130245.2875213623,141173.63006591797
PCo(32:3),91751.5672302246,495833.9144287109,129817.90798950195,159236.02987670898,146346.02792358398,152374.23210906982,139076.2695465088,15063.941082000732,153056.40994262695,145870.8292388916
PCo(34:0),427766.1699523926,8117710.4978637695,677708.6062927246,861127.9467163086,791162.3147583008,1383007.4551696775,1262828.0830078125,49223.723068237305,1296151.683670044,1711938.0107421875
PCo(34:1),421461.2143249512,7708602.092071533,657456.7082214355,845830.3926391602,816494.2316589355,1360815.5743103027,1277573.6770629885,51675.68279266357,1271300.815612793,1617001.0228881836
PCo(34:2),439160.7417602539,8130258.465026855,673688.9515991211,871897.6667785645,857168.6261291504,1292927.9960021973,1275442.4349365234,47739.78297424317,1287279.1912841797,1598986.575714111
PCo(34:3),446314.7839355469,8049076.188171387,670358.0773925781,869665.1957092285,843700.1840209961,1336831.853302002,1336693.027130127,56607.12324523926,1310843.7884674072,1762906.8599243164
PCo(34:4),447165.0364990234,8060478.94732666,676192.3974914551,853105.0220031738,822608.2596740723,1351665.1389160156,1360481.2684020996,46350.2237739563,1322271.127990723,1808598.22555542
PCo(36:0),753473.3560180664,12863804.369506836,1070536.8307800293,1296837.3340454102,1338363.0514831543,1676545.3081970215,1493610.8979797363,50674.84262084961,1548699.8108825684,2026302.675994873
PCo(36:1),650192.1107940674,11966178.162261965,1046377.6748352052,1173963.1620788574,1244106.0744018557,1517637.1856384275,1308699.344909668,59621.2832107544,1477874.3008422852,1880448.371459961
PCo(36:2),635699.3931884766,12751387.26651001,913944.4206237792,1136731.0454711914,1238618.6779632568,1340414.889831543,1292423.7257995603,46004.38272094727,1271560.2971038818,1657567.7111816406
PCo(36:3),660776.5511627197,12378989.3203125,1010021.8703536988,1133780.823303223,1221524.8397216797,1465749.753326416,1218300.186187744,46478.16384887695,1294465.305633545,1608316.1299438477
PCo(36:4),641946.6665344238,12099501.333770752,1069056.6254730225,1156657.224822998,1258096.15965271,1452391.4240722656,1183917.1985473633,43359.882736206055,1302595.547302246,1624021.5845031738
PCo(36:5),613445.4532165527,11625574.725616455,942188.9007873536,1128847.356414795,1244399.408065796,1389109.3690490725,1244042.1209106443,43599.642890930176,1305382.796295166,1673261.8927001953
PCo(38:0),560994.7094116211,7203516.095703125,792513.4957275391,1608196.1248168943,1281876.1319580078,1215827.5814208984,1245311.2166748047,100123.64614105225,1720115.6866149902,1398730.008026123
PCo(38:1),574876.9410095215,7324267.27923584,810249.6452026367,1588847.8142700195,1301215.104888916,1122044.4910888672,1153190.2336730957,97847.62761688232,1737781.8760528564,1304967.135803223
PCo(38:2),510138.0451965332,6597147.884643555,721171.741394043,1545484.365692139,1161990.4734802246,953455.445465088,969023.2352905272,88204.74746704102,1515114.8306427002,1099549.5719451904
PCo(38:3),445040.3383178711,5398138.320251465,667939.8225708008,1448894.3670654297,1057523.6177368164,891787.6866760254,926212.99508667,88891.74686431885,1403716.113494873,969993.6754608154
PCo(38:4),344746.4264526367,4246499.110839844,507514.03411865234,1112600.5451660156,821960.4281311035,756177.5676574707,686373.5496368408,63717.42391967773,1145882.5299987793,867157.4296569824
PCo(38:5),266277.3796081543,4331138.375457764,427528.1547393799,477221.42253112793,539998.6547393799,589923.3050842285,581181.336807251,29848.462032318115,570746.0672149658,703543.906326294
PCo(38:6),249902.6998138428,4801410.91015625,423907.3187942505,486641.59463500977,515526.0128479004,611579.4259338379,585147.9164428711,36059.86296844482,550866.4632263184,676423.6957397461
PCo(40:0),336733.4436645508,4509558.5545043945,483440.14724731445,625521.7972106934,660986.4828948975,568625.840057373,537640.9997940063,37510.562480926514,644759.9307098389,684844.071472168
PCo(40:1),431233.21270751953,6162937.680435181,625124.6346054077,921325.9003601074,881592.9798126221,669111.9272842407,706888.7476196289,53432.16430664063,845675.1934967041,859522.4064178467
PCo(40:2),538514.3031921387,5366806.982116699,731096.2282867432,1607732.6070404053,1252283.0160369873,776825.2399139404,841557.0335998535,95251.76713562012,1422464.0228347778,891184.3437194824
PCo(40:3),518166.7937011719,4999622.120117188,705671.0090179443,1636029.7872924805,1154704.4332885742,731496.8892211914,858596.5847625732,104908.78936386108,1419485.6428222656,878470.9055175781
PCo(40:4),453578.7321777344,4495192.331726074,618701.8341827393,1523759.6400756836,1103741.387451172,690309.3291320801,830474.6384277344,92474.88702392578,1372704.991821289,866447.3271713257
PCo(40:5),457045.5471801758,3970336.325134277,595661.9148406982,1443229.4422302246,1054967.7350158691,663949.2702026367,764201.1900787354,99425.90814208984,1363024.7695922852,800072.2021102905
PCo(40:6),467653.2182617188,3918677.248626709,631975.9460754395,1474509.5372009275,1042145.225250244,727854.8719177246,767809.9852294922,101765.14384460448,1338278.2268676758,808226.5785369873
PCo(42:0),1436784.5063476562,3204427.4814453125,1742683.32421875,1719948.4294433594,1842527.574951172,1630736.2451171875,1800407.7065429688,101216.72721862792,1652857.1350097656,1683029.8232421875
PCo(42:1),1461588.9907226562,3142438.513916016,1772318.5798339844,1662035.6990966797,1827533.8923339844,1581979.23828125,1858345.8923339844,95008.6471824646,1670636.9155273438,1625451.2878417969
PCo(42:2),1354322.193359375,2928344.371826172,1714948.633544922,1619622.0534667969,1739146.8063964844,1531657.580078125,1799514.7719726562,98750.98735046388,1567279.7181396484,1564254.5544433594
PCo(42:3),1357140.6154785156,2728375.313232422,1661595.0424804688,1633532.580078125,1682924.3696289062,1531782.896484375,1751201.745361328,97771.40676498412,1569341.981201172,1541590.2668457031
PCo(42:4),1321668.4392089844,2754277.0463867188,1625546.4587402344,1612230.9599609375,1682142.2006835938,1498328.775390625,1722120.6540527344,98573.74794006348,1594794.1850585938,1500785.866455078
PCo(42:6),1299575.2561035156,2551641.5017089844,1584661.2416992188,1569233.1225585938,1655858.732421875,1459492.9440917969,1731412.557861328,108605.987449646,1520439.4196777344,1513184.387451172
PCo(44:3),108345.14895629884,305803.9009552002,109063.62802886964,111022.16888809204,122005.6282081604,106335.64852142334,123957.28659439088,7022.000522613525,99900.54676437378,114818.18660736084
