Lipid,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
PCp(36:5),1023662.5672912598,2039162.4931640625,1986399.4479675293,1118004.231048584,1925920.7619018557,754618.5278625488
PCp(40:6),860530.7993164062,1108438.1222229004,1318561.2338256836,720153.1903686523,1168459.3314819336,547422.6281280518
PCp(42:4),1435915.7016601562,1643876.397705078,1563865.328125,1031046.3720703124,1404084.171142578,1560333.2890625
PCp(42:6),1504250.2575683594,1695483.2680664062,1652013.1081542969,1101282.37109375,1440990.5041503906,1592085.8728027344
PE (14:0),56239.40451049805,56879.36428833008,55542.484375,58301.64477539063,51000.04382324219,58413.40313720703
PE (14:1),437058.9523925781,452286.5618896485,459582.34576416016,416614.78759765625,384303.7612304688,511700.1231689453
PE (16:0),1574.5601119995115,1472.780101776123,170159.0330810547,1530.4001159667969,1568.5801162719729,200178.01080322263
PE (16:1),1536.14009475708,1834.9201278686523,75661.92510986328,1626.320125579834,1631.4201049804688,78757.52532958984
PE (18:0),61579.003662109375,75411.68606567383,52595.80380249024,61663.62385559082,69432.48455810547,51538.12298583984
PE (18:1),77750.7451171875,80942.9052734375,62663.42443847656,86142.7269897461,115918.86865234376,58311.96408081055
PE (18:2),55644.24328613281,59983.88470458984,59692.5041809082,57050.24435424805,58294.72494506836,66856.26391601562
PE (18:3),97576.60748291016,101130.60919189452,83026.2861328125,89769.78802490234,86539.60635375977,85087.00598144531
PE (18:4),82343.32641601562,201368.0524902344,90063.30700683594,75838.52465820312,128224.16918945312,94541.1865234375
PE (20:0),84132.3056640625,82458.14520263672,1467.8600997924805,82484.28451538086,93059.22749328612,1437.7800979614258
PE (20:1),97648.90649414062,81073.38589477539,1671.5801162719729,84846.98571777344,116039.3682861328,1560.3601036071775
PE (20:2),1229224.732055664,559597.3794555664,3073.3002395629883,526711.1711120605,1081587.543762207,2913.800220489502
PE (20:3),104227.80764770508,123653.10845947266,37117.30270385742,84531.04760742188,95223.34747314452,3170.080219268799
PE (20:4),108318.18682861328,124984.84832763672,60827.88363647461,110574.76678466795,124619.22845458984,40913.3821182251
PE (20:5),732233.171875,797132.337890625,488420.8327636719,715239.8720703125,767890.8330078125,334347.98278808594
PE (21:0),66939.78466796875,54074.68392944336,41492.24278259277,53314.903869628906,54565.74407958984,50108.88349914551
PE (22:0),97243.7667541504,86593.72424316406,95294.826171875,90092.8662109375,110249.52868652344,50885.92300415039
PE (22:1),42943.62309265137,44281.82321166992,35150.7420501709,43534.50296020508,50422.74365234375,39082.94314575195
PE (22:2),59091.943115234375,54639.383361816406,43848.58335876465,54488.583099365234,58156.423828125,51757.723083496094
PE (22:4),81566.86633300781,90041.14682006836,77859.36608886719,77110.0856628418,104348.70782470705,58856.2236328125
PE (22:6),185382.71411132807,286685.2371826172,228603.2176513672,155546.95245361328,282631.9609985352,100032.98736572266
PE (24:0),43682.74295043945,47011.8235168457,39657.622955322266,45567.923828125,47210.6837310791,35068.52236175537
PE (26:0),102250.0480041504,102479.26773071288,90652.58596801758,87830.10758972168,91077.76547241212,84944.46598815918
PE (26:1),114092.00830078124,116429.5284423828,106477.78747558594,118046.56909179688,127750.56762695312,112169.68786621094
PE (28:0),47399.24353027344,54577.263916015625,37197.56253051758,43057.4436340332,45345.72290039063,53144.34349822998
PE (28:1),42022.8828125,44667.483642578125,36677.30233764648,43670.28298950195,40312.4626159668,42176.90286254883
PE (28:2),131533.51000976562,139715.01049804688,117034.18994140624,120453.78833007812,127946.2900390625,116586.40893554688
PE (30:0),83967.88562011719,91275.20666503906,67820.20471191406,84262.986328125,80837.04602050781,79888.24645996094
PE (30:1),91577.96685791016,54101.08386230469,50869.00341796875,48703.36352539063,45849.82333374024,50646.40394592285
PE (30:2),47098.9033203125,51479.28369140625,40668.88250732422,48277.12368774414,49457.80340576172,41286.52349853516
PE (30:3),58273.96307373047,54835.063415527344,40085.26266479492,52568.62350463867,47630.82360839844,48821.98315429688
PE (30:4),51100.60339355469,44105.40307617188,34649.60223388672,43657.50331115723,41589.80270385742,41259.82321166992
PE (32:0),218742.9595336914,256683.47790527344,166001.01239013672,184928.33135986328,197562.1498413086,193739.23315429688
PE (32:1),51087.24368286133,55252.40426635742,47707.06365966797,48124.20343017578,50075.30340576172,51321.323501586914
PE (32:2),79047.24588012695,79976.52563476562,78920.48678588867,78055.96490478516,78427.62530517578,71995.76449584961
PE (32:3),139020.3292236328,166798.53131103516,160632.61221313477,152275.91339111328,139425.89068603516,176378.71264648438
PE (32:4),106436.44775390624,74772.28591918945,65055.44409179688,73098.32418823242,66681.42529296875,61071.944244384766
PE (32:5),64396.98461914063,62990.60443115234,54692.684143066406,67827.98510742188,64170.42449951172,60002.10418701172
PE (34:1),154230.693359375,242169.9748535156,244517.97619628903,168097.95169067383,269310.4766845703,141856.88916015625
PE (34:2),67467.1044921875,75603.24560546875,69868.2458190918,66319.76361083984,68954.82455444336,60279.32446289063
PE (34:3),50764.58346557617,59615.02346801758,47756.18338012695,59170.68426513672,58383.80432128906,51999.323486328125
PE (34:4),48044.86331176758,50860.0033569336,40208.74313354492,52278.56329345703,45614.603424072266,44884.28298950195
PE (34:5),84947.0259399414,107643.1879272461,75418.52438354492,99672.66583251952,97469.32669067384,80021.7857055664
PE (34:6),56699.82434082031,60115.024658203125,49331.30387878418,62069.46417236328,61031.66394042969,55472.92419433594
PE (36:0),118246.54736328124,176698.75421142578,149607.1118774414,107502.54608154295,145022.15106201172,95162.08767700195
PE (36:1),218164.35205078125,328929.4031982422,297385.28314208984,273440.56146240234,408492.7310791016,196140.3751220703
PE (36:3),80088.82482910156,95504.64611816406,101700.72857666016,83216.26608276367,93612.86669921876,76248.2251586914
PE (36:4),152470.03186035156,241550.47564697263,219764.837890625,136866.94897460938,201102.45581054688,119951.12811279295
PE (36:5),61410.48400878906,68776.26470947266,60447.3039855957,63234.324768066406,66176.74447631836,56115.60397338867
PE (36:6),58793.9638671875,67271.98522949219,53454.98352050781,66131.16497802734,61480.70446777344,59203.60443115234
PE (36:7),46432.063385009766,55251.98394775391,46287.52349853516,58290.24407958984,53078.86340332031,46734.58322143555
PE (36:8),80920.4859008789,89937.98669433594,75941.78555297852,86112.32513427734,96662.26696777344,84890.08526611328
PE (38:0),129761.2289428711,242607.4946899414,209017.13568115237,149930.8895263672,225327.65673828125,113506.56823730467
PE (38:0)_2,129204.46966552734,237365.8583984375,197329.95361328125,146967.1522216797,215894.55401611328,122821.02966308594
PE (38:1),92108.32611083984,143178.7108154297,113219.34753417967,100431.00604248048,140369.54998779297,90295.8671875
PE (38:2),82006.00598144531,97908.30755615234,88503.38665771484,92766.9267578125,109904.38763427734,83524.74517822266
PE (38:3),141843.2300415039,225172.31842041016,224891.23858642575,147001.27270507812,202386.41528320312,118903.52838134766
PE (38:5),247667.33850097656,351137.78326416016,341453.66387939453,197832.57446289065,352413.5667114258,151106.4708251953
PE (38:6),394748.89349365234,812677.4947509766,737133.0584106445,282491.89978027344,590891.3835449219,231611.75469970703
PE (38:7),448657.7229614258,428626.08984375,534994.2560424805,383508.4016113281,415435.1082763672,267203.1423339844
PE (38:8),86028.88543701172,99728.26611328124,75118.48553466797,93463.6859741211,89312.16528320312,89875.74639892578
PE (38:9),87587.40612792969,90469.0062866211,78527.345703125,100935.9467163086,101014.24725341795,84849.7055053711
PE (40:0) | PEp (42:6),773127.8358154297,866622.1533203125,613230.7310180664,557503.5219726562,607879.9024658203,701361.3684692383
PE (40:0) | PEp (42:6)_2,724214.4650878906,777254.9626464844,588412.1475830078,487129.6883544922,568996.9581298828,620193.7921142578
PE (40:1),58242.06384277344,65968.48486328125,50532.14340209961,71274.3447265625,69832.50463867188,63568.88497924805
PE (40:10),140631.26953125,121859.42785644533,120207.80688476562,146715.71026611328,171900.79125976562,94585.52642822266
PE (40:2),94437.1671142578,115422.14947509766,95128.44677734376,129332.84777832033,124192.74731445312,120437.58758544922
PE (40:3),78103.80596923828,92991.6860961914,82066.52612304688,92540.68725585938,92942.1456298828,74585.00463867188
PE (40:4),166557.65283203125,287013.3419189453,274893.4588623047,167750.0499267578,264756.27966308594,138631.69067382812
PE (40:5),197005.73321533203,348541.12451171875,335866.7429199219,186610.83282470703,299146.661315918,148760.04888916016
PE (40:7),170593.48974609375,289568.5792236328,262864.318359375,158646.5330810547,248377.6788330078,130629.56872558594
PE (40:8),99558.12707519533,94253.70654296876,85259.0658569336,99832.7667236328,100581.88745117188,81155.48602294922
PE (40:9),75348.4458618164,72730.40496826172,64214.04498291016,89809.8062133789,74011.14520263672,67562.84533691406
PE (42:0),56539.02423095703,58189.08471679688,46664.32345581055,66159.80493164062,64139.60467529297,59271.90423583984
PE (42:1),78242.1460571289,78728.10552978516,78220.14559936523,71888.46508789062,77468.50564575195,62800.86407470703
PE (42:10),103207.06707763672,107352.72802734376,86554.72564697266,103112.56860351562,103937.26721191406,74799.66519165039
PE (42:11),282842.1987915039,295777.7412109375,267561.0255432129,263724.90228271484,246769.03442382807,348091.9440917969
PE (42:2),111901.90783691406,105577.4678955078,93198.76635742188,95642.40655517578,122957.4476928711,67429.12515258789
PE (42:2)_2,117095.98803710938,97625.7275390625,89923.90692138672,91042.88702392578,121785.66833496094,65120.36389160156
PE (42:3),97899.6870727539,91917.58520507812,75507.82537841797,93023.08709716795,101776.8462524414,83910.36584472656
PE (42:4),52811.263671875,56289.50415039063,47593.28329467773,60501.84405517578,54475.76351928711,50886.80407714844
PE (42:5),56801.82391357422,58653.56433105469,47999.62310791016,69497.70495605469,55772.56414794922,49341.88391113281
PE (42:6),58609.404541015625,63437.14434814453,46240.80352783203,67328.8247680664,58967.30383300781,54063.96420288086
PE (42:7),60102.903869628906,68533.22448730469,52911.42449951172,68473.36474609375,70139.68548583984,56842.0036315918
PE (42:9),104353.62713623048,102575.92584228516,103216.32818603516,94125.62719726562,112393.64776611328,73462.26458740234
PE (44:0),38184.34267425537,37649.022857666016,32886.68236541748,47681.32361984253,40775.26218795776,35409.06221008301
PE (44:1),39070.18296813965,35791.882694244385,34547.242362976074,47551.18375778198,42756.82312011719,36020.92266082764
PE (44:12),50180.663330078125,57951.02404785156,47060.00326538086,63922.90521240234,60711.14459228516,46399.50323486328
PE (44:2),38098.58279418945,39984.50280761719,35298.3625793457,50957.34332275391,42253.22280883789,36627.66255187988
PE (44:3),42581.84326171875,41059.40252685547,36489.08267211914,50228.783203125,39460.24249267578,39721.48281860352
PE (44:4),45224.743225097656,39325.94268798828,36044.36260986328,47040.003173828125,42586.46282958984,35995.18258666992
PE (44:5),46622.98309326172,46198.68353271485,37450.72268676758,54834.64392089844,43527.80340576172,40315.62258911133
PE (44:6),49749.34399414063,48166.52359008789,44181.28326416016,58426.00473022461,49402.683197021484,47195.40316772461
PE (44:7),52070.884216308594,50861.74337768555,41794.54318237305,57923.92456054688,51558.08392333984,42413.98318481445
PE (44:8),46730.22341918945,48981.68371582031,41565.38272094727,54874.14385986328,54885.46337890625,44967.56280517578
PE (46:1),37066.88287353516,35373.66261291504,31517.34250640869,37620.06265258789,34513.40249633789,30911.962329864506
PE (52:4),28129.282012939453,26462.541931152344,24697.781524658203,28340.042053222656,28180.481994628903,21441.26141357422
PEo (18:0),76938.20446777344,64030.94467163086,78885.4856262207,69466.42578125,70017.66452026367,71102.58520507812
PEo (18:1),177609.5901184082,124362.16766357422,178808.41259765625,143689.90783691406,126090.60876464844,89539.92742919922
PEo (20:0),37509.24255371094,37430.22286987305,31773.202377319336,37974.64291381836,33909.082748413086,36208.162353515625
PEo (28:0),53408.403411865234,59609.32391357422,50720.42398071289,59384.1044921875,59947.50506591797,53012.38439941406
PEo (30:0),639415.3953552246,553249.5683288574,667432.3133239746,489825.76431274414,607526.670501709,277419.37954711914
PEo (32:1),70100.7446899414,78035.60656738281,66772.3441772461,69745.10552978516,69501.40545654297,66611.84454345703
PEo (32:5),52718.44302368164,51982.12289428711,43282.22328186035,48942.24349975586,47289.7834777832,44685.58303833008
PEo (34:0),59802.00408935547,64632.28378295898,55802.82400512695,58837.88394165039,59794.783752441406,58835.3835144043
PEo (34:1),64402.364654541016,79426.98486328125,69444.18453979492,69691.9644165039,78173.4248046875,62287.56393432617
PEo (34:2),97502.56817626952,97252.3070678711,92902.66607666016,100358.84600830078,112603.0889892578,75709.00469970703
PEo (34:3),71678.52508544922,52152.243591308594,46889.40328979492,53741.103759765625,50033.38357543945,44003.56335449219
PEo (34:4),51438.76336669922,53120.68350219727,45029.86306762695,53788.363830566406,51407.92370605469,50269.283111572266
PEo (36:0),46337.083099365234,49936.48355102539,43298.44290161133,54260.34365844727,50479.32360839844,45195.02310180664
PEo (36:1),71407.46466064453,76528.62591552734,70667.42611694336,71095.06549072266,83505.84606933594,77814.52600097656
PEo (36:2),76567.8442993164,92981.86694335938,75222.6254272461,89990.64569091797,119662.0675048828,79316.70516967773
PEo (36:3),74189.62512207031,104341.9266052246,81331.86529541016,92813.78649902344,134241.3094482422,77434.42501831055
PEo (36:4),67878.16467285156,86054.42559814453,69081.6244506836,75299.44439697266,77296.0248413086,57665.16436767578
PEo (36:5),59866.76412963867,69164.98526000977,60921.40365600586,57749.58419799805,56975.46438598633,52657.30404663086
PEo (38:0),332766.72637939453,343708.8399658203,397464.12353515625,299715.5195922852,338284.18463134766,196594.5511474609
PEo (38:1),85216.22662353516,91455.66723632812,72497.42517089844,80095.40545654297,82706.02575683594,80843.02569580078
PEo (38:2),79928.90563964844,83461.92602539062,73385.28485107422,86306.96551513672,102332.26788330078,78835.7857055664
PEo (38:3),69430.30529785156,76780.00610351562,62912.66436767578,84834.74645996094,92710.3471069336,63081.64385986328
PEo (38:4),92418.24658203124,129701.30682373048,112231.58654785156,105212.7470703125,134540.74963378906,93779.18688964844
PEo (38:5),91941.32635498048,141368.2294921875,129745.5485534668,94667.5464477539,136186.59075927734,82799.76538085938
PEo (38:6),98562.04724121094,173657.81365966797,142710.3310546875,98189.86712646484,153218.76983642578,87432.166015625
PEo (40:0),164939.2127685547,272763.0583496094,248706.11767578125,146661.47204589844,240076.25756835935,122394.50854492188
PEo (40:2),69966.14489746094,66417.76470947266,60677.16418457031,74735.5458984375,71195.14465332031,62257.204650878906
PEo (40:3),112520.40759277344,102256.50775146484,100322.36764526369,119468.7681274414,138081.34881591797,77269.96514892578
PEo (40:4),81118.4453125,96803.80651855467,85884.02709960938,97157.80670166016,105567.22717285156,80072.88568115234
PEo (40:5),116743.58850097656,149097.48992919922,140389.28930664062,125988.20935058594,156156.95056152344,130290.14910888672
PEo (40:6),614852.5393066406,692385.1274414062,833936.813293457,602669.748046875,717795.7928466797,912397.2744750977
PEo (42:0),55635.0439453125,64105.504455566406,51507.26419067383,64077.3041381836,59292.64422607422,54903.00387573242
PEo (42:2),89784.94592285156,87104.44519042969,91116.3462524414,82795.72540283203,92715.7074584961,68302.90454101562
PEo (42:4),181655.37341308597,190498.37701416016,178411.17449951172,169455.55560302734,181097.1959228516,214879.4782714844
PEo (42:6),126248.02783203124,139468.56970214844,107876.20764160156,114303.84857177734,129090.28829956056,115344.26727294922
PEp (16:0),215155.05310058597,247365.79345703125,253359.15576171875,258065.21942138672,247666.9150390625,122082.09100341795
PEp (20:0),48199.982666015625,56083.26397705078,38722.58270263672,52287.78402709961,52446.9035949707,44060.4833984375
PEp (28:0),36952.422760009766,44932.22314453125,35256.82297515869,39014.42346191406,39162.64320373535,33667.14198303223
PEp (30:0),45755.0036315918,52444.68399047852,42135.32308959961,51571.66360473633,49904.44384765625,46030.08337402344
PEp (30:1),47501.34332275391,54120.782958984375,45457.32299804688,51380.723571777344,49956.36334228516,46339.262924194336
PEp (32:1),68658.26602172852,59229.42378234863,55012.34359741211,55411.40414428711,63384.08450317383,54138.5641784668
