Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo,Genotype__5xFAD___Brain_Region__hippo
PC (42:1),1325592.940673828,1113729.1340332031,1248765.830078125,1253101.9288330078,1327000.9045410156,1440925.6962890625,1720500.0815429688,95735.36711883543,1450521.0571289062,1480154.2009277344
PC (42:10),1440854.13671875,1249677.1325683594,1451271.1552734375,1407823.5073242188,1383108.8051757812,1539011.1564941406,1788838.6845703125,100941.60678863524,1580396.8989257812,1544154.995361328
PC (42:11),1421910.8159179688,1238601.7521972656,1445798.673828125,1387356.2944335938,1330843.3618164062,1501950.8752441406,1740440.060546875,93431.04629898071,1555188.3659667969,1489402.899169922
PC (42:2),1393669.3264160156,1174518.5776367188,1312771.5986328125,1379796.3897705078,1397697.8166503906,1545962.6965332031,1761778.1120605469,98326.66634368896,1581813.3957519531,1522448.818359375
PC (42:3),1368938.9949951172,1210809.7150878906,1290115.4558105469,1386319.586669922,1420944.4919433594,1552415.2087402344,1797424.0048828125,92959.127243042,1574865.471923828,1497498.146484375
PC (42:4),1427933.2292480469,1222489.4826660156,1282135.3188476562,1367077.15234375,1454099.8212890625,1507683.9969482422,1863818.880126953,93142.60642242432,1547012.9473876953,1555030.7080078125
PC (42:5),1418611.1184082031,1222547.242919922,1274619.7729492188,1386006.76171875,1405139.7072753906,1491584.3010253906,1804059.9455566409,98108.34745407104,1541535.19921875,1503104.9846191406
PC (42:6),1428668.1796875,1212852.8198242188,1363107.1560058594,1378144.5991210938,1383445.50390625,1525345.7498779297,1767940.9182128906,97117.38622665404,1629119.5,1589994.5270996094
PC (42:7),1493516.2739257812,1266471.0622558594,1566049.389892578,1487589.6599121094,1477148.1450195312,1639376.227294922,1882859.2487792969,96719.6269493103,1663168.9709472656,1564289.4765625
PC (42:8),1478002.6484375,1277358.6215820312,1560647.2421875,1442708.116455078,1466663.9807128906,1549967.8259277344,1845454.4450683596,94642.26613998412,1615649.503173828,1627252.7502441406
PC (42:9),1454149.5590820312,1253753.2271728516,1539959.4212646484,1457257.2387695312,1453568.250732422,1520860.3359375,1775009.893798828,99722.34716796876,1607739.888671875,1589433.0725097656
PC (44:0),48110.86358642578,41732.80313873291,46110.52394866943,41685.00266265869,37498.24298095703,46828.80408477783,50512.98484802246,5929.780429840088,49333.962577819824,47101.423946380615
PC (44:1),52104.00288391113,41677.1623916626,50933.02239227295,42276.1236076355,41909.7830657959,44938.68349456787,51252.62403869629,6586.660400390625,43094.02312088013,46305.943183898926
PC (44:10),114298.1075668335,94585.54804992676,118187.46895599364,96059.28789520264,89323.04524230957,113987.44738769533,136444.59018325806,8195.420654296875,93645.88622283936,106874.84548187256
PC (44:12),327483.38595581055,262963.7820739746,294910.74390411377,271139.4140548706,274953.9784927368,260137.36179351807,335720.3217468262,10149.58071899414,283213.31854248047,362533.72132873535
PC (44:2),61940.66571044922,49070.88346481323,56769.74388122559,46375.16355133057,47396.98251342773,52084.80256652832,63254.56412506104,6927.7604904174805,50040.922313690186,57793.884216308594
PC (44:3),62424.76456451416,52710.94362640381,65533.30489349365,55423.32423400879,55802.26294708252,59220.80391693115,66322.58361434937,6329.860496520996,52069.68308258057,65169.34320831299
PC (44:4),62274.384017944336,54518.96472930908,68848.32445526123,54009.66303634644,60286.58460998535,62933.065395355225,71742.90538024902,7338.960483551025,59208.94373703003,61282.62530136109
PC (44:5),83859.2661819458,70399.92528533936,83373.96768951416,70373.40377807617,69314.34380340576,80111.56414031982,97087.3846282959,7191.820468902588,70689.18608856201,77573.92329406738
PC (44:6),109251.24885559082,87994.00439453125,112958.10671234132,87268.10405731201,91502.60726928712,101727.58699417114,130199.47248077393,7158.480503082275,101619.624458313,109139.50626373292
PC (44:7),109746.78755950928,89429.26718139648,110228.36604309082,93887.50660324097,96803.98780822754,102152.62691497804,128486.42990112305,7622.480506896973,99003.6668319702,104179.2643852234
PC (44:8),103899.96812438963,85448.52536773682,112507.90617370604,87217.56599807739,91429.58792114258,104455.88849639893,123600.14915466309,7756.480617523193,104460.58616638184,109845.6456680298
PC (46:0),14901.161102294922,13737.961128234863,18043.16129684448,16621.00136947632,14423.661117553713,19419.341346740723,15894.72103881836,5631.00040435791,13646.681007385254,15330.32116317749
PC (46:1),16589.50121307373,13737.840938568115,15024.821029663086,16100.601093292236,14774.121059417725,20110.701496124268,16264.381126403809,5528.560356140137,14000.321033477783,16987.061317443848
PC (46:2),15320.28108215332,13408.960803985596,16461.021102905273,15582.381259918213,13448.860984802246,18934.621421813965,15046.041114807129,6198.40043258667,15381.80086517334,14092.780902862549
PC (48:0),13586.3610496521,11032.260841369629,11455.52091217041,13459.360809326172,11328.880744934082,14961.46097946167,11734.300796508787,5261.620380401611,11677.00076675415,12865.101150512695
PC (48:2),12355.820907592772,11133.800819396973,13551.520835876465,11687.54086303711,9408.120700836182,16038.521057128906,13198.960906982422,5415.740329742432,12542.240982055664,12377.600952148438
PC (50:0),11961.240734100342,11637.280841827393,12762.8409614563,12855.361030578611,11402.3408203125,15151.860919952393,11386.740661621094,6645.440437316895,13957.200981140137,13714.20092010498
PC (52:0),16317.361114501951,15260.640983581545,18764.1815032959,20158.02152633667,17055.381301879883,16761.941108703613,15944.981044769287,4934.320369720459,18183.301330566406,17090.90128326416
PC (52:4),17857.541191101074,14709.080883026125,17121.241165161133,20558.92123794556,16667.041038513184,16647.541149139404,15095.961139678957,7232.040496826172,17152.641242980957,15457.721054077148
PCo(32:0),125703.25170898438,114373.10833740234,203523.5586090088,147994.82919311523,120500.62825012208,136734.83197021484,125645.24800109863,16581.841331481934,134621.59133911133,134049.45059204102
PCo(32:1),122773.8694000244,123569.92825317384,209596.87231445312,145556.5685119629,127346.96939086914,136804.44973754883,127167.4695892334,21238.94174194336,139017.2698059082,139408.30938720703
PCo(32:2),131138.07124328613,124006.88897705078,218113.61190795896,154102.0682373047,128920.11071777344,141762.99215698242,133585.88998413086,15587.461029052734,130245.2875213623,141173.63006591797
PCo(32:3),141065.13049316406,130484.4691772461,216211.45379638672,160354.8090209961,134024.32833862305,152374.23210906982,139076.2695465088,15063.941082000732,153056.40994262695,145870.8292388916
PCo(34:0),1016535.8335266112,980975.753479004,3193104.875854492,1031579.3969726562,1020213.0528869628,1383007.4551696775,1262828.0830078125,49223.723068237305,1296151.683670044,1711938.0107421875
PCo(34:1),1049860.9553222656,942724.5565795898,2987398.34677124,1030485.2025146484,975465.076171875,1360815.5743103027,1277573.6770629885,51675.68279266357,1271300.815612793,1617001.0228881836
PCo(34:2),962573.024597168,1015242.0657958984,2972357.83972168,1060686.2950439453,978369.3161010742,1292927.9960021973,1275442.4349365234,47739.78297424317,1287279.1912841797,1598986.575714111
PCo(34:3),962525.7839660645,1091604.543701172,3274391.424682617,1035928.0933837892,959247.0910644532,1336831.853302002,1336693.027130127,56607.12324523926,1310843.7884674072,1762906.8599243164
PCo(34:4),984324.8446044922,1022663.5639648438,3287741.734680176,1020163.0932617188,919976.4223632812,1351665.1389160156,1360481.2684020996,46350.2237739563,1322271.127990723,1808598.22555542
PCo(36:0),1448815.9837036133,1470394.3416137695,4214037.110748291,1475424.605621338,1554437.215209961,1676545.3081970215,1493610.8979797363,50674.84262084961,1548699.8108825684,2026302.675994873
PCo(36:1),1335468.305999756,1319168.0462036133,3909914.6185913086,1534659.8188476562,1498632.604309082,1517637.1856384275,1308699.344909668,59621.2832107544,1477874.3008422852,1880448.371459961
PCo(36:2),1332941.6978149414,1228135.1369018557,3819605.4850463863,1346675.295349121,1362713.6301879885,1340414.889831543,1292423.7257995603,46004.38272094727,1271560.2971038818,1657567.7111816406
PCo(36:3),1385896.131652832,1308376.4403686523,3745035.8920288086,1352551.856414795,1374487.707611084,1465749.753326416,1218300.186187744,46478.16384887695,1294465.305633545,1608316.1299438477
PCo(36:4),1404016.457824707,1354846.260192871,3839855.859741211,1427305.3647460938,1368681.878540039,1452391.4240722656,1183917.1985473633,43359.882736206055,1302595.547302246,1624021.5845031738
PCo(36:5),1333452.4907226562,1234608.1466064453,3818716.017730713,1494155.1372070312,1424469.470245361,1389109.3690490725,1244042.1209106443,43599.642890930176,1305382.796295166,1673261.8927001953
PCo(38:0),1304502.9444580078,986423.7282104492,2762991.469116211,1923531.802978516,1257261.944885254,1215827.5814208984,1245311.2166748047,100123.64614105225,1720115.6866149902,1398730.008026123
PCo(38:1),1220111.2494812012,1005468.4034729004,2535542.9431152344,1818460.71295166,1165702.0956726074,1122044.4910888672,1153190.2336730957,97847.62761688232,1737781.8760528564,1304967.135803223
PCo(38:2),1067868.6628417969,905560.0181274414,2375869.092163086,1714427.737365723,1094470.0331726074,953455.445465088,969023.2352905272,88204.74746704102,1515114.8306427002,1099549.5719451904
PCo(38:3),955731.7661743164,833851.7848815918,2064582.943786621,1658744.9240112305,1002309.0301818848,891787.6866760254,926212.99508667,88891.74686431885,1403716.113494873,969993.6754608154
PCo(38:4),731141.9451293945,652754.6866455078,1729057.5113830566,1324416.5801391602,790265.3133544922,756177.5676574707,686373.5496368408,63717.42391967773,1145882.5299987793,867157.4296569824
PCo(38:5),534220.924407959,534349.3929443359,1528075.4829711914,572532.3845367432,550682.538772583,589923.3050842285,581181.336807251,29848.462032318115,570746.0672149658,703543.906326294
PCo(38:6),497773.137878418,530087.3588562012,1388724.0806274414,542042.3809432983,542325.8928222656,611579.4259338379,585147.9164428711,36059.86296844482,550866.4632263184,676423.6957397461
PCo(40:0),551003.0184936523,509090.3637084961,1291158.805557251,630291.5707702637,535063.7322540283,568625.840057373,537640.9997940063,37510.562480926514,644759.9307098389,684844.071472168
PCo(40:1),714802.3121337891,675826.1484985352,1518165.3219604492,880966.9287261963,751337.331817627,669111.9272842407,706888.7476196289,53432.16430664063,845675.1934967041,859522.4064178467
PCo(40:2),992052.5526733398,797158.0615234375,1657310.824371338,1612349.9651489258,924359.4002380372,776825.2399139404,841557.0335998535,95251.76713562012,1422464.0228347778,891184.3437194824
PCo(40:3),972379.2555236816,786363.3733825684,1702898.105682373,1607690.8649597168,951947.5131530762,731496.8892211914,858596.5847625732,104908.78936386108,1419485.6428222656,878470.9055175781
PCo(40:4),960026.5684204102,744081.1176147461,1534883.5770568848,1541657.267425537,914922.7407531738,690309.3291320801,830474.6384277344,92474.88702392578,1372704.991821289,866447.3271713257
PCo(40:5),902276.0998535156,709494.6786499023,1486728.3453674316,1511307.7018432615,875761.6437988281,663949.2702026367,764201.1900787354,99425.90814208984,1363024.7695922852,800072.2021102905
PCo(40:6),948445.3977661132,714103.8464660645,1445606.3468933103,1538280.0154418943,824880.080291748,727854.8719177246,767809.9852294922,101765.14384460448,1338278.2268676758,808226.5785369873
PCo(42:0),1488796.8400878906,1294009.1796875,1616858.7446289062,1455700.8530273438,1458047.9995117188,1630736.2451171875,1800407.7065429688,101216.72721862792,1652857.1350097656,1683029.8232421875
PCo(42:1),1537776.4074707031,1312951.7360839844,1540709.3623046875,1451743.1223144531,1512221.5708007812,1581979.23828125,1858345.8923339844,95008.6471824646,1670636.9155273438,1625451.2878417969
PCo(42:2),1472082.3654785156,1257638.3134765625,1486704.3322753906,1459608.7119140625,1415972.619140625,1531657.580078125,1799514.7719726562,98750.98735046388,1567279.7181396484,1564254.5544433594
PCo(42:3),1429841.1352539062,1208721.800048828,1500296.4423828125,1406886.2644042969,1393572.8488769531,1531782.896484375,1751201.745361328,97771.40676498412,1569341.981201172,1541590.2668457031
PCo(42:4),1409137.1088867188,1210952.9467773438,1502000.3615722656,1375343.453857422,1388466.8933105469,1498328.775390625,1722120.6540527344,98573.74794006348,1594794.1850585938,1500785.866455078
PCo(42:6),1381977.2380371094,1168858.4274902344,1428661.1943359375,1385687.6669921875,1361158.8520507812,1459492.9440917969,1731412.557861328,108605.987449646,1520439.4196777344,1513184.387451172
PCo(44:3),115399.28792953493,90406.78552246094,117471.48978424072,94430.20602416992,97306.5086669922,106335.64852142334,123957.28659439088,7022.000522613525,99900.54676437378,114818.18660736084
PCo(44:4),164286.09497833252,131815.7116165161,163758.27061462402,129990.14775085448,126245.74946594238,148513.77124023438,187773.11321640012,8848.660572052002,131543.34771728516,144541.2928466797
PCo(44:5),322027.8027648926,259936.14093017575,274297.79762268066,255498.79609680176,284821.54376220703,255471.6413116455,339692.2205963135,9928.48067855835,307777.76693725586,352113.88442993164
PCp(32:4),985296.7013549804,956786.8528442384,3289477.30267334,1011080.8558349608,999180.2064819336,1316709.6944580078,1254725.460784912,37775.0220489502,1279314.661529541,1593543.848449707
PCp(36:5),1303170.8707580566,1267925.2352294922,3758654.11428833,1348157.1083068848,1446965.578918457,1425499.0823059082,1271815.565979004,44896.06391143799,1328451.0096740725,1706374.0869140625
PCp(40:6),946516.6248168944,714148.2078857422,1558282.0334777832,1543470.892150879,878152.6955871582,694867.7260131836,855105.8884277344,108540.88722229004,1336816.0422973633,817214.3621826172
PCp(42:4),1321739.0495605469,1162959.1220703125,1424203.16015625,1361211.510986328,1356104.0971679688,1491656.8278808594,1724468.639892578,92612.8667640686,1557094.578125,1522976.628173828
PCp(42:6),1444659.4597167969,1258819.0244140625,1528523.391357422,1451618.8735351562,1362088.6733398438,1556515.9970703125,1753284.444580078,105181.06692504884,1603196.794921875,1508895.9885253906
PE (14:0),60826.7041015625,63416.54431152344,58696.68383789063,49459.62411499024,47074.76385498047,58971.143615722656,57926.92395019531,24161.241821289062,49770.22366333008,50617.84362792969
PE (14:1),490721.458984375,515324.5350341797,434363.6018066406,450053.7235717773,445790.9138183594,410812.9877929688,481691.4931640625,55148.66369628906,486370.91833496094,565031.8288574219
PE (16:0),1500.4201011657717,1524.4401016235352,2464.1001892089844,156371.0316772461,152238.10903930664,1619.7001152038574,1439.160099029541,3116.1801986694336,166691.07040405273,174662.65118408203
PE (16:1),1569.5001068115234,1511.1401023864746,5994.900466918945,67128.38491821289,101771.1877746582,1565.58012008667,1547.4401016235352,13346.101070404053,81230.84674072266,98476.68563842772
PE (18:0),74579.18420410156,68207.54452514648,89840.20541381836,49526.14318847656,46207.60330200195,66753.58544921875,71931.64569091797,22838.82157897949,51747.52340698242,45182.38333129883
PE (18:1),79274.42547607422,164567.6114501953,247257.79626464844,51931.22351074219,57636.32379150391,65924.26428222656,66054.80499267578,21898.02166748047,54802.2844543457,48414.68395996094
PE (18:2),66144.66366577148,61647.16455078125,60508.44421386719,54442.02438354492,48783.76417541504,61602.143615722656,60553.564453125,22914.801681518555,63662.90414428711,66093.02392578125
PE (18:3),101006.56649780272,99756.9073486328,92575.1471862793,83393.6262512207,75837.20565795898,93174.8851928711,101922.04693603516,21233.101593017574,88110.40628051758,73367.50610351562
PE (18:4),90255.46691894533,74922.22467041016,232366.83721923828,41379.38258361816,163642.49169921875,88363.60675048828,80230.005859375,30112.48207092285,42175.1432800293,57911.06384277344
PE (20:0),88088.68717956543,85628.80541992188,88177.12539672852,11057.500831604004,31414.901851654053,74966.20422363281,86235.06587219238,21496.981399536133,1628.4601211547852,60721.1435546875
PE (20:1),82367.46551513672,134492.0909423828,171755.6925048828,16840.400959014893,64108.48486709595,75120.84521484375,71957.08575439453,32319.082244873047,1462.440113067627,54855.44381713867
PE (20:2),483735.4069213867,380603.1878051758,382384.1098632813,18624.501262664795,755050.743347168,600374.3332519531,439803.2758789063,41501.74253845215,1588.880107879639,316270.2826690674
