Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
TAG(52:1)_FA 18:1,644329.2099609375,631530.86328125,532379.8583984375,570810.9204101562,426939.6044921875,490359.494140625,577407.662109375,680849.98828125,444960.6103515625
TAG(52:1)_FA 18:2,64416.84490966797,66952.00457763672,57007.30416870117,59387.98455810547,55142.3236694336,61569.403869628906,62175.3041381836,71670.8052368164,54537.76385498047
TAG(52:1)_FA 20:4,22423.08162689209,20651.281494140625,18304.581283569336,17555.101104736328,14785.480880737305,21300.22134399414,19962.60167312622,19719.12120819092,15904.841190338137
TAG(52:1)_FA20:0,37267.98271179199,40907.58403015137,32345.68194580078,35814.522888183594,28195.601776123047,28922.101669311523,41234.70335388184,42454.72268676758,26303.60173034668
TAG(52:2)_FA 16:0,179617.01513671875,166286.19342041016,185158.014038086,226650.5942993164,113291.82861328124,116000.48712158205,212729.7584228516,241348.91680908203,123922.00860595705
TAG(52:2)_FA 16:1,132409.14916992188,114282.46862792967,143445.8311767578,159437.21112060547,85573.42645263672,83587.86596679688,143942.63104248047,180689.87322998047,90789.62530517578
TAG(52:2)_FA 18:0,145703.93090820312,175386.45483398438,208527.2354736328,190274.93280029297,90569.22692871094,101019.2061767578,290407.30212402344,232776.0946044922,103048.90789794922
TAG(52:2)_FA 18:1,569937.28125,504093.1254882813,564345.3569335938,751794.3227539062,313613.1652832031,311382.70263671875,623399.8991699219,786854.5153808594,345975.14306640625
TAG(52:2)_FA 18:2,572832.7421875,653710.3525390625,552109.60546875,607948.05859375,500496.330078125,474282.271484375,576523.5234375,728729.818359375,455644.0927734375
TAG(52:2)_FA 20:0,25363.041702270508,27821.94184112549,22367.701446533203,23021.44198989868,18293.321228027344,23711.281616210938,27441.20196533203,25601.28207397461,20607.161418914795
TAG(52:2)_FA 20:4,22558.18158340454,23783.84161376953,21200.64129638672,18451.241233825684,17358.02109527588,24178.201629638672,22248.501419067383,21842.7216796875,18193.001167297363
TAG(52:3)_FA 16:0,79175.1456451416,87166.30590820312,122336.79022216795,112680.52960205078,54715.80435180664,68756.7846069336,160723.13412475586,142149.6911315918,82917.52606201172
TAG(52:3)_FA 16:1,184094.25341796875,179435.6328125,196124.1151123047,236472.0557861328,113175.48797607422,116365.30834960938,218307.49908447263,245166.93560791016,126424.52960205078
TAG(52:3)_FA 18:0,38873.32235717773,40853.082748413086,49295.023864746094,44339.263122558594,27287.06186676025,30770.32229614257,71373.50550842285,49942.464111328125,31800.36242675781
TAG(52:3)_FA 18:1,212227.95678710932,249802.59765625,299627.7021484375,294033.3848876953,141420.4697265625,148373.8516845703,409551.1950683594,332597.78088378906,155965.90893554688
TAG(52:3)_FA 18:2,525458.7326660156,545050.9421386719,588633.2114257812,823178.6530761719,380297.4665527344,329998.58154296875,599616.3811035156,914686.416015625,380616.9064941406
TAG(52:3)_FA 20:0,23566.5216217041,21542.98159790039,16068.661067962646,17313.8412399292,14751.941009521484,23680.261825561523,21235.621669769287,18447.0411529541,15957.381252288818
TAG(52:3)_FA 20:4,35528.102447509766,40021.122482299805,31396.262176513672,40782.92328643799,30431.5426940918,34046.922912597656,35773.78318786621,48464.04363250733,32291.542083740234
TAG(52:4)_FA 16:0,164342.49194335938,135038.56939697266,307872.60388183594,166524.41067504883,164323.99084472656,291833.04205322266,296298.11993408203,386280.4926757813,343173.58142089844
TAG(52:4)_FA 16:1,80699.06634521484,87583.44622802734,124252.78881835938,106950.94647216795,61419.54443359375,73786.80438232422,158688.51040649414,143914.12951660156,85240.986328125
TAG(52:4)_FA 18:0,24079.241790771484,21047.121475219727,20774.82160186768,20404.84117126465,16630.90104675293,23008.62149047852,25452.441970825195,20102.40138244629,17835.34112548828
TAG(52:4)_FA 18:1,42704.72282409668,44213.86280822754,64278.82415771485,51422.04405212402,32952.0622253418,35718.062744140625,90479.3273010254,61291.62432861328,36201.24234008789
TAG(52:4)_FA 18:2,240084.5576171875,323722.0458984375,342811.5217285156,374499.1022949219,207562.43481445312,185427.33129882807,403520.1440429688,411099.626953125,216289.29663085932
TAG(52:4)_FA 20:0,18791.24129486084,19804.941345214844,16059.321235656738,15053.40104675293,14177.50119781494,22327.861373901367,17869.121406555176,18535.74133300781,16200.001190185549
TAG(52:4)_FA 20:4,223715.97290039065,265235.17822265625,222685.9189453125,306894.56103515625,207446.85668945312,167506.13159179688,244584.93408203125,371441.4104003906,181585.673828125
TAG(52:5)_FA 16:0,37503.78302001953,34762.64291381836,32152.3018951416,34794.702407836914,27355.7416381836,39267.82263183594,43819.64315795898,40849.02311706543,33693.7024230957
TAG(52:5)_FA 16:1,180906.49243164065,137933.44903564453,315260.76263427734,163066.15185546875,160753.5908203125,295840.762878418,295879.681640625,370536.2312011719,341312.6061401367
TAG(52:5)_FA 18:0,46529.92367553711,39922.44291687012,28823.401779174805,34423.46203613281,23319.02157592773,39668.482971191406,45742.54328918457,38768.442878723145,34110.0029296875
TAG(52:5)_FA 18:1,22013.20188140869,21715.06153106689,19445.40135192871,18683.641227722168,16536.041275024414,22151.54133605957,22867.341506958008,22707.62173461914,21371.441440582275
TAG(52:5)_FA 18:2,46578.04348754883,58002.56410217285,69225.8448638916,63076.80500793457,32017.42237854004,39781.54293823242,81896.26510620117,68460.32516479492,39835.82295227051
TAG(52:5)_FA 20:0,23338.26161193848,21655.441696166992,19902.661415100098,19477.72138595581,18159.341217041016,22046.041381835938,20191.021614074707,20039.181274414062,17490.28148651123
TAG(52:5)_FA 20:4,94094.42657470705,128553.80865478516,108746.18676757812,135583.24835205078,77971.22491455078,69580.02502441406,141142.99060058594,169024.1089477539,75571.28497314453
TAG(52:6)_FA 16:0,46949.103515625,43812.04313659668,35191.12268066406,39771.66271972656,31541.242431640625,40918.66253662109,43840.08361816406,45678.62356567383,40104.1630859375
TAG(52:6)_FA 16:1,44373.22253417969,37613.34275817871,33091.16256713867,37229.04261779785,30412.042053222656,41110.98284912109,48284.44351196289,42886.68354797363,33220.302154541016
TAG(52:6)_FA 18:0,29924.582244873047,29586.14233398437,22786.101806640625,26413.04211425781,22038.62159729004,27310.52195739746,30067.602020263672,30998.801971435547,22737.921508789062
TAG(52:6)_FA 18:1,47737.20263671875,42043.762634277344,31194.50260925293,34624.34230804443,22502.441535949707,45381.4637298584,51278.54330444336,37929.46241760254,37019.06256103516
TAG(52:6)_FA 18:2,29121.581573486328,31065.08184814453,25932.241989135742,27339.3219909668,18372.841194152832,28438.58197784424,27720.561737060547,29941.14192199707,22160.92137145996
TAG(52:6)_FA 20:0,43025.50246429443,45716.10371398926,50536.70352935791,33485.54260253906,40427.56327819824,38756.22282791138,46535.18362045288,36414.0429763794,29344.82213973999
TAG(52:6)_FA 20:4,84500.50622558594,98626.9072265625,83454.68634033203,93828.68658447266,64500.32495117188,71868.68505859375,105216.2080078125,109591.34704589844,75282.88525390625
TAG(54:0)_FA 16:0,54507.323822021484,51399.50347900391,39917.48251342773,45950.50296020508,34556.00274658203,41110.84286499024,51913.70341491699,51578.78393554688,40025.40297698975
TAG(54:0)_FA 16:1,49762.684020996094,47167.14421081543,46433.92272949219,42783.823303222656,31019.342483520508,46719.9231262207,46393.88299560547,51520.62300109863,32567.62263488769
TAG(54:0)_FA 18:0,278044.1193847656,261753.55908203125,205364.83447265625,213239.4345703125,162601.3515625,198024.95288085932,227883.07495117188,244745.8388671875,180291.35107421875
TAG(54:0)_FA 18:1,45245.58296203613,37659.38269042969,33334.18228149414,39640.483139038086,31625.58218383789,36569.902099609375,35597.28219604492,40388.4831237793,34065.402587890625
TAG(54:0)_FA 18:2,27592.241981506348,26437.501976013184,21888.041595458984,22325.441619873047,19104.081413269043,25819.72169494629,25503.0817565918,25336.80172729492,21278.641563415527
TAG(54:0)_FA 20:0,138183.74951171875,165052.97265625,136239.88940429688,139148.2088623047,128262.0887451172,128066.38842773438,129408.36840820312,161584.55053710938,111170.40771484376
TAG(54:0)_FA 20:4,20421.5213508606,22586.861770629883,18812.961380004883,18512.34129333496,15918.921047210692,22943.4419631958,21048.34135437012,22270.581886291504,16789.221145629883
TAG(54:1)_FA 16:0,47217.12313842773,48625.023193359375,44977.32339477539,42659.42277526856,32150.461959838867,37747.44274902344,50855.64323425293,50168.90385437012,36288.46224975586
TAG(54:1)_FA 16:1,62215.184509277344,65490.6435546875,49440.863708496094,56205.083984375,41429.74264526367,51772.08386230469,70523.70458984375,63620.684631347656,44632.08312988281
TAG(54:1)_FA 18:0,213593.9735107422,182551.5137939453,200915.1956787109,249965.67462158203,114737.1685180664,113902.5089111328,247289.85821533203,259115.4970092773,126001.52642822266
TAG(54:1)_FA 18:1,407368.4497070313,385332.3310546875,308246.3212890625,324549.86181640625,261524.5205078125,288859.9389648437,358750.0615234375,384628.97021484375,265205.0986328125
TAG(54:1)_FA 18:2,52492.704040527344,53540.62371826172,44122.72326660156,45025.12350463867,39881.122802734375,48462.50344848633,44597.30334472656,55870.70361328125,39113.20248413086
TAG(54:1)_FA 20:0,108112.92868041992,99145.00567626952,100229.02499389648,137734.64874267578,73504.14639282227,80341.7866821289,100954.00762939452,165362.3503112793,76236.52542114258
TAG(54:1)_FA 20:4,22749.70147705078,19298.36128234864,17581.921447753906,18026.761405944824,14879.200904846191,22712.521675109863,22661.021522521973,19111.58131408692,15947.921394348145
TAG(54:2)_FA 16:0,47452.18338012695,48308.66384887695,55249.12413024902,49028.34327697754,33902.762451171875,40767.423278808594,54999.643966674805,56586.36357116699,39819.86279296875
TAG(54:2)_FA 16:1,45222.50305938721,48759.66395568848,49498.72360229492,44113.70344543457,31947.74208068848,34263.38201904297,53607.56362915039,47515.64342498779,35259.86260986328
TAG(54:2)_FA 18:0,350548.9871826172,348156.40393066406,397332.8887939453,469779.0932617188,206214.17602539065,218395.5548095703,508819.67810058594,517921.45959472656,227938.43432617188
TAG(54:2)_FA 18:1,238424.47680664065,198836.2542724609,216521.6539306641,280496.1036376953,124364.72985839844,128535.6473388672,273998.6813354492,300970.60040283203,145222.6498413086
TAG(54:2)_FA 18:2,340166.32373046875,387691.00634765625,315595.6826171875,306813.3408203125,292312.640625,284375.90185546875,327200.6655273437,376492.0073242188,266162.3359375
TAG(54:2)_FA 20:0,43549.06329345703,44738.80303955078,41925.802978515625,48035.20318603516,28370.242553710938,36992.122467041016,52142.34365844727,53625.94421386719,30042.162406921387
TAG(54:2)_FA 20:4,29751.10201263428,25031.341705322266,29081.82179260254,28236.72184753418,22038.921501159668,32036.90216064453,24711.88180541992,27889.50203704834,24956.62187194824
TAG(54:3)_FA 16:0,113043.10772705078,87472.20681762695,201763.7152099609,114827.0301513672,106182.66818237305,155057.06938171387,154834.3487854004,221196.67721557617,215735.4157409668
TAG(54:3)_FA 16:1,49301.28318786621,48425.80404663086,53793.083740234375,53207.20405578613,35459.302505493164,42563.98318481445,57692.56425476074,58545.363372802734,40391.96295166016
TAG(54:3)_FA 18:0,136032.35150146484,177162.11450195312,219491.8167724609,218263.9165649414,98749.1864013672,104234.1870727539,385792.06036376953,272545.7598876953,122967.84979248048
TAG(54:3)_FA 18:1,382198.9848632813,384015.1097412109,420050.767578125,538796.2427978516,236887.9942626953,240492.05541992188,542129.6162109375,564504.8635253906,260649.73693847656
TAG(54:3)_FA 18:2,195644.57373046875,204101.8359375,206659.55737304688,275367.1173095703,137210.70782470703,122757.92956542967,229469.61694335932,311139.8978881836,140594.40838623047
TAG(54:3)_FA 20:0,23868.601470947266,23517.34185028076,23332.30195617676,21051.14183807373,16473.88092803955,21606.50151062012,27500.02195739746,27222.462287902832,19726.621505737305
TAG(54:3)_FA 20:4,85582.50537109375,86822.98657226562,77444.18530273438,80541.40551757812,69130.32507324219,80037.76586914062,81045.78552246094,84270.8857421875,70122.58459472656
TAG(54:4)_FA 16:0,916609.7346191406,601453.1057128906,2082733.5821533203,895364.221862793,1005801.2534179688,1600420.909790039,1439629.483459473,2001986.9545288088,2226638.4025878906
TAG(54:4)_FA 16:1,113276.30871582033,83390.40521240234,212484.1562194824,108804.58752441406,103980.6266784668,154485.32920837402,152863.19102478027,203715.53309631348,199939.41319274905
TAG(54:4)_FA 18:0,181675.77362060547,186699.43548583984,280202.5997314453,223470.2172241211,154980.03198242188,225901.13635253903,397345.5668334961,369077.0267333984,287129.181640625
TAG(54:4)_FA 18:1,150137.9305419922,189504.59197998047,251928.3973388672,258726.49658203125,111867.10955810548,107273.02868652344,443473.6642456055,332128.55938720703,136290.68774414062
TAG(54:4)_FA 18:2,320879.2412109375,368180.6806640625,397280.14709472656,521576.94140625,244448.0174560547,229150.31591796875,476057.4169921875,576311.1030273438,257779.1407470703
TAG(54:4)_FA 20:0,27126.282356262207,22799.561897277832,29266.662216186523,19514.64143371582,13921.601070404053,30781.66254425049,26545.961868286133,24170.761753082275,14445.90100479126
TAG(54:4)_FA 20:4,264484.2578125,314039.1787109375,249831.49658203125,283065.19921875,237505.7373046875,218117.33447265625,261265.39697265625,352834.923828125,201649.552734375
TAG(54:5)_FA 16:0,166401.99169921875,124842.34771728516,309130.8426513672,158241.1100769043,173405.3291015625,339657.20703125,254834.21920776367,344947.97036743164,398968.4401550293
TAG(54:5)_FA 16:1,917854.4006347656,585212.7670898438,1991455.791381836,860736.5129394531,945055.489013672,1594977.9271240234,1410784.7252197266,1892655.1440429688,2054466.271850586
TAG(54:5)_FA 18:0,40385.82273101807,39991.98272705078,35904.38284301758,39241.68241119385,26847.92190170288,36554.16232299805,50849.88313293457,46693.5237121582,34496.84248352051
TAG(54:5)_FA 18:1,190443.8331298828,199325.892578125,288182.10510253906,220426.59698486328,155458.09173583984,236688.27667236328,421616.1289672852,404809.0903930664,287714.0787963867
TAG(54:5)_FA 18:2,130140.91003417967,190676.8510131836,226538.8326416016,255731.5748291016,110453.78979492188,110613.68841552734,338472.1978149414,298799.7570800781,127937.71063232422
TAG(54:5)_FA 20:0,33108.96250915527,30709.32204437256,20414.061096191406,24857.581741333008,17451.02131652832,27549.32218170166,30730.042110443115,28912.94239807129,22631.981323242188
TAG(54:5)_FA 20:4,274072.57763671875,274597.9561767578,303502.8582763672,455614.1752929688,190750.9696044922,178245.15063476562,317465.7023925781,494204.2227783203,213596.2166748047
TAG(54:6)_FA 16:0,84559.54577636719,67260.68493652344,102573.22717285156,83408.42645263672,68039.22479248047,89169.80700683594,82430.02557373047,99235.80648803712,97061.76669311523
TAG(54:6)_FA 16:1,166254.71405029297,125601.16717529295,302039.01873779297,152928.01364135742,168759.18920898438,344407.3873291016,259975.02294921875,329418.9237060547,388399.0502929688
TAG(54:6)_FA 18:0,47762.48358154297,43617.14294433594,42573.662658691406,39381.24293518066,32887.60235595703,36459.60235595703,43105.48309326172,43011.56301879883,33196.002532958984
TAG(54:6)_FA 18:1,43030.822982788086,38222.64289855957,33418.14196777344,40792.90298461914,27276.861862182617,39177.081954956055,51947.24368286133,54198.863861083984,33342.6022644043
TAG(54:6)_FA 18:2,152908.0906982422,199179.1934814453,277585.99798583984,226899.53582763672,148988.3677368164,202643.53454589844,319480.6640625,354396.1455078125,217270.7760620117
TAG(54:6)_FA 20:0,22371.661743164062,18746.7413482666,16587.121196746826,19011.94141769409,14736.321235656738,21313.54128265381,19626.34144592285,18845.041191101074,14920.160972595217
TAG(54:6)_FA 20:4,105782.18798828124,145529.07080078125,160596.17449951172,170687.47344970703,87913.3462524414,80510.26568603516,214352.2969360352,206308.49578857425,94340.08569335938
TAG(54:7)_FA 16:0,110251.46813964844,68855.74560546875,68465.10397338867,134906.68968200684,55951.464263916016,68104.26434326172,70878.58462524414,150282.4521331787,85264.0259399414
TAG(54:7)_FA 16:1,79292.30487060547,67078.74499511719,101250.76770019533,77748.7865600586,66229.80514526367,83903.62600708008,87045.14654541016,96108.4853515625,89893.1467590332
TAG(54:7)_FA 18:0,50313.44338989258,53158.48434448242,38860.542724609375,43133.46304321289,34208.662353515625,40007.422943115234,51794.86395263672,47100.68276977539,30671.042083740234
TAG(54:7)_FA 18:1,46827.60345458984,45307.88314819336,38740.76251220703,40795.52301025391,30968.22244262696,38810.76287841797,41932.463134765625,46293.922943115234,35214.642501831055
TAG(54:7)_FA 18:2,41548.24301147461,41200.58285522461,38835.90254211426,40737.00297546387,29943.242294311523,38758.76245117188,48007.88342285156,52613.9641418457,34672.662689208984
TAG(54:7)_FA 20:0,34673.58229827881,35289.6222076416,27185.92169189453,32194.262969970703,33431.16213226318,30293.98176574707,34249.54204559326,36466.30293273926,26427.94175720215
TAG(54:7)_FA 20:4,31691.44218444824,33553.162521362305,37066.92227172852,34642.02275085449,24550.80166625977,29009.62260437012,52431.46346282959,44540.68263244629,24081.98169708252
TAG(54:8)_FA 16:0,54229.58331298828,64140.40481567383,40014.80276489258,42620.02325439453,37148.96273803711,42403.36322021485,61512.10353088379,56808.74401855469,46078.08361816406
TAG(54:8)_FA 16:1,109455.28646850586,83328.6875,78196.56466674805,142044.63018798828,59796.48333740234,73536.32504272461,74681.56564331055,155082.3117828369,83415.26513671875
TAG(54:8)_FA 18:0,72218.32531738281,87378.04507446289,59679.24411010742,65748.26400756836,47535.783462524414,48617.22341918945,97932.5071105957,87224.76721191406,57340.28366088867
TAG(54:8)_FA 18:1,69490.04498291016,83720.7660522461,50674.46395874024,62121.42434692383,47008.9231262207,48133.74383544922,77370.24560546875,79878.2861328125,49051.12362670898
TAG(54:8)_FA 18:2,52956.603424072266,52857.68392944336,45452.243408203125,49694.78329467773,39113.56283569336,49053.52359008789,48708.12356567383,55671.8236694336,37894.022521972656
TAG(54:8)_FA 20:0,34830.20236206055,38503.042709350586,32419.62191772461,37432.44287109375,26453.12183380127,34499.04229736328,47122.92324066162,40047.942474365234,25649.721740722656
TAG(54:8)_FA 20:4,24271.58180999756,22590.8016204834,26265.321891784668,22474.48175048828,17273.781085968018,25447.841598510742,26870.501945495605,23702.92176055908,18025.46138763428
TAG(56:0)_FA 16:0,111057.42623901369,98907.00524902344,71191.96337890625,99047.2064819336,70087.36451721191,81253.52651977539,98018.76704406738,98995.86653137208,93409.08682250977
TAG(56:0)_FA 16:1,36293.22299194336,35375.04284667969,32843.402252197266,30993.70249938965,30659.36250305176,31165.462463378903,36461.84286499024,29590.04219055176,27648.78205871582
TAG(56:0)_FA 18:0,54166.94378662109,50276.0036315918,40320.022857666016,49998.883361816406,34512.602462768555,38889.60250854492,53617.30368041992,54947.20378112793,37230.7229309082
TAG(56:0)_FA 18:1,58174.26379394531,48436.42315673828,46325.44345855713,50284.00285339356,33449.04275512695,42863.64291381836,45359.6035232544,55867.963386535645,37852.10263824463
TAG(56:0)_FA 18:2,47805.92321777344,40896.42303466797,40878.0029296875,37601.54252624512,31260.22216796875,46406.54315185547,45410.68310546875,39622.64306640625,32410.74237060547
TAG(56:0)_FA 20:0,150378.9912109375,158771.77075195312,132432.30895996094,138908.14880371094,131954.31030273438,126145.16833496094,147716.43212890625,169617.97216796875,124051.52941894533
TAG(56:0)_FA 20:4,22176.36151123047,22566.94164276123,19837.861518859863,21994.761558532715,16952.221183776855,21728.00151062012,25556.92182922364,21754.20156097412,19367.28143310547
TAG(56:1)_FA 16:0,35423.882583618164,38011.12326049805,30286.502166748047,29099.781936645508,25557.841873168945,31926.882446289062,45179.94288635254,39452.16284179688,27336.8219833374
TAG(56:1)_FA 16:1,97273.4655456543,101944.48965454102,74004.72338867188,89379.14727783203,70923.9441986084,85453.986328125,94920.92596435548,93122.60595703124,85866.90573120117
TAG(56:1)_FA 18:0,42270.14324951172,40813.74304199219,35239.76264953613,40713.78297424317,25465.20182800293,27470.52198791504,45259.42352294922,50054.48426055908,27511.14213562012
TAG(56:1)_FA 18:1,49473.4033203125,54365.88381958008,41354.00253295898,49581.223693847656,37487.083068847656,42167.8625793457,53814.70361328125,52824.54412841797,36819.8225402832
TAG(56:1)_FA 18:2,58226.92362213135,48432.16355895996,44238.14389038086,50671.40376281738,33035.72229766846,53277.06340026856,49173.98376464844,56674.32405090332,37984.42261123657
TAG(56:1)_FA 20:0,75355.6049194336,76665.00469970703,70587.72546386719,90020.66720581055,53752.92385864258,56565.463928222656,84959.02661132812,88113.16595458984,53248.723571777344
TAG(56:1)_FA 20:4,32275.461868286133,26680.482048034668,22598.361877441406,26571.762237548828,20646.22158050537,29967.62191772461,31862.301986694336,25172.66148376465,22632.861625671387
TAG(56:2)_FA 16:0,40866.90254211426,37132.90263366699,35888.122497558594,30345.582008361816,29381.5223236084,35885.12283325195,43374.58352661133,35793.442947387695,26323.002082824707
TAG(56:2)_FA 16:1,34893.902603149414,38425.642578125,29339.68179321289,30169.06225585937,23356.1619720459,28818.56208801269,46891.12347412109,39853.54328918457,29758.70204925537
TAG(56:2)_FA 18:0,47757.743255615234,39465.84289550781,41982.843032836914,45762.36367034912,27694.861846923828,33849.142517089844,47093.48352050781,47724.40351867676,33548.28256225586
TAG(56:2)_FA 18:1,37228.80267333984,42628.12303161621,37421.36259460449,43919.36267089844,29119.342346191406,32901.822174072266,44846.9033203125,44837.76300048828,26285.26167297364
TAG(56:2)_FA 18:2,48109.563720703125,57638.123931884766,41608.52258300781,50238.52340698242,40433.94287109375,41446.243103027344,52598.72344970703,53298.704010009766,40872.14280700684
TAG(56:2)_FA 20:0,131017.48895263672,156975.13116455078,157597.21032714844,152568.5714111328,106628.52801513672,126684.88684082033,161870.3726196289,154717.27099609375,90474.9873046875
TAG(56:2)_FA 20:4,21464.481521606445,20383.40134429932,18755.9614944458,19442.8413772583,15752.861129760742,19992.381355285645,20702.981506347656,19080.50144958496,16807.761192321777
TAG(56:3)_FA 16:0,40261.42260742188,33735.50244140625,29628.44174194336,33090.96209716797,24955.82176208496,36191.16262817383,33438.742126464844,31870.022338867188,29165.16227722168
TAG(56:3)_FA 16:1,43825.642837524414,41332.6028137207,32224.642013549805,31832.80283355713,27900.64190673828,34451.44241333008,52903.28407287598,37201.6424407959,28846.982109069824
TAG(56:3)_FA 18:0,88457.5263671875,64850.94430541992,146552.7921142578,99349.64625549316,81137.08535766602,108849.84762573242,112039.92868041992,154421.21216583252,151697.17221069336
TAG(56:3)_FA 18:1,51353.0442199707,53949.22375488281,51747.12339782715,64652.82518005371,34851.6025390625,43967.62251281738,52332.76306152344,56779.882904052734,35577.32260131836
TAG(56:3)_FA 18:2,41101.88305664063,50596.923400878906,45227.42303466797,47603.62390136719,32499.12210083008,36503.962463378906,53533.96469116211,56212.90406799317,35263.88269042969
TAG(56:3)_FA 20:0,50252.44369506836,63959.50424194336,63403.98452758789,62930.42434692383,38134.763122558594,47817.223236083984,91390.86611938477,76384.0461730957,37765.06253051758
TAG(56:3)_FA 20:4,38135.00302124024,40134.02267456055,30843.68197631836,33877.12275695801,32445.482360839844,34181.58224487305,32479.58233642578,39598.50256347656,30219.102142333984
TAG(56:4)_FA 16:0,38219.20262145996,34298.502502441406,45043.90281677246,40300.00311279297,29429.64225769043,37293.462310791016,36387.46258544922,38043.102767944336,36677.08251953125
TAG(56:4)_FA 16:1,43086.32269287109,35489.722900390625,28943.841819763184,31268.00205230713,24914.701614379883,36086.242599487305,39725.18347167969,32547.90237426757,31436.78239440918
TAG(56:4)_FA 18:0,628367.7818603516,406030.2066650391,1378337.8359375,637693.7178955078,694158.8675537109,1081914.4838256836,940356.2775268556,1396293.1130981443,1473491.635803223
TAG(56:4)_FA 18:1,74377.88562011719,70665.96469116211,126727.78854370116,96279.42585754396,80517.44631958008,98930.16709136964,85979.48587036133,134194.80751037598,112522.92791748048
TAG(56:4)_FA 18:2,48743.10368347168,52746.34394836426,48378.86328125,63411.84385681152,36191.40269470215,38953.28248596192,52862.90467834473,56033.48385620117,37263.482902526855
TAG(56:4)_FA 20:0,64337.40542602539,96455.66511535645,61308.3849029541,74755.90531921387,79772.62467956543,53757.54391479492,100890.9469909668,85093.1459350586,58056.06315612793
TAG(56:4)_FA 20:4,194385.79345703125,215364.6970214844,179530.251953125,187683.73388671875,168676.8729248047,169199.0126953125,192189.69506835932,220351.61694335932,161885.69140625
TAG(56:5)_FA 16:0,52025.96391296387,47202.46388244629,57689.88485717773,47753.70374298096,36612.50268554688,50766.78381347656,51300.76377868652,55488.08407592773,49605.6240234375
TAG(56:5)_FA 16:1,41349.04299926758,34035.102111816406,44952.78326416016,38004.20217895508,30897.502059936523,38740.44239807129,35791.72236633301,43635.24305725098,37087.0625
TAG(56:5)_FA 18:0,136225.48922729492,98204.02703857422,198488.91482543945,125838.60932922363,131743.7477722168,241764.3969116211,198799.87841796875,254397.55963134769,290106.8412475586
TAG(56:5)_FA 18:1,458436.39318847656,433780.7119140625,1251290.316040039,613110.6281738281,602689.0863037109,868390.4983520508,640880.0054321289,1176088.0549316406,1008719.0228881836
TAG(56:5)_FA 18:2,73895.16513061523,74076.26539611816,138117.70928955078,95364.98568725586,76618.78515625,99958.58764648438,91072.96661376952,147125.89100646973,112275.2075805664
TAG(56:5)_FA 20:0,26882.72193908692,27680.5418548584,23112.901695251465,23120.121673583984,18003.901123046875,24009.841873168945,32776.68231201172,25186.641815185547,20164.96131134033
TAG(56:5)_FA 20:4,131704.44897460938,140642.7716064453,144918.25079345703,197332.45446777344,99960.82843017578,94263.72619628906,175689.77124023438,203461.15557861328,100880.08740234376
TAG(56:6)_FA 16:0,109485.2470703125,88467.1060180664,153177.80993652344,97814.78643798828,97901.12713623048,114412.96936035156,107024.6082763672,134016.62982177734,115794.58865356444
TAG(56:6)_FA 16:1,51323.86343383789,48527.84375,58917.963775634766,49446.94338989258,41000.30300140381,49567.52313232422,50740.64376831055,53543.163986206055,45643.3836517334
TAG(56:6)_FA 18:0,91502.60546875,76164.18518066406,96373.3471069336,85638.74533081055,72619.62518310547,77011.30529785156,82826.86560058594,104271.80920410156,89214.04565429688
TAG(56:6)_FA 18:1,106341.08782958984,104810.9483642578,197127.9557800293,124279.22909545898,118347.78713989258,195534.8745422364,139990.65017700195,216495.93350219727,197317.1764221192
TAG(56:6)_FA 18:2,453224.7155761719,444875.609375,1251812.3895263672,624584.9886474609,597152.7025146484,861346.7537841797,650853.4294433594,1154738.3102416992,990685.4310913086
TAG(56:6)_FA 20:0,26434.881912231445,25297.84189605713,20884.32159423828,21627.581268310547,20191.521423339844,27108.981994628903,25244.28173828125,23750.40156555176,18656.061309814453
TAG(56:6)_FA 20:4,227516.99963378903,282951.8210449219,299296.3992919922,363839.1268310547,197721.2540283203,181965.77307128903,377625.5628662109,439604.4080810547,199043.5538330078
TAG(56:7)_FA 16:0,70667.76443481445,64119.18453979492,60202.0041809082,59320.943267822266,46891.92343139648,59181.04412841797,77358.2456665039,69161.96524047852,56993.52508544922
TAG(56:7)_FA 16:1,111890.06817626952,88435.54608154297,158314.5509033203,104872.96768188477,90803.40704345705,120569.50909423828,117083.34826660156,137540.0881652832,112666.68865966795
TAG(56:7)_FA 18:0,115502.86880493164,65871.38467407227,62238.904296875,139741.04724121094,48044.72375488281,66603.04486083984,65841.38426208496,145218.54914855957,78687.80503845215
TAG(56:7)_FA 18:1,79174.8051147461,72739.34533691406,97093.50744628906,89334.26580810547,68099.82461547852,75569.70538330078,67982.48443603516,95320.96664428712,73830.68536376953
TAG(56:7)_FA 18:2,114852.34857177734,101421.5283203125,195880.37322998047,123308.3676147461,122345.7294921875,196867.7940979004,148117.21185302734,209846.97595214844,206363.2973022461
TAG(56:7)_FA 20:0,27655.60189819336,32491.24221801757,26676.361892700195,27233.461799621586,25871.46174621582,24664.78199005127,53576.26408386231,33334.34254074097,24899.721755981445
