Lipid,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype_5xFAD__Brain_Region_diencephalon,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum,Genotype__5xFAD___Brain_Region__cerebellum
"PIo (40:5), PIp (40:4)",113439.84777832033,117937.4482421875,118427.76953125,97393.6668701172,98071.58715820312,99674.2666015625,122095.60864257812,101421.7275390625,101149.1671142578,106371.90759277344
"PIo (40:6), PIp (40:5)",101761.0870361328,84468.4052734375,72675.70585632324,85984.24550628662,59597.30433654785,56456.32412719727,80943.68536376953,73844.4656829834,118902.25003051758,96108.22607421876
PIo (40:7),71564.72534179688,80132.68566894531,72605.74523925781,66755.34506225586,61923.78469848633,50395.86395263672,143972.0302734375,82431.54611206055,71316.28637695312,64255.48486328125
PIo (42:0),40711.0830078125,51872.12364196777,40035.443267822266,40083.88282775879,37510.26287841797,31868.722259521484,39830.36215209961,53688.02407836914,46289.04333496094,43699.983139038086
PIo (42:1),51732.40351867676,48380.02328491211,44558.28335571289,43071.04278564453,36745.822814941406,36432.24267578125,43994.32308959961,50829.123306274414,47901.203269958496,46388.40353393555
PIo (42:2),32523.402557373047,33025.74238586426,33006.92221069336,24743.58185577393,27042.182006835938,25083.521911621094,34322.76254272461,29970.962432861328,30591.62239074707,30264.182052612305
PIo (42:4),73450.92414855957,65895.34368896484,55136.20429992676,54414.00430297852,53948.30419921875,51187.48275756836,58694.16412353516,59264.88363647461,58888.38304138184,63338.54454040527
PIo (42:6),76906.86460876465,59572.6037902832,68746.42485046387,48495.3645324707,77868.12548828125,52882.84379577637,54250.423278808594,71287.60610961914,56988.40441894531,61244.42445373535
PIp (20:0),361658.8243408203,295279.3018798828,293140.46032714844,9845.460613250732,129667.1279296875,172845.0137939453,162841.3712158203,209240.23315429688,9557.500728607178,142663.10955810547
PIp (28:0),48708.54365539551,52484.8041381836,43334.82305908203,42190.002769470215,38400.22290039063,39659.642486572266,57320.22442626953,56594.584480285645,56659.663093566895,42453.50276184082
PIp (30:1),134538.12983703613,121028.70837402344,127532.0890197754,87122.12600708008,116586.88800048828,115095.78778076172,150203.14971923828,120078.86883544922,248422.4774780273,195125.9742431641
PIp (32:1),89432.9462890625,99621.32653808594,86561.96618652344,66932.24380493164,66487.4448852539,53242.40380859375,68719.52404785156,93424.62643432616,113098.66918945312,90291.32604980467
PIp (34:1),72157.18420410156,112709.22756958008,75881.4450378418,90102.34689331056,65091.34439086914,63717.303771972656,71475.80462646484,134782.03094482422,132361.50842285156,86551.78598022461
PIp (34:4),48119.00343322754,46543.50262451172,44415.4231262207,32356.04248046875,34540.62306213379,39283.92254638672,49820.4635925293,42875.10311889648,38602.70317077637,38257.442932128906
PIp (36:5),187648.6328125,194739.45361328125,175227.13110351562,167586.27124023438,172282.53173828125,166856.1328125,184528.9140625,189026.4931640625,174410.33325195312,168390.03125
PIp (38:6),215038.99584960932,274290.9602050781,208688.81372070312,212956.716796875,209043.4560546875,183019.9118652344,208366.03491210932,253034.4392089844,222489.07666015625,218266.4560546875
PIp (42:2),35646.06215286255,35125.80276489258,33977.76290893555,27300.20184326172,29683.76202392578,28664.022232055664,43719.90281677246,32419.542350769043,28806.00213623047,33539.142166137695
PIp (42:4),36791.862533569336,33681.70252990723,34138.66239929199,25046.681838989258,27700.741790771484,26649.601806640625,32908.9422454834,31406.882080078125,26093.86180114746,33308.90231323242
PIp (42:6),290595.0020751953,224433.4951171875,200186.99197387687,240164.5798034668,173896.89208984375,251224.91934204104,212109.33169555664,329804.76428222656,310438.4588775635,244522.1947937012
PS (22:7),32717.94229125977,92899.80462646484,20767.621475219727,57906.96463012695,67342.34526062012,20540.121334075928,34516.96221923828,21291.161220550537,65891.84425354004,76653.80545043945
PS (24:0),26576.08178710937,117190.9866027832,28361.281951904297,63401.925201416016,87677.16789245605,28602.081771850582,32926.982429504395,34938.58263397217,87497.66621398926,81747.68635559082
PS (26:0),31701.662322998047,86747.2055053711,27447.741821289062,51819.58361816406,58139.04461669922,23207.90120697021,33184.702239990234,23155.641395568848,58888.66384887695,66108.92538452148
PS (26:1),98421.86712646484,130493.50854492188,68694.78533935547,106281.28759765624,109017.4871826172,40014.302490234375,92909.50701904295,46506.92352294922,113575.74841308594,120239.14819335938
PS (28:0),162040.24838256836,982555.5189208984,121153.56680297852,691080.7564086914,708020.422668457,389344.4425125122,263107.9800109863,490970.00897979736,838266.2371520996,817675.1571655273
PS (28:1),44566.58288574219,74173.08447265625,29854.782104492188,57951.00427246094,59161.82391357422,24870.58190536499,45146.62356567383,24410.381759643555,63462.6044921875,71632.74536132812
PS (28:2),25391.602020263672,53449.24429321289,22119.20135498047,35239.08268737793,39558.68283081055,14840.241111755371,22759.42155456543,19436.72123336792,41705.58331298828,209404.554107666
PS (30:0),55574.52404785156,105135.40747070312,40443.88310241699,73063.86474609375,93279.1065673828,24419.16152191162,44022.90321731568,29787.58209228516,81089.06634521484,79773.76593017578
PS (30:1),26236.661849975582,56461.18371582031,23193.70166015625,48204.06396484375,41731.902893066406,18493.461532592773,27429.822105407715,20407.021354675293,52224.983795166016,49015.84362792969
PS (30:2),34850.822677612305,67300.36413574219,30908.48235321045,47592.2039642334,49833.74346923828,22822.121601104736,31459.062046051025,25712.12110900879,63378.98394775391,64421.08471679688
PS (30:3),33180.002532958984,67009.94448852539,30576.001991271973,49169.10321044922,51489.60360717773,21453.30149078369,32627.68231964112,23829.801582336426,59042.16368103027,66169.92553710938
PS (30:4),23864.861770629883,59583.924377441406,14895.68113708496,41437.783752441406,47057.58364868164,16254.721019744871,24026.4217376709,18916.521114349365,51362.58349609375,48057.06350708008
PS (32:0),36668.62265777588,115597.03021240234,28731.081970214844,76320.42587280273,108573.90826416016,27195.96224975586,39158.96294784546,31670.04229736328,87021.10650634766,95988.66778564452
PS (32:1),26109.121837615967,68792.72583007812,21982.76180267334,62159.223724365234,58114.9040222168,18910.26108932495,28334.061740875244,22372.52141571045,66372.00491333008,62545.70431518555
PS (32:2),65176.96520996094,311300.4048461914,74404.36575317383,426159.9636230469,320091.88751220703,118685.9055557251,42553.92303085327,92047.32601928712,349762.723815918,276658.54217529297
PS (32:3),24928.46176147461,64079.945068359375,23483.24183654785,49575.80360412598,47482.72396850586,19530.98151016236,23817.48179626465,18912.761322021484,57911.124084472656,57146.30401611328
PS (32:4),28503.02220153809,68973.60472106934,27544.101737976074,54018.78363037109,65637.26426696777,27350.781951904297,33130.062339782715,24203.5619506836,60973.04530334473,57959.665283203125
PS (32:5),34273.522399902344,65589.32446289062,26214.4017868042,45109.22280883789,718289.7510681152,20535.861328125,28695.98195266724,21116.581661224365,47470.30313110352,48257.66375732422
PS (34:0),35444.86250305176,82971.22650146484,32537.862365722656,53781.8236694336,68551.62481689453,22042.80157470703,33656.72218322754,22735.981910705566,61782.184478759766,68617.96508789062
PS (34:1),44276.243072509766,82398.16571044922,44175.94305419922,69060.58477783203,63996.94500732422,23965.52188110352,56535.70387649536,27123.341773986816,76180.02563476562,81375.98620605469
PS (34:2),30406.982189178467,67463.44485473633,19309.401260375977,50273.723541259766,49519.083892822266,21376.501625061035,25483.8816986084,20549.501304626465,60315.84426879883,52018.62338256836
PS (34:3),31495.04216766357,67596.62493896484,27872.162109375,51453.02380371094,44421.88363647461,19670.60163116455,29615.401977539062,20005.90154266357,52696.94345092773,55149.44378662109
PS (34:4),28519.62219238281,57637.223693847656,24110.281944274902,47978.7839050293,48760.943359375,18873.8214263916,34054.682415008545,18169.821449279785,52663.28448486328,51923.323974609375
PS (34:5),29609.962215423584,107351.68743896484,27213.701904296875,73255.48425292969,77418.26501464844,37801.72235488892,32387.10221099853,38344.90294647217,85523.72677612305,80635.36511230469
PS (34:5)_2,31053.52212905884,107767.66812133788,29455.762268066406,71323.94610595703,74369.72442626953,34896.02249908447,29824.62205886841,38953.42184448242,79057.525390625,78777.9048461914
PS (34:6),30193.222286224365,77460.0048828125,28091.76206970215,55705.34396362305,204585.113861084,18237.801239013672,27038.04206085205,22343.181602478027,65995.40408325195,67992.16528320312
PS (36:0),60584.80443572998,133816.08984375,54134.06332397461,95213.44604492188,112550.3881225586,42987.58296203613,57819.7435874939,48858.24383544922,110203.78778076172,116657.62841796876
PS (36:1),131611.57061386108,203587.974609375,88283.78625488281,147275.1298828125,141790.32958984375,67346.64471435547,122141.30894851685,59539.64410400391,132255.7293701172,142181.7296142578
PS (36:2),62364.184394836426,161828.9708251953,92668.486328125,112074.66943359376,143167.388671875,51698.36340332031,67859.86493682861,72617.62557983398,113336.12591552734,128814.9301147461
PS (36:3),28318.06192779541,62970.284240722656,31460.202087402344,49642.90393066406,47027.68310546875,20912.72158813477,31570.622203826904,21839.20164489746,57264.44366455078,57429.14407348633
PS (36:4),35149.64265060425,69546.42575073242,35281.042236328125,56495.24420166016,54719.58361816406,21105.04163360596,32990.122051239014,19970.86154937744,57007.1439819336,61508.24395751953
PS (36:5),27038.562004089355,55191.72344970703,24734.22169494629,43489.36291503906,44666.86343383789,17106.461101531982,23929.621551513672,16823.841175079346,53733.66372680664,52311.14337158203
PS (36:6),27856.141849517822,67266.00466918945,25886.281936645508,48991.38342285156,46484.46310424805,17184.061157226562,21597.201614379883,14788.22117614746,57746.82440185547,54677.383850097656
PS (36:7),28875.98207092285,76563.04528808594,35396.10249328613,63708.50378417969,63496.74533081055,24281.50177001953,24624.421619415283,24724.281356811523,67838.56527709961,60053.04373168945
PS (36:8),47170.743827819824,163959.59271240234,51102.34369659424,197168.1160583496,154746.65454101562,57709.54461669922,35958.12252807617,47610.46430969238,167424.85034179688,143139.29162597656
PS (38:0),42338.42288208008,139236.3894958496,83814.86393737793,136508.2098388672,111766.5082397461,23236.461990356445,46974.42375564575,25830.62148284912,119719.3503112793,111807.74765014648
PS (38:1),38926.46291732788,99168.88708496094,64805.8638458252,94169.626953125,78135.22528076172,30249.98237609864,49876.88291931152,25714.22180175781,108011.42758178712,107844.6275024414
PS (38:2),38912.54280853272,155034.69140625,62471.323959350586,140118.00997924805,106037.82763671876,24718.041717529297,63093.105266571045,28902.401596069336,167304.21035766602,149217.11114501953
PS (38:3),30231.16193008423,75399.20556640625,32936.50231933594,55142.68383789063,51999.58386230469,17544.501441955566,35397.58229446411,20455.201370239258,57921.283447265625,60332.22439575195
PS (38:4),50468.32362747192,94971.82653808594,46455.043548583984,88262.32666015625,79174.30554199219,41770.8229675293,53604.96407699585,31665.66262054444,81978.044921875,86048.10583496094
PS (38:5),34157.242347717285,69796.92492675781,32678.70198059082,53728.52407836914,54586.94384765625,19955.6814994812,37917.34278488159,20592.381462097168,61125.34448242188,64467.44525146485
PS (38:6),29442.862060546875,77154.20556640625,29721.24197387696,72736.50524902344,59884.744140625,20400.861518859863,29219.182052612305,23284.82146835327,77290.224609375,76561.42532348633
PS (38:7),57409.52429199219,224444.3193359375,73830.60495758057,374274.98596191406,178839.57360839844,28159.061935424805,59195.84418106079,30280.982292175293,407670.3646240234,272494.1368408203
PS (38:8),33750.74229812622,78155.1060180664,46625.84379577637,63561.80453491211,56234.184173583984,16973.4213180542,37623.78260040283,28512.962074279785,71576.14538574219,63662.02392578125
PS (38:9),36033.70265579224,96516.30712890624,51459.88371276856,98586.84887695312,78501.32604980469,23098.861846923828,35200.42219161987,19371.481407165527,115697.1891784668,101007.16613769533
PS (40:0) | PSp (42:6),48266.12330245972,346339.828125,141717.3702697754,288451.74114990234,316418.28326416016,93067.44786071776,99309.50873947144,172339.21472930908,331434.0987548828,391127.78717041016
PS (40:0) | PSp (42:6)_2,46779.76300048828,321441.8991088867,131002.26849365234,265810.0760498047,301817.4851074219,78726.24423599243,82789.12554550171,187711.09454345703,332761.84313964844,347663.93994140625
PS (40:1),29680.542121887207,59622.8639831543,24358.681686401367,45276.72277832031,48628.96340942383,13035.360801696776,26683.78193283081,21733.74155426025,55698.20373535156,58219.00442504883
PS (40:2),35901.54243469238,193712.6323852539,83091.18702697754,88581.04553222656,123856.14752197266,23611.681591033936,31383.30209350586,49301.70397567749,258627.41735839844,228871.78091430664
PS (40:3),31227.92232513428,62642.26446533203,25855.761825561523,46435.70324707031,47374.46353149414,17870.981315612793,32443.80252075196,18979.581211090088,55431.624084472656,49883.22311401367
PS (40:4),45969.02293777466,75695.18548583984,37001.1628112793,67102.76513671875,78430.94580078125,22662.5814819336,46921.08293914795,25966.88167572021,64589.664611816406,72521.44506835938
PS (40:5),61469.32461166382,104937.3878173828,47308.8236694336,81209.98565673828,94285.72705078124,28697.58198547364,57751.444202423096,30010.72193908692,79056.78521728516,97768.9672241211
PS (40:7),38074.582611083984,104902.96728515624,62276.24346923828,79841.80517578125,83323.88562011719,24810.80153656006,64889.18458938599,37076.54231262207,98815.4071044922,103487.6685180664
PS (40:8),33258.44249725342,82800.28546142578,57551.58473968506,66502.70523071289,62967.2444152832,19453.44139099121,42739.38334655762,26803.781776428223,73089.50518798828,67660.98526000977
PS (40:9),26341.301864624023,74270.70574951172,38059.38217163086,63829.14453125,56661.42370605469,18441.961532592773,29526.621990203857,22955.38174438477,86911.7067565918,69271.42477416992
PS (42:0),30667.06234359741,113612.80603027344,54771.16382980347,51870.04409790039,110991.4488067627,39596.62283706665,28820.30209732056,36079.18258666992,99191.62622070312,129616.08776855467
PS (42:10),21683.72155380249,59832.76385498047,26880.361785888672,45546.38302612305,46268.9835357666,14399.16110610962,22406.781715393063,21992.141288757324,56729.70349121094,59841.784423828125
PS (42:11),29533.541927337646,229813.17849731445,122780.36867523192,163291.00895690918,203385.41217041016,22583.721565246586,37763.902687072754,120910.22713088988,199238.4127807617,250681.5022888184
PS (42:2),21692.28144454956,54414.52368164063,23748.941955566406,39843.2633972168,44225.70343017578,13469.121032714844,25809.301918029785,20722.521194458008,50171.44396972656,57540.803955078125
