Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon,Brain_Region__diencephalon
PG(32:1),78819.50534057617,74876.6849822998,61783.06478881836,70659.54550170898,95037.5283203125,66439.16555786133,77277.00698852539,61925.564453125,68470.18572998047,75817.4644165039,76655.34420776367,72009.84506225586,68881.66543579102,59248.243103027344,65136.56423950195
PG(32:2),589981.5108642578,421410.26861572266,265542.6328735352,415399.5427246094,625595.9060668945,428424.1611328125,541513.5987548828,387149.0864257813,392078.5076293945,398096.9477539063,512530.8069458008,461732.9279785156,582529.606628418,395898.5482788086,209519.27392578125
PG(32:3),59693.72412109375,72947.80572509766,57634.34423828125,62462.1242980957,61466.68438720703,54548.10339355469,61810.9447631836,55383.4241027832,63209.6640625,65859.7043762207,58968.36376953125,59053.22378540039,49142.40414428711,46723.10299682617,63486.364349365234
PG(32:4),78088.70602416992,78420.94567871094,67730.86389160156,70382.2855834961,70689.12478637695,82292.44641113281,74951.60479736328,65135.10385131836,71272.84426879883,69176.14544677734,57781.50408935547,69293.24423217773,64012.52453613281,66856.82427978516,71438.1047668457
PG(32:5),56942.42364501953,64834.60479736328,61361.8037109375,58152.703552246094,141260.64776611328,55899.803955078125,54420.32379150391,69036.98474121094,56995.0637512207,66687.0654296875,55179.38348388672,59599.624603271484,45016.04336547852,738903.2070922852,56953.10424804688
PG(34:0),63582.74481201172,75389.54537963867,57950.66375732422,66039.24533081055,75363.00567626953,59227.40447998047,60277.36456298828,58813.62396240234,66877.00415039062,83671.3861694336,68513.7046508789,60293.164489746094,54289.243560791016,64896.94482421875,72317.00527954102
PG(34:1),94625.0069580078,98759.02758789062,75341.0654296875,84263.34558105469,104941.1082763672,83637.0458984375,87044.42694091797,92546.8056640625,97016.3271484375,110687.7080078125,94483.4663696289,90451.7862548828,71242.86572265625,70110.50451660156,86161.50659179688
PG(34:2),61865.78451538086,72865.54510498047,59468.704833984375,64478.34426879883,66565.54452514648,59144.98461914063,62402.36451721192,58951.363708496094,62951.82421875,66409.44396972656,70047.14520263672,60949.6643371582,53909.76425170898,46673.04379272461,63638.90447998047
PG(34:3),62944.06396484375,72847.94598388672,58371.24456787109,67213.66467285156,59765.58447265625,55731.06414794922,59389.14410400391,59029.723876953125,72619.38543701172,65866.82543945312,62880.80453491211,60156.80432128906,51316.90350341797,50856.38357543945,61119.82482910156
PG(34:4),54064.4638671875,65700.20458984375,51828.84368896485,62481.96432495117,58445.26416015625,57604.16400146485,51124.52349853516,50943.86380004883,59670.64373779297,65237.984802246094,56091.54336547852,56303.083984375,51233.14318847656,51276.02380371094,57067.52410888672
PG(34:5),98848.58682250977,136217.45016479492,106144.8264465332,113697.42837524414,89846.84503173828,94560.66693115234,93091.48733520508,91123.22644042967,114854.7078552246,113787.20703125,96956.06671142578,107448.30584716795,81746.66543579102,82222.4260559082,109511.1272277832
PG(34:5)_2,93951.42669677734,120037.7671508789,94973.30615234376,105226.00897216795,87226.1467590332,90437.16638183594,93001.22705078124,85250.4059753418,109379.72705078124,116243.6484375,92314.26574707033,105301.64752197266,68555.92572021484,75991.68591308594,98670.8664855957
PG(34:6),62492.80480957031,82189.62564086914,61685.08441162109,64966.92462158203,88466.5267944336,61463.224182128906,65746.0041809082,61748.304443359375,70648.46466064453,76898.20538330078,68447.42443847656,60929.28512573242,56236.7038269043,205641.6192626953,60219.76390075684
PG(36:0),161425.8114013672,163240.29028320312,133486.2294921875,161855.33044433594,120362.70886230467,120062.92929077148,137429.3504638672,138971.9110107422,155276.81091308594,160520.53149414062,145426.36944580078,133008.84814453125,104161.4268798828,119120.2685546875,134365.41009521484
PG(36:1),429031.01171875,319739.82080078125,168404.01171875,309153.0009765625,166981.65258789062,166357.49145507812,186507.41333007807,432836.1142578125,327750.125,465343.634765625,241880.8974609375,308539.82080078125,163990.11303710938,152643.41088867188,191490.91357421875
PG(36:2),312738.2443847656,224894.81396484372,156952.45068359375,219512.89697265625,136565.0096435547,124319.60900878906,141173.46923828125,282126.40283203125,210270.61474609372,295363.35888671875,291566.50341796875,230261.67651367188,135456.6688232422,147769.42932128906,119517.82763671876
PG(36:3),67619.90502929688,72386.58462524414,59820.203552246094,70320.92504882812,62004.74420166016,58023.80438232422,57461.044189453125,60058.06451416016,64602.94482421875,65802.70471191406,74620.64590454102,61693.52490234375,51583.30340576172,48415.143463134766,60826.74398803711
PG(36:4),74410.66467285156,84260.36657714844,71186.66528320312,80452.54571533203,70165.92352294922,65921.06439208984,71613.40441894531,66605.70458984375,81562.94561767578,79938.54602050781,73942.56567382812,71065.82586669922,60300.66430664063,60757.76446533203,73727.0849609375
PG(36:5),50790.56378173828,63652.20468139648,56045.08367919922,57807.28387451172,55682.70397949219,51790.00421142578,54978.50360107422,52785.60409545898,60590.14431762695,64185.92456054688,54459.46401977539,53252.52368164063,45094.44317626953,46931.08288574219,59748.62362670898
PG(36:6),50681.82357788086,70225.76593017578,54638.98431396485,64160.32427978516,63869.40368652344,51691.30374145508,58855.88381958008,54585.30364990234,63522.98452758789,65156.74542236328,56194.36380004883,52177.62341308594,50280.56369018555,49347.50354003906,70817.20590209961
PG(36:7),79149.00595092773,77981.22583007812,60613.324645996094,69147.34451293945,76128.12466430664,68683.0655670166,72932.4455871582,64965.86462402344,71985.40545654297,77834.86557006836,81653.72518920898,69992.90530395508,66273.86456298828,66902.44519042969,67029.74417114258
PG(36:8),386411.1553955078,292627.7795410156,193368.9156494141,297908.6530761719,387173.6243286133,277586.1055297852,344737.4437866211,274496.64221191406,296234.89935302734,296965.7359008789,341300.18225097656,330747.1040649414,369803.4525146485,271330.4959716797,158835.33087158203
PG(38:0) | PG(P-40:6),190174.7135620117,167925.13342285156,124772.2085571289,169809.42895507812,198558.65600585935,141366.56799316406,170645.83209228516,178780.8350830078,171645.53173828125,186674.55206298828,231502.2156982422,187513.8119812012,186827.71124267575,146874.11010742188,105925.58773803712
PG(38:1),121216.64819335938,105921.36688232422,90607.34552001952,109294.20849609376,106595.76861572266,87448.78564453125,98048.48657226562,119056.64770507812,115862.64855957033,144494.67224121094,154156.64916992188,114817.3272705078,97556.76593017578,82408.92608642578,89344.10607910156
PG(38:2),145187.01055908203,143769.7691040039,135439.39141845703,147819.08984375,174621.65255737305,98696.74505615234,139263.43008422852,152019.31030273438,162822.4302368164,183788.2542724609,293659.704284668,182344.57415771484,161890.5516052246,116573.74868774414,109882.30865478516
PG(38:3),80991.42547607422,79688.54602050781,70741.84423828125,79192.40533447266,67800.78381347656,58550.32345581055,72152.52508544922,81596.04498291016,84256.14660644531,103815.64666748048,123004.24932861328,83887.6265258789,67932.84490966797,58492.76458740234,71429.86563110352
PG(38:4),136480.009765625,126488.54956054688,90277.52606201172,119284.06762695312,90394.20678710938,92182.96667480467,99562.02746582033,136852.609375,124769.32934570312,152429.77026367188,108377.70751953124,112404.96801757812,80060.46661376953,85231.92596435547,91493.54626464844
PG(38:5),73184.16552734375,80117.82525634766,63794.76446533203,75128.88568115234,72651.28466796875,68546.22485351562,69885.64471435547,66843.80450439453,71816.18493652344,80462.56622314453,73143.40551757812,69600.34539794922,56772.623291015625,55807.96441650391,72984.76446533203
PG(38:6),72126.76470947266,93351.48645019533,65490.14456176758,79418.06610107422,93411.40649414062,67631.82458496094,78120.3251953125,75297.84487915039,80243.22497558594,83531.10577392578,85172.24615478516,74013.30462646484,71672.02618408203,62291.72412109375,78882.544921875
PG(38:7),235200.4008178711,229901.9549560547,161570.07202148438,222099.0767211914,350485.86111450195,182212.89190673828,259120.6607666016,192790.80987548828,235963.1780395508,212291.1159057617,296591.3388977051,224844.33532714844,379159.5712585449,182919.5133666992,146758.23376464844
PG(38:8),68125.20458984375,75823.2456665039,69245.04504394531,72014.1049194336,70308.88424682617,64020.744689941406,70646.2240600586,68165.92510986328,72259.22421264648,81806.74505615234,94550.08639526369,75422.54528808594,65800.88488769531,58871.28411865234,70759.24487304688
PG(38:9),91124.20709228516,95750.58721923828,78785.52627563477,100291.76586914062,112607.68743896484,75827.7045288086,98773.00704956056,88645.16540527344,100570.40673828124,102260.98614501952,146055.21295166016,99468.36779785156,95365.22686767578,71459.66516113281,89047.78598022461
PG(40:0) | PG(P-42:6),386680.98541259766,359981.8244628906,318848.2037353516,375699.0263671875,273436.478515625,273960.65966796875,301134.34674072266,245571.67846679688,323370.88092041016,299949.12396240234,297352.6412353516,284757.35888671875,263359.6002807617,277818.641784668,370156.6664428711
PG(40:0) | PG(P-42:6)_2,328446.0856323242,327849.5430908203,292347.3389892578,351540.8924560547,255408.5947265625,264658.8729248047,273542.41900634766,235521.25915527344,298972.8729248047,283724.8239135742,277558.0202636719,249574.17474365237,243686.5756225586,261725.3572998047,352662.24353027344
PG(40:1),60631.38446044922,67263.86441040039,50071.84387207031,59966.364318847656,63952.144958496094,47450.92346191406,56693.104064941406,56785.84405517578,61322.64392089844,67440.46411132812,54508.62457275391,60133.38409423828,45627.543060302734,47570.14315795898,64269.96405029297
PG(40:10),347433.8899536133,384750.243347168,132398.00854492188,317825.1064453125,845022.247467041,280562.9995727539,599872.6474609375,148833.0092163086,310347.1228027344,266139.2975769043,440369.03125,349165.94775390625,260231.598815918,233162.5552368164,257394.07998657227
PG(40:2),152889.55078125,235470.77667236328,115554.06912231444,185994.95513916016,335838.4853210449,147535.951171875,283149.9178466797,98239.52685546876,205937.39331054688,232124.9974975586,240617.85546875,170979.5723876953,104503.00756835938,126271.88916015624,340107.0608520508
PG(40:3),67243.22509765625,76191.64556884766,65587.74530029297,69096.68505859375,61867.403869628906,60491.684020996094,63756.14483642578,73830.7456665039,72138.90551757812,77787.4658203125,62706.44451904297,69079.66436767578,56021.24395751953,51627.88348388672,68091.9446105957
PG(40:4),131304.76879882812,125203.9090576172,73237.7451171875,111929.42785644533,72138.82513427734,84477.04565429688,89779.00659179688,136078.26928710938,124583.2686767578,143169.44995117188,89830.14660644531,103473.0281982422,69679.68518066406,82969.74548339844,88710.42663574219
PG(40:5),214803.2353515625,189214.67333984372,98597.66650390624,155818.65063476562,96212.92736816406,116205.888671875,134482.56872558594,214730.83447265625,189616.4755859375,238564.677734375,122842.1495361328,145948.81103515625,92044.56652832033,102873.50744628906,130077.3895263672
PG(40:6),1454527.33203125,1134166.7529296875,439533.611328125,905678.443359375,377455.3442382813,608337.8232421875,705732.9873046875,1507705.8779296875,1214776.7060546875,1628535.978515625,599473.2802734375,885874.5595703125,356361.0263671875,513357.11865234375,632660.005859375
PG(40:7),95819.58770751952,109157.82763671876,76022.64544677734,97777.5267944336,83356.36633300781,77835.32458496094,87491.78662109375,104822.06811523438,106104.12817382812,127133.4481201172,131037.12994384766,104698.54748535156,82633.80560302734,88099.34753417969,85600.54602050781
PG(40:8),70589.02517700195,74316.80572509766,64786.14407348633,76690.04595947266,75138.02499389648,58737.784423828125,71536.7844543457,74617.3256225586,77888.14526367188,88967.74719238281,117788.2489013672,88821.12512207031,64692.68453979492,64129.004821777344,75270.48425292969
PG(40:9),73295.86639404297,81593.3857421875,62658.38494873047,78606.86535644531,107797.2470703125,67421.0844116211,84672.28698730469,66907.54553222656,80412.78503417969,73496.685546875,96233.66680908205,77307.64636230469,66826.6655883789,59659.78411865234,69086.00448608398
PG(42:0),191951.00843811035,189561.2371826172,67832.3440246582,118242.12942504884,130338.26936340332,146706.37237548828,170693.11334228516,60730.363830566406,115512.04943847656,111320.38674926758,115512.82995605467,141756.80856323242,56446.724060058594,111010.16737365724,217045.31257629397
PG(42:1),50540.44409179688,54910.44375610352,48594.683349609375,54373.26290893555,56337.74450683594,54736.624084472656,56178.68392944336,52285.224029541016,56569.78471374512,63088.00430297852,55951.32357788086,45261.36364746094,44489.80303955078,51046.00354003906,59353.02442932129
PG(42:10),60959.76477050781,68879.08529663086,53123.06378173828,63663.584869384766,52832.76388549805,55560.32455444336,55439.14297485352,56988.46380615234,69950.98471069336,61197.36407470703,60771.84506225586,56950.96380615234,45197.04302978516,47537.503494262695,61894.284576416016
PG(42:11),211025.7693786621,216991.89895629883,187432.17050170896,205345.1366882324,160206.6521911621,169173.9524230957,192983.8348693848,159590.43127441406,242892.83905029297,201742.57876586917,183121.14950561523,173374.3127746582,161634.6124267578,166181.4921875,257570.59176635745
PG(42:2),61565.16424560547,62108.04452514648,46965.04309082031,62189.46389770508,59099.223205566406,54113.34405517578,65301.14498901367,46682.3434753418,59565.60437011719,65217.56439208984,63501.544036865234,53564.103515625,41957.342681884766,45722.68322753906,62149.844787597656
PG(42:3),244389.21502685547,220453.49542236328,102580.22747802734,191108.21502685547,184676.6134033203,162115.51239013672,255126.0132446289,85029.10598754883,141411.22943115234,159264.60986328125,215268.4339599609,169165.3916015625,79893.3052368164,138472.52822875977,264390.27673339844
PG(42:4),46201.92303466797,55963.2038269043,39670.80233764648,49291.34387207031,67969.06617736816,42449.64309692383,60225.58432006836,42988.94256591797,53714.80422973633,54180.544342041016,53544.02340698242,43789.84332275391,57711.90460205078,47470.62356567383,54926.94329833984
PG(42:5),44851.36322021485,59732.40423583984,39687.96212768555,52950.54333496094,51533.30358886719,44770.422912597656,49600.5637512207,44707.50329589844,52614.96401977539,51154.80352783203,49827.58319091797,50938.74362182617,42491.242614746094,43987.62313842773,47873.883728027344
