Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo
PS (34:2),28244.48190307617,29589.622215271,57051.32452392578,23647.801418304443,28983.442150115967,56740.58432006836
PS (34:3),29484.042110443115,34357.60266494751,53135.88394165039,22502.74178314209,31584.602333068848,54617.44412231445
PS (34:4),27053.52196121216,34245.30263519287,51304.2236328125,17984.081413269043,29519.5419960022,51235.24337768555
PS (34:5),27784.181964874268,37686.98307800293,79166.4045715332,47567.00342178345,33285.862270355225,81803.86569213867
PS (34:5)_2,27771.62190246582,34721.622734069824,80673.50540161133,42399.2419128418,34421.84258270264,83893.6254272461
PS (34:6),24951.141883850098,32699.482292175293,65692.1050415039,142843.43180084229,29347.222053527832,65548.40490722656
PS (36:0),52549.66367340088,60438.464557647705,115006.9678955078,44962.10311889648,59829.26461791992,110059.00701904295
PS (36:1),137029.02909469604,129963.98874282835,146418.57006835938,72288.98529052734,123061.1686515808,146508.30981445312
PS (36:2),63908.42454147339,67792.4247970581,126987.64764404295,49254.50372314453,62383.60438537598,138668.11291503906
PS (36:3),29035.64197158813,34248.58232116699,52435.18371582031,17649.68130493164,34370.862438201904,57765.043884277344
PS (36:4),33049.14226913452,41176.46319580078,59294.86444091797,25414.041717529297,36595.26277542114,59114.84423828125
PS (36:5),23301.781715393063,30845.822242736816,50189.90362548828,20675.521286010742,29743.5221824646,50281.74380493164
PS (36:6),23102.021530151367,26010.281761169437,46654.62338256836,21653.82134246826,25778.4619178772,49540.68348693848
PS (36:7),25541.70160293579,33762.982177734375,59260.40390014648,23259.72164916992,29721.72198867798,61183.22409057617
PS (36:8),30898.242126464844,52985.34368133545,119267.4090576172,58220.26341247559,42942.22340393066,163626.9116821289
PS (38:0),29842.802211761475,46285.54327774048,92771.20642089844,39661.12279891968,37837.14256286621,114441.9077758789
PS (38:1),36252.38250732422,49678.80324554443,82135.94506835938,22959.521606445312,41244.42267990112,83984.28564453125
PS (38:2),31037.362300872803,61553.58427810669,104064.0473022461,27952.92176055908,36069.982387542725,105068.06900024414
PS (38:3),30688.4422416687,39495.9427986145,62247.20446777344,17541.421295166016,36147.64267349243,59362.7041015625
PS (38:4),49001.9236869812,53438.68347549439,94174.46667480467,28734.261917114258,52095.28372192383,100299.50756835938
PS (38:5),33377.48243713379,39230.20303344727,58725.8837890625,24485.44190979004,35905.72239303589,59935.64392089844
PS (38:6),28337.902137756348,36072.66287994385,62120.24450683594,23106.761512756348,31888.60249710083,70326.74536132812
PS (38:7),27409.541877746586,70132.48434066772,180867.95166015625,58906.924072265625,51996.56415557861,279008.9810180664
PS (38:8),29330.202045440677,40497.84229660034,67255.32421875,24820.02179336548,36799.0825843811,65434.28433227539
PS (38:9),32052.202377319336,42857.60329055786,70324.34484863281,26874.50177383423,37595.20279693604,85030.70556640625
PS (40:0) | PSp (42:6),41653.04306411743,113760.36706542967,380188.1705932617,177705.2520904541,108233.2865524292,335032.8285522461
PS (40:0) | PSp (42:6)_2,40466.602840423584,102680.2477722168,371253.7004394531,166732.0551223755,101378.22603988647,302876.7612915039
PS (40:1),24846.28187942505,32428.902477264404,49680.32345581055,20830.021396636963,28094.381855010983,48614.763092041016
PS (40:2),25238.72187423706,38549.94263458252,122584.6692199707,54483.86336517334,34659.04245376587,199101.61260986328
PS (40:3),31604.92249298096,34947.28252029419,50396.42370605469,24474.98171615601,36222.18265533447,52301.2236328125
PS (40:4),47740.58346939087,48527.02350616455,67762.5849609375,35266.90187072754,48716.643699646,72611.02526855469
PS (40:5),61503.42422866821,60496.20446014404,95253.02709960938,41279.542892456055,58040.82428741455,95002.6669921875
PS (40:7),35082.66262054443,55661.92359161377,72350.70443725586,24784.761505126957,34618.66235733032,70126.6450805664
PS (40:8),26213.02188873291,39678.782791137695,56933.14410400391,23164.181838989258,32247.02252960205,57554.30386352539
PS (40:9),24360.90166091919,34235.96244049072,51768.54345703125,25206.321563720703,28462.342128753666,72447.50537109375
PS (42:0),21901.74153137207,34103.22285079956,110022.30740356444,47223.00411224365,29299.68210220337,126264.74868774414
PS (42:10),21024.401500701904,30278.982166290283,54161.103515625,17597.761405944824,24428.581859588623,55047.24423217773
PS (42:11),21525.68141555786,55404.74418258667,212543.77362060547,135846.29011917114,37413.08275985718,184975.88775634769
PS (42:2),22770.581886291504,30376.281925201416,54709.60363769531,16402.76117324829,27845.56199645996,54672.0036315918
PS (42:3),29692.201862335205,51784.96366500855,181006.39404296875,50668.10291290283,42918.94315338135,195532.33056640625
PS (42:4),20839.921421051025,21408.72150039673,47000.0231628418,16875.381156921387,22594.34152603149,40351.62245178223
PS (42:5),24362.701721191406,27444.84181213379,36792.202728271484,15844.36102294922,24956.341804504395,41942.26257324219
PS (42:6),26525.66180801392,33556.02208328247,55639.64352416992,19972.041591644287,33636.54258728027,60825.10433959961
PS (42:7),27903.301975250244,30316.802360534668,42465.76300048828,22884.16167449951,28958.642082214355,45243.60305786133
PS (42:8),23938.601669311523,30963.70237350464,42894.10302734375,20381.3415222168,29448.68202972412,46805.36392211914
PS (42:9),28539.381729125977,28434.56192779541,37268.68264770508,14421.341094970703,28557.362224578857,43177.142822265625
PS (44:0),16624.541172027588,18479.601230621334,23755.58192443848,13392.22077178955,19694.341430664062,27002.10195922852
PS (44:1),19361.58149337769,18589.501300811768,28753.141830444336,11813.840797424316,18346.60121154785,26964.081901550293
PS (44:10),25376.701740264893,25484.841796875,39640.28308105469,20280.90146636963,26856.94172668457,41305.72290039063
PS (44:2),20098.14154434204,21967.72152709961,32096.08233642578,12178.240711212158,22200.52174758911,33032.28227996826
PS (44:4),17683.861248016357,22565.721504211426,34832.543060302734,12598.901027679443,19007.681350708008,33246.74230957031
PS (44:5),16767.281200408936,19577.92119216919,32575.182220458984,10983.300621032717,20297.121509552,31659.84230041504
PS (44:6),16558.941177368164,19390.96147918701,32815.2822265625,13260.36107635498,20587.741401672363,32060.782470703125
PS (44:7),18215.40124130249,22699.421703338623,33124.182067871094,15470.561073303224,20764.50143432617,34663.68280029297
PS (44:8),17206.661235809326,19832.98131942749,34271.42218017578,13413.96100616455,22014.221618652344,33928.96222686768
PSo (20:0),29218.322265625,30385.2419128418,37466.84211730957,13733.380950927734,42068.103099823,41341.4828414917
PSo (28:0),22133.34138488769,38209.5823059082,108002.76866149902,25333.761672973636,33433.782287597656,106794.78775024414
PSo (30:0),21966.701652526852,30245.442321777344,69601.96459960938,16776.221237182617,33629.782707214355,93577.20697021484
PSo (30:1),16233.201210021973,29933.322284698486,63117.80459594727,16361.20122909546,32295.222457885742,63959.58477783203
PSo (32:0),25852.281677246094,30352.22233200073,49335.80337524414,27122.88250732422,27148.8818397522,45960.10354614258
PSo (32:1),20385.56133651733,23403.401649475098,39864.58279418945,19157.401165008545,27001.942180633545,35908.58279418945
PSo (34:0),30251.3825302124,41917.32263565064,98079.52734375,46418.9838256836,33054.22233200073,111623.72662353516
PSo (34:1),23042.661659240723,28631.562034606934,48054.22296142578,19556.521396636963,27451.141834259037,47423.4430847168
PSo (34:2),26645.101978302,30277.30214691162,50544.72351074219,21426.22151184082,30979.92222976685,47019.94314575195
PSo (34:2)_2,28993.80205154419,32949.28254318237,58812.323974609375,21859.341270446777,32499.341972351074,58376.944580078125
PSo (34:4),27745.921981811523,30841.122371673584,44446.06317138672,21164.86173248291,32565.12243652344,48575.9033203125
PSo (36:2),30838.542205810547,34921.32266235352,56755.46405029297,19655.201210021973,32036.502250671387,55991.10385131836
PSo (36:3),20394.661514282227,30845.542251586918,53172.00323486328,19401.501735687256,26921.70184326172,61196.94467163086
PSo (36:4),26255.16171646118,35683.662925720215,49081.783447265625,17994.181259155273,27775.721839904785,55398.764221191406
PSo (36:5),25450.221961975098,30065.842128753666,50564.42337036133,19323.62148666382,26926.841926574707,48320.883392333984
PSo (38:0),26452.421951293945,53572.88368988037,126662.869140625,37018.02270126343,43595.78284072876,187579.35357666016
PSo (38:2),32576.642532348636,35404.76239776611,67299.18481445312,27122.602058410645,35722.882442474365,73017.74517822266
PSo (38:3),25455.581741333008,36980.023052215576,73630.32443237305,29244.14182662964,32564.28242492676,81477.9853515625
PSo (38:3)_2,29388.58187866211,43458.12328720093,66593.58486938477,22724.921615600582,34477.942401885986,65992.06509399414
PSo (38:4),23762.96176147461,34140.20235443115,60172.30380249024,29120.321807861328,33879.30241775513,58954.60427856445
PSo (38:5),25041.401653289795,25851.80184173584,46206.26348876953,19493.24131011963,28542.54202651977,49534.3034362793
PSo (38:6),23094.38164520264,29434.462200164795,48301.16320800781,19004.14136123657,28362.36187362671,51068.56393432617
PSo (40:0),33927.86237716675,59635.6838760376,73228.56451416016,24537.52142715454,36309.34260177612,66764.1044921875
PSo (40:1),26189.201740264893,45833.18311691284,60243.76428222656,15757.561141967772,31489.0620803833,60634.26373291016
PSo (40:2),23522.901767730717,34556.52219390869,52298.38391113281,17212.58110809326,31596.60227203369,63179.32485961914
PSo (40:3),23006.52183532715,52334.96401596069,183610.41137695312,57291.74323654175,35617.00284576416,433497.2169189453
PSo (40:4),24127.201690673828,33258.78211593628,54396.80340576172,16698.161102294922,26793.42181777954,48022.76333618164
PSo (40:5),24470.441787719727,33524.30237579346,48021.263244628906,15822.30109024048,27654.602058410645,48615.14331054688
PSo (40:6),26043.381954193115,41567.52252960205,119467.74816894533,32251.002532958984,38864.58324432373,132239.30880737305
PSo (40:6)_2,349125.90686798096,279834.4401741028,445752.6918945313,162528.09204101562,279946.3200263977,445754.8525390625
PSo (42:1),23803.881771087646,26293.36184310913,41972.16293334961,16214.12131881714,26875.68185043335,39924.84298706055
PSo (42:2),24477.241691589355,28288.90200805664,38749.14251708984,16810.161289215088,27566.141815185547,41917.62271118164
PSo (42:4),22861.00173187256,37326.70275115967,151613.41412353516,91156.94581604004,33550.242305755615,119829.50979614258
PSo (42:6),25561.501831054688,38600.72260284424,82345.0051574707,34040.422550201416,32157.12225341797,88751.14682006836
PSp (16:0),39630.64278793335,41732.70322036743,119935.60968017578,72769.10659790039,48000.14304351807,120503.6495361328
PSp (20:0),24464.42161178589,29659.962020874023,28215.04196929932,19592.56128311157,26278.381755828857,26775.10187149048
PSp (28:0),18389.62134552002,32361.581939697266,59841.243896484375,17918.18144607544,25167.001693725582,58117.08399963379
PSp (30:1),20449.78143692017,27264.84169769287,63334.66424560547,21940.241470336918,26484.20182800293,71069.68515014648
PSp (32:1),18134.541328430176,26190.421894073486,51219.20346069336,17512.081310272217,25325.221549987797,52697.36364746094
PSp (34:4),25680.00173187256,32458.62261581421,48377.18377685547,45747.222759246826,28341.642261505127,47387.90377807617
PSp (36:5),29855.26221847534,37615.28256607056,73515.205078125,48082.6628112793,32064.202224731445,90734.66595458984
PSp (38:6),52996.843715667725,65248.32472229004,110382.3076171875,49878.52363586426,61019.94493865967,110431.82824707033
PSp (40:2),27720.36208724976,39617.46277618408,146906.04928588867,57656.744888305664,38915.863037109375,299423.63876342773
PSp (40:6),31382.882278442383,51161.74355697632,99210.9672241211,44923.30249786377,38605.64244842529,119952.9891357422
PSp (42:2),21592.88140106201,26906.321758270264,48529.12362670898,12710.580932617188,25676.021728515625,53989.28329467773
PSp (42:4),19672.841464996334,28113.481872558597,41634.4033203125,13959.520858764648,25103.84177017212,36045.72271728516
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",2062470.00390625,2131012.852783203,2539749.9416503906,2120231.123046875,2011467.1862792969,2085157.050048828
SM (d16:1/18:1),111269.48789978027,229170.87420654297,87010.42518615723,86851.34707641602,103904.82705688477,130885.8682861328
SM (d16:1/22:1),1207193.2399902344,5437974.304656982,673306.9832458496,1247154.2617797852,2497571.473876953,1844335.2798156736
SM (d16:1/24:0),460378.3971710205,1890418.8298339844,265820.0141906738,409088.1113128662,721065.1357116699,687718.9860534668
SM (d16:1/24:1),798551.415435791,3613924.268737793,390620.3622894287,650034.2155151367,1173792.942062378,969719.1301879884
SM (d18:0/12:0),87696.48693847656,97232.0867614746,72997.26553344727,87750.62545776367,89388.18798828125,81285.0855102539
SM (d18:0/14:0),90183.08587646484,104072.107421875,92571.00637817384,82725.40588378906,93948.7671508789,91119.44619750977
SM (d18:0/16:0),104744.42742919922,218924.4948425293,86264.16552734375,79365.70663452148,102086.18530273438,132220.0478515625
SM (d18:0/18:0),646790.3445739746,3355074.3107299805,387007.165802002,874463.4162597656,1675870.530456543,1525237.4225769043
SM (d18:0/20:0),1019263.398864746,4753328.135620117,619642.6990661621,895897.2325439453,1590509.619064331,1432825.349761963
SM (d18:0/22:0),430504.39012146,1828594.982055664,281795.0791015625,397172.8137207031,657565.2953491211,589645.3756256104
SM (d18:0/24:0),786915.3976593018,2145729.74017334,670520.4603881836,583360.2977294922,995374.9164733888,1318410.2179412842
SM (d18:0/26:0),1587324.744140625,2151165.0393066406,1669145.35546875,1392685.139892578,1626454.0061035156,1545423.2053222656
SM (d18:1/12:0),128768.28689575195,137950.14904785156,122527.06896972656,121485.5482788086,140741.2492980957,132238.55078125
SM (d18:1/14:0),98306.40664672852,106191.0078125,102954.98663330078,90180.10604858398,96833.90756225586,96697.30679321288
SM (d18:1/16:0),108107.82632446288,230933.01481628415,88607.52571105957,85046.06448364258,104144.30682373048,125968.2876739502
SM (d18:1/18:0),682279.943939209,3084880.11138916,408880.98583984375,891498.1339111328,1764869.729095459,1473095.344909668
SM (d18:1/18:1)9Z)),602381.1047058105,3317836.9109802246,375848.6254272461,891950.1547241211,1644986.013519287,1595664.4650878906
SM (d18:1/20:0),1017063.7251586914,4682154.250610352,606570.4305419922,831895.1991882324,1515269.795288086,1445454.850067139
SM (d18:1/24:0),837272.7795715332,2103555.634033203,710685.7127075195,609858.1176452637,985547.6075744628,1263981.736541748
SM (d18:1/24:1)15Z)),957197.157836914,2870851.6364746094,783695.6101989746,717504.469909668,1215124.3005065918,1418853.7903137207
SM (d18:1/26:0),1484328.4926757812,2116077.655517578,1569662.8957519531,1303604.6479492188,1536860.0285644531,1488390.1486816406
SM (d18:1/26:1)17Z)),1380795.35546875,2156494.9729003906,1383179.431640625,1247506.6166992188,1445110.442138672,1388706.9855957031
SM (d18:2/14:0),99206.14666748048,105020.2876586914,92266.58618164062,87728.14599609375,100650.88720703124,95723.60766601562
SM (d18:2/18:1),560729.3284454346,2930172.4240722656,385964.7152709961,675346.5088806152,1427978.7950134275,1354791.1040649414
