,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
87,"Cer(d14:2(4E,6E)/16:0)",480.4,206.4,16321.661117553713,480.4 -> 206.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,"(d14:2(4E,6E)",None
88,Cer(d18:1/12:0),482.5,264.4,25365.0817565918,482.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/12:0),None
89,Cer(d15:1/16:0),496.5,222.4,28685.962020874023,496.5 -> 222.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d15:1/16:0),None
90,Cer(d18:0/13:0),498.5,266.4,41184.04275512695,498.5 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/13:0),None
91,CerP(d18:1/8:0),506.4,264.4,33248.70245361328,506.4 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/8:0),None
92,"Cer(d14:2(4E,6E)/18:1(9Z))",506.5,206.4,13665.06095123291,506.5 -> 206.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,"(d14:2(4E,6E)",None
93,Cer(d18:2/14:0),508.5,262.4,21388.84144592285,508.5 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/14:0),None
94,Cer(d18:1/14:0),510.5,264.4,34530.7822265625,510.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/14:0),None
95,Cer(d18:0/14:0),512.5,266.4,50856.26361083984,512.5 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/14:0),None
96,Cer(d18:2/15:0),522.5,262.4,22950.80187988281,522.5 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/15:0),None
97,Cer(d16:1/17:0),524.5,236.4,36450.52267456055,524.5 -> 236.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d16:1/17:0),None
98,Cer(d18:0/15:0),526.5,266.4,43407.602966308594,526.5 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/15:0),None
99,"Cer(d14:2(4E,6E)/20:1(11Z))",534.5,206.4,18195.26148223877,534.5 -> 206.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,"(d14:2(4E,6E)",None
100,Cer(d18:2/16:0),536.5,262.4,23382.72171020508,536.5 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/16:0),None
101,Cer(d18:1/16:0),538.5,264.4,38499.72271728516,538.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/16:0),None
102,Cer(d18:0/16:0),540.5,266.4,84237.666015625,540.5 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/16:0),None
103,"Cer(d15:2(4E,6E)/20:0)",550.5,220.4,39650.562911987305,550.5 -> 220.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,"(d15:2(4E,6E)",None
104,Cer(d18:1/17:0),552.5,264.4,40616.56295776367,552.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/17:0),None
105,Cer(d18:0/17:0),554.6,266.4,103740.6279296875,554.6 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/17:0),None
106,CerP(d18:1/12:0),562.4,264.4,32613.582275390625,562.4 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/12:0),None
107,Cer(d18:2/18:1),562.5,262.4,23899.32177734375,562.5 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/18:1),None
108,Cer(d18:1/18:1(9Z)),564.5,264.4,31446.062286376957,564.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/18:1(9Z),None
109,Cer(d18:1/18:0),566.6,264.4,28675.522033691406,566.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/18:0),None
110,Cer(d18:0/18:0),568.6,266.4,40826.322814941406,568.6 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/18:0),None
111,Cer(d18:0/h17:0),570.5,266.4,36675.40258789063,570.5 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/h17:0),None
112,"Cer(d15:2(4E,6E)/22:0)",578.6,220.4,18799.70132446289,578.6 -> 220.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,"(d15:2(4E,6E)",None
113,Cer(d18:1/19:0),580.6,264.4,42978.6032409668,580.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/19:0),None
114,Cer(d18:0/19:0),582.6,266.4,37957.802490234375,582.6 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/19:0),None
115,CerP(d18:1/14:0),590.5,264.4,43235.70327758789,590.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/14:0),None
116,Cer(d18:2/20:1),590.6,262.4,27688.74201965332,590.6 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/20:1),None
117,Cer(d18:2/20:0),592.6,262.4,27019.16209411621,592.6 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/20:0),None
118,Cer(d18:1/20:0),594.6,264.4,29753.861755371094,594.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/20:0),None
119,Cer(d18:0/20:0),596.6,266.4,40378.80267333984,596.6 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/20:0),None
120,Cer(d18:2/21:0),606.6,262.4,36043.38250732422,606.6 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/21:0),None
121,Cer(d16:1/23:0),608.6,236.4,20381.52138519287,608.6 -> 236.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d16:1/23:0),None
122,Cer(d18:0/21:0),610.6,266.4,161184.93188476562,610.6 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/21:0),None
123,CerP(d18:1/16:0),618.5,264.4,23629.98181152344,618.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/16:0),None
124,CerP(d18:0/16:0),620.5,266.4,135065.88647460938,620.5 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:0/16:0),None
125,Cer(d18:2/22:0),620.6,262.4,32058.42248535156,620.6 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/22:0),None
126,Cer(d18:1/22:0),622.6,264.4,24002.86163330078,622.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/22:0),None
127,Cer(d18:0/22:0),624.6,266.4,147861.1506652832,624.6 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/22:0),None
128,Cer(d18:2/23:0),634.6,262.4,35503.162536621094,634.6 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/23:0),None
129,Cer(d18:1/23:0),636.6,264.4,29695.122009277344,636.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/23:0),None
130,Cer(d18:0/23:0),638.6,266.4,70578.20520019531,638.6 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/23:0),None
131,CerP(d18:1/18:0),646.5,264.4,46691.52333068848,646.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/18:0),None
132,SM(d18:1/12:0),647.5,184.1,123416.40893554688,647.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:1/12:0),None
133,Cer(d18:1/24:1(15Z)),648.6,264.4,45491.96249389648,648.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/24:1(15Z),None
134,SM(d16:0/14:0),649.5,184.1,132465.57006835938,649.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:0/14:0),None
135,Cer(d18:1/24:0),650.6,264.4,47688.70349121094,650.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/24:0),None
136,Cer(d18:0/24:0),652.7,266.4,115357.70776367188,652.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/24:0),None
137,Cer(d18:2/25:0),662.6,262.4,35312.16232299805,662.6 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/25:0),None
138,SM(d18:0/13:0),663.5,184.1,205473.8741455078,663.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:0/13:0),None
139,Cer(d18:1/25:0),664.7,264.4,45161.84353637695,664.7 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/25:0),None
140,Cer(d18:0/25:0),666.7,266.4,94354.74658203124,666.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/25:0),None
141,Cer(d18:0/h24:0),668.7,266.4,95063.60705566406,668.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/h24:0),None
142,SM(d18:2/14:0),673.5,184.1,225997.27587890625,673.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:2/14:0),None
143,CerP(d18:1/20:0),674.5,264.4,28104.022018432617,674.5 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/20:0),None
144,SM(d16:1/16:0),675.5,184.1,240187.5366821289,675.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/16:0),None
145,Cer(d18:1/26:1(17Z)),676.7,264.4,28260.16186523437,676.7 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/26:1(17Z),None
146,SM(d16:0/16:0),677.6,184.1,254640.7589111328,677.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:0/16:0),None
147,Cer(d18:1/26:0),678.7,264.4,29251.602096557617,678.7 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/26:0),None
148,Cer(d18:0/26:0),680.7,266.4,98408.84783935548,680.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/26:0),None
149,SM(d18:2/15:0),687.5,184.1,220162.15649414065,687.5 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:2/15:0),None
150,SM(d16:1/17:0),689.6,184.1,254567.97631835935,689.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/17:0),None
151,Cer(d18:2/27:0),690.7,262.4,32103.202209472656,690.7 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/27:0),None
152,SM(d18:0/15:0),691.6,184.1,262196.61810302734,691.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:0/15:0),None
153,Cer(d18:1/27:0),692.7,264.4,24916.221603393555,692.7 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/27:0),None
154,Cer(d18:0/27:0),694.7,266.4,88581.96716308594,694.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/27:0),None
155,Cer(d18:0/h26:0),696.7,266.4,92062.6470336914,696.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/h26:0),None
156,SM(d16:1/18:1),701.6,184.1,280486.9385986328,701.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/18:1),None
157,CerP(d18:1/22:0),702.6,264.4,21980.98166656494,702.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/22:0),None
158,SM(d16:1/18:0),703.6,184.1,279586.8795776367,703.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/18:0),None
159,Cer(d18:2/28:0),704.7,262.4,38205.34271240234,704.7 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/28:0),None
160,SM(d16:0/18:0),705.6,184.1,287454.88134765625,705.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:0/18:0),None
161,Cer(d18:1/28:0),706.7,264.4,20015.42143249512,706.7 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/28:0),None
162,Cer(d20:0/26:0),708.7,294.4,32442.80207824707,708.7 -> 294.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d20:0/26:0),None
163,SM(d18:1/17:0),717.6,184.1,217041.5557861328,717.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:1/17:0),None
164,Cer(d18:2/29:0),718.7,262.4,30516.74188232422,718.7 -> 262.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:2/29:0),None
165,SM(d18:0/17:0),719.6,184.1,214589.1149597168,719.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:0/17:0),None
166,Cer(d18:1/29:0),720.7,264.4,23140.481689453125,720.7 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:1/29:0),None
167,Cer(d18:0/29:0),722.7,266.4,36515.04244995117,722.7 -> 266.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,Cer,Cer,,(d18:0/29:0),None
168,SM(d18:2/18:1),727.6,184.1,170948.2527770996,727.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d18:2/18:1),None
169,CerP(d18:1/24:1(15Z)),728.6,264.4,25948.16175842285,728.6 -> 264.4,Cer,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,CerP,CerP,,(d18:1/24:1(15Z),None
170,SM(d16:1/20:1),729.6,184.1,169404.84954833984,729.6 -> 184.1,SM,CER_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,CER,0.0,SM,SM,,(d16:1/20:1),None
