Sample Name,Cage,Genotype,Sex,Class,Lipid,Transition,Intensity,Blank Subtraction
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(30:4),792.4 -> 515.4,9526.59065246582,433.5999946594238
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(31:0),PI(O-32:0)",814.5 -> 537.5,40732.052825927734,3814.4903259277344
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(31:1),PI(O-32:1),PI(P-32:0)",812.5 -> 535.5,20012.111419677734,2868.2703247070312
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(31:2),PI(P-32:1)",810.5 -> 533.5,15078.87102508545,5849.540351867676
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(31:3),808.5 -> 531.5,8789.360622406006,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(31:4),806.4 -> 529.4,7677.480522155762,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(32:0),PI(O-33:0)",828.6 -> 551.6,100523.037109375,19316.711303710938
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(32:1),PI(O-33:1),PI(P-33:0)",826.5 -> 549.5,56639.68438720703,15131.2412109375
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(32:2),PI(O-33:2),PI(P-33:1)",824.5 -> 547.5,35985.16278076172,8482.750915527344
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(32:3),PI(P-33:2)",822.5 -> 545.5,10496.330726623535,2666.4602012634277
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(32:4),820.5 -> 543.5,8621.380630493164,1185.2300872802734
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(32:5),818.4 -> 541.4,8016.0205726623535,948.0201110839844
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(33:0),PI(O-34:0)",842.6 -> 565.6,35231.93243408203,9462.030487060547
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(33:1),PI(O-34:1),PI(P-34:0)",840.6 -> 563.6,29256.222061157227,8703.61051940918
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(33:2),PI(O-34:2),PI(P-34:1)",838.5 -> 561.5,14461.571067810059,3727.970344543457
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(33:3),PI(O-34:3),PI(P-34:2)",836.5 -> 559.5,11827.570964813232,4110.330432891846
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(33:4),PI(O-34:4),PI(P-34:3)",834.5 -> 557.5,10006.010669708252,1974.720142364502
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(33:5),PI(P-34:4)",832.5 -> 555.5,8619.400650024414,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(34:0),PI(O-35:0)",856.6 -> 579.6,93379.77648925781,32289.30224609375
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(34:1),PI(O-35:1),PI(P-35:0)",854.6 -> 577.6,323932.806640625,241753.98022460938
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(34:2),PI(O-35:2),PI(P-35:1)",852.6 -> 575.6,323395.48065185547,293899.1084289551
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(34:3),PI(P-35:2)",850.5 -> 573.5,94618.34620666504,83913.8053817749
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(34:4),848.5 -> 571.5,17442.351203918457,2092.0902938842773
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(34:5),846.5 -> 569.5,11959.08088684082,203.02001953125
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(34:6),844.5 -> 567.5,17363.791244506836,907.6000518798828
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(35:2),PI(O-36:2),PI(P-36:1)",866.6 -> 589.6,32999.482345581055,20064.061347961426
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(35:3),PI(O-36:3),PI(P-36:2)",864.6 -> 587.6,21872.251525878906,11819.59077835083
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(35:4),PI(O-36:4),PI(P-36:3)",862.5 -> 585.5,11612.900890350342,3513.8503074645996
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(35:5),PI(O-36:5),PI(P-36:4)",860.5 -> 583.5,12118.050804138184,1412.7700462341309
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(35:6),PI(P-36:5)",858.5 -> 581.5,23005.53155517578,3734.1102142333984
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(36:1),PI(O-37:1),PI(P-37:0)",882.6 -> 605.6,224794.0521850586,199970.21046447754
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(36:2),PI(O-37:2),PI(P-37:1)",880.6 -> 603.6,1693145.8062438965,1660367.0039367676
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(36:3),PI(P-37:2)",878.6 -> 601.6,2984331.068939209,2965358.8676452637
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(36:4),876.5 -> 599.5,1266516.6670837402,1255778.286315918
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(36:5),874.5 -> 597.5,60743.93466949463,51543.70401763916
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(36:6),872.5 -> 595.5,20541.081367492676,8950.620635986328
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(36:7),PI(35:0),PI(O-36:0)",870.6 -> 593.6,27522.79167175293,8819.02035522461
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(36:8),PI(35:1),PI(O-36:1),PI(P-36:0)",868.6 -> 591.6,43795.16290283203,24086.36148071289
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(37:3),PI(O-38:3),PI(P-38:2)",892.6 -> 615.6,31999.79177093506,22228.75106048584
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(37:4),PI(O-38:4),PI(P-38:3)",890.6 -> 613.6,19405.801025390625,10371.380424499512
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(37:5),PI(O-38:5),PI(P-38:4)",888.6 -> 611.6,12585.251014709473,3919.7603969573975
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(37:6),PI(O-38:6),PI(P-38:5)",886.5 -> 609.5,13412.190963745117,1423.8200988769531
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(37:7),PI(P-38:6),PI(36:0),PI(O-37:0)",884.6 -> 607.6,37975.80252075195,12061.370666503906
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(38:2),PI(P-39:1)",908.6 -> 631.6,80383.16635894775,71522.3357963562
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(38:3),906.6 -> 629.6,121614.12879180908,112893.52819442749
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(38:4),904.6 -> 627.6,110305.16835784912,102847.63785934448
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(38:5),902.5 -> 625.5,104893.11660003662,95823.7459564209
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(38:6),900.5 -> 623.5,76956.60564422607,66049.90483093262
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(38:7),PI(37:0),PI(O-38:0)",898.6 -> 621.6,30862.161918640137,19729.911094665527
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(38:8),PI(37:1),PI(O-38:1),PI(P-38:0)",896.6 -> 619.6,34871.972747802734,19603.111755371094
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(38:9),PI(37:2),PI(O-38:2),PI(P-38:1)",894.6 -> 617.6,42512.40266418457,31560.471878051758
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(39:4),PI(O-40:4),PI(P-40:3)",918.6 -> 641.6,12476.130867004395,4167.130271911621
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(39:5),PI(O-40:5),PI(P-40:4)",916.6 -> 639.6,17128.581100463867,5489.48030090332
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(39:6),PI(O-40:6),PI(P-40:5)",914.6 -> 637.6,12460.920845031738,2445.6001052856445
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(39:7),PI(P-40:6),PI(38:0),PI(O-39:0)",912.7 -> 635.7,14641.141014099121,3505.390251159668
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(39:8),PI(38:1),PI(O-39:1),PI(P-39:0)",910.6 -> 633.6,25061.60188293457,15268.001182556152
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(40:1),PI(P-41:0)",938.7 -> 661.7,10640.05078125,2611.6302185058594
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(40:10),PI(39:3),PI(O-40:3),PI(P-40:2)",920.6 -> 643.6,13889.951152801514,6386.920604705811
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(40:2),936.6 -> 659.6,14726.050998687744,7782.320537567139
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(40:3),934.6 -> 657.6,17102.99132156372,9091.450748443604
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(40:4),932.6 -> 655.6,17668.43138885498,7817.090721130371
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(40:5),930.6 -> 653.6,44535.05250930786,21066.36064529419
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(40:6),928.6 -> 651.6,87257.5948562622,34281.92079925537
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(40:7),PI(39:0),PI(O-40:0),PI(dO-41:0)",926.7 -> 649.7,48295.77279663086,37185.84200286865
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(40:8),PI(39:1),PI(O-40:1),PI(P-40:0)",924.7 -> 647.7,44951.73349761963,31612.352531433105
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(40:9),PI(39:2),PI(O-40:2),PI(P-40:1)",922.6 -> 645.6,18998.19115447998,9357.730422973633
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(41:5),PI(P-42:4)",944.6 -> 667.6,10956.010831832886,1781.370168685913
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(41:6),PI(O-42:6)",942.6 -> 665.6,8797.21060180664,825.489990234375
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(41:7),PI(P-42:6),PI(40:0),PI(O-41:0)",940.7 -> 663.7,12286.440727233887,1673.7799530029297
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(42:0),968.7 -> 691.7,6943.070503234863,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(42:1),966.7 -> 689.7,7251.930511474609,793.5100746154785
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(42:10),PI(41:3),PI(P-42:2)",948.7 -> 671.7,9573.140787124634,2492.280279159546
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(42:11),PI(41:4),PI(O-42:4)",946.6 -> 669.6,9495.260608673096,2495.5200576782227
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(42:2),964.7 -> 687.6,7106.560493469238,998.1000633239746
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(42:3),962.6 -> 685.6,9486.650638580322,1527.9000434875488
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(42:4),960.6 -> 683.6,7728.570587158203,1534.9301376342773
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(42:5),958.6 -> 681.6,7399.730512619019,461.7600269317627
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(42:6),956.6 -> 679.6,7458.63049697876,584.5100193023682
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(42:7),PI(41:0),PI(O-42:0)",954.7 -> 677.7,10168.100734710693,609.0100593566895
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(42:8),PI(41:1),PI(O-42:1),PI(P-42:0)",952.7 -> 675.7,15056.821014404297,3081.630226135254
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(42:9),PI(41:2),PI(O-42:2),PI(P-42:1)",950.7 -> 673.7,8787.240627288818,1641.4401321411133
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(43:2),978.7 -> 701.7,5946.190414428711,414.7999954223633
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(43:4),974.6 -> 697.6,8293.240547180176,375.04999923706055
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(43:6),970.6 -> 693.6,6725.180446624756,1014.6900424957275
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(44:0),996.7 -> 719.7,5129.940336227417,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(44:1),994.7 -> 717.7,5889.830453872681,775.380054473877
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(44:10),976.6 -> 699.6,6204.030448913574,333.12002182006836
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(44:12),972.5 -> 695.5,6041.110460281372,315.750057220459
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(44:2),992.7 -> 715.7,4664.870302200317,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(44:3),990.7 -> 713.7,5755.670463562012,26.569995880126953
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(44:4),988.7 -> 711.6,5472.730394363403,297.47002029418945
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(44:5),986.6 -> 709.6,5209.270343780518,45.979984283447266
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,PI(44:6),984.6 -> 707.6,5771.77042388916,301.9700584411621
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(44:7),PI(43:0)",982.7 -> 705.7,6700.070415496826,323.8599605560303
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PI,"PI(44:8),PI(43:1)",980.7 -> 703.7,6838.700485229492,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(12:0),442.2 -> 257.2,26048.62171936035,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(13:0),456.2 -> 271.2,30392.242248535156,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(14:0),470.3 -> 285.2,35469.52267456055,1062.9200439453125
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(14:1),468.2 -> 283.2,279395.0400390625,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(16:1),496.3 -> 311.3,2068.980155944824,59.160011291503906
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(17:2),508.3 -> 323.3,34839.50241088867,2221.4202880859375
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(18:1),524.3 -> 339.3,33635.942443847656,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(18:2),522.3 -> 337.3,28347.922149658203,112.06019592285156
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(18:3),520.3 -> 335.3,27568.621780395508,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(18:4),518.3 -> 333.2,26964.881774902344,259.3199462890625
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(20:0),554.3 -> 369.3,31238.821975708008,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(20:1),552.3 -> 367.3,55830.804138183594,2762.860595703125
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(20:2),550.3 -> 365.3,26501.22203063965,127.66015625
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(20:3),548.3 -> 363.3,34005.68193054199,7278.700088500977
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(20:4),546.3 -> 361.3,26786.921646118164,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(20:5),544.3 -> 359.3,44738.582946777344,1508.5800170898438
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(21:0),568.4 -> 383.4,75861.74560546875,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(22:0),582.4 -> 397.4,38324.38247680664,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(22:1),580.4 -> 395.4,26223.442016601562,2613.2804107666016
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(22:2),578.3 -> 393.3,26790.74183654785,1408.480224609375
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(22:4),574.3 -> 389.3,30807.98211669922,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(22:6),570.3 -> 385.3,40123.04275512695,126.67999267578125
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(O-16:0),484.3 -> 299.3,159170.59155273438,2271.560791015625
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(O-18:0),512.3 -> 327.3,249314.556640625,4537.71923828125
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(O-20:0),540.4 -> 355.4,60809.243896484375,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(P-16:0),482.3 -> 297.3,51158.04333496094,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(P-18:0),510.3 -> 325.3,32670.20233154297,1445.6201782226562
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,LPS(P-20:0),538.4 -> 353.3,31497.042510986328,2569.520294189453
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(24:0),624.4 -> 439.4,171642.31201171875,1972.958984375
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(25:0),638.4 -> 453.4,41112.82275390625,3800.840118408203
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(26:0),652.4 -> 467.4,143093.51025390625,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(26:1),650.4 -> 465.4,39178.382720947266,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(28:2),676.4 -> 491.4,25164.46176147461,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(30:3),702.4 -> 517.4,30024.622177124023,678.8201141357422
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(30:4),700.4 -> 515.4,27418.901885986328,210.12002563476562
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(31:3),716.5 -> 531.4,29398.321990966797,797.9202117919922
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(31:4),714.4 -> 529.4,28974.942108154297,1725.2801361083984
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(32:4),728.5 -> 543.4,26786.161987304688,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(32:5),726.4 -> 541.4,29174.802017211914,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(34:4),756.5 -> 571.5,129958.90856933594,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(34:5),754.5 -> 569.5,65775.86376953125,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(34:6),752.5 -> 567.4,96348.7470703125,8725.9208984375
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(36:4),784.5 -> 599.5,37140.40246582031,2014.1598205566406
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(36:5),782.5 -> 597.5,34620.762298583984,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(36:6),780.5 -> 595.5,31544.382354736328,355.1802215576172
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(38:3),814.6 -> 629.6,31438.702117919922,1404.0599670410156
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(38:4),812.5 -> 627.5,36824.782653808594,560.0202331542969
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(38:5),810.5 -> 625.5,35353.36233520508,453.6600341796875
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(38:6),808.5 -> 623.5,35779.62237548828,3961.9800720214844
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(40:2),844.6 -> 659.6,35348.62255859375,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(40:3),842.6 -> 657.6,39072.682678222656,844.4598693847656
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(40:4),840.6 -> 655.6,30579.582244873047,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(40:5),838.6 -> 653.6,30775.14210510254,1285.4200286865234
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(40:6),836.5 -> 651.5,32620.70230102539,3881.560302734375
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(42:0),876.7 -> 691.7,27157.441925048828,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(42:1),874.7 -> 689.6,35518.142486572266,8707.120574951172
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(42:2),872.6 -> 687.6,37397.862701416016,5845.220520019531
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(42:3),870.6 -> 685.6,46293.88327026367,1416.1603088378906
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(42:4),868.6 -> 683.6,28368.221939086914,1388.7200469970703
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(42:5),866.6 -> 681.6,25600.761810302734,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(42:6),864.6 -> 679.6,32897.10250854492,644.1802978515625
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(43:0),890.7 -> 705.7,26077.10189819336,2406.240219116211
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(43:1),888.7 -> 703.7,31069.462173461914,5608.320327758789
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(43:2),886.7 -> 701.6,32205.421905517578,5375.8599853515625
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(43:4),882.6 -> 697.6,28781.922073364258,2597.120132446289
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(43:6),878.6 -> 693.6,25911.541610717773,1439.9999237060547
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(44:0),904.7 -> 719.7,22786.081573486328,1189.2000427246094
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(44:1),902.7 -> 717.7,25208.48183441162,3102.5603256225586
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(44:10),884.5 -> 699.5,28118.701950073242,495.17999267578125
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(44:12),880.5 -> 695.5,24030.021759033203,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(44:2),900.7 -> 715.7,33426.62226104736,10485.000545501709
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(44:3),898.7 -> 713.6,33844.62215423584,10774.300331115723
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(44:4),896.6 -> 711.6,27686.602157592773,3061.3606185913086
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(44:5),894.6 -> 709.6,23645.481658935547,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(44:6),892.6 -> 707.6,23422.58169555664,749.340087890625
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-28:0),666.5 -> 481.5,31263.40219116211,2408.3601989746094
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-29:0),680.5 -> 495.5,204512.69360351562,6609.500732421875
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-30:0),694.5 -> 509.5,32338.422286987305,1353.1403045654297
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-31:0),708.5 -> 523.5,80441.76550292969,5276.6400146484375
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-32:0),722.5 -> 537.5,47310.26348876953,3350.9004821777344
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-33:0),736.5 -> 551.5,77257.66516113281,2330.080322265625
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-34:0),750.6 -> 565.6,45560.263244628906,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-35:0),764.6 -> 579.6,54016.543884277344,1021.1600341796875
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-36:0),778.6 -> 593.6,42763.3825378418,1448.1597900390625
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-37:0),792.6 -> 607.6,41965.62316894531,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-38:0),806.6 -> 621.6,33645.34240722656,946.8800048828125
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-39:0),820.6 -> 635.6,43600.42303466797,1185.0798034667969
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-40:0),834.7 -> 649.7,32485.202514648438,2327.1201782226562
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-41:0),848.7 -> 663.7,50267.103942871094,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-42:0),862.7 -> 677.7,32962.88244628906,1597.679931640625
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-42:4),854.6 -> 669.6,28609.342163085938,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(O-42:6),850.6 -> 665.6,35454.96228027344,3182.1798400878906
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(P-28:0),664.5 -> 479.5,21585.741470336914,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(P-29:0),678.5 -> 493.5,215467.03564453125,7393.2626953125
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(P-30:0),692.5 -> 507.5,25381.041946411133,1741.0204162597656
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(P-30:1),690.5 -> 505.5,26864.221771240234,0.0
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(P-31:0),706.5 -> 521.5,30799.06231689453,616.4803161621094
FAD173-5xFAD-M1liver,FAD173,5xFAD,Male,PS,PS(P-31:1),704.5 -> 519.5,38925.02249145508,0.0
