Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Sample Name Incomplete,Position,Genotype,Group,Sex,Age (weeks),Dilution Factor ,method_type,Blank Subtraction
"PC(37:5),PC(O-38:5),PC(P-38:4)",794.6,184.1,12790.601058959961,794.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,11669.200981140137
"PC(37:4),PC(O-38:4),PC(P-38:3)",796.6,184.1,23473.241180419922,796.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,22319.38109588623
"PC(37:3),PC(O-38:3),PC(P-38:2)",798.6,184.1,11000.020725250244,798.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,9877.300643920898
"PC(38:9),PC(37:2),PC(O-38:2),PC(P-38:1)",800.7,184.1,13434.20087814331,800.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,12229.16079711914
"PC(38:8),PC(37:1),PC(O-38:1),PC(P-38:0)",802.7,184.1,10217.380718231201,802.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,9086.860641479492
"PC(38:7),PC(37:0),PC(O-38:0)",804.7,184.1,37131.102031707764,804.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,35901.5019493103
PC(38:6),806.6,184.1,785041.1869049072,806.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,783160.5667762756
PC(38:5),808.6,184.1,440909.2382507324,808.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,439014.4781112671
PC(38:4),810.6,184.1,768763.3201065063,810.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,766063.3199081421
PC(38:3),812.6,184.1,220755.0919532776,812.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,219519.33186340332
"PC(O-40:9),PC(38:2),PC(P-39:1)",814.7,184.1,79179.84465789795,814.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,77560.48455429077
"PC(39:8),PC(O-40:8),PC(38:1),PC(O-39:1),PC(P-39:0)",816.7,184.1,140189.3929977417,816.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,137128.07279586792
"PC(39:7),PC(P-40:6),PC(38:0),PC(O-39:0)",818.7,184.1,57584.60282897949,818.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,53882.72254180908
"PC(39:6),PC(O-40:6),PC(P-40:5)",820.6,184.1,12145.881118774414,820.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,10970.361042022705
"PC(39:5),PC(O-40:5),PC(P-40:4)",822.6,184.1,5076.840381622314,822.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,4046.620315551758
"PC(39:4),PC(O-40:4),PC(P-40:3)",824.7,184.1,7825.50053024292,824.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,6637.320442199707
"PC(40:10),PC(39:3),PC(O-40:3),PC(P-40:2)",826.7,184.1,3463.1401901245117,826.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,2433.8801193237305
"PC(40:9),PC(39:2),PC(O-40:2),PC(P-40:1)",828.7,184.1,4789.560413360596,828.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,3700.4403343200684
"PC(40:8),PC(39:1),PC(O-40:1),PC(P-40:0)",830.7,184.1,39240.222511291504,830.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,38123.90242767334
"PC(40:7),PC(39:0),PC(O-40:0)",832.7,184.1,154479.93281555176,832.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,153297.35273361206
PC(40:6),834.6,184.1,200366.97192764282,834.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,199151.81185913086
PC(40:5),836.6,184.1,47606.20425033569,836.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,46442.80417251587
PC(40:4),838.6,184.1,20264.961780548096,838.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,19056.54169845581
PC(40:3),840.6,184.1,72763.56451034546,840.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,71471.42441558838
PC(40:2),842.7,184.1,38620.562576293945,842.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,37408.86248397827
"PC(40:1),PC(P-41:0)",844.7,184.1,56702.223651885986,844.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,55175.40354156494
"PC(41:7),PC(P-42:6),PC(40:0),PC(O-41:0)",846.7,184.1,12607.04084777832,846.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,10945.300724029541
"PC(41:6),PC(O-42:6)",848.7,184.1,3698.1403160095215,848.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,2514.4202308654785
"PC(41:5),PC(P-42:4)",850.7,184.1,2023.1001586914062,850.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,889.3600769042969
"PC(42:11),PC(41:4),PC(O-42:4)",852.7,184.1,2244.4001655578613,852.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,1123.1400909423828
"PC(42:10),PC(41:3),PC(O-42:3),PC(P-42:2)",854.7,184.1,9883.040718078613,854.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,8709.920635223389
"PC(42:9),PC(41:2),PC(O-42:2),PC(P-42:1)",856.7,184.1,4129.280345916748,856.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,3058.980270385742
"PC(42:8),PC(41:1),PC(O-42:1),PC(P-42:0)",858.7,184.1,5042.8203048706055,858.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,4024.9802322387695
"PC(42:7),PC(41:0),PC(O-42:0)",860.7,184.1,6294.980434417725,860.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,5263.440357208252
PC(42:6),862.6,184.1,6653.220569610596,862.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,5443.040489196777
PC(42:5),864.6,184.1,44743.023597717285,864.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,43709.743518829346
PC(42:4),866.7,184.1,23179.201599121094,866.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,21950.981517791748
PC(42:3),868.7,184.1,41053.502490997314,868.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,39887.02240753174
PC(42:2),870.7,184.1,13052.480667114258,870.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,11660.900588989258
PC(42:1),872.7,184.1,3469.8602180480957,872.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,2376.500141143799
PC(42:0),874.7,184.1,2126.780143737793,874.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,1033.8600692749023
PC(43:6),876.6,184.1,1490.9601135253906,876.6 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,483.48004150390625
"PC(44:12),PC(O-44:5)",878.7,184.1,2633.7401847839355,878.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,1557.7801055908203
"PC(43:4),PC(O-44:4)",880.7,184.1,2016.0601348876953,880.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,908.3800506591797
"PC(44:10),PC(O-44:3)",882.7,184.1,2490.6601600646973,882.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,1499.4600982666016
PC(43:2),884.7,184.1,1393.2000923156738,884.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,317.40000915527344
"PC(44:8),PC(43:1)",886.7,184.1,1459.3800964355469,886.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,416.3800239562988
"PC(44:7),PC(43:0)",888.7,184.1,3102.740188598633,888.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,2025.4201202392578
PC(44:6),890.7,184.1,8622.640689849854,890.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,7618.480613708496
PC(44:5),892.7,184.1,11854.26082611084,892.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,10796.880752563477
PC(44:4),894.7,184.1,3672.0402755737305,894.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,2550.280204772949
PC(44:3),896.7,184.1,2275.3201293945312,896.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,1215.0400619506836
PC(44:2),898.7,184.1,1374.260108947754,898.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,338.1600456237793
PC(44:1),900.7,184.1,1161.740077972412,900.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,94.5999984741211
PC(44:0),902.8,184.1,1358.6200904846191,902.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,342.10002517700195
PC(46:2),926.8,184.1,1383.2400970458984,926.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,391.68002700805664
PC(46:1),928.8,184.1,1182.060073852539,928.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,153.6800079345703
PC(46:0),930.8,184.1,1060.6600761413574,930.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,69.34001159667969
PC(48:2),954.8,184.1,1053.7200775146484,954.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,62.62001419067383
PC(48:0),958.8,184.1,1050.6800689697266,958.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,32.15999984741211
PC(50:0),986.9,184.1,1096.4400749206543,986.9 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,105.42000961303711
PC(52:4),1006.8,184.1,995.820068359375,1006.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,4.519996643066406
PC(52:0),1014.9,184.1,1054.5000801086426,1014.9 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,62.760013580322266
PC(54:12),1018.7,184.1,995.2800788879395,1018.7 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,3.6000099182128906
PC(56:12),1046.8,184.1,995.8200645446777,1046.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,4.479988098144531
PC(56:9),1052.8,184.1,1146.360092163086,1052.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,97.46001052856445
PC(56:8),1054.8,184.1,1034.9200706481934,1054.8 -> 184.1,PC,PC_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PC,0.0
LPE(12:0),398.2,257.2,1233.2600860595703,398.2 -> 257.2,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(12:0),LPE(13:0)",412.2,271.2,1294.5400886535645,412.2 -> 271.2,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(14:1),424.2,283.2,1223.5000801086426,424.2 -> 283.2,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(14:0),426.3,285.3,1245.0800895690918,426.3 -> 285.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"LPE(15:1),LPE(P-16:0)",438.3,297.3,1210.5800857543945,438.3 -> 297.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(O-16:0),440.3,299.3,1287.280086517334,440.3 -> 299.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,76.81999969482422
LPE(16:1),452.3,311.3,1231.940086364746,452.3 -> 311.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(17:2),464.3,323.3,1244.4400749206543,464.3 -> 323.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,25.959983825683594
"LPE(17:1),LPE(O-18:1),LPE(P-18:0)",466.3,325.3,1240.2600860595703,466.3 -> 325.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,30.020004272460938
"PE(16:0),LPE(O-18:0)",468.3,327.3,1246.2400932312012,468.3 -> 327.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(18:4),474.3,333.3,1209.7200775146484,474.3 -> 333.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(18:3),476.3,335.3,1210.3400802612305,476.3 -> 335.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"LPE(18:2),LPE(P-19:1)",478.3,337.3,1735.3201179504395,478.3 -> 337.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,386.50002670288086
LPE(18:1),480.3,339.3,2445.860191345215,480.3 -> 339.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,1129.2800979614258
LPE(O-20:4),488.3,347.3,1226.240089416504,488.3 -> 347.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,15.959999084472656
"LPE(19:1),LPE(P-20:0)",494.4,353.4,1210.000087738037,494.4 -> 353.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(O-20:0),496.4,355.4,1256.7600898742676,496.4 -> 355.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(20:5),500.3,359.3,1372.8201026916504,500.3 -> 359.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(20:4),502.3,361.3,1989.1401405334473,502.3 -> 361.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,706.7600593566895
LPE(20:3),504.3,363.3,1305.1800918579102,504.3 -> 363.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(20:2),506.3,365.3,1414.0800971984863,506.3 -> 365.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,186.52001190185547
LPE(20:1),508.3,367.3,1214.8000755310059,508.3 -> 367.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,4.599983215332031
LPE(20:0),510.4,369.4,1209.1400909423828,510.4 -> 369.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(20:0),LPE(21:0)",524.4,383.4,1251.5600891113281,524.4 -> 383.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,42.14000701904297
LPE(22:6),526.3,385.3,2401.680160522461,526.3 -> 385.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,1103.4200744628906
LPE(22:5),528.3,387.3,1328.6600952148438,528.3 -> 387.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,91.06001281738281
LPE(22:4),530.3,389.3,1284.0600814819336,530.3 -> 389.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,24.900001525878906
LPE(22:2),534.4,393.4,1209.680088043213,534.4 -> 393.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(22:1),536.4,395.4,1209.3400917053223,536.4 -> 395.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(22:0),538.4,397.4,1276.5400924682617,538.4 -> 397.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,40.57999801635742
LPE(24:6),554.3,413.3,1222.3600807189941,554.3 -> 413.3,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
LPE(24:1),564.4,423.4,1236.6600799560547,564.4 -> 423.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
PE(24:0),580.4,439.4,1312.9000968933105,580.4 -> 439.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,82.30001449584961
PE(25:0),594.4,453.4,1301.3200874328613,594.4 -> 453.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,91.7400016784668
PE(26:1),606.4,465.4,1260.54008102417,606.4 -> 465.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,49.900001525878906
PE(26:0),608.4,467.4,1263.5800895690918,608.4 -> 467.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,3.0400009155273438
"PE(27:1),PE(P-28:0)",620.5,479.5,1237.5000762939453,620.5 -> 479.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.5599861145019531
"PE(27:0),PE(O-28:0)",622.5,481.5,1302.2200965881348,622.5 -> 481.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,92.14001083374023
PE(28:2),632.4,491.4,1229.9800758361816,632.4 -> 491.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(28:1),PE(P-29:0)",634.5,493.5,1209.7800750732422,634.5 -> 493.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE28:0,PE(O-29:0)",636.5,495.5,1230.420078277588,636.5 -> 495.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(29:2),PE(P-30:1)",646.5,505.5,1210.1600875854492,646.5 -> 505.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(29:1),PE(O-30:1),PE(P-30:0)",648.5,507.5,1281.3600959777832,648.5 -> 507.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,71.0200080871582
"PE(29:0),PE(O-30:0)",650.5,509.5,1209.6800842285156,650.5 -> 509.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
PE(30:4),656.4,515.4,1209.4200859069824,656.4 -> 515.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
PE(30:3),658.4,517.4,1270.4400825500488,658.4 -> 517.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(30:2),PE(P-31:1)",660.5,519.5,1209.7400856018066,660.5 -> 519.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.04000091552734375
"PE(30:1),PE(O-31:1),PE(P-31:0)",662.5,521.5,1209.2000923156738,662.5 -> 521.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(30:0),PE(O-31:0)",664.5,523.5,1222.4000968933105,664.5 -> 523.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,5.400012969970703
PE(31:4),670.4,529.4,1250.440086364746,670.4 -> 529.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
PE(31:3),672.5,531.5,1225.200080871582,672.5 -> 531.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
"PE(31:2),PE(P-32:1)",674.5,533.5,1294.8000869750977,674.5 -> 533.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,85.29999923706055
"PE(31:1),PE(O-32:1),PE(P-32:0)",676.5,535.5,1279.0600852966309,676.5 -> 535.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,69.42000198364258
"PE(31:0),PE(O-32:0)",678.5,537.5,1209.7600746154785,678.5 -> 537.5,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
PE(32:5),682.4,541.4,1209.3800888061523,682.4 -> 541.4,PE,PE_FAD325_39_A_N1_loading_size_2_13_25,FAD325_39_A,FAD325,P1-A6,WT,A,M,39,300x,PE,0.0
