Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
PI (42:1),17095.241249084473,11830.200839996338,37362.28298950195,33121.442626953125,33680.982330322266,25892.56182861328,25710.80213546753,30999.662109375,34299.46243286133,33825.96206665039
PI (42:10),17799.101188659668,12626.100860595703,36200.1428527832,41704.38307189941,34145.74252319336,30601.30229187012,25198.98171615601,34346.42247009277,36314.54251098633,38428.76274108887
PI (42:11),50260.88283538818,13659.180992126465,94236.50704956056,91147.44702148438,85985.90643310547,79724.98648834229,54807.3645401001,70958.42510223389,81690.06600952148,95044.12786102296
PI (42:3),29287.261825561523,10368.720790863035,54715.34394836426,64803.62341308594,44621.58310699463,50916.48315429688,36961.8030090332,62921.14503479004,86863.60493469238,67857.52474975586
PI (42:4),15510.541244506836,11964.560802459717,26707.581909179688,30805.26206970215,24800.46157836914,25020.861907958984,21618.481590271,30964.92236328125,30986.58209228516,30108.1417388916
PI (42:5),22736.98176574707,12486.94091796875,39584.16297912598,44853.94305419922,34270.34267425537,39480.26341247559,21930.78168106079,39183.00302124024,44126.682960510254,45769.4829864502
PI (42:6),18729.50122833252,12792.84088897705,35595.28234863281,37119.50224304199,30045.0220413208,33742.30252075195,23599.70151901245,32476.82211303711,33583.58236694336,35306.882232666016
PI (42:7),22219.561805725098,19138.18145370484,51888.70361328125,47967.10333251953,46508.96405029297,37508.602783203125,35015.38245391846,44199.422912597656,46508.26370239258,44666.62313842773
PI (42:8),25991.44184112549,18294.16131591797,59798.96406555176,64762.144134521484,65668.88427734375,47037.6428527832,40897.82302856445,61268.904296875,62287.00369262695,69872.06620788574
PI (42:9),14966.601036071776,13346.440795898438,36646.08236694336,33767.042221069336,30268.16205596924,28321.24200439453,21186.921684265137,34871.50225830078,33390.52229309082,32688.902053833008
PI (44:0),8761.900539398193,9258.200595855713,26372.342208862305,27396.601524353027,22798.181610107426,21238.3412475586,17078.801307678223,25435.621757507324,23730.401412963867,23628.64192199707
PI (44:1),8594.260581970215,10683.180770874023,24027.18169784546,26089.80181121826,22601.02156829834,19631.56131362915,17043.801094055176,23439.481536865234,25412.321800231934,22410.6015625
PI (44:10),14838.88109588623,12718.080924987791,31737.502197265625,33607.94234466553,27943.822288513184,28134.12188720703,23444.681686401367,33656.082401275635,28627.84196472168,31731.801849365234
PI (44:12),15762.521102905272,10934.180839538574,27050.122177124023,30819.602310180664,25636.62171936035,25176.40173339844,19210.14149856568,27659.001754760742,27986.782165527344,28188.641677856445
PI (44:2),14225.680961608889,11631.240810394287,27673.00214767456,29048.982093811035,23120.94166564941,26834.441619873047,19281.18166732788,25092.64189147949,28608.502113342285,25039.441318511963
PI (44:3),10647.100883483889,9674.280647277832,24116.362014770508,27453.12210845948,20934.48164367676,21331.621589660645,16085.140937805176,24759.70195770264,24910.981590271,24196.181785583496
PI (44:4),10223.600784301758,11492.960803985596,22336.081428527832,24855.421844482426,23844.021682739258,22428.06172180176,17457.021255493164,23086.501953125,22486.641662597656,23977.761894226074
PI (44:5),12032.980735778809,9656.740676879885,29989.78203964233,32700.64236450196,29901.522304534912,30283.602088928223,21863.501636505127,31964.242599487305,32289.762489318848,32091.041584014893
PI (44:6),12843.060806274414,10226.640632629396,25174.341735839844,32069.042137146,23330.72148132324,24281.38166809082,18472.62120437622,25382.361785888672,27581.80191040039,28730.341510772705
PI (44:7),14643.94108581543,13651.901039123535,28979.38182067871,30736.58187866211,28671.18212890625,29417.00213623047,22385.241695404053,30242.58203125,32700.542602539062,25556.261741638184
PI (44:8),14454.361122131348,12394.920852661133,29227.42213439941,30393.36245727539,30605.902557373047,24973.82165527344,21514.00165176392,30801.00218200684,31591.782302856445,30429.882446289062
PIo (18:0),79314.18662261963,46297.08313751221,478177.20080566406,485351.3542480469,461767.1098632813,426157.5498046875,281529.0758972168,402071.3126220703,416615.0579833984,377687.7634277344
PIo (20:5),44738.12270736694,57895.7643737793,384257.86474609375,356510.6868286133,121210.80973815918,223341.63497924805,229484.2958374024,303710.03802490234,252580.2131958008,323840.06185913086
PIo (28:0),24810.58164215088,22299.461601257324,106768.4072265625,98067.38592529295,103278.46841430664,84228.58609008789,81527.52633666992,81739.58465576172,94614.44702148438,105678.02783203124
PIo (30:0),45991.98321533203,42928.062980651855,188883.1322631836,182487.912475586,220077.1527099609,132663.5694580078,168185.53106689453,124951.00982666016,175246.23406982422,154381.05017089844
PIo (30:1),33145.8024520874,24886.0216255188,136728.3286743164,131547.4503173828,135717.1098022461,108174.10678100586,110111.287109375,94397.42764282228,135020.80722045898,111266.30798339844
PIo (32:0),86580.68585205078,75295.58486938477,348892.86572265625,312403.4190673828,382844.8039550781,231093.9938964844,302180.6170654297,189480.955444336,296412.22216796875,270678.5966796875
"PIo (32:1), PIp (32:0)",49879.9635925293,42283.603103637695,213272.57739257807,182850.0760498047,234460.11700439453,127653.1083984375,180042.8521118164,119312.96844482422,195309.6747436524,168239.75158691406
PIo (34:0),62143.52424621582,47725.18358230591,236596.8565673828,221349.71813964844,298182.825378418,169586.3721923828,231221.43823242188,153560.31317138672,230290.61303710932,192146.33056640625
"PIo (34:1), PIp (34:0)",76891.48416137695,50115.78333663941,327430.33984375,288568.4802246094,433920.8494873047,205587.05572509769,270966.6605834961,207466.11517333984,328016.2775878906,233334.49853515625
"PIo (34:3), PIp (34:2)",27927.721771240234,15548.100986480713,53911.804107666016,58866.08407592773,47897.44367980957,51302.00392150879,37652.48301696777,48081.16368103027,51870.26400756836,53122.06398773193
"PIo (34:4), PIp (34:3)",14798.941093444824,15238.180992126465,49850.583435058594,50123.96369934082,40362.86276245117,44056.8828125,31135.24269104004,47488.38343811035,46219.90264892578,48208.42398071289
PIo (36:0),34972.26298522949,27263.742042541504,90643.70770263672,81272.74478149414,87584.10559082031,66483.6450805664,53682.083740234375,64275.2643737793,76579.02624511719,74646.92456054688
"PIo (36:1), PIp (36:0)",38751.88243103027,31075.682132720947,122314.08892822266,119552.56707763672,187914.32986450195,98271.26770019533,82638.66598510742,84803.54528808594,113481.82830810548,104796.54727172852
"PIo (36:2), PIp (36:1)",26119.82182312012,23739.481590271,82793.08544921875,78308.60635375977,87450.64584350586,57751.90432739258,63312.98394775391,59780.30416870117,75377.42568969727,69903.24432373047
"PIo (36:3), PIp (36:2)",22173.38156890869,13970.180976867676,62231.44430541992,65075.0442199707,54357.20323944092,50647.12310791016,45324.76257324219,55157.18418884277,61643.64373016357,60411.2434387207
"PIo (36:4), PIp (36:3)",18970.001426696777,12331.40083694458,54134.66418457031,56798.54364013672,51701.34421539307,49025.82299804688,42170.1230545044,42447.50245666504,46768.742767333984,51038.5234375
"PIo (36:5), PIp (36:4)",18253.201293945312,18496.82141113281,47794.16328430176,51874.78369140625,46062.36344909668,39652.4228515625,40671.40264892578,43407.10304260254,48918.98315429688,45622.88305664063
"PIo (38:1), PIp (38:0)",29197.34188842773,19887.04127883911,61238.3049621582,64367.244384765625,70781.68450927734,55786.92462158203,39029.7832107544,51285.46325683594,57376.62420654297,55563.84368896485
"PIo (38:2), PIp (38:1)",20842.201469421387,20536.92140197754,57555.88391113281,52731.8639831543,54826.22415161133,44422.662994384766,36297.72232055664,47669.323638916016,54021.86352539063,53442.14389038086
"PIo (38:3), PIp (38:2)",23199.981803894043,16774.06118774414,52154.72360229492,48894.92353820801,45337.80352783203,38558.542709350586,32970.42230987549,47151.02250671387,48403.5231628418,43390.30358886719
"PIo (38:4), PIp (38:3)",19667.32129669189,16759.841102600098,66323.24383544922,69224.86538696289,55266.08319091797,54296.2834777832,36393.942543029785,54855.32339477539,66285.76480102539,55021.18388366699
"PIo (38:5), PIp (38:4)",17489.62107849121,15668.601181030272,41182.48272705078,47888.94340515137,42733.94313049317,37472.06237792969,27885.96160888672,41787.42250061035,41073.822982788086,43083.82308959961
"PIo (38:6), PIp (38:5)",24419.38161087036,23624.16166305542,56619.94418334961,57696.66397094727,56583.5634765625,55190.70379638672,41782.18321228027,54177.28393554688,56938.08465576172,55495.14447021485
"PIo (40:1), PIp (40:0)",48552.86354827881,21083.56142425537,65715.46350097656,67876.34579467773,59175.303955078125,94665.90655517578,57575.16384124756,57398.92391967773,72729.36474609375,58736.964263916016
"PIo (40:2), PIp (40:1)",18754.581260681152,15409.521091461182,44786.36311340332,39861.54328918457,37732.80238342285,35962.36218261719,26130.80157089233,44036.34362792969,43997.46296691895,39090.22221374512
"PIo (40:3), PIp (40:2)",35089.841941833496,14513.960803985596,58149.28381347656,71705.32579040527,92681.04428863524,55523.52250671387,45088.882553100586,72871.74438476562,89213.96524047852,51084.64399719238
"PIo (40:4), PIp (40:3)",25174.601554870605,17239.24129486084,51946.16452026367,50310.72332763672,42725.48272705078,57238.8846282959,36913.3429107666,43915.64318847656,46342.78338623047,41775.56332397461
"PIo (40:5), PIp (40:4)",61502.90441894531,77120.52520370483,110089.82751464844,113501.328125,105327.38671875,105425.20874023438,92286.04681396484,112011.42797851562,116254.40795898438,107075.68725585938
"PIo (40:6), PIp (40:5)",31182.22225189209,15008.801094055176,78218.58613586426,73041.56443786621,95183.10931396484,64270.34393310547,47141.96422958374,66020.14602661133,73995.58532714844,87334.76641845703
PIo (40:7),29647.582077026367,19322.80139160156,72737.1646118164,77352.20501708984,79635.64544677734,61559.3639831543,51051.98323059082,57279.92391967773,73455.38586425781,55412.72393798828
PIo (42:0),21668.48159790039,19314.641513824463,45612.22305297852,45639.04330444336,42675.94309997559,36410.362548828125,36181.22230529785,42751.30325317383,42308.00289916992,41812.34298706055
PIo (42:1),21481.44150543213,15458.681118011476,50723.24368286133,48719.003341674805,49559.483978271484,40683.46243286133,34727.462463378906,45053.18348693848,47678.0231628418,57063.82345581055
PIo (42:2),14839.72110748291,14854.901065826416,30519.28196716309,34114.862564086914,27296.84204864502,26285.601806640625,22775.781635284424,33218.982345581055,31742.402313232426,28918.102157592773
PIo (42:4),36845.6626739502,12946.140914916992,59184.26382446289,65615.10551452637,59452.76421356201,57193.003494262695,42874.723709106445,49717.44415283203,52106.044677734375,73540.74458312988
PIo (42:6),31737.442665100098,14400.461025238035,69324.26347351074,73880.90425109863,57576.42456054688,65203.70415496826,44688.66250610352,65663.88610839844,79509.36614990234,67391.14424133301
PIp (20:0),54666.38333129883,56848.224182128906,195413.1922607422,332461.3572998047,8745.06058883667,128402.25073242188,114025.92784118652,249311.0557861328,237365.3767089844,138472.6499633789
PIp (28:0),13339.64093017578,12947.880931854248,51786.50395202637,46576.02349090576,50581.363708496094,44436.94300842285,35691.26298522949,41891.40367126465,46570.96298217773,47599.48358154297
PIp (30:1),50819.08264923096,22604.361526489258,124194.689453125,140084.3878173828,180182.57247924805,210406.45361328125,133127.60748291016,101198.04663085938,115585.65007019044,149497.6717529297
PIp (32:1),26481.64158630371,23345.30174255371,86174.44790649414,89416.32601928711,93687.2074584961,64912.7649230957,73064.08633422852,65394.284240722656,80660.58682250977,95519.9486694336
PIp (34:1),28253.122116088867,24654.381916046143,97714.24697875977,89357.56625366211,105309.2280883789,73511.14431762695,78061.28704833984,74590.70642089844,93782.90618896484,92153.50689697266
PIp (34:4),12841.300964355469,19147.361450195312,45039.96331787109,48392.86318969727,36832.262924194336,41007.46292114258,33063.50224304199,44065.60313415527,45397.04316711426,43816.542572021484
PIp (36:5),102869.56677246094,126518.52933883668,184604.8732910156,188627.69213867188,187971.53198242188,172644.6513671875,166686.81176757812,178010.33325195312,182232.59375,179774.13232421875
PIp (38:6),114526.72778320312,130201.5301399231,223916.95776367188,222362.21533203125,232797.9951171875,205924.87353515625,200056.3928222656,194010.4155273437,214749.69409179688,218708.89404296875
PIp (42:2),12912.960807800291,11621.600826263428,31577.341842651367,36500.08229064941,31576.382278442383,28637.40209960937,25201.56136322021,34964.02241516113,34947.88227844238,32015.34230804444
PIp (42:4),14938.30101776123,13124.400974273682,33207.06230163574,36901.52293395996,29549.422256469727,30886.52195739746,20915.721504211426,34730.762451171875,31043.76235961914,34694.12254333496
PIp (42:6),132173.88903808594,22910.88157653809,235928.0914306641,268610.31677246094,244880.8614044189,222624.6298522949,134833.48755645752,172253.1332397461,213405.0177001953,227116.0205078125
PS (22:7),31017.662231445312,23654.441848754883,20763.20147705078,28594.54201889038,78588.4857635498,73056.0846862793,75884.98596191406,19342.021125793457,74395.58514404297,91213.32629394533
PS (24:0),28246.92185974121,21829.561614990234,28598.92232513428,38838.403175354,108883.9266052246,99720.44705200195,101403.02737426758,15751.441062927246,108546.1254272461,84525.98593139648
PS (26:0),37191.48278808594,29095.941986083984,24374.761825561523,26486.96222686768,66280.98489379883,56558.22393798828,63937.90487670898,23751.68169784546,64972.60437011719,76197.96545410156
PS (26:1),99263.48693847656,94313.10675048828,43262.84280395508,43230.30316162109,116503.109375,118051.82775878906,123377.94848632812,38477.32231140137,116071.0087890625,123751.76904296876
PS (28:0),54947.40398788452,31181.74199295044,110219.67010498048,550477.2261352539,719310.3837280273,679836.0830688477,712738.479675293,142928.08922576904,1040412.7126464844,809670.2913208008
PS (28:1),47762.94343185425,37838.52248382568,24984.661712646484,27232.28172302246,69461.36462402344,64296.404541015625,64382.104064941406,21454.10149383545,65659.32513427734,71295.42553710938
PS (28:2),19340.28129196167,20267.321563720703,14547.480869293213,14911.520931243896,46920.50387573242,45032.0228881836,46687.60311889648,15388.861274719238,46283.50338745117,50436.74366760254
PS (30:0),53828.66361236572,46587.40333938599,26861.141830444336,29616.682022094727,99919.34704589844,76934.82446289062,76207.18505859375,29483.96184539795,83625.84606933594,91357.70623779295
