Lipid,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo
Lyso_PC(16:1)_2,213202.51495361328,228598.17864990237,213364.5140075684,203518.99533081052,214216.89379882807,199382.7723388672
Lyso_PC(17:0),68162.02474975586,74251.02435302734,61937.68325805664,67428.54382324219,66437.74449157715,66956.18383789062
Lyso_PC(17:1),81375.7650756836,100988.14587402344,98807.10440063477,75991.98513793945,90340.22634887695,85787.3872680664
Lyso_PC(17:2),84929.48442077637,99804.7646484375,93646.6442565918,78411.68563842773,86305.54537963867,82958.78536987305
Lyso_PC(18:0),87229.50686645508,104114.10618591309,99166.38619995116,75570.34536743164,92072.70721435548,87605.52590942383
Lyso_PC(18:1),80200.70565795898,107466.66821289062,96909.36651611328,74122.80642700195,93764.34533691406,87684.38549804688
Lyso_PC(18:2),74418.72485351562,95595.8258972168,91070.74609375,70699.58432006836,80113.88623046875,78282.46514892578
Lyso_PC(18:3),65040.584869384766,82826.22457885742,81849.36590576172,62680.72421264648,74375.90502929688,70163.38488769531
Lyso_PC(18:4),47005.26303100586,61642.364349365234,63520.66418457031,49281.18298339844,53709.82379150391,58237.30426025391
Lyso_PC(19:0),129964.28955078124,135465.22875976562,170893.55297851562,133340.90942382812,137312.63012695312,168537.892578125
Lyso_PC(19:1),135391.95043945312,161986.73022460938,184284.171875,130619.46997070312,146961.25122070312,169678.2529296875
Lyso_PC(19:2),139944.62963867188,169943.39184570312,188709.69213867188,139614.34887695312,155212.17114257812,180396.55322265625
Lyso_PC(19:3),142770.5107421875,162278.11279296875,190301.7126464844,139985.5498046875,151753.64965820312,168523.0908203125
Lyso_PC(20:0),75896.76541137695,86251.98596191406,119230.26586914062,81066.86541748047,86602.4262084961,125493.10900878906
Lyso_PC(20:1),121713.86865234376,129361.54931640624,144349.95043945312,128796.30932617188,123949.3485107422,139657.93041992188
Lyso_PC(20:2),133300.07006835938,147670.03051757812,168661.5107421875,139026.95043945312,142883.69140625,174815.39135742188
Lyso_PC(20:3),129584.82788085938,138929.9892578125,171967.13110351562,133214.97021484375,143339.17041015625,163524.75170898438
Lyso_PC(20:4),125265.5107421875,133114.04956054688,164809.67211914062,128790.31079101562,134170.14819335938,159575.55200195312
Lyso_PC(20:5),131087.2490234375,135289.869140625,162614.03271484375,130842.6083984375,136898.60961914062,162030.19287109375
Lyso_PC(21:0),2794677.4243164062,2359628.547241211,2431069.7095947266,2493042.6977539062,2452568.0310058594,2709679.627258301
Lyso_PC(21:4),2668789.166015625,2342301.317138672,2325640.266723633,2408220.387939453,2377819.3552246094,2632385.305419922
Lyso_PC(22:0),528320.7664794922,447081.2299804688,473009.36083984375,445052.6123046875,443704.78662109375,445435.39489746094
Lyso_PC(22:1),533187.6323242188,454632.5712890625,467572.7673339844,436766.35302734375,440592.27770996094,454213.4162597656
Lyso_PC(22:2),931206.0709228516,787555.9086303711,784271.0850830078,784909.5954589844,781918.5434570312,827691.2314453125
Lyso_PC(22:4),2952220.6440429688,2617764.994140625,2633205.685546875,2665335.2559814453,2616550.6416015625,2923189.430786133
Lyso_PC(22:5),2687751.1931152344,2363640.3118896484,2412424.337890625,2407156.990722656,2434878.5267333984,2705555.7005615234
Lyso_PC(22:6),2723061.8120117188,2354835.174438477,2362137.7236328125,2445100.143310547,2400256.780883789,2714907.506591797
Lyso_PC(24:0),1022237.542236328,1425788.916381836,1334252.687866211,1277787.692199707,1403577.1068725586,1311458.546447754
Lyso_PC(24:1),1068875.7888793943,1488782.1209716797,1350830.0040893557,1314871.489807129,1386271.5630493164,1307638.0909423828
Lyso_PC(2:0),44527.34341430664,41813.06314086914,37966.68246459961,38693.36267089844,46049.32376098633,35931.062927246094
Lyso_PC(3:0),1381279.5592041016,1282680.5951538086,1364002.7477722168,1238371.830078125,1258964.556488037,1268034.756225586
Lyso_PC(3:1),527429.2012023926,528513.5643310547,728880.5522155762,478323.7102661133,521559.97161865234,657418.5752716064
Lyso_PC(4:0),60389.204345703125,63137.22448730469,62214.52478027344,59332.52404785156,63340.86401367188,61855.66424560547
Lyso_PC(5:0),73066.38549804688,58815.04431152344,56869.80456542969,58560.62420654297,71512.56481933594,56978.56439208984
Lyso_PC(6:0),32188.78240966797,33948.32260131836,35546.00231933594,31276.461791992188,34373.042541503906,34646.76235961914
Lyso_PC(7:0),119708.04846191406,74772.205078125,93363.28674316406,69695.044921875,121661.22955322266,111604.16650390624
Lyso_PC(8:0),38834.263671875,36789.18226623535,35651.56294250488,36617.342544555664,36528.142265319824,31852.56233215332
Lyso_PC(9:0),31338.902465820312,35567.06271362305,33157.20230102539,30296.442138671875,30747.142456054688,31722.42202758789
Lyso_PE(12:0) | PE (12:0),63051.10485839844,61949.98461914063,51484.00415039063,58613.80462646485,62217.08447265625,47750.10321044922
Lyso_PE(12:0) | PE (12:0)_2,60681.48425292969,65928.98443603516,53947.14410400391,59645.624267578125,62108.24420166016,51293.04376220703
Lyso_PE(13:0),33544.54243469238,32823.98263549805,33090.301986694336,31383.94235229492,33409.64245605469,33084.94209289551
Lyso_PE(14:0),87890.40606689453,96582.22650146484,93155.24807739258,95542.20584106444,90079.0654296875,91017.90884399414
Lyso_PE(14:1),81199.48522949219,115519.9476928711,110463.72792053224,101716.90786743164,110232.16781616212,125249.09133911131
Lyso_PE(15:0),568512.1632080078,562622.633102417,608762.5358276367,528889.0122375488,564543.0735015869,580362.1122283936
Lyso_PE(15:1),136586.97213745117,238605.2573852539,202215.25520324707,204589.9945526123,224964.4195098877,235856.51805114743
Lyso_PE(16:0),1662.080135345459,1416.2400932312012,707197.2882995605,1636.0601081848145,1421.6400985717771,636524.2214660645
Lyso_PE(16:1),1469.8201065063477,1847.620132446289,25443.601852416992,1619.560115814209,2269.260131835937,24564.281616210938
Lyso_PE(17:0),74649.68531799316,56647.32318115234,47094.66287231445,52691.58349609375,51089.40432739258,46654.74398803711
Lyso_PE(17:1),52008.18356323242,39167.603515625,24601.06184387207,39628.52265930176,43944.782428741455,26499.28173828125
Lyso_PE(17:2),29789.84210205078,13618.16082763672,27485.66192626953,30558.7419128418,9986.980770111084,21536.101669311523
Lyso_PE(18:0),54278.94403076172,55208.08459472656,30092.482025146484,48392.863708496094,50336.8235168457,26162.94201660156
Lyso_PE(18:1),39105.66284179688,38249.242614746094,24038.881660461426,42837.36328125,38798.60287475586,20010.861541748047
Lyso_PE(18:2),47283.28323364258,53209.36312866211,28235.62171936035,49165.24304199219,46277.2431640625,27227.1414642334
Lyso_PE(18:3),45223.44338989258,55025.18389892578,25923.22183227539,41531.06274414063,38655.583099365234,24173.501724243164
Lyso_PE(18:4),89168.46691894531,719531.388671875,200920.294921875,82246.365234375,83568.72521972656,243814.63671875
Lyso_PE(19:0),37374.80270385742,51856.40417480469,23227.321685791016,38523.962463378906,34617.74234008789,22125.941680908203
Lyso_PE(19:1),38668.14279174805,38822.68280029297,27334.0020904541,39048.40267944336,36071.60220336914,21733.361541748047
Lyso_PE(20:0),57735.70428466797,54474.34405517578,1680.3201217651367,56033.54412841797,47078.08349609375,1596.0601196289062
Lyso_PE(20:1),163634.48986816406,90085.626953125,1671.4801025390625,72416.22540283203,95325.0076751709,2423.220199584961
Lyso_PE(20:2),497647.7147827149,209780.2778930664,2616.640167236328,166051.89303588867,242822.83203125,44757.70276260376
Lyso_PE(20:3),57163.64422607422,62147.364990234375,17701.481510162354,58017.88381958008,58689.7841796875,18237.26127243042
Lyso_PE(20:4),159388.17114257812,158872.29174804688,82031.42609024048,157105.17138671875,169627.53125,100970.30810546876
Lyso_PE(20:5),98819.9072265625,91800.6864013672,19152.421493530277,99165.86730957033,88116.96691894531,17515.501266479492
Lyso_PE(21:0),87757.24655151367,55654.04473876953,35582.04244995117,49610.323638916016,57227.643798828125,28300.561935424805
Lyso_PE(22:0),56585.16387939453,53942.10363769531,27198.022079467773,50975.36401367188,48685.76361083984,23367.36158752441
Lyso_PE(22:1),41971.14266967773,39181.60284423828,25360.44163513184,35650.72253417969,37563.603088378906,21202.52153778076
Lyso_PE(22:2),53169.623046875,46934.46314239502,29089.76194763184,49902.02410888672,48327.86340332031,26272.641662597656
Lyso_PE(22:4),47519.12307739258,47068.742767333984,34298.96237182617,43958.82293701172,49427.4235534668,26159.401428222656
Lyso_PE(22:5),93331.02627563477,104717.34698486328,75396.98522949219,81636.5061340332,95906.06637573242,41637.442779541016
Lyso_PE(22:6),53752.10409545898,57161.58416748047,30662.802001953125,56439.46432495117,51365.76400756836,21781.80149841309
Lyso_PE(24:0),49776.903411865234,49925.744384765625,32055.622283935547,46298.42367553711,45918.10354614258,29016.76205444336
Lyso_PE(24:1),73293.564453125,62804.82376098633,49077.58329772949,67538.14346313477,63269.32446289063,42653.62296295166
Lyso_PE(24:6),52615.54379272461,50852.52381896973,43733.04328918457,47553.24279785156,50448.36322021485,35764.041511535645
Lyso_PG(12:0),78609.22625732422,90008.88598632812,88899.18688964844,80440.98516845703,94559.68676757812,82272.14642333984
Lyso_PG(13:0) | PG (12:0),145131.91064453125,128483.40942382812,112850.96740722656,148135.2498779297,185458.99267578125,91264.86669921876
Lyso_PG(13:0) | PG (12:0)_2,150098.74963378906,147085.2508544922,115446.54858398438,146011.9500732422,183567.01416015625,92566.80688476562
Lyso_PG(14:0),91497.48596191406,82256.86560058594,99267.0672607422,68318.88424682617,74471.96533203125,83255.00537109375
Lyso_PG(14:1) | PG (14:1),1258672.4228515625,1011577.1616210938,1377536.2084960938,713315.0092773438,953785.6440429688,1386853.9106445312
Lyso_PG(14:1) | PG (14:1)_2,1273893.7622070312,991362.8793945312,1408114.28125,720797.2622070312,944955.755859375,1387978.0146484375
Lyso_PG(15:0) | PGo (16:0),99884.14504623412,76440.50614929199,82327.16583251953,63018.18440628052,90560.02697753906,72912.36505126953
Lyso_PG(15:0) | PGo (16:0)_2,69923.82579040527,79943.26568603516,86121.12686157227,47168.08304977417,89681.98654174805,70348.32418823242
Lyso_PG(15:1),102172.9478149414,100178.10626220705,89803.64767456055,111108.56829833984,106764.50677490234,86968.3251953125
Lyso_PG(16:0),1453.4201126098633,1467.8801040649414,186140.9340209961,1652.4201278686523,1460.600112915039,167109.3533935547
Lyso_PG(16:1) | PG (16:1),1684.7401084899902,1634.6601028442385,72665.84478759766,1455.9201164245603,1604.7201080322266,65649.48458862305
Lyso_PG(16:1) | PG (16:1)_2,1706.660125732422,1512.6801071166992,70501.2445678711,1460.2800979614258,1505.4401092529297,65975.76446533203
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),1727465.3676757812,1262055.7163085938,1398261.315673828,833568.4702148438,1155757.3764648438,1442103.4287109375
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,1625907.2641601562,1232189.2143554688,1485995.8959960938,788924.75390625,1098897.3393554688,1544390.5166015625
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,1521635.9482421875,1133377.6079101562,1556953.1655273438,737858.494140625,1026135.63671875,1613862.654296875
Lyso_PG(17:1) | PGp (18:0),54148.80422973633,58135.86352539063,82315.56579589844,50110.323638916016,49994.92346191406,60616.30432128906
Lyso_PG(17:1) | PGp (18:0)_2,59036.80407714844,58824.56433105469,82732.76611328125,50829.223876953125,49294.32360839844,62489.36407470703
Lyso_PG(17:2),64384.684814453125,72226.56481933594,64609.204650878906,72752.0654296875,67634.28466796875,58913.184173583984
Lyso_PG(18:0) | PG (18:0),634398.4738769531,864664.8092651367,252140.61895751956,270748.4178466797,513320.7364501953,153218.15118408203
Lyso_PG(18:0) | PG (18:0)_2,632419.8797607422,889756.4171142578,251318.75744628903,278998.5871582031,521076.3582763672,160355.33221435547
Lyso_PG(18:1) | PG (18:1),59266.804107666016,56538.84442138672,52211.263427734375,57904.16421508789,57463.84436035156,50030.34344482422
Lyso_PG(18:1) | PG (18:1)_2,61069.84356689453,57408.16394042969,53643.78399658203,55557.24383544922,57780.30389404297,48653.64318847656
Lyso_PG(18:2) | PG (18:2),63475.22473144531,49932.503509521484,51973.44369506836,53530.50393676758,48194.72317504883,39259.50286865234
Lyso_PG(18:2) | PG (18:2)_2,62306.984130859375,47544.423278808594,56877.10339355469,49334.76336669922,52190.34399414063,38996.342849731445
Lyso_PG(18:3) | PG (18:3),126294.16860961914,110590.7279663086,101586.2074584961,122384.76724243164,118545.48843383788,81362.76644897461
Lyso_PG(18:3) | PG (18:3)_2,132135.30938720703,117494.8671875,104265.36758422852,114632.96746826172,120569.24768066406,79242.22660827637
Lyso_PG(18:4),66564.68450927734,77059.04528808594,62217.34494018555,63900.224609375,68357.3039855957,47275.16355895996
Lyso_PG(19:0),102102.28771972656,111208.24822998048,1630.2801208496094,90184.40692138672,99850.36743164062,1575.7201194763184
Lyso_PG(19:1),60182.96502685547,59933.72471618652,1491.420108795166,54322.40408325195,56904.52368164063,1614.6401138305664
Lyso_PG(20:0),69926.54455566406,72648.86511230469,63783.88436889648,79890.7855834961,67670.92492675781,54257.36389160156
Lyso_PG(20:1) | PG (20:1),199992.37451171875,185115.91381835935,150701.69116210938,178469.873046875,185498.41381835935,136511.50927734375
Lyso_PG(20:1) | PG (20:1)_2,196260.63256835935,188939.8732910156,151284.83081054688,178875.5927734375,192032.65283203125,143339.47216796875
Lyso_PG(20:2) | PG (20:2),409278.7787475586,288855.0391845703,231983.4186706543,208107.29663085935,283014.3035888672,157858.75057983398
Lyso_PG(20:2) | PG (20:2)_2,410978.7850952149,277433.16342163086,229102.47442626956,203089.376159668,271758.5769958496,161408.87243652344
Lyso_PG(20:3) | PG (20:3),60992.24490356445,62328.404541015625,43966.063049316406,55877.044342041016,59028.844177246094,35008.04235839844
Lyso_PG(20:3) | PG (20:3)_2,61960.724517822266,59360.02490234375,42583.42295837402,52333.78366088867,55295.88366699219,36153.58251953125
Lyso_PG(20:4) | PG (20:4),53665.90383911133,55504.14450073242,29395.582550048828,50316.70336914063,48369.20318603516,25622.221557617188
Lyso_PG(20:4) | PG (20:4)_2,52694.48370361328,51100.32357788086,32522.36199951172,47936.46319580078,50528.083435058594,25481.22179031372
Lyso_PG(20:5) | PG (20:5),93536.00720214844,99798.80700683594,46889.36322021485,95547.9072265625,96515.82678222656,38832.68264007568
Lyso_PG(20:5) | PG (20:5)_2,100301.34765625,101364.38684082033,49014.203563690186,93829.56677246094,95290.8662109375,40695.302879333496
Lyso_PG(21:0),77618.22555541992,68776.28442382812,61995.704986572266,73391.18536376953,69278.06475830078,64053.06430053711
Lyso_PG(22:0) | PG (22:0),388397.3115234375,175154.57165527344,123025.18920898438,220064.37451171875,198444.07348632807,119658.20874023438
Lyso_PG(22:0) | PG (22:0)_2,494939.8901367188,203715.37408447263,137872.86993408203,242537.3404541016,237688.99822998047,131945.7901611328
Lyso_PG(22:1) | PG (22:1),56016.80346679688,55850.62377929688,46195.40296936035,50168.22268676758,49870.204040527344,39882.40264892578
Lyso_PG(22:1) | PG (22:1)_2,53605.703674316406,51599.04318237305,46891.40301513672,49406.52301025391,52767.66409301758,38844.862716674805
Lyso_PG(22:2),87441.28747558594,77709.42590332031,62189.00520324707,63123.42419433594,71334.88481140137,52930.98394775391
Lyso_PG(22:4) | PG (22:4),116367.48809814452,91663.98648071288,70813.46563720703,85420.36553955078,87246.1265258789,65949.26382446289
Lyso_PG(22:4) | PG (22:4)_2,109633.8077392578,89998.76495361328,68049.42477416992,88287.40698242188,86601.12637329102,67873.10481262207
Lyso_PG(22:6) | PG (22:6),77877.48693847656,84300.26666259766,75310.54504394531,165650.92999267578,72002.50451660156,62544.224060058594
Lyso_PG(22:6) | PG (22:6)_2,75546.74591064453,84481.82550048828,75406.48455810547,166309.3084716797,74045.68481445312,66782.78479003906
Lyso_PI(12:0) | PI (12:0),26482.561920166016,74737.4652709961,47534.32379150391,67876.32531738281,86122.82629394531,30239.622676849365
Lyso_PI(12:0) | PI (12:0)_2,27914.842113494877,73569.52493286133,46315.36395263672,65886.62432861328,81791.82601928711,32253.86252593994
Lyso_PI(12:0) | PI (12:0)_3,26141.361568450928,76466.34622192383,47535.423095703125,67827.08511352539,84666.48651123047,31480.00217437744
Lyso_PI(13:0),54049.80385971069,94366.20733642578,71578.2455444336,83247.60638427734,129986.2890625,49637.38388442993
Lyso_PI(14:0) | PI (14:0),28600.541564941406,86690.42446899414,57177.1442527771,76960.58627319336,87671.1655883789,35135.28242111206
Lyso_PI(14:0) | PI (14:0)_2,31193.10231399536,85640.82638549805,59346.52449417114,75960.22521972656,88593.86581420898,37317.002670288086
Lyso_PI(14:1),227979.81832122803,586810.4587402344,417193.7364501953,539328.4323730469,572075.638671875,195377.23229599
Lyso_PI(15:0) | PIo (16:0),2766.700206756592,507624.4865036011,341210.94483947754,280641.96061325073,544975.1896972656,215788.75708007807
Lyso_PI(15:0) | PIo (16:0)_2,2578.660202026367,499735.4829330444,354721.3103713989,3125.5801887512207,554104.5033073425,176396.09419250488
