Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
TAG(50:4)_FA 16:0,52054.98355102539,50314.50337219238,44000.32357788086,32706.12238311768,57739.90423583984,50571.26345062256
TAG(50:4)_FA 16:1,232499.63525390625,211941.8115234375,210409.63513183597,159295.89135742188,246745.07861328125,240895.4149169922
TAG(50:4)_FA 18:0,25230.501808166504,21682.081352233887,18672.801414489742,24549.44180297852,27760.161750793457,22982.101634979248
TAG(50:4)_FA 18:1,104131.34753417967,100678.22692871094,92203.4464111328,86669.42608642578,128149.2666015625,118327.78759765624
TAG(50:4)_FA 18:2,233013.83715820312,243563.25439453125,297334.8020019531,259013.77868652344,309394.08544921875,385415.583984375
TAG(52:0)_FA 16:0,162435.85131835938,150771.4716796875,137626.33056640625,154321.23095703125,161895.11181640625,176356.29174804688
TAG(52:0)_FA 16:1,40367.72283935547,35484.1423034668,32393.222076416016,34307.72216796875,41464.2028503418,40455.8630065918
TAG(52:0)_FA 18:0,303540.36376953125,309747.76220703125,254092.8767089844,292742.4624023437,333824.14306640625,327175.703125
TAG(52:0)_FA 18:1,57027.123596191406,52609.0439453125,48544.50323486328,51699.32336425781,60770.40435791016,61122.78381347656
TAG(52:0)_FA 18:2,24180.101852416992,24180.841796875,19842.04130935669,23244.481704711918,27066.881797790527,23180.24155426025
TAG(52:0)_FA 20:0,64575.84460449219,68470.86413574219,59571.14385986328,73550.48565673828,77008.4857788086,73791.7857055664
TAG(52:0)_FA 20:4,24306.56169128418,23415.32172393799,20414.041358947758,28866.88195800781,23267.14177703857,20026.081428527832
TAG(52:1)_FA 16:0,102435.80694580078,134089.50958251953,83501.26718139648,102741.18780517578,111438.7078552246,131755.0909423828
TAG(52:1)_FA 16:1,160659.2509765625,164090.830078125,141842.8896484375,159307.650390625,173699.79174804688,180309.37377929688
TAG(52:1)_FA 18:0,371617.4493408203,409224.068359375,328490.44189453125,232994.13793945312,375907.8435058594,348531.6114501953
TAG(52:1)_FA 18:1,502725.4150390625,495660.3984375,446362.369140625,478325.490234375,532085.736328125,566806.3388671875
TAG(52:1)_FA 18:2,57373.62420654297,55696.543884277344,51346.52334594727,57819.404541015625,62138.704528808594,64080.82412719727
TAG(52:1)_FA 20:4,20842.78150939941,21240.18145751953,16053.441108703611,17737.10118484497,20283.22145843506,17976.601470947266
TAG(52:1)_FA20:0,35117.96212768555,30912.14208984375,34797.58324432373,31535.54151916504,36717.10217285156,35772.44221496582
TAG(52:2)_FA 16:0,194669.0747680664,222004.6967163086,167121.7899169922,133135.7905883789,178237.95166015625,173126.97528076172
TAG(52:2)_FA 16:1,110627.90832519533,143800.49002075195,89178.6279296875,110757.34747314452,119475.02716064452,134005.63116455078
TAG(52:2)_FA 18:0,238114.9157714844,242398.29541015625,202942.4949951172,117730.98669433594,231612.0360107422,186158.0142211914
TAG(52:2)_FA 18:1,515875.8505859375,551404.4753417969,462213.8325195313,320359.38330078125,513281.6794433594,497078.1955566406
TAG(52:2)_FA 18:2,463175.1123046875,494821.0107421875,502460.037109375,532718.896484375,557451.0771484375,598956.0087890625
TAG(52:2)_FA 20:0,23986.08155822754,22673.321502685547,23945.661918640137,23000.04162597656,24285.68173217773,23175.04165649414
TAG(52:2)_FA 20:4,20826.301277160645,20994.901237487797,16833.88104248047,19346.981163024902,22557.641746521,18187.421409606934
TAG(52:3)_FA 16:0,136149.0916442871,158734.94900512695,119826.8900604248,64078.14477539063,144197.51123046875,116421.04748535156
TAG(52:3)_FA 16:1,207012.0914916992,212509.6163330078,178054.3519897461,140817.71020507812,188762.2950439453,189594.21026611328
TAG(52:3)_FA 18:0,64383.78466796875,66030.34468078613,44083.22344970703,35019.36247253418,63845.92388916016,44108.26333618164
TAG(52:3)_FA 18:1,340237.1815185547,340975.9855957031,295828.3741455078,173095.03186035156,329384.20703125,257755.0355224609
TAG(52:3)_FA 18:2,463658.12646484375,549364.9291992188,551067.3708496094,440163.2136230469,527180.7751464844,596084.5637207031
TAG(52:3)_FA 20:0,20016.7614364624,21367.86149597168,16866.66124343872,18695.121284484863,19717.5415725708,18132.36125183105
TAG(52:3)_FA 20:4,33981.50234985352,35947.202392578125,33176.78234863281,28260.12208557129,38171.8828201294,36664.14300537109
TAG(52:4)_FA 16:0,154610.09112548828,372259.60583496094,105254.90771484376,92058.126953125,284087.3794555664,323881.74029541016
TAG(52:4)_FA 16:1,144676.74737548828,158859.2897644043,112912.7293395996,60458.564208984375,144616.03085327148,107618.90676879884
TAG(52:4)_FA 18:0,21570.54124450684,21701.961791992188,17161.121044158936,20384.90135192871,24118.861923217773,20406.92169189453
TAG(52:4)_FA 18:1,80045.64541625977,85239.8060760498,68870.66383361816,39409.94290161133,75835.98518371582,59379.36462402344
TAG(52:4)_FA 18:2,338350.9655761719,387407.2844238281,379934.0241699219,267215.2392578125,376592.431640625,355617.0876464844
TAG(52:4)_FA 20:0,17079.301078796387,18459.041255950928,15051.241172790527,23703.98163986206,18514.221340179443,16366.681133270264
TAG(52:4)_FA 20:4,191065.8146972656,203057.5529785156,210335.7335205078,197768.59106445312,225464.0764160156,267310.7585449219
TAG(52:5)_FA 16:0,36094.14221191406,36038.02224731445,30242.18211364746,28952.36204528809,39809.82284545898,32474.50262451172
TAG(52:5)_FA 16:1,163186.45233154297,364108.8865966797,98760.10696411131,89690.72607421875,282498.9182739258,307672.61798095703
TAG(52:5)_FA 18:0,40038.80258178711,35707.562408447266,27482.682220458984,30389.76190185547,40747.38285064697,30916.02210998535
TAG(52:5)_FA 18:1,22576.701667785645,22394.0415725708,19637.76139831543,20686.52149963379,23700.08161926269,21379.861434936523
TAG(52:5)_FA 18:2,72303.20448303223,82176.2865600586,75760.80619812012,47456.80360412598,83781.94519042969,60207.48392486572
TAG(52:5)_FA 20:0,18692.18128967285,17575.321311950684,19280.581130981445,22574.96134185791,25505.721908569336,18922.201332092285
TAG(52:5)_FA 20:4,95356.52673339844,107495.28686523438,127165.62994384766,97571.68548583984,126569.74993896484,154831.50805664062
TAG(52:6)_FA 16:0,43516.603088378906,41530.44323730469,32264.122344970703,36008.36260986328,41403.52294921875,42414.763122558594
TAG(52:6)_FA 16:1,41933.32261657715,47199.38342285156,32359.042098999023,34067.522453308105,39329.32269287109,41196.26329040527
TAG(52:6)_FA 18:0,26390.221893310547,23777.1417388916,22091.42156982422,25735.46175384521,27656.942092895508,24901.881797790527
TAG(52:6)_FA 18:1,46376.64326477051,38806.42221069336,28871.74208068848,31249.36220550537,43514.50253295898,34731.30239868164
TAG(52:6)_FA 18:2,26381.22201538086,29948.522254943848,24445.42170715332,24501.38163757324,29320.721923828125,23059.98147583008
TAG(52:6)_FA 20:0,37315.20249938965,35074.903244018555,28687.22226333618,34194.00304412842,41340.9231376648,34129.24175262451
TAG(52:6)_FA 20:4,85382.36669921875,89610.56707763672,82304.00561523438,81023.76489257812,98875.92657470705,103094.52740478516
TAG(54:0)_FA 16:0,47970.90362548828,37950.02261352539,37203.942932128906,36460.56274414063,45030.94320678711,51231.60443115234
TAG(54:0)_FA 16:1,35742.26252746582,44467.64306640625,35204.72215270996,32985.06201171875,41721.542892456055,38165.54246520996
TAG(54:0)_FA 18:0,204297.39331054688,201362.25537109372,173917.9521484375,196810.8537597656,218722.29760742188,218585.39453125
TAG(54:0)_FA 18:1,37138.98229980469,32506.04235839844,28760.20230102539,30981.70217895508,37544.862884521484,35245.90264892578
TAG(54:0)_FA 18:2,21678.82141113281,24878.38148498535,19296.581481933597,19546.72142028809,26851.08176422119,22756.28160095215
TAG(54:0)_FA 20:0,117324.98754882812,125680.96875,114368.14782714844,134810.98828125,133982.048828125,129501.6085205078
TAG(54:0)_FA 20:4,19081.34136581421,18334.8811416626,19014.061683654785,18374.721366882324,20390.401260375977,20522.701583862305
TAG(54:1)_FA 16:0,41190.10322570801,46939.66326904297,35817.48274230957,39048.00253295898,43280.82293701172,51364.12384033203
TAG(54:1)_FA 16:1,50139.02348327637,43731.46340942383,46806.343505859375,45438.60321044922,53916.82412719727,69849.36532592773
TAG(54:1)_FA 18:0,170222.4507446289,195996.75366210935,140117.3087158203,146971.5499267578,181986.3721923828,185623.62982177731
TAG(54:1)_FA 18:1,300287.38232421875,292870.47998046875,262790.71923828125,289784.66259765625,316311.1240234375,327556.9621582031
TAG(54:1)_FA 18:2,43373.563049316406,43108.483306884766,36120.26248168945,42713.0033569336,44068.36318969727,43784.08316040039
TAG(54:1)_FA 20:0,86845.72680664062,85074.12573242188,87824.32656860352,85750.76599121094,93418.26596069336,96644.42700195312
TAG(54:1)_FA 20:4,17312.901275634766,20795.921493530277,15448.301265716553,18593.361335754395,21530.701328277588,17493.361209869385
TAG(54:2)_FA 16:0,51706.74345397949,65084.26530456543,37971.86280822754,36587.36264038086,44683.203552246094,46783.38327026367
TAG(54:2)_FA 16:1,43742.24298095703,46424.50323486328,34383.742736816406,35718.40234375,43700.40333557129,50058.48321533203
TAG(54:2)_FA 18:0,410715.10546875,489722.3540039063,340573.84533691406,286293.1201171875,417735.21240234375,346307.1442871094
TAG(54:2)_FA 18:1,186973.2344360352,219415.8370361328,163319.4315185547,160182.01220703125,205017.6331787109,216148.9596557617
TAG(54:2)_FA 18:2,284694.71875,286748.8984375,271099.37841796875,337104.2631835937,317557.58203125,333130.884765625
TAG(54:2)_FA 20:0,44169.92321777344,41307.1231842041,45297.08290100098,41260.66261291504,45085.80331420898,44137.80342102051
TAG(54:2)_FA 20:4,23824.24169921875,27326.92176818848,22958.50160980225,24210.001739501957,25696.74177551269,26610.96199798584
TAG(54:3)_FA 16:0,97318.54711914062,251093.2389831543,61687.82466125488,58438.98416137695,144079.39016723633,193666.67294311523
TAG(54:3)_FA 16:1,52444.24382019043,64482.68537902832,34534.06245422363,35207.68243408203,43922.64294433594,50094.02394104004
TAG(54:3)_FA 18:0,273009.2342529297,338113.3245239258,221601.5968017578,125736.54876708984,301239.97930908203,195664.73150634769
TAG(54:3)_FA 18:1,467360.7895507813,524169.4227294922,391466.4060058594,307030.19580078125,474908.7526855469,406569.8758544922
TAG(54:3)_FA 18:2,151065.83056640625,208087.2138671875,171073.4930419922,204503.4705810547,188663.2724609375,214912.9552001953
TAG(54:3)_FA 20:0,21212.921501159668,21891.1815032959,20704.82135772705,23180.221450805664,23286.20167160034,21455.561477661133
TAG(54:3)_FA 20:4,71222.68518066406,85429.92663574219,71262.28381347656,83854.78588867188,82644.54516601562,71665.60540771484
TAG(54:4)_FA 16:0,752926.9150390625,2426072.8455810547,387466.1301269531,394552.2039794922,1349423.0673828125,1925240.4794311523
TAG(54:4)_FA 16:1,102899.6869506836,241566.7357788086,60785.54428100586,60033.04479980469,140169.82940673828,184607.31423950195
TAG(54:4)_FA 18:0,202989.85522460935,356178.02362060547,155722.69012451172,116603.98797607422,298737.14166259766,304893.0209960937
TAG(54:4)_FA 18:1,328562.2840576172,372916.3830566406,270512.3541870117,137067.6700439453,318922.22540283203,226601.2787475586
TAG(54:4)_FA 18:2,362616.9887695313,477306.7934570313,426337.36853027344,373306.3642578125,438840.1293945313,414908.27734375
TAG(54:4)_FA 20:0,18216.421340942383,16934.001174926758,14929.520942687988,17864.701286315918,24357.82221221924,17205.761150360107
TAG(54:4)_FA 20:4,215972.33544921875,223070.09692382807,221672.15698242188,245203.8955078125,251819.53515625,258439.87646484372
TAG(54:5)_FA 16:0,173815.75366210938,505118.9419555664,112897.94790649414,94699.68594360352,293059.9981689453,359914.07205200195
TAG(54:5)_FA 16:1,738291.4484863281,2390938.000610352,361552.12927246094,374479.7854003906,1323234.896850586,1762077.9721069336
TAG(54:5)_FA 18:0,46132.16293334961,41715.44291687012,31542.36214447021,30146.042053222656,41770.66302490234,39006.022521972656
TAG(54:5)_FA 18:1,215725.63568115237,392650.10803222656,185094.7739868164,124778.10766601562,322199.8243408203,321606.1256713867
TAG(54:5)_FA 18:2,234887.41400146484,345197.802734375,282089.9779663086,159208.7305908203,308835.8635253906,238090.3939819336
TAG(54:5)_FA 20:0,28018.88186645508,29478.02174377441,19604.981468200684,23696.881896972656,30866.282333374023,23203.60167694092
TAG(54:5)_FA 20:4,250644.51513671875,318093.1640625,318614.9033203125,259594.53979492188,298196.55993652344,290583.14013671875
TAG(54:6)_FA 16:0,85247.54592895508,169770.67163085938,63587.00506591797,56707.184020996094,82788.10534667969,90747.62557983398
TAG(54:6)_FA 16:1,173473.73052978516,503260.65924072266,100323.22732543944,97345.82723999023,286427.1427001953,339951.1645202637
TAG(54:6)_FA 18:0,40805.38287353516,39184.74279785156,34072.2423248291,35837.102447509766,42113.86315917969,37953.182678222656
TAG(54:6)_FA 18:1,43836.12274169922,40131.54263305664,36672.00230407715,32961.44268798828,43180.003341674805,41792.18295288086
TAG(54:6)_FA 18:2,157997.5714111328,328983.82208251953,182370.7149658203,124195.98901367188,281157.6409301758,282689.5408935547
TAG(54:6)_FA 20:0,18354.06145477295,16228.481178283691,14856.20095062256,18326.521392822266,18618.80139160156,17794.52155303955
TAG(54:6)_FA 20:4,170354.89080810547,189934.15380859372,212539.8737182617,112843.9271850586,188684.5550537109,162560.95141601562
TAG(54:7)_FA 16:0,68150.86328125,78003.90600585938,58284.405376434326,64442.32403564453,68662.80471801758,87115.20486450195
TAG(54:7)_FA 16:1,85146.00634765625,167617.61224365234,59389.68383789063,54179.78366088867,80429.46588134766,92863.96704101562
TAG(54:7)_FA 18:0,35523.442443847656,33919.84242248535,34953.1423034668,36814.98243713379,38533.362701416016,44214.403411865234
TAG(54:7)_FA 18:1,38540.70278930664,35646.08233642578,34085.28259277344,34879.74237060547,38014.34225463867,39672.76281738281
TAG(54:7)_FA 18:2,41618.34295654297,47973.323150634766,36404.42205810547,33746.78242492676,44156.80319213867,37769.96226501465
TAG(54:7)_FA 20:0,24500.74153137207,29270.621994018555,28044.68203735352,29409.74239349365,35066.142082214355,27651.401580810547
TAG(54:7)_FA 20:4,48213.86396789551,52386.08295440674,49383.62363433838,28791.121963500977,48526.32357788086,32827.08174133301
TAG(54:8)_FA 16:0,50907.384216308594,42555.5431060791,41117.70330810547,43191.60330200195,50443.10345458984,51646.62344360352
TAG(54:8)_FA 16:1,77990.0458984375,86560.26544189453,66962.38401794434,74394.58395385742,85384.66761779785,100697.44738769533
TAG(54:8)_FA 18:0,54149.08407592773,55738.62454223633,51473.22302246094,48373.2033996582,65575.94403076172,65930.00457763672
TAG(54:8)_FA 18:1,53109.44354248047,44851.32290649414,54349.32443237305,48965.34307861328,61141.26354980469,74778.52432250977
TAG(54:8)_FA 18:2,44008.7233581543,45491.62258911133,37979.72247314453,43451.603271484375,49747.863372802734,43558.82299804688
TAG(54:8)_FA 20:0,32848.62226867676,32055.022338867188,28483.501983642574,33200.00241088867,37069.14289855957,34556.18242645264
TAG(54:8)_FA 20:4,21954.101776123047,24247.62181854248,19729.50154113769,20025.741287231445,25682.321899414062,19425.201442718502
TAG(56:0)_FA 16:0,87123.10568237305,87407.56600952148,101787.66709899902,86589.98574829102,93392.34646606444,108849.70791625977
TAG(56:0)_FA 16:1,28831.102325439453,31752.26205444336,25593.26173400879,28636.842224121094,36607.762786865234,34656.46282196045
TAG(56:0)_FA 18:0,43075.94273376465,38486.24249267578,36492.32238769531,36218.362365722656,41190.24336242676,54800.58377075195
TAG(56:0)_FA 18:1,37731.74282836914,52191.043395996094,33125.52222442627,38173.48265075684,44130.54293823242,43137.48360443115
TAG(56:0)_FA 18:2,41023.14303588867,40264.96331787109,31257.562271118164,40685.04266357422,42359.84274291992,33110.66221618652
TAG(56:0)_FA 20:0,126400.20922851562,131230.75024414062,123876.30810546876,142800.6307373047,137864.36962890625,137633.34936523438
TAG(56:0)_FA 20:4,19542.50146484375,21767.82148742676,20306.58154296875,23222.921546936035,22785.681747436523,18864.721534729004
TAG(56:1)_FA 16:0,29099.44206237793,27709.621948242188,28368.04234313965,29944.72201538086,35998.762283325195,40580.76348876953
TAG(56:1)_FA 16:1,91794.7063293457,89541.08508300781,102900.5069580078,89452.44689941406,97541.0672302246,107523.96685791016
TAG(56:1)_FA 18:0,33996.42219543457,36260.08262634277,29969.3621673584,28938.94189453125,35705.58289337158,41833.80288696289
TAG(56:1)_FA 18:1,39062.34228515625,39133.02275085449,39367.00308227539,41675.12289428711,49483.96420288086,59321.32452392578
TAG(56:1)_FA 18:2,43748.44345092773,49194.1435546875,36763.041664123535,40694.32272338867,44690.78266143799,42031.88300704956
TAG(56:1)_FA 20:0,64695.24530029297,69733.5244140625,59051.583404541016,77232.52513122559,72426.30474853516,74662.14456176758
TAG(56:1)_FA 20:4,29421.94201660156,26536.54219055176,21710.981552124023,24973.521911621094,27138.642066955566,25811.92186355591
TAG(56:2)_FA 16:0,30085.86195373535,34225.66229248047,27711.26205444336,32681.38270568848,37233.28276062012,37484.74286651611
TAG(56:2)_FA 16:1,33518.60232543945,30161.16192626953,28116.80212402344,28262.102157592773,38180.7227935791,38668.36289978027
TAG(56:2)_FA 18:0,42583.26321411133,44730.78332519531,34413.9227142334,29958.802139282227,43118.76300048828,39895.68280029297
TAG(56:2)_FA 18:1,31322.502471923828,35653.58255004883,32373.12236022949,35248.44216918945,38434.822814941406,41891.00309753418
TAG(56:2)_FA 18:2,38017.04254150391,42349.48289489746,42597.22291564941,45035.14340209961,46382.1637878418,56579.52444458008
TAG(56:2)_FA 20:0,127904.8881225586,176732.93237304688,120274.62963867188,210208.05432128903,170964.05340576172,121554.58728027344
TAG(56:2)_FA 20:4,18510.16128540039,18082.881317138672,14333.420860290527,17199.30108642578,18257.62117767334,18077.441375732426
TAG(56:3)_FA 16:0,37540.88243103027,35059.482330322266,26445.00170898437,32351.10235595703,34404.68231201172,30380.342010498047
TAG(56:3)_FA 16:1,32364.18228912353,33711.28202819824,29540.58179473877,33847.822021484375,38938.60279846192,40898.842781066895
TAG(56:3)_FA 18:0,85342.54643249512,177172.9132080078,53507.483810424805,47650.38320922852,100376.10720825195,142189.14962768555
TAG(56:3)_FA 18:1,48011.78326416016,55908.443618774414,45801.18280029297,37554.90223693848,44234.12341308594,50578.14443969727
TAG(56:3)_FA 18:2,37304.16255187988,46545.643127441406,35973.92251586914,41141.12275695801,45689.12313842773,56424.18342590332
TAG(56:3)_FA 20:0,64340.3450012207,85376.12501525879,60991.7840423584,59268.20422363281,75857.60513305664,52943.18315124512
TAG(56:3)_FA 20:4,33065.04243469238,30687.362091064453,29261.54200744629,35278.84280395508,34656.562438964844,33912.702392578125
TAG(56:4)_FA 16:0,36549.642822265625,52126.82421875,28226.70217895508,35983.202560424805,39857.70265197754,40346.68249511719
TAG(56:4)_FA 16:1,37735.5627746582,31386.002227783203,27414.761825561523,33837.36242675781,35114.122497558594,30171.222290039062
TAG(56:4)_FA 18:0,511196.1209716797,1617349.7708129885,274096.0598144531,271809.7192993164,910866.8001708984,1295228.152770996
TAG(56:4)_FA 18:1,60120.724197387695,155982.5909423828,52482.34341430664,48496.66360473633,91594.80651855467,119913.60856628418
TAG(56:4)_FA 18:2,47255.70358276367,58572.1436920166,42909.84296417236,41496.84336853027,47847.90315246582,47596.78332519531
TAG(56:4)_FA 20:0,57699.624420166016,74579.42498779297,62832.825592041016,53687.08462524414,79781.50523376465,63737.82518005371
TAG(56:4)_FA 20:4,170438.07299804688,178067.09301757812,157400.23046875,203110.91479492188,192799.83349609372,189908.513671875
TAG(56:5)_FA 16:0,48999.52418518066,77196.36541748047,35995.32286834717,51673.76382446289,49630.243713378906,49408.36376953125
TAG(56:5)_FA 16:1,39454.46292114258,48895.68328857422,25602.121658325195,37800.28317260742,40998.36302947998,37396.04277038574
TAG(56:5)_FA 18:0,135822.34950256348,359065.8847351074,85247.32614135742,76432.22546386719,215786.09631347656,257733.63774108887
TAG(56:5)_FA 18:1,289935.9411010742,1367833.9744873047,258346.2583618164,205120.73559570312,784323.4182128906,1009389.6517333984
TAG(56:5)_FA 18:2,60379.24398803711,146858.39013671875,56119.704330444336,46966.82371520996,95671.8867340088,112015.7871170044
TAG(56:5)_FA 20:0,23710.861824035645,27418.521697998047,22192.081329345703,25643.34164428711,27347.322074890137,25514.80174255371
TAG(56:5)_FA 20:4,115265.77069091795,149847.11071777344,128478.34967041016,151515.5098876953,141967.4111328125,142972.6905517578
TAG(56:6)_FA 16:0,119164.64755249023,286526.9176635742,76287.16485595703,232518.6374206543,106593.86703491212,129801.52951049805
TAG(56:6)_FA 16:1,47657.80310058594,79589.92568969727,37015.90283203125,48852.4033203125,46733.76348876953,51971.04376220703
TAG(56:6)_FA 18:0,87306.345703125,148610.13177490234,61167.70391845703,60730.04443359375,78161.70574951172,90410.78649902344
TAG(56:6)_FA 18:1,88279.98635864258,310115.06271362305,88682.80685424805,71692.62524414062,193261.0736694336,204881.4331665039
TAG(56:6)_FA 18:2,296628.68322753906,1348745.4502563477,250042.8194580078,203782.45489501956,792521.8972167969,987505.9201049804
TAG(56:6)_FA 20:0,19646.34132385254,23373.34161376953,18601.681243896484,22977.4015045166,25641.541679382324,22635.081413269043
TAG(56:6)_FA 20:4,271041.08056640625,365571.0897216797,319759.2569580078,358989.66650390625,346449.8078613281,294964.12072753906
TAG(56:7)_FA 16:0,60534.9641418457,87891.54656982422,50149.60330200195,48600.2829284668,64995.40478515625,76218.40551757812
TAG(56:7)_FA 16:1,119519.28717041016,298004.9819030762,74145.56530761719,230641.89727783203,108681.24829101562,126585.70915222168
TAG(56:7)_FA 18:0,63478.0436706543,69587.22430419922,51446.80270385742,60387.7048034668,61925.184020996094,82155.4848022461
TAG(56:7)_FA 18:1,63986.12469482422,130176.67059326172,64295.86456298828,53814.54370117188,77643.12658691406,76086.0053100586
TAG(56:7)_FA 18:2,90976.38540649414,306397.90298461914,86646.7262878418,73851.7448425293,190598.3320922852,205044.0758666992
TAG(56:7)_FA 20:0,25796.021701812744,24639.40187072754,22567.961517333984,30172.102157592773,29181.44218444824,21488.061546325684
TAG(56:7)_FA 20:4,168111.91403198242,239851.51321411133,203970.45672607425,121387.62902832033,211212.1752319336,155958.25421142578
TAG(56:8)_FA 16:0,50460.34295654297,47887.40393066406,43653.44287109375,62691.74478149414,52300.16345214844,55806.08331298828
TAG(56:8)_FA 16:1,58737.44357299805,81709.58609008789,50772.16368103027,46177.023529052734,64726.364685058594,77040.96501159668
TAG(56:8)_FA 18:0,40106.32267761231,36361.762268066406,36549.66233825684,36643.44255065918,39283.50274658203,42799.92280578613
TAG(56:8)_FA 18:1,62928.02439880371,71053.1242980957,56850.38484191895,68756.98583984375,69111.14437866211,83043.60549926758
TAG(56:8)_FA 18:2,67102.20440673828,132445.94952392578,63566.86395263672,56827.14440917969,77130.06494140625,80875.44659423828
TAG(56:8)_FA 20:0,28993.181930541992,30963.042221069336,26796.362098693848,37472.80239868164,38237.06274414063,29816.942085266117
TAG(56:8)_FA 20:4,107498.0687866211,140425.19064331055,134440.11279296875,98856.6674194336,152536.5343322754,121386.8489074707
TAG(58:0)_FA 16:0,35859.22296142578,33464.581970214844,35119.78260803223,38114.6025390625,41809.54312133789,55975.62414550781
TAG(58:0)_FA 16:1,78914.44436645508,62190.484786987305,51069.64334106445,53225.8642578125,73933.9242553711,59974.52487182617
TAG(58:0)_FA 18:0,96304.06689453124,93237.3878173828,103153.18757629396,91567.7466430664,97682.48794555664,106857.96771240234
TAG(58:0)_FA 18:1,27428.66195678711,29639.80210876465,24593.48151397705,28950.921875,30174.28196716309,28174.421867370605
TAG(58:0)_FA 18:2,19849.38144683838,20811.401573181152,17962.44123840332,23096.101638793945,23700.881622314453,16841.701179504395
TAG(58:0)_FA 20:0,25965.62191772461,26248.46188354492,22054.501472473145,28103.40203857422,29346.442092895508,31089.302276611328
TAG(58:0)_FA 20:4,27926.00170135498,29259.14207458496,25157.561595916748,48613.02300262451,37241.86246490479,38656.2825012207
TAG(58:1)_FA 16:0,23699.02171325684,24341.94180297852,21314.541473388672,25689.16192626953,29278.022033691406,29388.302474975582
TAG(58:1)_FA 16:1,35512.68212890625,37086.843170166016,38209.52275085449,39073.52264404297,44418.503509521484,53217.82395172119
TAG(58:1)_FA 18:0,31335.20211791992,26003.40184020996,24148.22176361084,28479.742126464844,36998.622497558594,38859.00326538086
TAG(58:1)_FA 18:1,101196.70825195312,116147.22952270508,110449.12971496582,112015.9696044922,110151.10565185548,118829.86987304688
TAG(58:1)_FA 18:2,25990.901985168457,27299.88186645508,25219.28186798096,28051.441787719727,30445.98193359375,31967.902534484863
TAG(58:1)_FA 20:0,21641.22141265869,26390.16202545166,22993.3016204834,26124.40187072754,26465.06214904785,24352.121688842773
TAG(58:1)_FA 20:4,22160.52149963379,19070.00134277344,17870.781288146973,20259.42144012451,19558.42146301269,20051.361358642574
TAG(58:10)_FA 16:0,24515.721794128414,28712.78204345703,20837.381492614742,21799.38153076172,24338.90200805664,23550.721771240234
TAG(58:10)_FA 16:1,24382.701736450195,25808.482025146484,22529.241569519043,22126.62139892578,23951.341583251957,24513.381538391117
TAG(58:10)_FA 18:0,33053.542083740234,31428.40234375,25607.40171051025,41191.24327850342,40570.80290222168,49021.84438323975
TAG(58:10)_FA 18:1,26641.48161315918,24074.741897583008,23539.66160583496,27418.16200256348,27169.90182495117,28580.30200958252
TAG(58:10)_FA 18:2,60697.92468261719,41070.22302246094,46840.32292175293,63931.82495117188,48827.98333740234,53029.02345275879
TAG(58:10)_FA 20:0,21023.48162078857,23134.621658325195,19756.081466674805,20881.421508789062,21849.941528320312,21397.62156677246
TAG(58:10)_FA 20:4,36902.70262145996,32519.781951904297,31983.942489624023,30700.342163085938,35308.522857666016,34241.00199890137
TAG(58:2)_FA 16:0,22490.92172241211,25079.241821289062,20693.401473999023,22541.44162750244,27334.72203063965,23767.601593017574
TAG(58:2)_FA 16:1,25393.08184814453,22202.961486816406,20821.42148590088,24026.401611328125,26215.04168701172,32486.16248321533
TAG(58:2)_FA 18:0,33161.18249511719,31096.84259033203,26400.78223419189,32704.92250061035,37445.56265258789,41653.62289428711
TAG(58:2)_FA 18:1,29157.502075195312,25967.781784057617,31449.862228393555,30812.422149658203,35633.08200073242,38212.5827331543
TAG(58:2)_FA 18:2,100422.5867614746,113108.66952514648,114899.40854644775,114083.34765625,113753.9680480957,118013.46801757812
TAG(58:2)_FA 20:0,27465.78186798096,28616.48200988769,22960.661712646484,26567.321517944336,26685.98191833496,26167.82208251953
TAG(58:2)_FA 20:4,48331.6635131836,48198.48309326172,39427.70315551758,48038.983459472656,48927.24346923828,43023.92297363281
TAG(58:3)_FA 16:0,30836.48203277588,28523.182388305664,23884.302032470703,32704.462867736816,30275.241989135742,34826.60223388672
TAG(58:3)_FA 16:1,20648.161529541016,26127.161895751957,20297.88144683838,21059.781463623047,27886.44204711914,23265.5018157959
TAG(58:3)_FA 18:0,32865.26239013672,28956.461837768555,22675.321716308597,27200.26203918457,27700.622146606445,26049.64192199707
TAG(58:3)_FA 18:1,31284.60171508789,32873.882736206055,31116.32225036621,36840.36255645752,38686.2629699707,35778.88252258301
TAG(58:3)_FA 18:2,28273.78196716309,29315.56182861328,31049.622428894043,35965.822265625,36729.022872924805,39057.76290130615
TAG(58:3)_FA 20:0,22416.561408996586,25468.721603393555,19249.1614112854,19508.881462097168,21915.921703338623,21435.28175354004
TAG(58:3)_FA 20:4,33090.94223022461,38249.40246582031,29799.34200286865,32734.98181152344,36456.16272735596,34618.78212738037
TAG(58:4)_FA 16:0,21484.28160095215,19890.961456298828,17053.821113586426,23267.281616210938,21395.58151245117,19117.30139160156
TAG(58:4)_FA 16:1,28117.00213623047,28628.94206237793,23312.461456298828,31286.74269104004,30536.86210632324,32637.88191986084
