Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
PIp (42:4),26649.601806640625,32908.9422454834,31406.882080078125,26093.86180114746,33308.90231323242,13124.400974273682,33207.06230163574,29549.422256469727,30886.52195739746
PIp (42:6),251224.91934204104,212109.33169555664,329804.76428222656,310438.4588775635,244522.1947937012,22910.88157653809,235928.0914306641,244880.86140441892,222624.6298522949
PS (22:7),20540.121334075928,34516.96221923828,21291.161220550537,65891.84425354004,76653.80545043945,23654.441848754883,20763.20147705078,78588.4857635498,73056.0846862793
PS (24:0),28602.081771850582,32926.982429504395,34938.58263397217,87497.66621398926,81747.68635559082,21829.561614990234,28598.92232513428,108883.9266052246,99720.44705200195
PS (26:0),23207.90120697021,33184.702239990234,23155.641395568848,58888.66384887695,66108.92538452148,29095.941986083984,24374.761825561523,66280.98489379883,56558.22393798828
PS (26:1),40014.302490234375,92909.50701904295,46506.92352294922,113575.74841308594,120239.14819335938,94313.10675048828,43262.84280395508,116503.109375,118051.82775878906
PS (28:0),389344.4425125122,263107.9800109863,490970.00897979736,838266.2371520996,817675.1571655273,31181.74199295044,110219.67010498048,719310.3837280273,679836.0830688477
PS (28:1),24870.58190536499,45146.62356567383,24410.381759643555,63462.6044921875,71632.74536132812,37838.52248382568,24984.661712646484,69461.36462402344,64296.404541015625
PS (28:2),14840.241111755371,22759.42155456543,19436.72123336792,41705.58331298828,209404.554107666,20267.321563720703,14547.480869293213,46920.50387573242,45032.0228881836
PS (30:0),24419.16152191162,44022.90321731568,29787.58209228516,81089.06634521484,79773.76593017578,46587.40333938599,26861.141830444336,99919.34704589844,76934.82446289062
PS (30:1),18493.461532592773,27429.822105407715,20407.021354675293,52224.983795166016,49015.84362792969,21482.761501312256,18780.661487579346,56516.183685302734,48704.34390258789
PS (30:2),22822.121601104736,31459.062046051025,25712.12110900879,63378.98394775391,64421.08471679688,21962.841678619385,19494.16138458252,61529.504333496094,54529.9436340332
PS (30:3),21453.30149078369,32627.682319641117,23829.801582336426,59042.16368103027,66169.92553710938,24493.901851654053,18131.98160934448,66082.20527648926,63886.06454467773
PS (30:4),16254.721019744871,24026.4217376709,18916.521114349365,51362.58349609375,48057.06350708008,19212.16128540039,18474.98120880127,50300.50357055664,50800.16340637207
PS (32:0),27195.96224975586,39158.96294784546,31670.04229736328,87021.10650634766,95988.66778564452,36637.28247833252,25809.961784362797,108374.26641845705,102922.96643066406
PS (32:1),18910.26108932495,28334.061740875244,22372.52141571045,66372.00491333008,62545.70431518555,24452.221939086918,15150.00106048584,85463.96557617188,65170.963928222656
PS (32:2),118685.9055557251,42553.92303085327,92047.32601928712,349762.723815918,276658.54217529297,33530.86236190796,114085.02656555176,475194.3399963379,333417.3272705078
PS (32:3),19530.981510162357,23817.48179626465,18912.761322021484,57911.124084472656,57146.30401611328,21374.34161758423,20976.80143737793,64627.28521728516,56843.82421875
PS (32:4),27350.781951904297,33130.062339782715,24203.561950683597,60973.04530334473,57959.665283203125,23979.481693267822,23449.32168197632,64326.38485717773,76931.7857055664
PS (32:5),20535.861328125,28695.98195266724,21116.581661224365,47470.30313110352,48257.66375732422,30044.382289886475,21637.281494140625,142611.30975341797,50807.263427734375
PS (34:0),22042.80157470703,33656.72218322754,22735.981910705566,61782.184478759766,68617.96508789062,32929.64246368408,23892.461463928223,76153.78503417969,67579.66473388672
PS (34:1),23965.52188110352,56535.70387649536,27123.341773986816,76180.02563476562,81375.98620605469,46207.16332244873,28177.122283935547,106927.16693115234,77712.10531616211
PS (34:2),21376.501625061035,25483.8816986084,20549.501304626465,60315.84426879883,52018.62338256836,26004.10190963745,24176.36159133911,67439.02572631836,59263.84454345703
PS (34:3),19670.60163116455,29615.401977539062,20005.90154266357,52696.94345092773,55149.44378662109,26847.40201950073,22302.42156600952,59020.1637878418,52649.54376220703
PS (34:4),18873.8214263916,34054.682415008545,18169.821449279785,52663.28448486328,51923.323974609375,28707.28199005127,20434.8814163208,58804.74398803711,53288.34475708008
PS (34:5),37801.72235488892,32387.10221099853,38344.90294647217,85523.72677612305,80635.36511230469,26357.841831207275,40124.98286437988,83140.0853881836,88650.94677734375
PS (34:5)_2,34896.02249908447,29824.62205886841,38953.42184448242,79057.525390625,78777.9048461914,27900.222034454346,37932.08257293701,83201.04708862305,81193.42602539062
PS (34:6),18237.801239013672,27038.04206085205,22343.181602478027,65995.40408325195,67992.16528320312,25929.381717681885,21466.901725769043,88718.48614501953,62725.60403442383
PS (36:0),42987.58296203613,57819.7435874939,48858.24383544922,110203.78778076172,116657.62841796876,52910.764293670654,43362.8423614502,107704.7469482422,109754.90783691406
PS (36:1),67346.64471435547,122141.30894851685,59539.64410400391,132255.7293701172,142181.7296142578,133283.82870864868,59962.3837890625,155995.7705078125,132463.3681640625
PS (36:2),51698.36340332031,67859.86493682861,72617.62557983398,113336.12591552734,128814.9301147461,60291.184715271,52247.98394775391,128674.7494506836,118549.50854492188
PS (36:3),20912.72158813477,31570.622203826904,21839.20164489746,57264.44366455078,57429.14407348633,26856.081943511963,22834.52177047729,58160.42428588867,55895.92376708984
PS (36:4),21105.04163360596,32990.122051239014,19970.86154937744,57007.1439819336,61508.24395751953,33280.46258544922,28274.221755981445,66649.1449584961,65205.74392700195
PS (36:5),17106.461101531982,23929.621551513672,16823.841175079346,53733.66372680664,52311.14337158203,23598.16160583496,21713.1012878418,53231.18325805664,52366.9245300293
PS (36:6),17184.061157226562,21597.201614379883,14788.22117614746,57746.82440185547,54677.383850097656,21767.34158706665,21414.461181640625,60909.86389160156,50342.543853759766
PS (36:7),24281.50177001953,24624.421619415283,24724.281356811523,67838.56527709961,60053.04373168945,27084.88210678101,27510.821952819824,75584.2060546875,62419.72454833984
PS (36:8),57709.54461669922,35958.12252807617,47610.46430969238,167424.85034179688,143139.29162597656,34515.12283325195,57241.924545288086,233469.4765625,157965.9104309082
PS (38:0),23236.461990356445,46974.42375564575,25830.62148284912,119719.3503112793,111807.74765014648,32298.602046966556,41113.20247268677,140584.44940185547,118234.86840820312
PS (38:1),30249.982376098636,49876.88291931152,25714.22180175781,108011.42758178712,107844.6275024414,35804.84243392944,31500.28200531006,99247.7055053711,78971.70520019531
PS (38:2),24718.041717529297,63093.105266571045,28902.401596069336,167304.21035766602,149217.11114501953,27322.581691741943,45181.06272125244,163567.55233764648,98250.84719848631
PS (38:3),17544.501441955566,35397.58229446411,20455.201370239258,57921.283447265625,60332.22439575195,28829.96213912964,17586.761360168457,63569.88415527344,56285.20349121094
PS (38:4),41770.8229675293,53604.96407699585,31665.662620544437,81978.044921875,86048.10583496094,45452.86298370361,24091.461532592773,98407.22790527344,89794.02587890625
PS (38:5),19955.6814994812,37917.34278488159,20592.381462097168,61125.34448242188,64467.44525146485,32762.54225540161,19140.48137283325,63059.48422241211,58986.324645996094
PS (38:6),20400.861518859863,29219.182052612305,23284.82146835327,77290.224609375,76561.42532348633,27615.142028808597,16948.081161499023,87267.16540527344,61976.04412841797
PS (38:7),28159.061935424805,59195.84418106079,30280.982292175293,407670.3646240234,272494.1368408203,26930.92216110229,60851.16357803345,375748.8223571777,175261.23010253906
PS (38:8),16973.4213180542,37623.78260040283,28512.962074279785,71576.14538574219,63662.02392578125,31014.10216140747,24131.74139022827,73212.56506347656,64288.28387451172
PS (38:9),23098.861846923828,35200.42219161987,19371.481407165527,115697.1891784668,101007.16613769533,32715.86241531372,22969.941436767574,118426.52853393556,82396.525390625
PS (40:0) | PSp (42:6),93067.44786071776,99309.50873947144,172339.21472930908,331434.0987548828,391127.78717041016,40355.863010406494,128967.00898742676,286763.1971435547,311860.84338378906
PS (40:0) | PSp (42:6)_2,78726.24423599243,82789.12554550171,187711.09454345703,332761.84313964844,347663.93994140625,37313.42265701294,127696.9910507202,288895.7034301758,298978.4621582031
PS (40:1),13035.360801696776,26683.78193283081,21733.74155426025,55698.20373535156,58219.00442504883,23410.6217918396,16039.901100158691,63561.104888916016,48526.26364135742
PS (40:2),23611.681591033936,31383.30209350586,49301.70397567749,258627.41735839844,228871.78091430664,25284.24168777466,30526.32146835327,298594.32626342773,127281.40963745116
PS (40:3),17870.981315612793,32443.802520751957,18979.581211090088,55431.624084472656,49883.22311401367,30067.802112579346,19779.481536865234,54444.58395385742,49847.76361083984
PS (40:4),22662.581481933597,46921.08293914795,25966.88167572021,64589.664611816406,72521.44506835938,46129.60350036621,19599.081268310547,71572.38439941406,70408.36492919922
PS (40:5),28697.581985473636,57751.444202423096,30010.721939086918,79056.78521728516,97768.9672241211,60666.06475448608,32364.22224426269,91142.08721923828,91194.88659667967
PS (40:7),24810.80153656006,64889.18458938599,37076.54231262207,98815.4071044922,103487.6685180664,32976.302280426025,29376.74249267578,79977.26446533203,79137.66595458984
PS (40:8),19453.44139099121,42739.38334655762,26803.781776428223,73089.50518798828,67660.98526000977,25334.04183959961,25354.28164672852,77094.70513916016,54937.86441040039
PS (40:9),18441.961532592773,29526.621990203857,22955.38174438477,86911.7067565918,69271.42477416992,24774.201732635494,20343.78136444092,99384.6866760254,62869.524505615234
PS (42:0),39596.62283706665,28820.30209732056,36079.18258666992,99191.62622070312,129616.08776855467,21352.0016708374,22729.961952209476,121599.0094909668,144855.82821655273
PS (42:10),14399.16110610962,22406.781715393063,21992.141288757324,56729.70349121094,59841.784423828125,23627.241653442383,21818.181217193604,53579.5827331543,56659.68411254883
PS (42:11),22583.721565246586,37763.902687072754,120910.22713088988,199238.4127807617,250681.5022888184,22466.50152206421,86117.22554779053,177927.4303894043,185541.9150390625
PS (42:2),13469.121032714844,25809.301918029785,20722.521194458008,50171.44396972656,57540.803955078125,21818.661491394043,13474.920886993408,53544.62364196777,52829.82369995117
PS (42:3),45944.90298080444,40878.62273025513,72989.86469268799,162562.01220703125,192218.0126647949,28435.38189315796,29424.362159729004,194245.71548461917,186883.2135314941
PS (42:4),9953.70072555542,18874.86138153076,16159.14111328125,93967.1058807373,54368.24407958984,21068.52140808105,12883.22081375122,58692.904846191406,38646.52261352539
PS (42:5),12734.101020812988,22291.46131515503,16686.341026306152,38965.34288024902,39714.46298217773,21846.70139312744,13439.620956420898,46462.24295043945,43877.12347412109
PS (42:6),15282.760974884031,31048.70199584961,21832.26177978516,58856.50466918945,60661.923278808594,25698.681636810303,16881.941329956055,68928.544921875,57607.3444519043
PS (42:7),12028.000896453856,25647.621696472168,16743.84129333496,48664.58297729492,52131.0237121582,27663.40212249756,13908.440925598145,50961.78305053711,48836.10321044922
PS (42:8),14038.341094970703,26044.841903686523,17212.621417999268,56293.14373779297,52705.60430908203,24145.341827392574,14433.780868530272,64583.04486083984,50667.58404541016
PS (42:9),12440.260887145996,25025.92191696167,18960.40110778809,42566.16284179688,42330.92263793945,24096.96171569824,18801.96155548096,48792.80337524414,44155.60314941406
PS (44:0),8810.280670166016,16488.30107498169,11685.06101989746,28233.02213287353,30659.46209716797,15923.181171417236,10198.74073791504,31249.60221862793,29007.98225402832
PS (44:1),7850.960468292236,16766.801208496094,11254.16083908081,28868.621994018555,29995.48236846924,18106.381328582764,9058.22063446045,29550.48175048828,30328.741996765137
PS (44:10),12751.40098953247,24632.621578216556,13815.201023101808,42801.46282958984,44610.16317749024,26012.30182647705,12322.5608253479,47139.063568115234,40923.84295654297
PS (44:2),8035.800643920898,21757.52158355713,11318.180767059326,30931.00203704834,34856.402503967285,22308.681453704838,10882.520774841309,34245.2826499939,32832.90235900879
PS (44:4),8887.780632019043,17744.081226348877,11455.100788116457,30200.842163085938,34448.8424987793,17006.481323242188,10547.08066558838,34333.40222167969,32691.16226196289
PS (44:5),7993.560581207275,15763.001159667969,11403.940895080566,31702.50218200684,34077.502685546875,17572.901168823242,9651.200561523438,33792.46253967285,30679.76235961914
PS (44:6),9701.300548553469,16794.9813079834,11690.760757446287,31810.22233581543,34692.82237243652,17120.801292419434,9243.620700836182,35176.52229309082,33663.842224121094
PS (44:7),9581.660739898682,18616.861358642574,13420.840808868408,31211.70205688477,32290.10235595703,18092.38140106201,9886.32077407837,37369.00262451172,35263.9621887207
PS (44:8),9678.760772705078,20088.521366119385,12995.281009674072,35478.322021484375,35495.20260620117,17806.321281433105,9712.620609283447,42641.28300476074,34179.52224731445
PSo (20:0),18741.36123275757,35070.94199371338,14232.901016235352,43103.42356109619,38276.96263504028,31653.84228515625,17291.040996551514,47357.16324996948,38881.68235397339
PSo (28:0),43726.00369644165,29996.142211914062,27618.421508789062,65954.80487060547,53617.1032409668,27303.502151489258,25937.06191253662,62390.50430297852,86565.64456176758
PSo (30:0),20769.841556549072,27871.36204528809,22900.161735534668,90923.64614868164,76156.06524658203,20146.441371917725,22313.74167251587,90006.2660522461,70395.20599365234
PSo (30:1),20126.781551361084,29430.741760253903,23117.90168762207,58690.58419799805,54630.44418334961,17236.621311187744,19263.90130996704,58489.1841583252,66218.14483642578
PSo (32:0),16604.500995635986,26469.1217918396,17533.581314086914,47301.92366027832,52488.16339111328,26477.421840667725,17555.58106994629,54581.88394165039,49530.90365600586
PSo (32:1),14121.440887451172,19168.88129043579,16496.08115386963,40784.90287017822,39396.54299926758,21610.161659240723,14073.18105316162,42531.90313720703,40188.78268432617
PSo (34:0),19246.26127624512,30816.161937713623,34035.10201263428,112671.80786132812,104333.06707763672,32082.18228912353,34092.24271774292,116501.20794677734,95112.68692016602
PSo (34:1),17654.580978393555,24809.181747436523,14278.86111831665,52993.48388671875,47618.22396850586,24724.40158843994,20499.16152572632,53658.60397338867,50089.36373901367
PSo (34:2),17236.161281585693,26740.922031402588,21306.30153274536,45926.46340942383,48659.24380493164,26623.82179260254,17860.480964660645,54104.64416503906,51143.5436706543
