Match 1,Match 2,Lipid 1,Lipid 2,Number,Gene,Reaction
LPG(22:1) ,PG(36:0),LPG,PG,9926,LPGAT1,32
LPG(18:4),PG(38:3),LPG,PG,9926,LPGAT1,32
PC(40:7),LPC(22:5),PC,LPC,100137049,PLA2G4B,23
LPC(19:0),PC(36:1),LPC,PC,54947,LPCAT2,22
PC(36:0) ,LPC(18:4),PC,LPC,100137049,PLA2G4B,23
LPS(14:0),PS(40:1),LPS,PS,10162,LPCAT3,30
PI(44:5),LPI(22:6) ,PI,LPI,123745,PLA2G4E,29
LPS(14:1) ,PS(28:0),LPS,PS,154141,MBOAT1,30
LPS(18:4),PS(34:3),LPS,PS,154141,MBOAT1,30
PS(36:1),LPS(14:0),PS,LPS,30814,PLA2G2E,31
LPI(20:0) ,PI(38:4),LPI,PI,79143,MBOAT7,28
LPG(18:1) ,PG(38:4),LPG,PG,9926,LPGAT1,32
PE(44:1),LPE(24:1),PE,LPE,8605,PLA2G4C,27
LPC(15:0),PC(34:0),LPC,PC,10162,LPCAT3,22
PC(44:1),LPC(20:0),PC,LPC,123745,PLA2G4E,23
LPC(12:0),PC(36:6),LPC,PC,10162,LPCAT3,22
LPE(14:0),PE(32:2),LPE,PE,154141,MBOAT1,26
PC(36:2),LPC(18:2),PC,LPC,64600,PLA2G2F,23
PC(36:2),LPC(18:1),PC,LPC,64600,PLA2G2F,23
LPS(18:2) ,PS(42:2),LPS,PS,10162,LPCAT3,30
LPC(16:1),PC(40:7),LPC,PC,10162,LPCAT3,22
PC(40:6),LPC(22:5),PC,LPC,5321,PLA2G4A,23
LPE(20:1),PE(44:2),LPE,PE,129642,MBOAT2,26
PC(52:4),PS(34:4),PC,PS,9791,PTDSS1,9
PC(34:6),LPC(14:1),PC,LPC,283748,PLA2G4D,23
PC(38:0),LPC(21:0),PC,LPC,26279,PLA2G2D,23
LPS(20:3) ,PS(42:9),LPS,PS,154141,MBOAT1,30
Cer1P(20:1),Cer1P(20:1),Cer,Cer1P,64781,CERK,41
LPE(18:4),PE(40:8),LPE,PE,10162,LPCAT3,26
LPC(18:3),PC(36:7),LPC,PC,254531,LPCAT4,22
PG(32:5),LPG(12:0),PG,LPG,283748,PLA2G4D,33
PC(34:5),LPC(18:4),PC,LPC,26279,PLA2G2D,23
PE(42:5),LPE(24:6),PE,LPE,8605,PLA2G4C,27
PE(22:6),PS(38:5),PE,PS,81490,PTDSS2,7
PC(46:1),LPC(18:1),PC,LPC,30814,PLA2G2E,23
LPG(20:4) ,PG(36:4),LPG,PG,54675,CRLS1,32
LPS(22:2) ,PS(42:3),LPS,PS,10162,LPCAT3,30
PS(28:1),PE(44:0),PS,PE,23761,PISD,6
PC(36:0) ,LPC(18:3),PC,LPC,8605,PLA2G4C,23
LPG(20:4) ,PG(42:4),LPG,PG,9926,LPGAT1,32
LPC(20:0),PC(44:6),LPC,PC,54947,LPCAT2,22
PC(40:6),LPC(20:2),PC,LPC,26279,PLA2G2D,23
LPC(16:0),PC(36:1),LPC,PC,10162,LPCAT3,22
PC(36:0) ,LPC(22:0),PC,LPC,5321,PLA2G4A,23
PC(44:4),LPC(20:4),PC,LPC,255189,PLA2G4F,23
LPC(14:1),PC(32:0),LPC,PC,10162,LPCAT3,22
PC(40:9),LPC(18:3),PC,LPC,5320,PLA2G2A,23
LPS(16:0) ,PS(34:2),LPS,PS,254531,LPCAT4,30
PI(34:5),LPI(20:5) ,PI,LPI,283748,PLA2G4D,29
LPE(14:0),PE(14:0),LPE,PE,10162,LPCAT3,26
PS(40:5),LPS(20:4) ,PS,LPS,64600,PLA2G2F,31
Cer(44:1),SM(32:1),Cer,SM,259230,SGMS1,17
Cer1P(40:1),Cer1P(40:1),Cer,Cer1P,64781,CERK,41
LPS(20:5) ,PS(38:4),LPS,PS,10162,LPCAT3,30
PC(52:4),PS(30:4),PC,PS,9791,PTDSS1,9
PC(32:1),LPC(20:1),PC,LPC,255189,PLA2G4F,23
PI(32:2),LPI(18:3) ,PI,LPI,283748,PLA2G4D,29
LPE(12:0) ,PE(32:0),LPE,PE,10162,LPCAT3,26
PG(40:8),LPG(20:3) ,PG,LPG,283748,PLA2G4D,33
PC(30:0),LPC(8:0),PC,LPC,30814,PLA2G2E,23
LPE(18:0),PE(36:3),LPE,PE,154141,MBOAT1,26
LPE(16:1),PE(42:0),LPE,PE,129642,MBOAT2,26
PC(50:0),LPC(24:1),PC,LPC,30814,PLA2G2E,23
PI(30:1),LPI(15:1) ,PI,LPI,123745,PLA2G4E,29
PS(40:7),LPS(22:4) ,PS,LPS,5320,PLA2G2A,31
PC(40:2),LPC(20:3),PC,LPC,5321,PLA2G4A,23
PC(52:0),PS(36:1),PC,PS,9791,PTDSS1,9
LPE(22:2),PE(40:3),LPE,PE,154141,MBOAT1,26
PI(30:0),LPI(14:0) ,PI,LPI,123745,PLA2G4E,29
LPS(20:0) ,PS(38:3),LPS,PS,254531,LPCAT4,30
PC(32:2),LPC(14:0),PC,LPC,5321,PLA2G4A,23
LPE(20:1),PE(42:6),LPE,PE,129642,MBOAT2,26
PI(44:4),LPI(22:0) ,PI,LPI,123745,PLA2G4E,29
PS(40:5),LPS(20:5) ,PS,LPS,64600,PLA2G2F,31
PE(32:4),PC(44:3),PE,PC,10400,PEMT,8
LPC(14:1),PC(32:1),LPC,PC,79888,LPCAT1,22
LPG(14:1) ,PG(36:7),LPG,PG,54675,CRLS1,32
PS(42:3),LPS(22:0 ,PS,LPS,5320,PLA2G2A,31
Cer(46:0),SM(34:0),Cer,SM,166929,SGMS2,17
PS(30:3),PE(44:4),PS,PE,23761,PISD,6
PC(32:0),LPC(14:1),PC,LPC,255189,PLA2G4F,23
PC(36:6),LPC(14:1),PC,LPC,255189,PLA2G4F,23
PC(42:1),LPC(18:0),PC,LPC,5319,PLA2G1B,23
PC(42:4),LPC(18:4),PC,LPC,255189,PLA2G4F,23
PC(38:0),LPC(22:1),PC,LPC,5319,PLA2G1B,23
PC(42:3),LPC(24:0),PC,LPC,100137049,PLA2G4B,23
LPC(20:5),PC(32:5),LPC,PC,254531,LPCAT4,22
PS(40:8),LPS(20:4) ,PS,LPS,64600,PLA2G2F,31
PC(44:2),LPC(20:2),PC,LPC,5321,PLA2G4A,23
PC(38:1),LPC(20:3),PC,LPC,5319,PLA2G1B,23
LPC(20:0),PC(36:1),LPC,PC,79888,LPCAT1,22
PG(38:0) ,LPG(14:0),PG,LPG,255189,PLA2G4F,33
PI(38:0) ,LPI(22:1) ,PI,LPI,123745,PLA2G4E,29
LPS(12:0) ,PS(30:4),LPS,PS,154141,MBOAT1,30
PI(34:6),LPI(14:1),PI,LPI,123745,PLA2G4E,29
PC(38:5),LPC(21:4),PC,LPC,5320,PLA2G2A,23
LPS(22:0 ,PS(44:4),LPS,PS,10162,LPCAT3,30
PS(32:0),LPS(14:0),PS,LPS,30814,PLA2G2E,31
LPE(24:0),PE(42:4),LPE,PE,10162,LPCAT3,26
PS(38:2),LPS(14:1) ,PS,LPS,5320,PLA2G2A,31
LPC(18:1),PC(42:0),LPC,PC,54947,LPCAT2,22
LPS(18:0) ,PS(30:0),LPS,PS,10162,LPCAT3,30
PI(38:2),LPI(18:1) ,PI,LPI,283748,PLA2G4D,29
LPC(14:0),PC(36:6),LPC,PC,254531,LPCAT4,22
LPC(19:3),PC(34:2),LPC,PC,10162,LPCAT3,22
PC(38:5),LPC(18:1),PC,LPC,30814,PLA2G2E,23
LPC(18:4),PC(32:3),LPC,PC,79888,LPCAT1,22
PS(34:0),LPS(20:0) ,PS,LPS,5320,PLA2G2A,31
LPG(12:0),PG(32:0),LPG,PG,9926,LPGAT1,32
LPC(16:0),PC(34:4),LPC,PC,254531,LPCAT4,22
LPC(8:0),PC(32:0),LPC,PC,54947,LPCAT2,22
PC(42:4),LPC(24:1),PC,LPC,8605,PLA2G4C,23
PS(36:1),LPS(22:0 ,PS,LPS,30814,PLA2G2E,31
LPG(22:0) ,PG(42:1),LPG,PG,54675,CRLS1,32
LPE(20:1),PE(44:7),LPE,PE,10162,LPCAT3,26
PC(38:0),LPC(20:3),PC,LPC,5320,PLA2G2A,23
PE(20:5),PS(44:0),PE,PS,81490,PTDSS2,7
PS(30:2),PE(46:1),PS,PE,23761,PISD,6
PE(32:3),LPE(14:0),PE,LPE,8605,PLA2G4C,27
PS(42:4),LPS(18:3) ,PS,LPS,64600,PLA2G2F,31
LPE(16:0),PE(34:2),LPE,PE,10162,LPCAT3,26
LPC(20:4),PC(44:4),LPC,PC,79888,LPCAT1,22
PE(36:1),LPE(22:2),PE,LPE,8605,PLA2G4C,27
PC(46:0),LPC(22:0),PC,LPC,5321,PLA2G4A,23
PC(32:1),LPC(18:1),PC,LPC,30814,PLA2G2E,23
PC(44:3),LPC(20:2),PC,LPC,283748,PLA2G4D,23
LPS(18:2) ,PS(42:7),LPS,PS,10162,LPCAT3,30
PS(38:3),LPS(22:4) ,PS,LPS,5320,PLA2G2A,31
PC(40:4),LPC(18:3),PC,LPC,30814,PLA2G2E,23
PS(26:0),PE(46:1),PS,PE,23761,PISD,6
LPE(20:0),PE(38:0),LPE,PE,254531,LPCAT4,26
PI(38:0) ,LPI(18:1) ,PI,LPI,283748,PLA2G4D,29
PC(32:0),LPC(20:0),PC,LPC,5319,PLA2G1B,23
PC(50:0),PS(32:4),PC,PS,9791,PTDSS1,9
LPE(20:3),PE(38:6),LPE,PE,254531,LPCAT4,26
PC(36:0) ,LPC(22:0),PC,LPC,5320,PLA2G2A,23
PC(38:2),LPC(20:4),PC,LPC,64600,PLA2G2F,23
Cer(42:1),SM(30:1),Cer,SM,10087,CERT1,17
LPE(18:3),PE(42:3),LPE,PE,129642,MBOAT2,26
LPE(24:1),PE(42:2),LPE,PE,129642,MBOAT2,26
LPS(14:1) ,PS(40:1),LPS,PS,10162,LPCAT3,30
LPC(14:1),PC(36:1),LPC,PC,54947,LPCAT2,22
PS(40:2),LPS(20:2) ,PS,LPS,64600,PLA2G2F,31
Cer(40:1),Cer1P(40:1),Cer,Cer1P,64781,CERK,41
PC(42:4),LPC(22:4),PC,LPC,5321,PLA2G4A,23
PS(36:6),LPS(18:4),PS,LPS,5320,PLA2G2A,31
PC(36:2),LPC(20:2),PC,LPC,8605,PLA2G4C,23
LPE(22:2),PE(40:0) ,LPE,PE,154141,MBOAT1,26
PC(32:0),LPC(15:1),PC,LPC,8605,PLA2G4C,23
PC(44:2),LPC(22:2),PC,LPC,26279,PLA2G2D,23
PC(44:1),LPC(18:0),PC,LPC,64600,PLA2G2F,23
LPC(18:0),PC(42:6),LPC,PC,79888,LPCAT1,22
PE(30:1),PS(30:1),PE,PS,81490,PTDSS2,7
PC(38:6),LPC(14:0),PC,LPC,255189,PLA2G4F,23
PG(42:0),LPG(22:4) ,PG,LPG,255189,PLA2G4F,33
LPS(20:5) ,PS(40:8),LPS,PS,254531,LPCAT4,30
LPC(18:3),PC(32:3),LPC,PC,254531,LPCAT4,22
LPE(20:5),PE(42:1),LPE,PE,254531,LPCAT4,26
PE(18:2),PS(36:4),PE,PS,81490,PTDSS2,7
LPE(14:0),PE(34:1),LPE,PE,254531,LPCAT4,26
PI(36:4),LPI(16:0) ,PI,LPI,123745,PLA2G4E,29
PS(40:4),LPS(22:4) ,PS,LPS,5320,PLA2G2A,31
PC(36:0) ,LPC(14:0),PC,LPC,283748,PLA2G4D,23
LPE(20:0),PE(36:0),LPE,PE,154141,MBOAT1,26
LPS(20:2) ,PS(32:3),LPS,PS,254531,LPCAT4,30
PC(34:2),LPC(14:1),PC,LPC,26279,PLA2G2D,23
PS(36:7),PE(18:3),PS,PE,23761,PISD,6
PC(42:0),LPC(22:1),PC,LPC,5320,PLA2G2A,23
LPE(17:0),PE(32:0),LPE,PE,254531,LPCAT4,26
PG(14:0),LPG(14:0),PG,LPG,54675,CRLS1,33
PC(38:5),LPC(20:1),PC,LPC,64600,PLA2G2F,23
O-PE(38:6),P-PE(16:0),O-PE,P-PE,387521,PEDS1,84
PG(32:2),LPG(18:1) ,PG,LPG,255189,PLA2G4F,33
LPC(20:4),PC(44:4),LPC,PC,254531,LPCAT4,22
PG(40:3),LPG(18:4),PG,LPG,54675,CRLS1,33
SM(44:1),Cer1P(30:1),SM,Cer,55512,SMPD3,18
PC(46:2),LPC(18:2),PC,LPC,5321,PLA2G4A,23
PS(30:1),LPS(16:0) ,PS,LPS,30814,PLA2G2E,31
PC(32:2),LPC(18:1),PC,LPC,30814,PLA2G2E,23
PG(42:10),LPG(18:4),PG,LPG,255189,PLA2G4F,33
LPC(14:0),PC(46:0),LPC,PC,79888,LPCAT1,22
PG(38:4),LPG(18:1) ,PG,LPG,54675,CRLS1,33
LPS(19:1),PS(36:1),LPS,PS,154141,MBOAT1,30
LPE(22:4),PE(36:4),LPE,PE,154141,MBOAT1,26
PC(44:6),LPC(22:0),PC,LPC,5320,PLA2G2A,23
PS(34:0),LPS(12:0) ,PS,LPS,30814,PLA2G2E,31
PE(20:1),PC(34:2),PE,PC,10400,PEMT,8
PC(40:4),LPC(20:1),PC,LPC,255189,PLA2G4F,23
PC(32:0),LPC(16:1),PC,LPC,26279,PLA2G2D,23
LPE(18:4),PE(42:10),LPE,PE,254531,LPCAT4,26
LPS(20:1) ,PS(40:1),LPS,PS,10162,LPCAT3,30
LPC(18:3),PC(38:7),LPC,PC,254531,LPCAT4,22
PS(34:2),LPS(16:1) ,PS,LPS,64600,PLA2G2F,31
PC(38:8),LPC(20:4),PC,LPC,100137049,PLA2G4B,23
PC(36:0) ,LPC(8:0),PC,LPC,5319,PLA2G1B,23
LPE(22:4),PE(52:4),LPE,PE,129642,MBOAT2,26
LPE(20:2),PE(40:7),LPE,PE,154141,MBOAT1,26
PC(40:3),LPC(22:6),PC,LPC,100137049,PLA2G4B,23
PC(40:0),LPC(21:0),PC,LPC,5320,PLA2G2A,23
LPS(22:6) ,PS(36:6),LPS,PS,10162,LPCAT3,30
PC(46:2),LPC(20:2),PC,LPC,30814,PLA2G2E,23
PC(40:2),LPC(16:1)_2,PC,LPC,26279,PLA2G2D,23
PS(32:1),PE(18:2),PS,PE,23761,PISD,6
PC(38:6),LPC(16:0),PC,LPC,64600,PLA2G2F,23
PC(44:7),LPC(20:1),PC,LPC,283748,PLA2G4D,23
LPE(22:6),PE(40:7),LPE,PE,254531,LPCAT4,26
PS(30:1),LPS(12:0) ,PS,LPS,5320,PLA2G2A,31
PE(46:1),LPE(20:0),PE,LPE,8605,PLA2G4C,27
SM(32:2),Cer1P(20:1),SM,Cer,6610,SMPD2,18
LPC(24:1),PC(40:0),LPC,PC,10162,LPCAT3,22
LPE(18:0),PE(40:4),LPE,PE,254531,LPCAT4,26
PG(34:5),LPG(22:4) ,PG,LPG,54675,CRLS1,33
PC(30:0),LPC(18:0),PC,LPC,8605,PLA2G4C,23
PE(34:1),LPE(16:1),PE,LPE,8605,PLA2G4C,27
PC(34:1),LPC(14:1),PC,LPC,123745,PLA2G4E,23
PC(46:2),LPC(24:1),PC,LPC,100137049,PLA2G4B,23
PE(44:1),LPE(22:0),PE,LPE,8605,PLA2G4C,27
PG(40:3),LPG(22:1) ,PG,LPG,255189,PLA2G4F,33
SM(40:2),Cer(20:1),SM,Cer,55512,SMPD3,18
PG(34:1),LPG(16:1) ,PG,LPG,54675,CRLS1,33
PE(44:4),PC(32:3),PE,PC,10400,PEMT,8
PC(44:0),LPC(16:0),PC,LPC,64600,PLA2G2F,23
PC(38:4),LPC(20:0),PC,LPC,30814,PLA2G2E,23
PE(18:2),PS(36:5),PE,PS,81490,PTDSS2,7
LPI(18:0) ,PI(38:5),LPI,PI,79143,MBOAT7,28
SM(32:1),Cer(44:0),SM,Cer,55512,SMPD3,18
LPC(20:2),PC(38:3),LPC,PC,10162,LPCAT3,22
LPE(20:3),PE(38:3),LPE,PE,129642,MBOAT2,26
PS(38:3),PE(18:4),PS,PE,23761,PISD,6
LPC(14:0),PC(38:6),LPC,PC,10162,LPCAT3,22
PC(34:0),LPC(19:0),PC,LPC,255189,PLA2G4F,23
LPC(22:4),PC(36:4),LPC,PC,10162,LPCAT3,22
PS(38:5),LPS(22:6) ,PS,LPS,5320,PLA2G2A,31
PC(44:2),LPC(22:2),PC,LPC,283748,PLA2G4D,23
LPC(8:0),PC(30:0),LPC,PC,54947,LPCAT2,22
LPE(19:1),PE(36:0),LPE,PE,10162,LPCAT3,26
PE(44:0),LPE(20:0),PE,LPE,8605,PLA2G4C,27
LPS(18:3) ,PS(38:8),LPS,PS,10162,LPCAT3,30
LPC(20:5),PC(32:5),LPC,PC,79888,LPCAT1,22
SM(40:0),Cer1P(26:1),SM,Cer,6609,SMPD1,18
PI(38:5),LPI(18:2) ,PI,LPI,123745,PLA2G4E,29
PS(42:3),LPS(22:0 ,PS,LPS,64600,PLA2G2F,31
LPE(18:4),PE(32:4),LPE,PE,129642,MBOAT2,26
PC(40:2),LPC(18:3),PC,LPC,5321,PLA2G4A,23
PC(44:7),LPC(22:2),PC,LPC,30814,PLA2G2E,23
PS(38:1),PE(22:1),PS,PE,23761,PISD,6
PS(40:5),LPS(16:0) ,PS,LPS,5320,PLA2G2A,31
PG(26:0),LPG(12:0),PG,LPG,255189,PLA2G4F,33
LPS(16:1) ,PS(34:3),LPS,PS,154141,MBOAT1,30
LPS(16:0) ,PS(40:1),LPS,PS,154141,MBOAT1,30
PC(30:2),LPC(16:1)_2,PC,LPC,5319,PLA2G1B,23
LPS(20:2) ,PS(40:2),LPS,PS,154141,MBOAT1,30
LPC(14:0),PC(36:6),LPC,PC,79888,LPCAT1,22
PC(36:0) ,LPC(14:1),PC,LPC,283748,PLA2G4D,23
LPE(18:0),PE(42:5),LPE,PE,254531,LPCAT4,26
PI(34:3),LPI(18:3) ,PI,LPI,283748,PLA2G4D,29
LPS(15:0) ,PS(32:0),LPS,PS,254531,LPCAT4,30
PI(42:1),LPI(20:0) ,PI,LPI,283748,PLA2G4D,29
LPS(20:4) ,PS(40:9),LPS,PS,10162,LPCAT3,30
PS(32:0),LPS(12:0) ,PS,LPS,64600,PLA2G2F,31
LPE(20:0),PE(38:0)_2,LPE,PE,254531,LPCAT4,26
LPG(18:4),PG(38:1),LPG,PG,9926,LPGAT1,32
LPC(16:0),PC(34:4),LPC,PC,79888,LPCAT1,22
PG(34:3),LPG(20:3) ,PG,LPG,54675,CRLS1,33
LPC(20:4),PC(42:9),LPC,PC,54947,LPCAT2,22
LPC(20:5),PC(32:4),LPC,PC,54947,LPCAT2,22
PS(30:0),LPS(15:1),PS,LPS,5320,PLA2G2A,31
PS(40:0) ,PE(26:0),PS,PE,23761,PISD,6
PC(34:0),LPC(16:0),PC,LPC,26279,PLA2G2D,23
LPS(18:4),PS(30:3),LPS,PS,154141,MBOAT1,30
PS(42:2),LPS(20:2) ,PS,LPS,30814,PLA2G2E,31
PE(20:5),PS(38:5),PE,PS,81490,PTDSS2,7
PE(38:2),LPE(18:3),PE,LPE,8605,PLA2G4C,27
PG(38:5),LPG(22:6) ,PG,LPG,255189,PLA2G4F,33
PG(40:1),LPG(22:1) ,PG,LPG,255189,PLA2G4F,33
PC(32:4),LPC(14:1),PC,LPC,64600,PLA2G2F,23
PC(30:1),LPC(4:0),PC,LPC,100137049,PLA2G4B,23
SM(42:2),Cer(20:1),SM,Cer,6609,SMPD1,18
LPC(12:0),PC(32:3),LPC,PC,79888,LPCAT1,22
LPS(14:0),PS(26:1),LPS,PS,10162,LPCAT3,30
PI(44:7),LPI(22:1) ,PI,LPI,283748,PLA2G4D,29
PC(42:4),PS(42:4),PC,PS,9791,PTDSS1,9
PC(42:8),LPC(20:2),PC,LPC,5321,PLA2G4A,23
PE(44:7),PS(22:7),PE,PS,81490,PTDSS2,7
PE(34:3),PC(48:2),PE,PC,10400,PEMT,8
LPE(14:1),PE(30:1),LPE,PE,254531,LPCAT4,26
LPI(20:5) ,PI(40:2),LPI,PI,79143,MBOAT7,28
PC(42:5),LPC(24:1),PC,LPC,26279,PLA2G2D,23
PC(44:4),LPC(20:5),PC,LPC,255189,PLA2G4F,23
SM(42:0),Cer(42:0),SM,Cer,6610,SMPD2,18
PC(40:7),LPC(22:6),PC,LPC,100137049,PLA2G4B,23
PG(28:1),LPG(14:0),PG,LPG,54675,CRLS1,33
LPI(12:0) ,PI(42:0),LPI,PI,79143,MBOAT7,28
PC(38:0),LPC(14:0),PC,LPC,255189,PLA2G4F,23
PC(38:1),LPC(21:0),PC,LPC,100137049,PLA2G4B,23
PE(30:4),PS(30:4),PE,PS,81490,PTDSS2,7
LPC(18:1),PC(30:1),LPC,PC,54947,LPCAT2,22
PC(44:4),LPC(24:0),PC,LPC,30814,PLA2G2E,23
PE(16:1),PS(36:0),PE,PS,81490,PTDSS2,7
PC(38:7),LPC(18:2),PC,LPC,64600,PLA2G2F,23
PC(46:2),LPC(20:1),PC,LPC,64600,PLA2G2F,23
PS(36:2),PE(22:1),PS,PE,23761,PISD,6
PC(36:5),LPC(21:4),PC,LPC,5319,PLA2G1B,23
LPC(16:1),PC(34:2),LPC,PC,254531,LPCAT4,22
LPE(18:2),PE(42:1),LPE,PE,154141,MBOAT1,26
LPC(18:3),PC(32:3),LPC,PC,79888,LPCAT1,22
LPC(15:1),PC(32:2),LPC,PC,79888,LPCAT1,22
PE(16:0),PC(40:1),PE,PC,10400,PEMT,8
PC(40:2),LPC(20:1),PC,LPC,30814,PLA2G2E,23
Cer(44:2),SM(32:2),Cer,SM,166929,SGMS2,17
PC(30:1),LPC(15:1),PC,LPC,30814,PLA2G2E,23
PC(36:1),LPC(14:1),PC,LPC,100137049,PLA2G4B,23
PI(34:5),LPI(22:6) ,PI,LPI,283748,PLA2G4D,29
PC(38:7),LPC(20:3),PC,LPC,8605,PLA2G4C,23
PS(30:1),PE(14:0),PS,PE,23761,PISD,6
LPC(20:4),PC(34:5),LPC,PC,10162,LPCAT3,22
PC(32:1),LPC(16:0),PC,LPC,5321,PLA2G4A,23
LPI(20:5) ,PI(44:10),LPI,PI,79143,MBOAT7,28
PC(34:0),LPC(14:1),PC,LPC,8605,PLA2G4C,23
PC(42:1),PS(30:1),PC,PS,9791,PTDSS1,9
LPG(22:4) ,PG(36:5),LPG,PG,9926,LPGAT1,32
LPE(16:0),PE(38:0),LPE,PE,254531,LPCAT4,26
PC(38:0),LPC(16:1)_2,PC,LPC,283748,PLA2G4D,23
LPS(20:1) ,PS(32:0),LPS,PS,154141,MBOAT1,30
PC(38:4),LPC(18:1),PC,LPC,100137049,PLA2G4B,23
LPS(22:6) ,PS(42:11),LPS,PS,254531,LPCAT4,30
PI(30:4),LPI(18:4) ,PI,LPI,123745,PLA2G4E,29
PC(40:1),LPC(16:1),PC,LPC,26279,PLA2G2D,23
PE(36:1),LPE(18:0),PE,LPE,8605,PLA2G4C,27
LPI(20:5) ,PI(40:0),LPI,PI,79143,MBOAT7,28
LPC(18:1),PC(38:2),LPC,PC,10162,LPCAT3,22
Cer(20:1),SM(36:2),Cer,SM,10087,CERT1,17
PG(42:4),LPG(18:3) ,PG,LPG,54675,CRLS1,33
LPE(12:0) ,PE(30:2),LPE,PE,10162,LPCAT3,26
LPE(18:4),PE(38:0),LPE,PE,154141,MBOAT1,26
LPC(18:3),PC(38:7),LPC,PC,79888,LPCAT1,22
Cer1P(20:1),SM(38:0),Cer,SM,10087,CERT1,17
LPE(20:1),PE(34:2),LPE,PE,154141,MBOAT1,26
LPE(24:1),PE(44:1),LPE,PE,10162,LPCAT3,26
PG(42:1),LPG(22:1) ,PG,LPG,283748,PLA2G4D,33
PE(18:3),PC(44:2),PE,PC,10400,PEMT,8
LPS(20:5) ,PS(42:11),LPS,PS,154141,MBOAT1,30
PS(34:1),LPS(16:1) ,PS,LPS,30814,PLA2G2E,31
LPS(20:5) ,PS(32:4),LPS,PS,10162,LPCAT3,30
PC(44:8),LPC(22:4),PC,LPC,26279,PLA2G2D,23
PC(52:4),LPC(20:4),PC,LPC,255189,PLA2G4F,23
LPC(18:2),PC(40:8),LPC,PC,79888,LPCAT1,22
LPE(14:0),PE(28:0),LPE,PE,254531,LPCAT4,26
LPS(20:3) ,PS(44:2),LPS,PS,254531,LPCAT4,30
PS(34:1),LPS(16:0) ,PS,LPS,30814,PLA2G2E,31
PE(52:4),PS(34:2),PE,PS,81490,PTDSS2,7
LPC(20:0),PC(42:4),LPC,PC,10162,LPCAT3,22
LPC(20:2),PC(42:7),LPC,PC,79888,LPCAT1,22
PC(40:2),LPC(24:1),PC,LPC,5321,PLA2G4A,23
LPI(20:4) ,PI(38:6),LPI,PI,79143,MBOAT7,28
PC(42:5),LPC(20:0),PC,LPC,26279,PLA2G2D,23
PS(34:0),LPS(19:1),PS,LPS,30814,PLA2G2E,31
PS(34:1),LPS(22:2) ,PS,LPS,30814,PLA2G2E,31
PG(32:0),LPG(18:1) ,PG,LPG,54675,CRLS1,33
LPC(20:0),PC(32:1),LPC,PC,254531,LPCAT4,22
LPC(17:0),PC(34:0),LPC,PC,254531,LPCAT4,22
PC(36:2),LPC(20:1),PC,LPC,100137049,PLA2G4B,23
PC(44:3),LPC(24:0),PC,LPC,283748,PLA2G4D,23
PC(34:1),LPC(19:2),PC,LPC,30814,PLA2G2E,23
PC(40:1),LPC(20:4),PC,LPC,283748,PLA2G4D,23
PI(40:1),LPI(20:2) ,PI,LPI,123745,PLA2G4E,29
LPC(18:0),PC(40:0),LPC,PC,254531,LPCAT4,22
PC(48:0),LPC(24:0),PC,LPC,255189,PLA2G4F,23
PC(40:2),LPC(24:1),PC,LPC,100137049,PLA2G4B,23
PC(34:5),LPC(10:0),PC,LPC,26279,PLA2G2D,23
LPG(19:1),PG(34:0),LPG,PG,9926,LPGAT1,32
PG(42:0),LPG(22:4) ,PG,LPG,54675,CRLS1,33
PG(34:0),LPG(18:0) ,PG,LPG,54675,CRLS1,33
LPC(22:5),PC(38:6),LPC,PC,10162,LPCAT3,22
LPE(20:3),PE(32:3),LPE,PE,254531,LPCAT4,26
LPI(18:3) ,PI(36:2),LPI,PI,79143,MBOAT7,28
PE(20:1),PC(38:1),PE,PC,10400,PEMT,8
LPI(20:4) ,PI(38:1),LPI,PI,79143,MBOAT7,28
PG(32:1),LPG(20:0),PG,LPG,283748,PLA2G4D,33
PC(32:2),LPC(20:1),PC,LPC,26279,PLA2G2D,23
PC(38:0),LPC(4:0),PC,LPC,5320,PLA2G2A,23
PC(32:1),LPC(16:0),PC,LPC,123745,PLA2G4E,23
PC(36:5),LPC(16:1)_2,PC,LPC,8605,PLA2G4C,23
LPC(17:0),PC(32:0),LPC,PC,54947,LPCAT2,22
PC(38:1),LPC(16:0),PC,LPC,64600,PLA2G2F,23
PG(34:5),LPG(22:6) ,PG,LPG,54675,CRLS1,33
PI(44:0),LPI(20:0) ,PI,LPI,283748,PLA2G4D,29
LPS(18:4)_2,PS(36:7),LPS,PS,10162,LPCAT3,30
PE(18:2),PS(32:1),PE,PS,81490,PTDSS2,7
PC(32:5),LPC(18:4),PC,LPC,5321,PLA2G4A,23
PC(38:0),LPC(14:1),PC,LPC,255189,PLA2G4F,23
LPE(16:0),PE(42:0),LPE,PE,254531,LPCAT4,26
PE(18:1),PC(44:1),PE,PC,10400,PEMT,8
PS(34:6),PE(52:4),PS,PE,23761,PISD,6
Cer1P(20:1),Cer1P(32:1),Cer1P,Cer,5524,PTPA,42
LPC(20:5),PC(40:0),LPC,PC,54947,LPCAT2,22
LPE(18:2),PE(42:3),LPE,PE,129642,MBOAT2,26
PE(20:5),PC(38:1),PE,PC,10400,PEMT,8
PC(44:6),LPC(20:5),PC,LPC,283748,PLA2G4D,23
PI(36:3),LPI(20:2) ,PI,LPI,283748,PLA2G4D,29
PC(44:0),LPC(18:1),PC,LPC,100137049,PLA2G4B,23
